subject,session,outer_fold,V_total,V_within,V_between,delta_trial,absolute_beta,beta_squared,SOURCE_WITHIN_CORRECTED_PROJECTED_VARIANCE,TOTAL_PROJECTED_VARIANCE,SYMMETRIC_TWO_COMPONENT_MIXTURE,UNORDERED_TWO_MEANS_SEPARATION
18,0,0,0.41619528421129959,0.13676104874224748,0.27943423546905216,0.52861539465763974,0.31161555345009112,0.097104253152006589,0.18070648827464067,0.41619528421129959,0.24242989008123181,0.29086179955733688
18,1,0,0.19000371124236692,0.081967426968394791,0.10803628427397212,0.3286887346319799,0.11575358787976127,0.013398893107037615,0.063517904956235965,0.19000371124236692,0.058718077156561049,0.13172419814237801
19,0,2,0.26181250451611532,0.14340398438778273,0.11840852012833256,0.34410539101899079,0.12164640986854328,0.014797849033905623,0.15253377938058488,0.26181250451611532,0,0.16687503091977549
19,1,2,0.18123296408367787,0.13188240872681573,0.049350555356862169,0.22214984887877409,0.0020137989154308074,4.0553860717902963e-06,0.062399622609502145,0.18123296408367787,0,0.11123178864719481
20,0,3,0.061619442220838538,0.050044425916441704,0.011575016304396852,0.10758724972968151,0.094447340863199808,0.008920300196129452,0,0.061619442220838538,0.020222622230295525,0.041895582812937447
20,1,3,0.077916290262118826,0.058040645452482081,0.019875644809636717,0.14098100868427887,0.056018782233268137,0.0031381039628983181,0,0.077916290262118826,0,0.045448873863978285
21,0,3,0.36941917165483562,0.11595621288267335,0.25346295877216218,0.50345104903273585,0.2880179343050378,0.082954330481341071,0.22843472474709736,0.36941917165483562,0.28778499103430338,0.29514323845895651
21,1,3,0.665506392429286,0.11658341792167219,0.54892297450761363,0.74089336243997606,0.52352603766667838,0.27407951211497233,0.53593888753668195,0.665506392429286,0.56705652332347567,0.56941360620698989
22,0,4,0.17674271111178605,0.12960988285442177,0.047132828257364284,0.21710096328059966,0.0010897941398123698,1.1876512671693831e-06,0.063995708266254628,0.17674271111178605,0.084546370998055939,0.12150554863557199
22,1,4,0.092637634335070218,0.077788068519564518,0.014849565815505696,0.12185879457595868,0.092256384301320826,0.0085112404443529951,0,0.092637634335070218,0,0.055341411540028487
23,0,4,0.21601015750891236,0.069403433042830212,0.14660672446608217,0.38289257562152101,0.16271777050564279,0.026477072838327034,0.10326315466338094,0.21601015750891236,0.12302515367547059,0.1523961759078136
23,1,4,0.22973742078191045,0.12185205417444048,0.10788536660746989,0.32845907904557897,0.10851350480150371,0.011775180724305967,0.13071722621616197,0.22973742078191045,0.12509054280160042,0.15980238708478375
24,0,5,0.06926287700703733,0.064595525067444745,0.0046673519395925792,0.068318020606517718,0.14652415801312926,0.021469328881456473,0,0.06926287700703733,0,0.041836200248994641
24,1,5,0.059718204504929734,0.057208617609620149,0.0025095868953095906,0.050095777220336549,0.16050591685466697,0.025762149345357269,0,0.059718204504929734,0,0.03776661992951761
25,0,3,0.17506535134118631,0.16900088682237194,0.0060644645188144344,0.077874671869706355,0.12218656071675371,0.014929555619788941,0.03408090443344805,0.17506535134118631,0.12873360235921993,0.13600382233077557
25,1,3,0.10363631935076954,0.10336257916756522,0.0002737401832043032,0.016545095442586699,0.1760277345736809,0.030985763339142255,0,0.10363631935076954,0,0.063283996591074268
26,0,4,0.07532540076409186,0.074794278768842107,0.00053112199524976516,0.023046084163036572,0.18661799411514929,0.034826275727561896,0,0.07532540076409186,0,0.048611640717158767
26,1,4,0.1311271877417397,0.12797537054839972,0.0031518171933399746,0.056141047312460911,0.15732076215578444,0.024749822205276897,0.032106993175991222,0.1311271877417397,0,0.064460373087514275
27,0,5,0.06550118695451948,0.063632085416285122,0.0018691015382343674,0.043233106969478463,0.17072447371489502,0.029146845925227882,0,0.06550118695451948,0,0.037823752051649069
27,1,5,0.098445849378258107,0.097946055748808963,0.00049979362944917107,-0.022356064712940223,0.23188642214365335,0.053771312774584606,0,0.098445849378258107,0.053254396226534689,0.068549187445748713
28,0,5,0.15008845649072952,0.062052984473905323,0.088035472016824198,0.29670772153219099,0.076195863981518772,0.0058058096878901098,0.037330553838875347,0.15008845649072952,0.092120787861871001,0.10989380441959844
28,1,5,0.15698266098545099,0.066695460454674754,0.090287200530776268,0.30047828628833773,0.081335630823288721,0.0066154848414223142,0.054375501076493402,0.15698266098545099,0.105089668427127,0.11625886708462548
29,0,1,0.37676667898953076,0.21526596352219371,0.16150071546733696,0.40187151611844424,0.19772262430202645,0.0390942361608803,0.26256829438447993,0.37676667898953076,0.070747392652917948,0.25639239758421156
29,1,1,0.81711559183534288,0.31975794407100488,0.49735764776433777,0.70523588093937595,0.51710371647619913,0.26739625359349734,0.69604482374243393,0.81711559183534288,0.62594404218494359,0.64393548130479406
30,0,1,0.26702856090534416,0.23792602435213356,0.029102536553210642,0.17059465569944049,0.027875100608125536,0.00077702123391312067,0.15283017630029333,0.26702856090534416,0.20860829165092193,0.22721318707330099
30,1,1,0.056097169665251113,0.054508205482491134,0.0015889641827599699,0.039861813590954059,0.14054926344429589,0.019754095454734086,0,0.056097169665251113,0,0.033090710770470287
31,0,0,0.089600794530256364,0.079967841818075674,0.0096329527121807052,0.09814760675727506,0.10608985759573356,0.011255057884683025,0,0.089600794530256364,0.026338910920398764,0.061137997851634721
31,1,0,0.022056657035515511,0.019359714274460052,0.0026969427610554586,0.051932097599225263,0.1538465755040764,0.023668768794331482,0,0.022056657035515511,0,0.014330731539178836
32,0,3,0.61911995667164854,0.12784425846395303,0.49127569820769545,0.70091062069831378,0.4822147873444641,0.23253110113366673,0.47813550976391028,0.61911995667164854,0.48194111908437487,0.49396470342422399
32,1,3,0.46053881962159343,0.13471573787257066,0.32582308174902275,0.57080914651836367,0.36492058696580992,0.13316703479147124,0.33097131472898939,0.46053881962159343,0.29968735524339679,0.33770519197118787
33,0,4,0.28748429732185443,0.084029133698731745,0.20345516362312271,0.45106004436562847,0.22897111845508528,0.05242777308657269,0.17473729447632302,0.28748429732185443,0.19084297112813051,0.2113480085766658
33,1,4,0.29301193932346908,0.1151935330988995,0.17781840622456957,0.42168519801454918,0.19513451285074074,0.038077478105495902,0.1939917447577206,0.29301193932346908,0.19467801090366804,0.21881766643775441
34,0,5,0.38008956643291447,0.37969327622807342,0.00039629020484104993,0.019907039077699373,0.19352326783507964,0.03745125519356797,0.26733166378106032,0.38008956643291447,0,0.56830723023055207
34,1,5,0.31206476820033097,0.30924827087421147,0.002816497326119557,-0.053070682359656507,0.25959465237670043,0.067389383542579936,0.20945760829137339,0.31206476820033097,0.11225630629476822,0.2034467750757368
35,0,4,0.13328928131440937,0.12949665974978869,0.0037926215646206492,0.061584263936663636,0.14863702520386854,0.02209296526145545,0.020542278468877948,0.13328928131440937,0,0.070818406250353239
35,1,4,0.052410508108315719,0.051535848272889789,0.00087465983542594431,-0.029574648525822658,0.23897571393484152,0.057109391850667206,0,0.052410508108315719,0,0.036452842617692729
36,0,1,1.2714954097422799,0.24199141369898439,1.0295039960432957,1.0146447634730569,0.79637503125713205,0.63421319040979807,1.157297025137229,1.2714954097422799,1.0694382968168303,1.0809337931126961
36,1,1,1.8556241664689259,0.18838463990746529,1.6672395265614606,1.2912162973574413,1.0734976994404086,1.1523973107038499,1.7345533983760169,1.8556241664689259,1.6700620313763372,1.6719689203528831
37,0,0,0.48987285622866195,0.18224019507846584,0.30763266115019616,0.55464642895289262,0.33545385956521379,0.11252929189719817,0.254384060292003,0.48987285622866195,0.32994019568628619,0.36311484573038871
37,1,0,0.41640757026183989,0.13361598153674636,0.28279158872509352,0.53178152348976315,0.30624714814764498,0.093787315748565608,0.2899217639757089,0.41640757026183989,0.2646854488730685,0.30114279944262295
38,0,1,0.115866729940358,0.10322908238905129,0.012637647551306704,0.11241729204756137,0.082142529470488626,0.0067473951478100921,0.0016683453353071587,0.115866729940358,0,0.055350664158643335
38,1,1,0.040358360922927397,0.037183992438886482,0.0031743684840409062,0.056341534271271906,0.12443550239860758,0.015484194257193874,0,0.040358360922927397,0,0.02733549745155324
39,0,3,0.20816493774690059,0.13142487526898392,0.076740062477916718,0.27701996765200287,0.068900935528256241,0.0047473389166689233,0.067180490839162332,0.20816493774690059,0.11685384972746686,0.14392389590434129
39,1,3,0.17081490774866748,0.12967099157748896,0.041143916171178505,0.20283963165806257,0.0023944990281955479,5.7336255960294231e-06,0.041247402856063431,0.17081490774866748,0.066353169325771094,0.1190755578057295
40,0,2,0.043400942797005737,0.042216457458697162,0.0011844853383085703,0.034416352774641445,0.17963070561090771,0.03226719039827259,0,0.043400942797005737,0,0.026960839982978473
40,1,2,0.034474856082283858,0.031810204331254456,0.0026646517510294024,0.051620264925990089,0.1633956999215064,0.026698154752838966,0,0.034474856082283858,0,0.022646728081125809
41,0,3,0.038604819075583087,0.038326956433312576,0.00027786264227051176,0.016669212407024868,0.18201583271956706,0.03312976336059742,0,0.038604819075583087,0,0.024121317061017264
41,1,3,0.052094456975734199,0.047456540309882,0.0046379166658521934,0.068102251547597109,0.12604581896882927,0.015887548479522881,0,0.052094456975734199,0.018071240232754526,0.033302341158046152
42,0,2,0.19406619674680056,0.18686992765811233,0.0071962690886882442,0.084830826287902228,0.13143120699436334,0.017274162171995181,0.084787471611270135,0.19406619674680056,0.10363463634435174,0.14564277194237554
42,1,2,0.10924147891395039,0.099103653507911615,0.010137825406038782,0.10068676877345295,0.11636713209420121,0.013541309431829275,0,0.10924147891395039,0,0.070088830597489105
43,0,0,0.17935991219689973,0.12689326056007927,0.052466651636820467,0.22905600109322713,0.022166461747862812,0.00049135202641946527,0,0.17935991219689973,0,0.12394101297321607
43,1,0,0.091112918062581774,0.060774332199116238,0.030338585863465502,0.17417975158859739,0.035851663586973781,0.0012853417819535418,0,0.091112918062581774,0,0.060807039013151896
44,0,5,0.50620002049717783,0.19922060219725912,0.30697941829991876,0.55405723377636606,0.32469585250726996,0.1054273966354228,0.39344211784532368,0.50620002049717783,0.25321035572709388,0.34428082986213421
44,1,5,0.63261081123528395,0.17391251329417967,0.45869829794110428,0.67727269097543297,0.44722178580100291,0.20000732569503812,0.53000365132632632,0.63261081123528395,0.49409512888408169,0.51341634565666061
45,0,0,0.60095453585811431,0.511896846496386,0.089057689361728309,0.29842534973042811,0.084210200851183234,0.0070913579273966217,0.36546573992145537,0.60095453585811431,0.32904128003431271,0.43549574769179139
45,1,0,0.30882032671747278,0.10660283093199599,0.20221749578547676,0.44968599687501587,0.23228557821099666,0.053956589844817042,0.18233452043134182,0.30882032671747278,0.20782843707721435,0.22804638784960254
46,0,0,0.28080037201871877,0.24406729272464769,0.036733079294071103,0.191658757415546,0.01399300935458074,0.00019580431079738411,0.045311576082059851,0.28080037201871877,0.10843969705280691,0.18485795708892303
46,1,0,0.11377607684190175,0.10399467579209302,0.0097814010498087148,0.098900965868937374,0.10998427688808282,0.01209654116259447,0,0.11377607684190175,0.067223145800528281,0.080135754083737201
47,0,5,0.13534316666479732,0.13228400612773228,0.0030591605370650092,0.055309678511676501,0.15900455729158577,0.025282449239493184,0.02258526401294314,0.13534316666479732,0,0.082941158851812871
47,1,5,0.1210258044723771,0.089015548494856045,0.032010255977521086,0.17891410223210769,0.038482117956467214,0.0014808734024154564,0.018418644563419503,0.1210258044723771,0,0.075897751029375571
48,0,5,0.088131781224975517,0.082511362079299086,0.0056204191456764412,0.074969454751094733,0.14032510244061636,0.019691134374969475,0,0.088131781224975517,0,0.053617608917636748
48,1,5,0.089728382906386059,0.089630578749988837,9.7804156397241756e-05,-0.0098895983941331891,0.22042053163821546,0.04858521076767354,0,0.089728382906386059,0,0.051725210277621177
49,0,1,0.084365440535915159,0.065185266052695048,0.019180174483220128,0.13849250695694743,0.058071792879868252,0.003372333128282317,0,0.084365440535915159,0.032514773010860205,0.060209979571851799
49,1,1,0.078618693615489829,0.061065310895369262,0.017553382720120574,0.13248917963411416,0.050200034459977977,0.0025200434597829765,0,0.078618693615489829,0.018852114003403291,0.051835223561291402
50,0,2,0.042229219168938917,0.042202803347731396,2.6415821207521083e-05,0.0051396324000380685,0.20877932976146757,0.043588808535647616,0,0.042229219168938917,0.011071277725855573,0.028310158657294724
50,1,2,0.044715816570513718,0.044686033538781991,2.9783031731738428e-05,0.0054573832311592737,0.20841387643361567,0.043436343890086423,0,0.044715816570513718,0,0.027226014727209404
51,0,1,0.12191608220509006,0.11340768055487033,0.0085084016502197449,0.092240997664919833,0.10346449235821978,0.010704901178944119,0.0077176976000392222,0.12191608220509006,0.041048238957656441,0.076059549991062014
51,1,1,0.21659862181337997,0.21235039077428711,0.004248231039092859,0.065178455329141238,0.11577796869890652,0.013404538036044978,0.095527853720470998,0.21659862181337997,0,0.11738556703758646
52,0,1,0.1064327140067591,0.072551053910102747,0.033881660096656344,0.1840697153163886,0.013067602840322885,0.00017076224399241474,0,0.1064327140067591,0.045913708342347981,0.071312578435717436
52,1,1,0.069919771894447688,0.054877610962481969,0.01504216093196571,0.12264648764626612,0.060457339409916773,0.003655089888525876,0,0.069919771894447688,0.024292478209371235,0.048709405346998018
53,0,4,0.06884066420336328,0.065962993866014424,0.0028776703373488721,0.053643921718577514,0.15780032471376687,0.024900942479770264,0,0.06884066420336328,0.03005897580529384,0.045441496959707707
53,1,4,0.081896357907692952,0.075401748310367583,0.0064946095973253629,0.080589140691071787,0.13277891432766784,0.017630240090034156,0,0.081896357907692952,0.0088478299343615271,0.049421223122955771
54,0,1,0.11336884611355819,0.11023492510244512,0.0031339210111130745,0.05598143452175082,0.13714484176927144,0.018808707623918501,0,0.11336884611355819,0,0.07137617740587264
54,1,1,0.34272930050358619,0.33844285556318116,0.0042864449404049687,0.065470947300348178,0.11571386982793977,0.013389699670557389,0.22165853241067723,0.34272930050358619,0,2.1302243038469251
