session,pearson,spearman,sign_agreement,slope_beta_on_trial_delta,intercept_beta_on_trial_delta,normalized_absolute_error
0,0.99924101634816431,0.99778921288355238,0.40740740740740738,0.97863001705001018,-0.20632563089728756,1.3809568266075005
1,0.99860986807381902,0.99214789403468628,0.42592592592592593,0.97987271234182582,-0.20385931238301674,1.2216248825887595
