outer_fold,session,omitted_subject,absolute_cosine,principal_angle_degrees
3,0,53,0.99971716805413702,1.3627371563038582
3,1,53,0.99902724077144756,2.5274089651417913
3,0,54,0.99983497439127755,1.0409246055716925
3,1,54,0.99934569863966316,2.0727657538974942
4,0,1,0.99876769282095745,2.8447344247056177
4,1,1,0.99925056589506422,2.2183572295129896
4,0,2,0.99917647190811976,2.3254480844265477
4,1,2,0.99977484714103759,1.2158626346075128
4,0,4,0.99911367094143477,2.4124993598646944
4,1,4,0.99951018459744811,1.793376925794431
4,0,5,0.99678894263105011,4.5928043282751565
4,1,5,0.99747028624482481,4.0762885332642531
4,0,6,0.99991985298765784,0.7254111050542783
4,1,6,0.99922743662504265,2.2523332701144643
4,0,8,0.99999436048633172,0.19242374428508791
4,1,8,0.99997992523946477,0.36304757774750573
4,0,9,0.99976960271524895,1.2299420430864028
4,1,9,0.99914157215222299,2.3742180457869506
4,0,10,0.99983780123459909,1.0319704762219171
4,1,10,0.99991426270070205,0.75028390970597059
4,0,11,0.99919216541520872,2.3031811217347546
4,1,11,0.9986209276700202,3.0094080305477662
4,0,12,0.99989891106226469,0.81469135016383409
4,1,12,0.99946669279150857,1.8713096626528285
4,0,13,0.9993240940576027,2.1067122833879743
4,1,13,0.99979374137077992,1.1637271291504903
4,0,14,0.99994438166561106,0.60429448754599624
4,1,14,0.99948824279455828,1.8331083520878955
4,0,16,0.99967323688206045,1.4647583168660905
4,1,16,0.99985630572509221,0.97132051951545439
4,0,17,0.9998104874902729,1.1154842192149903
4,1,17,0.99984056813078248,1.0231303539625813
4,0,18,0.99740924466878644,4.125196471715344
4,1,18,0.9947793304642738,5.8571973264034805
4,0,19,0.9990828377979144,2.4541093112009658
4,1,19,0.99792040016128369,3.6957519074272924
4,0,20,0.99994413845202079,0.60561431917152508
4,1,20,0.99947333857809828,1.8596124549709254
4,0,21,0.99408132466298427,6.2368360246022752
4,1,21,0.99702016096281809,4.4242731888600186
4,0,24,0.99927491994047069,2.1820106005032667
4,1,24,0.99933074435231473,2.0963214433621538
4,0,25,0.99929792440293852,2.1471133956155817
4,1,25,0.99947887262606472,1.8498155909738037
4,0,27,0.99937817700751652,2.0206613078281817
4,1,27,0.99886054791590806,2.7354382192375151
4,0,28,0.99741035984750992,4.1243081565811934
4,1,28,0.99866935847610894,2.9560810367879227
4,0,29,0.99600223276679711,5.1249681702741885
4,1,29,0.99590285985465776,5.188316150125365
4,0,30,0.99820968432550783,3.428998161025218
4,1,30,0.99990625218459939,0.78455176042289398
4,0,31,0.99922942150561678,2.2494376741379476
4,1,31,0.99961105240285397,1.5980753555056222
4,0,32,0.99586619775523211,5.2114934878901602
4,1,32,0.99439810341220802,6.0674767645613468
4,0,34,0.99862369927798988,3.0063817170321459
4,1,34,0.99954543299873722,1.7276391445963686
4,0,36,0.99452705267875119,5.9971724303262857
4,1,36,0.99563802813995639,5.3534906860178024
4,0,37,0.99561398751262598,5.3682338351838084
4,1,37,0.99530951652385768,5.5515765910645625
4,0,38,0.99894371111099112,2.6337055672283411
4,1,38,0.99972472852000493,1.3443990659934486
4,0,39,0.99937253286229166,2.0298120874435681
4,1,39,0.99819277259837269,3.4451604988380398
4,0,40,0.99929371062990635,2.1535478706469244
4,1,40,0.99877485494719187,2.8364539359738736
4,0,41,0.99955297100593299,1.7132536122573401
4,1,41,0.99833438400592356,3.307389707535513
4,0,42,0.99976942020523873,1.2304291167982979
4,1,42,0.99986439147252848,0.94359588499051206
4,0,43,0.99989289703401896,0.83857566529243277
4,1,43,0.99976401065781884,1.2447793245470238
4,0,44,0.99458406570050584,5.965825251010811
4,1,44,0.99583708010668492,5.2298283309728388
4,0,45,0.99357570721755206,6.4980503203617426
4,1,45,0.99837446169490596,3.267345660100426
4,0,46,0.99981042624783034,1.1156644490540131
4,1,46,0.9999833591589572,0.33054140483957561
4,0,47,0.99996732141225675,0.46320202857382015
4,1,47,0.9989931611973033,2.5713076857368082
4,0,48,0.99958750316136324,1.6457462431297201
4,1,48,0.99964265926292417,1.5317638932639408
4,0,49,0.99996246780254683,0.49641052943387742
4,1,49,0.99993153743448471,0.67045045953394888
4,0,50,0.99876379090263145,2.8492355074244387
4,1,50,0.99943054562346556,1.9336938196519307
4,0,51,0.9997890000381715,1.1770270811455004
4,1,51,0.99938953543532671,2.0021193178679089
4,0,52,0.999990827616275,0.24540254916822637
4,1,52,0.99997304785517227,0.42066392675886916
4,0,54,0.9996893310032795,1.4282289496857645
4,1,54,0.99920544607921791,2.284168183140054
5,0,1,0.99844068383703333,3.2000824658373737
5,1,1,0.99920877620709636,2.2793758308983008
5,0,2,0.99940331046471531,1.9793994176388321
5,1,2,0.99989134712815231,0.84462156851644865
5,0,3,0.99350828856964402,6.5320944598226918
5,1,3,0.99778195025249095,3.8168366877658162
5,0,4,0.99917841834490795,2.3226979438043736
5,1,4,0.99958366216102379,1.6533912729982452
5,0,7,0.99993126313451752,0.67179223515910635
5,1,7,0.99955249356229037,1.7141683456975652
5,0,8,0.99999532810309155,0.17513962875239411
5,1,8,0.9999738381824439,0.41445037166030096
5,0,9,0.99966714496338027,1.4783499258317767
5,1,9,0.99920112245372317,2.290375314350785
5,0,10,0.99982907305034718,1.0593734577829867
5,1,10,0.99994439480083597,0.6042231254100614
5,0,11,0.99926541080628051,2.1962738322005571
5,1,11,0.99878084198915207,2.8295134406204188
5,0,12,0.99994929855440362,0.57696522262831484
5,1,12,0.99956747398742785,1.6852308504437024
5,0,13,0.99939137994307226,1.999092038480345
5,1,13,0.99978921947823451,1.1764148460454453
5,0,14,0.99993817106401328,0.63714129563384503
5,1,14,0.99955513609237356,1.7090993848937839
5,0,15,0.99979797034354012,1.1517348411400155
5,1,15,0.99927614496493045,2.1801663426648261
5,0,16,0.99967178035453952,1.4680194026263285
5,1,16,0.9999256737535378,0.69857239639540769
5,0,17,0.99986049718309189,0.95704898661316851
5,1,17,0.99995378436255333,0.55085053637149362
5,0,18,0.99776731453665546,3.8294132823038307
5,1,18,0.9952061925114275,5.6124381927231379
5,0,19,0.99916021033812008,2.3482984417829686
5,1,19,0.99812185039013557,3.5121310965655304
5,0,20,0.99998651765745139,0.29752317283375923
5,1,20,0.99959852641301028,1.6236060100068912
5,0,21,0.99473569183397192,5.8816474393492379
5,1,21,0.99695427013495452,4.4729455493446677
5,0,22,0.99993678460000701,0.64424545478195749
5,1,22,0.99974571184639993,1.292140972826733
5,0,23,0.9974154276160494,4.1202689283142551
5,1,23,0.99670344336198835,4.6535810216687938
5,0,25,0.99930653668431391,2.1339020301355416
5,1,25,0.99950492686109493,1.8029771840200759
5,0,26,0.9998713341529154,0.91912362379062018
5,1,26,0.99892256095081189,2.6599470256244304
5,0,29,0.99668730944609307,4.6649611153795902
5,1,29,0.99684239770551497,4.5543949408344151
5,0,30,0.99825159083114001,3.3886168435723696
5,1,30,0.99991754878473393,0.73576503403466798
5,0,31,0.99907525132839503,2.4642397668364553
5,1,31,0.99962294345669078,1.5734556933726009
5,0,32,0.99621840571886577,4.9843904120736005
5,1,32,0.99533311351838949,5.53758357458163
5,0,33,0.99677689629098265,4.6014158826537077
5,1,33,0.99635981746705127,4.8902497726073726
5,0,35,0.99872245463191189,2.8964900625773793
5,1,35,0.99927269422949316,2.1853573976172798
5,0,36,0.99495181334511307,5.7595453437568089
5,1,36,0.99673982850869658,4.6278141864287052
5,0,37,0.99619255616295521,5.0014078963009903
5,1,37,0.99529535527460145,5.5599573548226164
5,0,38,0.9991086167166261,2.4193691490543694
5,1,38,0.99973647059872717,1.3154117164094363
5,0,39,0.99977562732457514,1.213754167648482
5,1,39,0.99867314819933328,2.9518675808214199
5,0,40,0.9994446685200703,1.9095624975955325
5,1,40,0.99866175101553323,2.9645210346964301
5,0,41,0.99950860913807227,1.7962589863286436
5,1,41,0.9984186595331368,3.2226086601587127
5,0,42,0.99978839536512709,1.1787124663886952
5,1,42,0.99976132657028416,1.2518385040795199
5,0,43,0.99992407392623017,0.70605063737683316
5,1,43,0.99987325901014501,0.91222246779160343
5,0,45,0.99397938318267021,6.2903709674859156
5,1,45,0.9988946837003011,2.6941447666385927
5,0,46,0.99987690624015035,0.89900085314087497
5,1,46,0.99999383337957426,0.20121551380427966
5,0,49,0.99992168159588157,0.71708787527149476
5,1,49,0.99992040916028524,0.72288972883164349
5,0,50,0.99859175652903365,3.0410774623136416
5,1,50,0.99947468242322646,1.8572382100184912
5,0,51,0.99971564096268906,1.3664112836503992
5,1,51,0.99923644426585223,2.2391626410170042
5,0,52,0.99995527879049084,0.54187113750661953
5,1,52,0.99999825882709614,0.10691992446677524
5,0,53,0.9996664042066874,1.4799941098009568
5,1,53,0.99914535217734102,2.3689841830807552
5,0,54,0.99973480859982333,1.3195533283842202
5,1,54,0.9991046590424616,2.4247349083542775
