outer_fold,session,channel,node_strength,diagonal_energy,off_diagonal_energy
4,1,C4,0.92053941348722468,0.54711563331008095,0.45288436668991894
4,1,C6,0.30763907133473312,0.54711563331008095,0.45288436668991894
4,1,CP5,0.3402387223059633,0.54711563331008095,0.45288436668991894
4,1,CP3,0.48866987334582379,0.54711563331008095,0.45288436668991894
4,1,CP1,0.37027048930639611,0.54711563331008095,0.45288436668991894
4,1,CPz,0.39035152251391492,0.54711563331008095,0.45288436668991894
4,1,CP2,0.40569177903308407,0.54711563331008095,0.45288436668991894
4,1,CP4,0.59811958339987248,0.54711563331008095,0.45288436668991894
4,1,CP6,0.27711846166884369,0.54711563331008095,0.45288436668991894
5,0,FC5,0.21628848156285654,0.53655716207733373,0.4634428379226665
5,0,FC3,0.39893665378840049,0.53655716207733373,0.4634428379226665
5,0,FC1,0.52700133160074247,0.53655716207733373,0.4634428379226665
5,0,FC2,0.56984212791289046,0.53655716207733373,0.4634428379226665
5,0,FC4,0.31914702850952781,0.53655716207733373,0.4634428379226665
5,0,FC6,0.17447014697921051,0.53655716207733373,0.4634428379226665
5,0,C5,0.2377545401538336,0.53655716207733373,0.4634428379226665
5,0,C3,0.77609038127499652,0.53655716207733373,0.4634428379226665
5,0,C1,0.50638747498337633,0.53655716207733373,0.4634428379226665
5,0,Cz,0.32261657224022883,0.53655716207733373,0.4634428379226665
5,0,C2,0.42557910135330723,0.53655716207733373,0.4634428379226665
5,0,C4,0.88284834480452856,0.53655716207733373,0.4634428379226665
5,0,C6,0.38319071621399292,0.53655716207733373,0.4634428379226665
5,0,CP5,0.22395002643478532,0.53655716207733373,0.4634428379226665
5,0,CP3,0.53983662574981883,0.53655716207733373,0.4634428379226665
5,0,CP1,0.48407705237145698,0.53655716207733373,0.4634428379226665
5,0,CPz,0.33359483475355528,0.53655716207733373,0.4634428379226665
5,0,CP2,0.41424007960892051,0.53655716207733373,0.4634428379226665
5,0,CP4,0.64582877282264017,0.53655716207733373,0.4634428379226665
5,0,CP6,0.29009960879559582,0.53655716207733373,0.4634428379226665
5,1,FC5,0.21927030498375821,0.50576778304051206,0.49423221695948838
5,1,FC3,0.36574404906090624,0.50576778304051206,0.49423221695948838
5,1,FC1,0.52800583399270506,0.50576778304051206,0.49423221695948838
5,1,FC2,0.53396359915297331,0.50576778304051206,0.49423221695948838
5,1,FC4,0.46547382732673098,0.50576778304051206,0.49423221695948838
5,1,FC6,0.21838583689207511,0.50576778304051206,0.49423221695948838
