budget,subject,session,status,proposed_mae,direct_mae,source_mae,proposed_sign_accuracy,direct_sign_accuracy,projected_prototype_reconstruction_error_proposed,projected_prototype_reconstruction_error_direct
4,45,1,EVALUATED,0.19704374172750272,0.22772754691417726,0.04510651756309777,0.995,0.995,0.19704374172750272,0.22772754691417726
4,46,0,EVALUATED,0.22084117472194603,0.26759066969497075,0.1795725907072715,0.215,0.215,0.22084117472194603,0.26759066969497075
4,46,1,EVALUATED,0.10998427688808278,0.20724356784004477,0.2275642551410299,0.325,0.32500000000000001,0.10998427688808278,0.20724356784004477
4,47,0,EVALUATED,0.20258690123369746,0.23714174584666622,0.21879190045317023,0.355,0.35499999999999998,0.20258690123369746,0.23714174584666622
4,47,1,EVALUATED,0.16303761078341084,0.22687859441320157,0.2116499735182886,0.145,0.14499999999999999,0.16303761078341084,0.22687859441320157
4,48,0,EVALUATED,0.14032510244061633,0.21061892488537282,0.21618136059520143,0.345,0.34499999999999997,0.14032510244061633,0.21061892488537282
4,48,1,EVALUATED,0.22042053163821548,0.22053362283967196,0.21857725494052346,0.505,0.505,0.22042053163821548,0.22053362283967196
4,49,0,EVALUATED,0.05807179287986827,0.19746685643442125,0.2046771132699359,0.16,0.16,0.058071792879868273,0.19746685643442125
4,49,1,EVALUATED,0.050200034459978,0.18031104783963614,0.19806693209259174,0.12,0.12,0.050200034459977998,0.18031104783963614
4,50,0,EVALUATED,0.2087793297614676,0.218493494754599,0.22738504453210193,0.45,0.45000000000000001,0.2087793297614676,0.218493494754599
4,50,1,EVALUATED,0.20841387643361567,0.21600963827564804,0.21497144523515332,0.495,0.495,0.20841387643361567,0.21600963827564804
4,51,0,EVALUATED,0.13684765478249689,0.20565473205353166,0.20450480120774897,0.31,0.31,0.13684765478249689,0.20565473205353166
4,51,1,EVALUATED,0.3322313995228788,0.24050198022761107,0.1830704996427897,0.4,0.40000000000000002,0.33223139952287878,0.24050198022761107
4,52,0,EVALUATED,0.01306760284032288,0.22475073080870028,0.17616508049749668,0.08,0.080000000000000002,0.01306760284032288,0.22475073080870028
4,52,1,EVALUATED,0.06045733940991679,0.18642218316465617,0.2046533370663469,0.13,0.13,0.060457339409916787,0.18642218316465617
4,53,0,EVALUATED,0.1578003247137669,0.20913215957584352,0.22364202987037607,0.325,0.32500000000000001,0.1578003247137669,0.20913215957584352
4,53,1,EVALUATED,0.13277891432766784,0.2223633508093438,0.25328679495102635,0.26,0.26000000000000001,0.13277891432766784,0.2223633508093438
4,54,0,EVALUATED,0.13714484176927141,0.22444288272450685,0.2049602982247142,0.355,0.35499999999999998,0.13714484176927141,0.22444288272450685
4,54,1,EVALUATED,0.5032061413805368,0.21590702011164922,0.1923147894548316,0.36,0.35999999999999999,0.50320614138053676,0.21590702011164922
8,1,0,EVALUATED,0.37983740939653915,0.23671875554579574,0.16217495487148184,0.965,0.96499999999999997,0.37983740939653915,0.23671875554579574
8,1,1,EVALUATED,0.26815379887257934,0.2373106226885503,0.17334916359634342,0.99,0.98999999999999999,0.26815379887257934,0.2373106226885503
8,2,0,EVALUATED,0.007652593296781653,0.20156984533049538,0.16083400032876896,0.995,0.995,0.0076525932967816531,0.20156984533049538
8,2,1,EVALUATED,0.02269704893791374,0.1967381254581844,0.16339259024889483,0.985,0.98499999999999999,0.022697048937913741,0.19673812545818439
8,3,0,EVALUATED,0.2501526680104202,0.23145968488368504,0.10789821241595568,1.0,1,0.25015266801042019,0.23145968488368504
8,3,1,EVALUATED,0.28211351639719107,0.23028131004104282,0.15484663807222668,1.0,1,0.28211351639719107,0.23028131004104282
8,4,0,EVALUATED,0.09675369967727779,0.20462684796653774,0.23545401716216385,0.17,0.17000000000000001,0.096753699677277788,0.20462684796653774
8,4,1,EVALUATED,0.16640360835599297,0.20723742923739763,0.2922399954109165,0.19,0.19,0.16640360835599297,0.20723742923739763
8,5,0,EVALUATED,0.14691369488298675,0.21143968271471777,0.05876516651183205,1.0,1,0.14691369488298675,0.21143968271471777
8,5,1,EVALUATED,0.1988528830189211,0.22450804257787751,0.06896562288330756,1.0,1,0.19885288301892109,0.22450804257787751
8,6,0,EVALUATED,0.16086968398781754,0.20658436847807668,0.22448198780631426,0.325,0.32500000000000001,0.16086968398781754,0.20658436847807668
8,6,1,EVALUATED,0.08633204406350224,0.21107489725570794,0.2533933050199986,0.1,0.10000000000000001,0.086332044063502242,0.21107489725570794
8,7,0,EVALUATED,0.4146377149792228,0.2331484340208746,0.20149771067185676,0.5,0.5,0.4146377149792228,0.2331484340208746
8,7,1,EVALUATED,0.6004689545548879,0.23947458098764302,0.20814211778352454,0.23,0.23000000000000001,0.60046895455488791,0.23947458098764302
8,8,0,EVALUATED,0.35983801336556626,0.21355492397343734,0.23078234370205106,0.145,0.14499999999999999,0.35983801336556626,0.21355492397343734
8,8,1,EVALUATED,0.39067233006567975,0.22716947197525278,0.248398412916936,0.19,0.19,0.39067233006567975,0.22716947197525278
8,9,0,EVALUATED,0.17572997381934038,0.21243493168146638,0.14707047100010592,1.0,1,0.17572997381934038,0.21243493168146638
8,9,1,EVALUATED,0.02688254045990907,0.2291540664898762,0.23842571990773084,0.025,0.025000000000000001,0.026882540459909069,0.22915406648987621
8,10,0,EVALUATED,0.03855186606776618,0.20866176059624453,0.19935391894395213,0.14,0.14000000000000001,0.038551866067766179,0.20866176059624453
8,10,1,EVALUATED,0.13038075626712065,0.20276450004607718,0.26338678930245957,0.215,0.215,0.13038075626712065,0.20276450004607718
8,11,0,EVALUATED,0.2211258285126631,0.19885578291136125,0.18852247919138265,0.595,0.59499999999999997,0.2211258285126631,0.19885578291136125
8,11,1,EVALUATED,0.23019471580814035,0.20116139321380103,0.17158309075677805,0.655,0.65500000000000003,0.23019471580814035,0.20116139321380103
8,12,0,EVALUATED,0.10421105073131047,0.20838183906324034,0.24656835574106573,0.125,0.125,0.10421105073131047,0.20838183906324034
8,12,1,EVALUATED,0.07249148492299376,0.1970411904426688,0.23905242656168654,0.13,0.13,0.07249148492299376,0.1970411904426688
8,13,0,EVALUATED,0.11427912051805318,0.19878295454439388,0.24154870482413685,0.18,0.17999999999999999,0.11427912051805318,0.19878295454439388
8,13,1,EVALUATED,0.1473226556601117,0.19285833472523278,0.23107875097330574,0.345,0.34499999999999997,0.14732265566011171,0.19285833472523278
8,14,0,EVALUATED,0.12498781123036735,0.21363105404958824,0.27854812801681567,0.13,0.13,0.12498781123036735,0.21363105404958824
8,14,1,EVALUATED,0.08009709535450414,0.22588227693834753,0.28016886656860057,0.08,0.080000000000000002,0.080097095354504141,0.22588227693834753
8,15,0,EVALUATED,0.2764017507163416,0.20143871787502882,0.1686181243351847,0.82,0.81999999999999995,0.2764017507163416,0.20143871787502882
8,15,1,EVALUATED,0.17204540551533803,0.21114911312885884,0.2463278998938074,0.335,0.33500000000000002,0.17204540551533803,0.21114911312885884
8,16,0,EVALUATED,0.4380086071302227,0.21647001600332472,0.2049399801076582,0.29,0.28999999999999998,0.43800860713022272,0.21647001600332472
8,16,1,EVALUATED,0.18706490293346614,0.17860404661331933,0.18226745575637593,0.515,0.51500000000000001,0.18706490293346614,0.17860404661331933
8,17,0,EVALUATED,0.027801827145877374,0.21413444499605777,0.21385897485222125,0.0,0,0.027801827145877374,0.21413444499605777
8,17,1,EVALUATED,0.13649625181293273,0.2071703677692372,0.23488992233125447,0.04,0.040000000000000001,0.13649625181293273,0.2071703677692372
8,18,0,EVALUATED,0.11348030429806506,0.21072040923631633,0.14001897807493063,1.0,1,0.11348030429806506,0.21072040923631633
8,18,1,EVALUATED,0.13627399980903918,0.21789705506378676,0.07331617035043961,1.0,1,0.13627399980903918,0.21789705506378676
8,19,0,EVALUATED,0.2689093215969991,0.2293468101942003,0.0644107378378005,1.0,1,0.2689093215969991,0.22934681019420031
8,19,1,EVALUATED,0.24790619356874274,0.2037049958641908,0.2109943354903123,0.97,0.96999999999999997,0.24790619356874274,0.2037049958641908
8,20,0,EVALUATED,0.09444734086319982,0.20467724850711327,0.24774583401767064,0.08,0.080000000000000002,0.094447340863199822,0.20467724850711327
8,20,1,EVALUATED,0.056018782233268144,0.1938093156031113,0.23470525608394704,0.06,0.059999999999999998,0.056018782233268144,0.19380931560311129
8,21,0,EVALUATED,0.18993051976411948,0.2295102023302475,0.11960786661245494,1.0,1,0.18993051976411948,0.22951020233024749
8,21,1,EVALUATED,0.2085524332206179,0.22737532108915004,0.33811730994800726,1.0,1,0.20855243322061789,0.22737532108915004
8,22,0,EVALUATED,0.2519711197790448,0.23333898678559972,0.16740930561193032,0.96,0.95999999999999996,0.25197111977904479,0.23333898678559972
8,22,1,EVALUATED,0.09225638430132084,0.2138904662378249,0.2605903319857628,0.115,0.115,0.09225638430132084,0.2138904662378249
8,23,0,EVALUATED,0.1586280784847883,0.23148910551232751,0.005694145714914917,1.0,1,0.1586280784847883,0.23148910551232751
8,23,1,EVALUATED,0.2552051385672628,0.22940025118313698,0.0832096813682722,0.99,0.98999999999999999,0.25520513856726279,0.22940025118313698
8,24,0,EVALUATED,0.1465241580131293,0.22511550560223598,0.2679212815471444,0.175,0.17499999999999999,0.14652415801312929,0.22511550560223598
8,24,1,EVALUATED,0.160505916854667,0.21267361115160952,0.256555332353797,0.275,0.27500000000000002,0.160505916854667,0.21267361115160952
8,25,0,EVALUATED,0.23104103481286792,0.20437710754059332,0.2148409607649492,0.31,0.31,0.23104103481286792,0.20437710754059332
8,25,1,EVALUATED,0.17602773457368087,0.19356052575607258,0.20301150117603925,0.45,0.45000000000000001,0.17602773457368087,0.19356052575607258
8,26,0,EVALUATED,0.18661799411514932,0.21213307035106627,0.2236686156836719,0.39,0.39000000000000001,0.18661799411514932,0.21213307035106627
8,26,1,EVALUATED,0.25155179425161883,0.2253720799768984,0.26192046666540675,0.27,0.27000000000000002,0.25155179425161883,0.2253720799768984
8,27,0,EVALUATED,0.17072447371489502,0.20939005935658592,0.23755587885027046,0.31,0.31,0.17072447371489502,0.20939005935658592
8,27,1,EVALUATED,0.2318864221436533,0.21439433487750478,0.20792382507365775,0.565,0.56499999999999995,0.23188642214365329,0.21439433487750478
8,28,0,EVALUATED,0.11701529987521944,0.20690240145972677,0.09648471485709155,1.0,1,0.11701529987521944,0.20690240145972677
8,28,1,EVALUATED,0.1518499199222354,0.22600744965396466,0.10299203894590818,1.0,1,0.1518499199222354,0.22600744965396466
8,29,0,EVALUATED,0.3166687843993639,0.21284456926462408,0.034186213131517214,0.995,0.995,0.31666878439936391,0.21284456926462408
8,29,1,EVALUATED,0.31718929185027234,0.22765067485960444,0.3571888105731907,1.0,1,0.31718929185027234,0.22765067485960444
8,30,0,EVALUATED,0.40961132006171325,0.21468521853328149,0.18386461151906963,0.165,0.16500000000000001,0.40961132006171325,0.21468521853328149
8,30,1,EVALUATED,0.1405492634442959,0.17919704132428382,0.21051264074295503,0.32,0.32000000000000001,0.14054926344429591,0.17919704132428382
8,31,0,EVALUATED,0.10608985759573358,0.20163507801468025,0.24373767854025924,0.16,0.16,0.10608985759573358,0.20163507801468025
8,31,1,EVALUATED,0.15384657550407638,0.20728097953055133,0.29676236108305437,0.15,0.14999999999999999,0.15384657550407638,0.20728097953055133
8,32,0,EVALUATED,0.2092586465370627,0.22600733486819038,0.31380471965188134,1.0,1,0.20925864653706269,0.22600733486819038
8,32,1,EVALUATED,0.21038047745958238,0.21745959983481045,0.1795118592471388,1.0,1,0.21038047745958238,0.21745959983481045
8,33,0,EVALUATED,0.1890447837260674,0.21388246733819802,0.06055920223452759,1.0,1,0.18904478372606739,0.21388246733819802
8,33,1,EVALUATED,0.24531042667941275,0.23537243893587054,0.005581596776994879,1.0,1,0.24531042667941275,0.23537243893587054
8,34,0,EVALUATED,0.501559397836959,0.22501232808101249,0.17970882152799078,0.54,0.54000000000000004,0.50155939783695902,0.22501232808101249
8,34,1,EVALUATED,0.4161302446228438,0.23780520620741175,0.2301022252136289,0.58,0.57999999999999996,0.41613024462284381,0.23780520620741175
8,35,0,EVALUATED,0.1902015006514504,0.20451139098746451,0.2115166535296796,0.355,0.35499999999999998,0.19020150065145039,0.20451139098746451
8,35,1,EVALUATED,0.23897571393484143,0.216657539497292,0.19727407239861747,0.61,0.60999999999999999,0.23897571393484143,0.216657539497292
8,36,0,EVALUATED,0.2794023737562048,0.2508038352803249,0.6311867371455067,1.0,1,0.2794023737562048,0.2508038352803249
8,36,1,EVALUATED,0.24352674922256767,0.22695414936042443,0.9135827935374005,1.0,1,0.24352674922256767,0.22695414936042443
8,37,0,EVALUATED,0.16891114744062818,0.23700812860328305,0.16385728419005335,1.0,1,0.16891114744062818,0.23700812860328305
8,37,1,EVALUATED,0.2321966873409869,0.22736128207763565,0.11717738991744404,1.0,1,0.23219668734098689,0.22736128207763565
8,38,0,EVALUATED,0.10869202860262434,0.18341493150853277,0.2185809382674431,0.175,0.17499999999999999,0.10869202860262434,0.18341493150853277
8,38,1,EVALUATED,0.12443550239860761,0.1714095708355555,0.23084314227021474,0.215,0.215,0.12443550239860761,0.1714095708355555
8,39,0,EVALUATED,0.1909800699209689,0.2338811214941342,0.10019814151960914,0.995,0.995,0.19098006992096889,0.2338811214941342
8,39,1,EVALUATED,0.20098740714405594,0.20983293787096963,0.183301568573859,0.94,0.93999999999999995,0.20098740714405594,0.20983293787096963
8,40,0,EVALUATED,0.17963070561090771,0.2163390509470786,0.2525205087823796,0.315,0.315,0.17963070561090771,0.21633905094707859
8,40,1,EVALUATED,0.16339569992150643,0.21557457719604853,0.30765681242529086,0.21,0.20999999999999999,0.16339569992150643,0.21557457719604853
8,41,0,EVALUATED,0.18201583271956706,0.18828150581782535,0.19717273881189945,0.455,0.45500000000000002,0.18201583271956706,0.18828150581782535
8,41,1,EVALUATED,0.12604581896882924,0.20107877698400822,0.27616171737622824,0.14,0.14000000000000001,0.12604581896882924,0.20107877698400822
8,42,0,EVALUATED,0.3582127990119977,0.23797722399047658,0.253087063273469,0.245,0.245,0.35821279901199771,0.23797722399047658
8,42,1,EVALUATED,0.11636713209420123,0.2092423528033099,0.2850349283692219,0.19,0.19,0.11636713209420123,0.20924235280330991
8,43,0,EVALUATED,0.022166461747862805,0.20721901824025987,0.150981765949648,0.965,0.96499999999999997,0.022166461747862805,0.20721901824025987
8,43,1,EVALUATED,0.03585166358697378,0.2157504915737988,0.2242043885454352,0.01,0.01,0.035851663586973781,0.2157504915737988
8,44,0,EVALUATED,0.30255379304490065,0.2482734309939596,0.15201527366865958,1.0,1,0.30255379304490065,0.2482734309939596
8,44,1,EVALUATED,0.2807917108639466,0.22589767005964692,0.2628941160318061,1.0,1,0.28079171086394661,0.22589767005964692
8,45,0,EVALUATED,0.541379974263037,0.25785415057368843,0.10843892473677301,0.875,0.875,0.54137997426303697,0.25785415057368843
8,45,1,EVALUATED,0.19472088594539275,0.21612176845207468,0.04321581998079577,1.0,1,0.19472088594539275,0.21612176845207468
8,46,0,EVALUATED,0.22419949696704541,0.2378422811058566,0.18293091295237088,0.095,0.095000000000000001,0.22419949696704541,0.23784228110585659
8,46,1,EVALUATED,0.10998427688808278,0.20171930849329037,0.24956111051864646,0.225,0.22500000000000001,0.10998427688808278,0.20171930849329037
8,47,0,EVALUATED,0.20709541957253655,0.20809059213048275,0.22356203717191783,0.34,0.34000000000000002,0.20709541957253655,0.20809059213048275
8,47,1,EVALUATED,0.17111885555426895,0.22211877784185868,0.2197312182891467,0.04,0.040000000000000001,0.17111885555426895,0.22211877784185868
8,48,0,EVALUATED,0.14032510244061633,0.23170466547319818,0.27371465259585415,0.14,0.14000000000000001,0.14032510244061633,0.23170466547319818
8,48,1,EVALUATED,0.22042053163821548,0.197628603500724,0.18539827438206802,0.595,0.59499999999999997,0.22042053163821548,0.197628603500724
8,49,0,EVALUATED,0.05807179287986827,0.2041078687854951,0.21745290770350695,0.05,0.050000000000000003,0.058071792879868273,0.20410786878549511
8,49,1,EVALUATED,0.050200034459978,0.19253994384154033,0.2045929365723889,0.055,0.055,0.050200034459977998,0.19253994384154033
8,50,0,EVALUATED,0.2087793297614676,0.21798435203798974,0.2348273304403557,0.43,0.42999999999999999,0.2087793297614676,0.21798435203798974
8,50,1,EVALUATED,0.20841387643361567,0.21453180168488545,0.19829833512046405,0.535,0.53500000000000003,0.20841387643361567,0.21453180168488545
8,51,0,EVALUATED,0.1552962445432816,0.20753755342856756,0.22623234460297512,0.205,0.20499999999999999,0.15529624454328159,0.20753755342856756
8,51,1,EVALUATED,0.34728253545373666,0.19961118697330832,0.19812163557364756,0.335,0.33500000000000002,0.34728253545373666,0.19961118697330832
8,52,0,EVALUATED,0.01306760284032288,0.20220342035221622,0.17773319283833544,0.02,0.02,0.01306760284032288,0.20220342035221622
8,52,1,EVALUATED,0.06045733940991679,0.1792254019374734,0.21069907100733856,0.08,0.080000000000000002,0.060457339409916787,0.17922540193747341
8,53,0,EVALUATED,0.1578003247137669,0.22089838442940418,0.2583581013074048,0.215,0.215,0.1578003247137669,0.22089838442940418
8,53,1,EVALUATED,0.13277891432766784,0.20904657799056622,0.2732036321001765,0.185,0.185,0.13277891432766784,0.20904657799056622
8,54,0,EVALUATED,0.13714484176927141,0.20337283862319444,0.22553202449010493,0.28,0.28000000000000003,0.13714484176927141,0.20337283862319444
8,54,1,EVALUATED,0.5159346670616102,0.2327855323163143,0.20504331513590496,0.305,0.30499999999999999,0.51593466706161017,0.2327855323163143
16,1,0,EVALUATED,0.37829662276203196,0.2302959739513789,0.1606341682369746,0.995,0.995,0.37829662276203196,0.23029597395137891
16,1,1,EVALUATED,0.2673468979975901,0.21493278887725775,0.17254226272135414,1.0,1,0.26734689799759009,0.21493278887725775
16,2,0,EVALUATED,0.007652593296781653,0.20193367902081494,0.16075747439580115,1.0,1,0.0076525932967816531,0.20193367902081494
16,2,1,EVALUATED,0.02269704893791374,0.1944867590518856,0.1627116787807574,1.0,1,0.022697048937913741,0.19448675905188559
16,3,0,EVALUATED,0.2501526680104202,0.2235720755640671,0.10789821241595568,1.0,1,0.25015266801042019,0.22357207556406711
16,3,1,EVALUATED,0.28211351639719107,0.21908288263559458,0.15484663807222668,1.0,1,0.28211351639719107,0.21908288263559458
16,4,0,EVALUATED,0.09675369967727779,0.1955973493470821,0.2422267761395733,0.135,0.13500000000000001,0.096753699677277788,0.19559734934708209
16,4,1,EVALUATED,0.16640360835599297,0.20776580674785294,0.32052860883143536,0.105,0.105,0.16640360835599297,0.20776580674785294
16,5,0,EVALUATED,0.14691369488298675,0.21936212265833974,0.05876516651183205,1.0,1,0.14691369488298675,0.21936212265833974
16,5,1,EVALUATED,0.1988528830189211,0.2160700973707456,0.06896562288330756,1.0,1,0.19885288301892109,0.21607009737074559
16,6,0,EVALUATED,0.17152980091948564,0.21548365126598157,0.2674031552366975,0.18,0.17999999999999999,0.17152980091948564,0.21548365126598157
16,6,1,EVALUATED,0.08633204406350224,0.2191218562443613,0.26720643207015893,0.02,0.02,0.086332044063502242,0.21912185624436131
16,7,0,EVALUATED,0.44284739447328275,0.21858706317330287,0.22507537894273483,0.43,0.42999999999999999,0.44284739447328275,0.21858706317330287
16,7,1,EVALUATED,0.6090750664575633,0.2412290584895996,0.21674822968619986,0.105,0.105,0.60907506645756326,0.24122905848959961
16,8,0,EVALUATED,0.3699169307730496,0.21637431322923678,0.24086126110953437,0.065,0.065000000000000002,0.3699169307730496,0.21637431322923678
16,8,1,EVALUATED,0.40556408438179403,0.2214938756675703,0.2632901672330503,0.06,0.059999999999999998,0.40556408438179403,0.22149387566757031
16,9,0,EVALUATED,0.17572997381934038,0.2246618866163208,0.14707047100010592,1.0,1,0.17572997381934038,0.22466188661632081
16,9,1,EVALUATED,0.02688254045990907,0.2263373608222181,0.2397698469307263,0.0,0,0.026882540459909069,0.22633736082221809
16,10,0,EVALUATED,0.03855186606776618,0.1989928596588792,0.20629325483615005,0.05,0.050000000000000003,0.038551866067766179,0.1989928596588792
16,10,1,EVALUATED,0.13038075626712065,0.21143816481968475,0.29728578593191096,0.085,0.085000000000000006,0.13038075626712065,0.21143816481968475
16,11,0,EVALUATED,0.2211258285126631,0.20135322247927673,0.17307878740761817,0.64,0.64000000000000001,0.2211258285126631,0.20135322247927673
16,11,1,EVALUATED,0.23019471580814035,0.2038543603370166,0.152676114933758,0.705,0.70499999999999996,0.23019471580814035,0.20385436033701659
16,12,0,EVALUATED,0.10421105073131047,0.20164334920516885,0.2674105658873278,0.025,0.025000000000000001,0.10421105073131047,0.20164334920516885
16,12,1,EVALUATED,0.07249148492299376,0.1940848757993423,0.2499261493001356,0.055,0.055,0.07249148492299376,0.1940848757993423
16,13,0,EVALUATED,0.11427912051805318,0.1949012963352865,0.265547320132928,0.075,0.074999999999999997,0.11427912051805318,0.19490129633528649
16,13,1,EVALUATED,0.1473226556601117,0.20134343825787065,0.26201650866192927,0.24,0.23999999999999999,0.14732265566011171,0.20134343825787065
16,14,0,EVALUATED,0.12498781123036735,0.2194604700638988,0.3060454464874965,0.02,0.02,0.12498781123036735,0.21946047006389879
16,14,1,EVALUATED,0.08009709535450414,0.21558731643204257,0.28897954705759604,0.025,0.025000000000000001,0.080097095354504141,0.21558731643204257
16,15,0,EVALUATED,0.2764017507163416,0.2152437188761285,0.16693400517297913,0.825,0.82499999999999996,0.2764017507163416,0.2152437188761285
16,15,1,EVALUATED,0.17204540551533803,0.21079279132644024,0.2721347107211081,0.26,0.26000000000000001,0.17204540551533803,0.21079279132644024
16,16,0,EVALUATED,0.45977738755662145,0.19681654767546003,0.22670876053405709,0.175,0.17499999999999999,0.45977738755662145,0.19681654767546003
16,16,1,EVALUATED,0.18706490293346614,0.17857874135667473,0.1870649029334662,0.5,0.5,0.18706490293346614,0.17857874135667473
16,17,0,EVALUATED,0.027801827145877374,0.21746231546166853,0.21385897485222125,0.0,0,0.027801827145877374,0.21746231546166853
16,17,1,EVALUATED,0.1384095227573186,0.2147563915168617,0.23680319327564037,0.0,0,0.1384095227573186,0.21475639151686171
16,18,0,EVALUATED,0.11348030429806506,0.21352469924513504,0.14001897807493063,1.0,1,0.11348030429806506,0.21352469924513504
16,18,1,EVALUATED,0.13627399980903918,0.213864537426874,0.07331617035043961,1.0,1,0.13627399980903918,0.213864537426874
16,19,0,EVALUATED,0.2689093215969991,0.21910041511439765,0.0644107378378005,1.0,1,0.2689093215969991,0.21910041511439765
16,19,1,EVALUATED,0.24778536563381692,0.2193989921939216,0.21087350755538645,1.0,1,0.24778536563381692,0.21939899219392159
16,20,0,EVALUATED,0.09444734086319982,0.20249973422774034,0.26096846173851856,0.01,0.01,0.094447340863199822,0.20249973422774034
16,20,1,EVALUATED,0.056018782233268144,0.19639384008308056,0.24086732212960654,0.005,0.0050000000000000001,0.056018782233268144,0.19639384008308056
16,21,0,EVALUATED,0.18993051976411948,0.21681364954756624,0.11960786661245494,1.0,1,0.18993051976411948,0.21681364954756624
16,21,1,EVALUATED,0.2085524332206179,0.21612157662833975,0.33811730994800726,1.0,1,0.20855243322061789,0.21612157662833975
16,22,0,EVALUATED,0.2518839362478598,0.21625369927568222,0.1673221220807453,1.0,1,0.25188393624785982,0.21625369927568222
16,22,1,EVALUATED,0.09225638430132084,0.21118340595441645,0.2698159704158949,0.065,0.065000000000000002,0.09225638430132084,0.21118340595441645
16,23,0,EVALUATED,0.1586280784847883,0.22446998048721467,0.005694145714914917,1.0,1,0.1586280784847883,0.22446998048721467
16,23,1,EVALUATED,0.25303486847123274,0.216829971744266,0.08103941127224214,1.0,1,0.25303486847123274,0.21682997174426599
16,24,0,EVALUATED,0.1465241580131293,0.21899184506337285,0.28843466366898246,0.105,0.105,0.14652415801312929,0.21899184506337285
16,24,1,EVALUATED,0.160505916854667,0.20779607721876647,0.2790261607134504,0.205,0.20499999999999999,0.160505916854667,0.20779607721876647
16,25,0,EVALUATED,0.2554783469562187,0.20603632938613511,0.23927827290829995,0.21,0.20999999999999999,0.25547834695621868,0.20603632938613511
16,25,1,EVALUATED,0.17602773457368087,0.19780315576548588,0.22237455197914419,0.395,0.39500000000000002,0.17602773457368087,0.19780315576548588
16,26,0,EVALUATED,0.18661799411514932,0.20578402419214825,0.23040509233249423,0.37,0.37,0.18661799411514932,0.20578402419214825
16,26,1,EVALUATED,0.2672838704671973,0.21587301375057572,0.2776525428809852,0.22,0.22,0.26728387046719732,0.21587301375057572
16,27,0,EVALUATED,0.17072447371489502,0.21866245931649075,0.27511526306754736,0.2,0.20000000000000001,0.17072447371489502,0.21866245931649075
16,27,1,EVALUATED,0.2318864221436533,0.21270456463737225,0.195020888189814,0.6,0.59999999999999998,0.23188642214365329,0.21270456463737225
16,28,0,EVALUATED,0.11701529987521944,0.22155773652080923,0.09648471485709155,1.0,1,0.11701529987521944,0.22155773652080923
16,28,1,EVALUATED,0.1518499199222354,0.22539449870084027,0.10299203894590818,1.0,1,0.1518499199222354,0.22539449870084027
16,29,0,EVALUATED,0.31469155815634364,0.21084280482910459,0.03253433019040095,1.0,1,0.31469155815634364,0.21084280482910459
16,29,1,EVALUATED,0.31718929185027234,0.18381559401561304,0.3571888105731907,1.0,1,0.31718929185027234,0.18381559401561304
16,30,0,EVALUATED,0.41407133615901337,0.18357390028290524,0.18832462761636973,0.085,0.085000000000000006,0.41407133615901337,0.18357390028290524
16,30,1,EVALUATED,0.1405492634442959,0.18757195421528686,0.25127192714180085,0.175,0.17499999999999999,0.14054926344429591,0.18757195421528686
16,31,0,EVALUATED,0.10608985759573358,0.21342152655880325,0.27132104151514996,0.03,0.029999999999999999,0.10608985759573358,0.21342152655880325
16,31,1,EVALUATED,0.15384657550407638,0.21004236240973817,0.3336855392040327,0.03,0.029999999999999999,0.15384657550407638,0.21004236240973817
16,32,0,EVALUATED,0.2092586465370627,0.21704776965172512,0.31380471965188134,1.0,1,0.20925864653706269,0.21704776965172512
16,32,1,EVALUATED,0.21038047745958238,0.20353516743363723,0.1795118592471388,1.0,1,0.21038047745958238,0.20353516743363723
16,33,0,EVALUATED,0.1890447837260674,0.22660217889530582,0.06055920223452759,1.0,1,0.18904478372606739,0.22660217889530582
16,33,1,EVALUATED,0.24531042667941275,0.2289535583656911,0.005581596776994879,1.0,1,0.24531042667941275,0.22895355836569109
16,34,0,EVALUATED,0.5441345167606767,0.23045599635903088,0.21769854887248508,0.43,0.42999999999999999,0.5441345167606767,0.23045599635903088
16,34,1,EVALUATED,0.3694032071950377,0.21370142160789743,0.19692324465517352,0.67,0.67000000000000004,0.36940320719503772,0.21370142160789743
16,35,0,EVALUATED,0.23176597609903227,0.2085469274749682,0.2546213908388015,0.21,0.20999999999999999,0.23176597609903227,0.2085469274749682
16,35,1,EVALUATED,0.23897571393484143,0.2070615008946831,0.15557243086239336,0.72,0.71999999999999997,0.23897571393484143,0.20706150089468309
16,36,0,EVALUATED,0.2794023737562048,0.21686653242395895,0.6311867371455067,1.0,1,0.2794023737562048,0.21686653242395895
16,36,1,EVALUATED,0.24352674922256767,0.22425482837143107,0.9135827935374005,1.0,1,0.24352674922256767,0.22425482837143107
16,37,0,EVALUATED,0.16891114744062818,0.2286695820243312,0.16385728419005335,1.0,1,0.16891114744062818,0.22866958202433121
16,37,1,EVALUATED,0.2321966873409869,0.23725286033822335,0.11717738991744404,1.0,1,0.23219668734098689,0.23725286033822335
16,38,0,EVALUATED,0.11849492058987444,0.19150066522528086,0.23829514534036045,0.055,0.055,0.11849492058987444,0.19150066522528086
16,38,1,EVALUATED,0.12443550239860761,0.17895857077176763,0.2669294379658109,0.07,0.070000000000000007,0.12443550239860761,0.17895857077176763
16,39,0,EVALUATED,0.1902910605656863,0.20507915370535743,0.09950913216432657,1.0,1,0.19029106056568629,0.20507915370535743
16,39,1,EVALUATED,0.2007240122509545,0.19557679672437986,0.18303817368075748,0.995,0.995,0.20072401225095449,0.19557679672437986
