dataset,direction,outer_fold,subject,method,balanced_accuracy,macro_f1,accuracy,nll,brier,ece10,recall_right_hand,recall_left_hand,recall_both_hand,recall_rest
stieger,chronological,0,26,ENROLLMENT_PCA_TRANSFER,0.41963015647226171,0.40745493409397082,0.41999999999999987,1.4634795907301359,0.7367635092664816,0.19332476693743361,0.2162162162162162,0.31578947368421051,0.57894736842105265,0.56756756756756754
stieger,chronological,0,26,CLASS_INDEPENDENT_SUBJECT_OFFSET,0.42638691322901839,0.40956354365067371,0.42666666666666658,1.2770742252276579,0.69981867037127787,0.1217058991097198,0.1891891891891892,0.31578947368421051,0.57894736842105265,0.6216216216216216
stieger,chronological,0,28,LRCM,0.40042674253200572,0.38945721118918059,0.40000000000000002,1.5486149461359231,0.773838141011845,0.19408761708006431,0.21052631578947359,0.27027027027027017,0.52631578947368407,0.59459459459459463
stieger,chronological,0,28,IDENTITY_RESIDUAL_CARRY,0.48826458036984349,0.48053694273206471,0.48666666666666658,1.9052488169015005,0.77481705139527457,0.18877069284737719,0.44736842105263153,0.6216216216216216,0.28947368421052633,0.59459459459459463
stieger,chronological,0,28,PAST_PROTOTYPE_DIRECT,0.46888335704125178,0.45350486627709852,0.46666666666666662,1.8691096515605865,0.78715613622149272,0.23018127325655449,0.36842105263157893,0.67567567567567555,0.2368421052631578,0.59459459459459463
stieger,chronological,0,28,POPULATION_ONLY,0.39349217638691319,0.38393205603155822,0.39333333333333331,1.3420114315125715,0.71891703766076631,0.089408781664726697,0.26315789473684198,0.2162162162162162,0.5,0.59459459459459463
stieger,chronological,0,28,FULL_RIDGE_TRANSFER,0.4807965860597439,0.48067673878061862,0.47999999999999993,1.5844715902985709,0.75495235864956567,0.1834799055404803,0.5,0.48648648648648651,0.34210526315789469,0.59459459459459463
stieger,chronological,0,28,ENROLLMENT_PCA_TRANSFER,0.41571834992887619,0.379399585921325,0.41333333333333327,1.5607256603097299,0.76924104362896006,0.13639738131472159,0.42105263157894729,0.59459459459459463,0.052631578947368397,0.59459459459459463
stieger,chronological,0,28,CLASS_INDEPENDENT_SUBJECT_OFFSET,0.39349217638691319,0.38393205603155822,0.39333333333333331,1.3420114315125715,0.71891703766076631,0.089408781664726697,0.26315789473684198,0.2162162162162162,0.5,0.59459459459459463
stieger,chronological,0,37,LRCM,0.44933420262367618,0.41656559531028903,0.4496644295302013,1.1955708819503652,0.66035778205130446,0.083377836132922697,0.2432432432432432,0.18421052631578941,0.52777777777777768,0.84210526315789458
stieger,chronological,0,37,IDENTITY_RESIDUAL_CARRY,0.48898569622253818,0.47439036098310289,0.48993288590604023,1.3555005556238331,0.70220205690637783,0.17682559481132459,0.27027027027027017,0.39473684210526311,0.52777777777777768,0.76315789473684215
stieger,chronological,0,37,PAST_PROTOTYPE_DIRECT,0.47473131025762599,0.46020641949339119,0.47651006711409388,1.3243212315761661,0.69157520492370628,0.1633704348717116,0.27027027027027017,0.42105263157894729,0.44444444444444442,0.76315789473684215
