dataset,null,observed_mean_balanced_accuracy,null_mean,null_median,null_q025,null_q975,p_value,replicates,hyperparameter_rule
stieger,ENROLLMENT_SUBJECT_MEMORY_PERMUTATION,0.33155589285971349,0.33540036973809179,0.33525672146238839,0.32780460881468632,0.34329917280884548,0.82899999999999996,1999,frozen_observed_source_only_selection
stieger,ENROLLMENT_CLASS_SEMANTICS_PERMUTATION,0.33155589285971349,0.31965363232208138,0.31974565344652983,0.30618548814301755,0.33232185533960024,0.035000000000000003,1999,frozen_observed_source_only_selection
stieger,RANDOM_RANK_MATCHED_OUTPUT_SUBSPACE,0.33155589285971349,0.33749864091476783,0.3374715160416405,0.33638138994355599,0.33855594899651692,1,1999,frozen_observed_source_only_selection
stieger,UNPAIRED_SOURCE_SESSION_MAP,0.33155589285971349,0.33619612074288679,0.33622441944225179,0.3258157323876108,0.34531279786861596,0.83350000000000002,1999,conditional_on_observed_source_only_selection
