outer_fold,method,rank,ridge_lambda,temperature,mean_balanced_accuracy,fold_scores
0,LRCM,2,1.0000000000000001e-05,5,0.65733333333333321,0.64555555555555555|0.64888888888888896|0.64555555555555555|0.69444444444444442|0.65222222222222226
0,LRCM,2,0.0001,0.050000000000000003,0.6571111111111112,0.64444444444444438|0.64888888888888896|0.64555555555555555|0.69444444444444442|0.65222222222222226
0,LRCM,2,0.0001,0.10000000000000001,0.6571111111111112,0.64444444444444438|0.64888888888888896|0.64555555555555555|0.69444444444444442|0.65222222222222226
0,LRCM,2,0.0001,0.20000000000000001,0.6571111111111112,0.64444444444444438|0.64888888888888896|0.64555555555555555|0.69444444444444442|0.65222222222222226
0,LRCM,2,0.0001,0.5,0.6571111111111112,0.64444444444444438|0.64888888888888896|0.64555555555555555|0.69444444444444442|0.65222222222222226
0,LRCM,2,0.0001,1,0.6571111111111112,0.64444444444444438|0.64888888888888896|0.64555555555555555|0.69444444444444442|0.65222222222222226
0,LRCM,2,0.0001,2,0.6571111111111112,0.64444444444444438|0.64888888888888896|0.64555555555555555|0.69444444444444442|0.65222222222222226
0,LRCM,2,0.0001,5,0.6571111111111112,0.64444444444444438|0.64888888888888896|0.64555555555555555|0.69444444444444442|0.65222222222222226
0,LRCM,2,0.001,0.050000000000000003,0.65622222222222226,0.64444444444444438|0.64888888888888896|0.64222222222222214|0.69444444444444442|0.6511111111111112
0,LRCM,2,0.001,0.10000000000000001,0.65622222222222226,0.64444444444444438|0.64888888888888896|0.64222222222222214|0.69444444444444442|0.6511111111111112
0,LRCM,2,0.001,0.20000000000000001,0.65622222222222226,0.64444444444444438|0.64888888888888896|0.64222222222222214|0.69444444444444442|0.6511111111111112
0,LRCM,2,0.001,0.5,0.65622222222222226,0.64444444444444438|0.64888888888888896|0.64222222222222214|0.69444444444444442|0.6511111111111112
0,LRCM,2,0.001,1,0.65622222222222226,0.64444444444444438|0.64888888888888896|0.64222222222222214|0.69444444444444442|0.6511111111111112
0,LRCM,2,0.001,2,0.65622222222222226,0.64444444444444438|0.64888888888888896|0.64222222222222214|0.69444444444444442|0.6511111111111112
0,LRCM,2,0.001,5,0.65622222222222226,0.64444444444444438|0.64888888888888896|0.64222222222222214|0.69444444444444442|0.6511111111111112
0,LRCM,2,0.01,0.050000000000000003,0.65711111111111109,0.64555555555555566|0.65333333333333332|0.64333333333333331|0.69333333333333336|0.65000000000000002
0,LRCM,2,0.01,0.10000000000000001,0.65711111111111109,0.64555555555555566|0.65333333333333332|0.64333333333333331|0.69333333333333336|0.65000000000000002
0,LRCM,2,0.01,0.20000000000000001,0.65711111111111109,0.64555555555555566|0.65333333333333332|0.64333333333333331|0.69333333333333336|0.65000000000000002
0,LRCM,2,0.01,0.5,0.65711111111111109,0.64555555555555566|0.65333333333333332|0.64333333333333331|0.69333333333333336|0.65000000000000002
0,LRCM,2,0.01,1,0.65711111111111109,0.64555555555555566|0.65333333333333332|0.64333333333333331|0.69333333333333336|0.65000000000000002
0,LRCM,2,0.01,2,0.65711111111111109,0.64555555555555566|0.65333333333333332|0.64333333333333331|0.69333333333333336|0.65000000000000002
0,LRCM,2,0.01,5,0.65711111111111109,0.64555555555555566|0.65333333333333332|0.64333333333333331|0.69333333333333336|0.65000000000000002
0,LRCM,2,0.10000000000000001,0.050000000000000003,0.66955555555555557,0.64555555555555566|0.65333333333333332|0.70555555555555549|0.68333333333333335|0.66000000000000003
0,LRCM,2,0.10000000000000001,0.10000000000000001,0.66955555555555557,0.64555555555555566|0.65333333333333332|0.70555555555555549|0.68333333333333335|0.66000000000000003
0,LRCM,2,0.10000000000000001,0.20000000000000001,0.66955555555555557,0.64555555555555566|0.65333333333333332|0.70555555555555549|0.68333333333333335|0.66000000000000003
0,LRCM,2,0.10000000000000001,0.5,0.66955555555555557,0.64555555555555566|0.65333333333333332|0.70555555555555549|0.68333333333333335|0.66000000000000003
0,LRCM,2,0.10000000000000001,1,0.66955555555555557,0.64555555555555566|0.65333333333333332|0.70555555555555549|0.68333333333333335|0.66000000000000003
0,LRCM,2,0.10000000000000001,2,0.66955555555555557,0.64555555555555566|0.65333333333333332|0.70555555555555549|0.68333333333333335|0.66000000000000003
0,LRCM,2,0.10000000000000001,5,0.66955555555555557,0.64555555555555566|0.65333333333333332|0.70555555555555549|0.68333333333333335|0.66000000000000003
0,LRCM,2,1,0.050000000000000003,0.67288888888888887,0.64000000000000001|0.66333333333333344|0.69222222222222229|0.69333333333333336|0.67555555555555569
0,LRCM,2,1,0.10000000000000001,0.67288888888888887,0.64000000000000001|0.66333333333333344|0.69222222222222229|0.69333333333333336|0.67555555555555569
0,LRCM,2,1,0.20000000000000001,0.67288888888888887,0.64000000000000001|0.66333333333333344|0.69222222222222229|0.69333333333333336|0.67555555555555569
0,LRCM,2,1,0.5,0.67288888888888887,0.64000000000000001|0.66333333333333344|0.69222222222222229|0.69333333333333336|0.67555555555555569
0,LRCM,2,1,1,0.67288888888888887,0.64000000000000001|0.66333333333333344|0.69222222222222229|0.69333333333333336|0.67555555555555569
0,LRCM,2,1,2,0.67288888888888887,0.64000000000000001|0.66333333333333344|0.69222222222222229|0.69333333333333336|0.67555555555555569
0,LRCM,2,1,5,0.67288888888888887,0.64000000000000001|0.66333333333333344|0.69222222222222229|0.69333333333333336|0.67555555555555569
