dataset,subject,K_per_class,draws,expected_balanced_accuracy,expected_macro_f1,balanced_accuracy_draw_sd
stieger,8,2,200,0.34629166666666661,0.33866388280261134,0.047314946328249875
stieger,8,4,200,0.36556595365418892,0.36010303807182148,0.047668781728464872
stieger,8,8,200,0.40089942528735634,0.39863953006234609,0.056146800971093494
stieger,8,16,200,0.43693993506493506,0.4327239419257719,0.059762200574019424
stieger,8,FULL_ORACLE,1,0.54694167852062592,0.53825632481429686,0
stieger,9,1,200,0.27414226726726726,0.25436563614730656,0.043529984851062339
stieger,9,2,200,0.28823214285714288,0.27484295237179257,0.042891565942081405
stieger,9,4,200,0.30889594474153298,0.29915524749319156,0.048201459569042246
stieger,9,8,200,0.32502298850574712,0.31502989315489333,0.04154671017392491
stieger,9,16,200,0.34561958874458876,0.33436454080239919,0.04788118842795356
stieger,9,FULL_ORACLE,1,0.45892603129445236,0.45568663036902601,0
stieger,10,1,200,0.24785379129129129,0.22444587446560704,0.027409155959347696
stieger,10,2,200,0.24812896825396827,0.2336069333397586,0.030906703571855269
stieger,10,4,200,0.25054701426024956,0.23972225191335228,0.029905786955505189
stieger,10,8,200,0.25053879310344823,0.24066932267027918,0.032516947502725706
stieger,10,16,200,0.25294642857142857,0.24048163558792915,0.038111525911943167
stieger,10,FULL_ORACLE,1,0.46817211948790893,0.4658693688386159,0
stieger,11,1,200,0.26210773273273275,0.23519670865071618,0.038983507569127274
stieger,11,2,200,0.26328273809523811,0.24799656805782178,0.040500533615385373
stieger,11,4,200,0.2694752673796792,0.25468922199833466,0.043493311531176256
stieger,11,8,200,0.28316810344827587,0.26757924348500028,0.036802512370926917
stieger,11,16,200,0.29044642857142855,0.27231198953027536,0.037662028134474473
stieger,11,FULL_ORACLE,1,0.40576102418207682,0.3840522925571096,0
stieger,12,1,200,0.25190690690690692,0.23074285996451999,0.030961322193319454
stieger,12,2,200,0.25959226190476192,0.24546427494421785,0.037858704854873866
stieger,12,4,200,0.26710115864527628,0.25159647170860477,0.033940167248083568
stieger,12,8,200,0.26756752873563217,0.25022667506166557,0.033561905380688921
stieger,12,16,200,0.28339826839826843,0.26607631596787379,0.047373969858659243
stieger,12,FULL_ORACLE,1,0.39046941678520625,0.3725835945663532,0
stieger,13,1,200,0.2466547619047619,0.22556904022125257,0.033405468448389798
stieger,13,2,200,0.24506711017740429,0.22939339931379635,0.036321629207177374
stieger,13,4,200,0.24592830882352942,0.23088026644863682,0.030219055384767296
stieger,13,8,200,0.2480663998357964,0.23024468322622141,0.033174969505112263
stieger,13,16,200,0.2395733225108225,0.21801836684295178,0.040216803544775595
stieger,13,FULL_ORACLE,1,0.41196459617512249,0.41573855929178272,0
stieger,14,1,200,0.36678209459459454,0.3627390122805329,0.072625728274818196
stieger,14,2,200,0.39026388888888891,0.38895233130283896,0.05650386495054989
stieger,14,4,200,0.40870543672014265,0.40984775174069699,0.029938536861912092
stieger,14,8,200,0.40865373563218393,0.40740752034765293,0.028584091514132055
stieger,14,16,200,0.41299242424242427,0.41415606616650052,0.043548974843487555
stieger,14,FULL_ORACLE,1,0.59441678520625896,0.59175076845094587,0
stieger,15,1,200,0.2807004504504505,0.25637085214304794,0.042988898231513362
stieger,15,2,200,0.29119094304388421,0.27495664160517103,0.048743683178752516
stieger,15,4,200,0.30243970031194295,0.29122252970293977,0.05023931526144515
stieger,15,8,200,0.32648552955665022,0.31837379570717661,0.053696345187379597
stieger,15,16,200,0.35294372294372295,0.34577990562584193,0.051887487286965531
stieger,15,FULL_ORACLE,1,0.47861348190295561,0.4764130256016666,0
stieger,16,1,200,0.25284722222222222,0.22600233221577629,0.029832165278085018
stieger,16,2,200,0.25246428571428575,0.23538852697259272,0.028477929389468571
stieger,16,4,200,0.25200757575757576,0.23769792921331465,0.032969321279792789
stieger,16,8,200,0.25068965517241382,0.23501143818952919,0.035023911754185559
stieger,16,16,200,0.25928571428571429,0.24288524381718923,0.039133232474286517
stieger,16,FULL_ORACLE,1,0.48648648648648651,0.4879193697868397,0
stieger,17,1,200,0.28324552230802236,0.26836961660525849,0.056585306537685891
stieger,17,2,200,0.29342804621848739,0.28267356733235516,0.058669269077282218
stieger,17,4,200,0.31951976102941176,0.31031894429899715,0.047265994365351845
stieger,17,8,200,0.33918688423645321,0.32509130306019612,0.032241642642806302
stieger,17,16,200,0.34349296536796542,0.32775826895287913,0.037574629938539585
stieger,17,FULL_ORACLE,1,0.49139600126442234,0.48284422603513055,0
stieger,18,1,200,0.24924206349206346,0.22445490087104766,0.030718080963517802
stieger,18,2,200,0.24836974789915967,0.23077291239816636,0.033346589149057575
stieger,18,4,200,0.24474076704545453,0.22883944702839959,0.03609401330133899
stieger,18,8,200,0.2384975369458128,0.22053880918466554,0.037853298213965429
stieger,18,16,200,0.23924404761904761,0.21402802231714857,0.043465368371200033
stieger,18,FULL_ORACLE,1,0.33652402402402398,0.28972030557046374,0
stieger,19,1,200,0.27243806306306306,0.24216547020224552,0.036205609900934209
stieger,19,2,200,0.28582242063492058,0.27172777589669084,0.03581615953904449
stieger,19,4,200,0.30396278966131907,0.2948200171940446,0.038126435919553725
stieger,19,8,200,0.32228591954022989,0.31926038371922211,0.042220148108754012
stieger,19,16,200,0.34699404761904762,0.3456662506024164,0.052494531493978189
stieger,19,FULL_ORACLE,1,0.59281650071123759,0.60163001194809529,0
stieger,20,1,200,0.26124420849420849,0.24374698118987786,0.032435120296114006
stieger,20,2,200,0.27647671568627452,0.26415870040967848,0.03800033877304225
stieger,20,4,200,0.27903262867647061,0.26941950043706464,0.037369922583516006
stieger,20,8,200,0.29242857142857143,0.28125868998575682,0.038234919052755591
stieger,20,16,200,0.30568181818181822,0.2948631195009852,0.04786697233991382
stieger,20,FULL_ORACLE,1,0.4082602339181286,0.3917730835024068,0
stieger,21,1,200,0.26000592055003824,0.23706072556417568,0.036803797265518301
stieger,21,2,200,0.26320756541252865,0.24073784502129342,0.039428490427544371
stieger,21,4,200,0.26400594910801561,0.2467055218727279,0.036936306420021457
stieger,21,8,200,0.25695639569561984,0.23868710365267545,0.039186279442640887
stieger,21,16,200,0.25723543233082702,0.23992067254948715,0.037881732225827511
stieger,21,FULL_ORACLE,1,0.31656951068715777,0.28510609723341396,0
stieger,22,1,200,0.249580518018018,0.2166250229016658,0.027697288989340912
stieger,22,2,200,0.24491666666666667,0.22797693529970536,0.031657404753526547
stieger,22,4,200,0.24244429590017827,0.23019809906815794,0.034393509499553152
stieger,22,8,200,0.25006034482758621,0.23689957342886978,0.033333801261262723
stieger,22,16,200,0.25362012987012988,0.23896645165037442,0.037320156284566662
stieger,22,FULL_ORACLE,1,0.43972261735419632,0.42883686361947237,0
stieger,23,1,200,0.31376501501501503,0.28752151681907606,0.056652468352816752
stieger,23,2,200,0.34385119047619045,0.32610153853793228,0.056015399921454608
stieger,23,4,200,0.36467023172905527,0.34834215124383222,0.054379966303129849
stieger,23,8,200,0.39728448275862066,0.38375266874119196,0.043261457337539153
stieger,23,16,200,0.415974025974026,0.39946671155672786,0.046120830056175961
stieger,23,FULL_ORACLE,1,0.60775248933143677,0.60449898555030612,0
stieger,24,1,200,0.30117961711711716,0.26937359175789005,0.055246073659868403
stieger,24,2,200,0.31289980158730157,0.29494535402822697,0.052927532980315189
stieger,24,4,200,0.33016934046345808,0.32242266900405747,0.048597467243629414
stieger,24,8,200,0.34449137931034485,0.34102070597516765,0.048830763325197854
stieger,24,16,200,0.3744318181818182,0.37106015196010572,0.050422625563428233
stieger,24,FULL_ORACLE,1,0.585348506401138,0.58154100518786522,0
stieger,25,1,200,0.25676342834431071,0.23072337517676822,0.031321876291512743
stieger,25,2,200,0.26016599821746877,0.24374705574971356,0.033330280898153465
stieger,25,4,200,0.25764083254269449,0.24613168708401137,0.038634989569367034
stieger,25,8,200,0.26260152116402119,0.25467082753374848,0.036603104603539022
stieger,25,16,200,0.26233313397129188,0.25600732521507141,0.039245023145078557
stieger,25,FULL_ORACLE,1,0.44947786131996659,0.44769319935701613,0
stieger,26,1,200,0.36475882132132137,0.34947923815014531,0.056947874256350957
stieger,26,2,200,0.40852777777777777,0.40153443110933801,0.063668790446968687
stieger,26,4,200,0.46106172014260255,0.45873247633064773,0.059314691711409316
stieger,26,8,200,0.49877155172413784,0.49939542508526308,0.053884247160183557
stieger,26,16,200,0.5220508658008659,0.52278397011038069,0.055533767327865746
stieger,26,FULL_ORACLE,1,0.58730440967283071,0.59541933153927706,0
stieger,27,1,200,0.26774542925278216,0.24928330668910134,0.043204683545607761
stieger,27,2,200,0.27817866161616162,0.26105173910561968,0.045715573140111737
stieger,27,4,200,0.29655360531309299,0.28175233037250985,0.042770207592256089
stieger,27,8,200,0.31203240740740745,0.29265129659689715,0.034828099943249188
stieger,27,16,200,0.31657894736842107,0.29430428267391046,0.040607523228032814
stieger,27,FULL_ORACLE,1,0.40000000000000002,0.38403784437731359,0
stieger,28,1,200,0.30689846096096096,0.28017293645223917,0.055371117969804186
stieger,28,2,200,0.32129861111111113,0.30569996793590215,0.057801755103085287
stieger,28,4,200,0.34627339572192511,0.33739806408365836,0.052941939023526008
stieger,28,8,200,0.37656609195402302,0.36842044496828519,0.05149949895752378
stieger,28,16,200,0.39980248917748917,0.39217884392561958,0.051885238920518939
stieger,28,FULL_ORACLE,1,0.47439544807965861,0.47216509305372512,0
stieger,29,1,200,0.3103996138996139,0.28919934114229484,0.066976433094496454
stieger,29,2,200,0.34522263071895426,0.32904334238647936,0.053974935383635347
stieger,29,4,200,0.37215073529411768,0.36168673741778545,0.042281746142614172
stieger,29,8,200,0.40012797619047619,0.38849004897181788,0.038854291665102347
stieger,29,16,200,0.41676704545454546,0.40188041931363472,0.040775551277579702
stieger,29,FULL_ORACLE,1,0.64766081871345038,0.64783115287640225,0
stieger,30,1,200,0.34933933933933931,0.32933901184909642,0.068111938179601858
stieger,30,2,200,0.40909623015873015,0.39946951633094185,0.063929640624430337
stieger,30,4,200,0.44983177361853832,0.44296714373110918,0.058891617034471135
stieger,30,8,200,0.49304022988505752,0.48769769031087762,0.054845319130144142
stieger,30,16,200,0.52614177489177494,0.52177623035344523,0.05056764615443958
stieger,30,FULL_ORACLE,1,0.66749644381223328,0.66843845972123794,0
stieger,31,1,200,0.2435772200772201,0.21931098553454526,0.029145144855140203
stieger,31,2,200,0.24073529411764702,0.22566790902283032,0.028469506840999977
stieger,31,4,200,0.23872012867647058,0.22591829088020943,0.029378288989918035
stieger,31,8,200,0.23543750000000002,0.22196977215924818,0.031806861348489826
stieger,31,16,200,0.22272727272727275,0.20869859257980991,0.037126708431041169
stieger,31,FULL_ORACLE,1,0.4228801169590643,0.41633300788041133,0
stieger,32,1,200,0.25095315851565853,0.22992629120151431,0.028856450465782495
stieger,32,2,200,0.24847333099906627,0.22800388143972911,0.030635422739627612
stieger,32,4,200,0.2435266265597148,0.21700413004216593,0.028736105150276157
stieger,32,8,200,0.23899096880131362,0.20555609246858531,0.029341662544250437
stieger,32,16,200,0.22916477272727273,0.19055029952372216,0.034995486796994345
stieger,32,FULL_ORACLE,1,0.30479492650545281,0.25417332306619622,0
stieger,33,1,200,0.28494087837837839,0.26041480426348179,0.057813686230449399
stieger,33,2,200,0.30143353174603171,0.27896864451909026,0.054476970047897665
stieger,33,4,200,0.32057263814616754,0.30349891718427668,0.050579456851640524
stieger,33,8,200,0.33990517241379309,0.32225592458422464,0.047004739706032778
stieger,33,16,200,0.36714015151515156,0.3451901502159162,0.043360276129392104
stieger,33,FULL_ORACLE,1,0.47599573257467986,0.4559774108800666,0
stieger,34,1,200,0.25147728978978973,0.22627194284849245,0.027244844157388037
stieger,34,2,200,0.24897893323996265,0.23201273303888834,0.030040165243457571
stieger,34,4,200,0.25012380236185389,0.23789330215073037,0.03096573613156554
stieger,34,8,200,0.24656537356321842,0.23457592812521941,0.032473512199010013
stieger,34,16,200,0.23888095238095236,0.22665049133956877,0.03487470492149207
stieger,34,FULL_ORACLE,1,0.3604788999525842,0.33940224526349189,0
stieger,35,1,200,0.29824141999142001,0.27305087427508079,0.053637106351681854
stieger,35,2,200,0.32848266806722692,0.31896255164431264,0.054580090069813368
stieger,35,4,200,0.35310362355169339,0.34806780794058356,0.054503664589064763
stieger,35,8,200,0.39241810344827582,0.38839990761710125,0.044200718302399328
stieger,35,16,200,0.42250459956709963,0.41946159124652227,0.044953965609711669
stieger,35,FULL_ORACLE,1,0.5898036194088826,0.59601880197724211,0
stieger,36,1,200,0.2992520645645646,0.284140732105372,0.047354833174007564
stieger,36,2,200,0.32417361111111115,0.31212954631541384,0.051366892433161809
stieger,36,4,200,0.35312945632798576,0.3470288750705629,0.050459501168098463
stieger,36,8,200,0.40211206896551732,0.40098765184491258,0.050013664280364412
stieger,36,16,200,0.44713203463203466,0.44773529737016943,0.053074541333436719
stieger,36,FULL_ORACLE,1,0.62642247510668558,0.63236494739951321,0
stieger,37,1,200,0.38862054912054916,0.36876327652750773,0.064693514874888683
stieger,37,2,200,0.42103466386554617,0.40554335736675978,0.055249305033324946
stieger,37,4,200,0.45208054812834225,0.4376212007120418,0.053516401302383755
stieger,37,8,200,0.46780480295566507,0.45161475753682767,0.051461775761260972
stieger,37,16,200,0.48907332251082253,0.47274760554998779,0.055998278335705635
stieger,37,FULL_ORACLE,1,0.58326418523786949,0.57350045342660971,0
stieger,38,1,200,0.31529842342342346,0.28600745042329645,0.055124602942991763
stieger,38,2,200,0.35642757936507935,0.34242436497123035,0.05273063641661048
stieger,38,4,200,0.38222036541889481,0.37216568102578096,0.050996244413180167
stieger,38,8,200,0.42461206896551723,0.41257582079047578,0.0467356115395813
stieger,38,16,200,0.46554383116883113,0.45176439975816118,0.046319095254008791
stieger,38,FULL_ORACLE,1,0.56347795163584635,0.56103006189213089,0
stieger,39,1,200,0.33701764264264261,0.32266246300276163,0.054793638627129132
stieger,39,2,200,0.3722976190476191,0.36178046101102768,0.064662181269995164
stieger,39,4,200,0.4138513814616756,0.40672080802590072,0.05800926464334575
stieger,39,8,200,0.44717959770114946,0.44342767452591358,0.05202552213328477
stieger,39,16,200,0.48037878787878791,0.47306067472852292,0.054471882294676449
stieger,39,FULL_ORACLE,1,0.64011379800853485,0.64358308508564743,0
stieger,40,1,200,0.24785815226991698,0.2204896937513853,0.026550005677921238
stieger,40,2,200,0.24199648268398266,0.2175048509034497,0.029287606753519345
stieger,40,4,200,0.24489843884767987,0.22237417120639208,0.027246010723473282
stieger,40,8,200,0.24121424010217113,0.21752554978082872,0.031083701567896943
stieger,40,16,200,0.24450771815903394,0.22113163613260084,0.035473818590985057
stieger,40,FULL_ORACLE,1,0.35663483031904086,0.34791324575807336,0
stieger,41,1,200,0.27526254826254826,0.25593356425965724,0.046805306558406118
stieger,41,2,200,0.28236928104575165,0.270220443727268,0.041669227289738209
stieger,41,4,200,0.29271139705882354,0.28044896235413797,0.044912611196084189
stieger,41,8,200,0.31192261904761909,0.29981311309021563,0.043644349475739135
stieger,41,16,200,0.32932386363636362,0.31417621846856059,0.043084586967408266
stieger,41,FULL_ORACLE,1,0.44809941520467833,0.43311736114806731,0
stieger,42,1,200,0.24793956456456456,0.2210881970407518,0.030635540784706372
stieger,42,2,200,0.24884220354808589,0.23314936343256723,0.028678625599614507
stieger,42,4,200,0.24926756071746881,0.23698997256629351,0.034587192129753426
stieger,42,8,200,0.24524404761904761,0.23383010565751086,0.03513037127104391
stieger,42,16,200,0.23556899350649349,0.22315428551667105,0.04269345937406327
stieger,42,FULL_ORACLE,1,0.45164572467204045,0.43996261657551983,0
stieger,43,1,200,0.24438156906906905,0.22212270478843052,0.028267188962790051
stieger,43,2,200,0.24574404761904758,0.22700476330874259,0.028910618775595635
stieger,43,4,200,0.244923128342246,0.22997277072778946,0.027749417920314635
stieger,43,8,200,0.23540086206896554,0.21730156546100388,0.028744636974994027
stieger,43,16,200,0.2236823593073593,0.20410281710453165,0.034600927080259573
stieger,43,FULL_ORACLE,1,0.35472972972972971,0.3440893665158371,0
stieger,44,1,200,0.26737494637494635,0.24485366630648606,0.038107334605810887
stieger,44,2,200,0.27261198646125118,0.25351886793776174,0.041230583324437804
stieger,44,4,200,0.27725699086452765,0.26354692334646118,0.040550202725111707
stieger,44,8,200,0.29210755336617406,0.28111281098357627,0.039871038193798142
stieger,44,16,200,0.30026298701298698,0.28743941343062063,0.045202780998129695
stieger,44,FULL_ORACLE,1,0.45495495495495497,0.44928868478941542,0
stieger,45,1,200,0.27568506006006005,0.24883733851708861,0.043310990967767415
stieger,45,2,200,0.29187003968253966,0.27890113794124505,0.046651203734474705
stieger,45,4,200,0.30459558823529409,0.29729348195530031,0.043689157072892684
stieger,45,8,200,0.33508045977011491,0.3313372845454618,0.039529925758805193
stieger,45,16,200,0.34122294372294371,0.33549409714340639,0.041970775978619521
stieger,45,FULL_ORACLE,1,0.72688477951635844,0.72738093603858367,0
stieger,46,1,200,0.35187629219080835,0.32095481395409237,0.05698689741197431
stieger,46,2,200,0.37406331699346412,0.35379556183344379,0.051468964178568874
stieger,46,4,200,0.40815323004201687,0.38635030443168689,0.043436881596580303
stieger,46,8,200,0.41922023809523806,0.39058867640674627,0.045058964102137104
stieger,46,16,200,0.4326150568181818,0.39670248104434819,0.050831534093019437
stieger,46,FULL_ORACLE,1,0.60800438596491224,0.59260349428831316,0
stieger,47,1,200,0.25583108108108105,0.22615658081713633,0.034506869006627798
stieger,47,2,200,0.25524918300653593,0.23452651907667324,0.031590985374692897
stieger,47,4,200,0.25594209558823527,0.24197128496924883,0.031458723149508067
stieger,47,8,200,0.25754464285714285,0.24450816492937938,0.035503231850562533
stieger,47,16,200,0.25552272727272729,0.24161288559964583,0.038632843200804942
stieger,47,FULL_ORACLE,1,0.44517543859649122,0.45076997140353303,0
stieger,48,1,200,0.29207770270270272,0.2648869830662457,0.056261046234527753
stieger,48,2,200,0.31265773809523806,0.28696221164996855,0.055541332606251555
stieger,48,4,200,0.33801024955436731,0.31510268866262625,0.043786425920913863
stieger,48,8,200,0.35408477011494249,0.33291348365843132,0.050095966191279699
stieger,48,16,200,0.38212391774891769,0.36063330491726192,0.044787742971431545
stieger,48,FULL_ORACLE,1,0.43634423897581787,0.4013912591529557,0
stieger,49,1,200,0.26061872586872586,0.23938249674153184,0.028423086600161192
stieger,49,2,200,0.26863562091503268,0.25499619016922209,0.032688450287237991
stieger,49,4,200,0.28179457720588241,0.26978770514617262,0.03277719588078732
stieger,49,8,200,0.29225297619047619,0.28197522347063175,0.036620787844259081
stieger,49,16,200,0.30884090909090905,0.29485871156615545,0.037619323013768954
stieger,49,FULL_ORACLE,1,0.46783625730994149,0.46624448139380897,0
stieger,50,1,200,0.29797015765765766,0.28077601683042713,0.045670828507685557
stieger,50,2,200,0.31789484126984119,0.30861684003527545,0.043852860042237658
stieger,50,4,200,0.34540441176470593,0.34013500208562414,0.045581870388849151
stieger,50,8,200,0.37251293103448274,0.37031819298678142,0.051572162911308519
stieger,50,16,200,0.40167207792207793,0.40112786456001537,0.056153708624416758
stieger,50,FULL_ORACLE,1,0.5800142247510669,0.59169576938394142,0
stieger,51,1,200,0.25294763513513518,0.2315069131568849,0.027747202738464254
stieger,51,2,200,0.24825595238095235,0.23254660509485345,0.026508243009095492
stieger,51,4,200,0.24953542780748664,0.23151598802992779,0.028970384464284512
stieger,51,8,200,0.24838218390804598,0.22195668620120101,0.030267112846716515
stieger,51,16,200,0.24730248917748918,0.20860485525734274,0.033269386015770015
stieger,51,FULL_ORACLE,1,0.34281650071123754,0.30483088267046682,0
