outer_fold,method,rank,ridge_lambda,temperature,mean_balanced_accuracy,fold_scores
0,LRCM,1,1.0000000000000001e-05,0.050000000000000003,0.63244444444444448,0.62111111111111117|0.60555555555555562|0.63444444444444448|0.63888888888888895|0.66222222222222227
0,LRCM,1,1.0000000000000001e-05,0.10000000000000001,0.63244444444444448,0.62111111111111117|0.60555555555555562|0.63444444444444448|0.63888888888888895|0.66222222222222227
0,LRCM,1,1.0000000000000001e-05,0.20000000000000001,0.63244444444444448,0.62111111111111117|0.60555555555555562|0.63444444444444448|0.63888888888888895|0.66222222222222227
0,LRCM,1,1.0000000000000001e-05,0.5,0.63244444444444448,0.62111111111111117|0.60555555555555562|0.63444444444444448|0.63888888888888895|0.66222222222222227
0,LRCM,1,1.0000000000000001e-05,1,0.63244444444444448,0.62111111111111117|0.60555555555555562|0.63444444444444448|0.63888888888888895|0.66222222222222227
0,LRCM,1,1.0000000000000001e-05,2,0.63244444444444448,0.62111111111111117|0.60555555555555562|0.63444444444444448|0.63888888888888895|0.66222222222222227
0,LRCM,1,1.0000000000000001e-05,5,0.63244444444444448,0.62111111111111117|0.60555555555555562|0.63444444444444448|0.63888888888888895|0.66222222222222227
0,LRCM,1,0.0001,0.050000000000000003,0.63200000000000001,0.62111111111111117|0.60444444444444445|0.63222222222222213|0.64000000000000012|0.66222222222222227
0,LRCM,1,0.0001,0.10000000000000001,0.63200000000000001,0.62111111111111117|0.60444444444444445|0.63222222222222213|0.64000000000000012|0.66222222222222227
0,LRCM,1,0.0001,0.20000000000000001,0.63200000000000001,0.62111111111111117|0.60444444444444445|0.63222222222222213|0.64000000000000012|0.66222222222222227
0,LRCM,1,0.0001,0.5,0.63200000000000001,0.62111111111111117|0.60444444444444445|0.63222222222222213|0.64000000000000012|0.66222222222222227
0,LRCM,1,0.0001,1,0.63200000000000001,0.62111111111111117|0.60444444444444445|0.63222222222222213|0.64000000000000012|0.66222222222222227
0,LRCM,1,0.0001,2,0.63200000000000001,0.62111111111111117|0.60444444444444445|0.63222222222222213|0.64000000000000012|0.66222222222222227
0,LRCM,1,0.0001,5,0.63200000000000001,0.62111111111111117|0.60444444444444445|0.63222222222222213|0.64000000000000012|0.66222222222222227
0,LRCM,1,0.001,0.050000000000000003,0.63466666666666671,0.61888888888888904|0.60444444444444456|0.64111111111111119|0.64555555555555555|0.66333333333333333
0,LRCM,1,0.001,0.10000000000000001,0.63466666666666671,0.61888888888888904|0.60444444444444456|0.64111111111111119|0.64555555555555555|0.66333333333333333
0,LRCM,1,0.001,0.20000000000000001,0.63466666666666671,0.61888888888888904|0.60444444444444456|0.64111111111111119|0.64555555555555555|0.66333333333333333
0,LRCM,1,0.001,0.5,0.63466666666666671,0.61888888888888904|0.60444444444444456|0.64111111111111119|0.64555555555555555|0.66333333333333333
0,LRCM,1,0.001,1,0.63466666666666671,0.61888888888888904|0.60444444444444456|0.64111111111111119|0.64555555555555555|0.66333333333333333
0,LRCM,1,0.001,2,0.63466666666666671,0.61888888888888904|0.60444444444444456|0.64111111111111119|0.64555555555555555|0.66333333333333333
0,LRCM,1,0.001,5,0.63466666666666671,0.61888888888888904|0.60444444444444456|0.64111111111111119|0.64555555555555555|0.66333333333333333
0,LRCM,1,0.01,0.050000000000000003,0.64044444444444459,0.62333333333333341|0.61333333333333329|0.65222222222222226|0.6477777777777779|0.66555555555555546
