dataset,direction,method,subjects,mean_balanced_accuracy,median_balanced_accuracy,mean_macro_f1,median_macro_f1,mean_accuracy,median_accuracy,mean_nll,median_nll,mean_brier,median_brier,mean_ece10,median_ece10
stieger,reverse,LRCM,62,0.32585376025078977,0.30220187292555711,0.30885823842560406,0.28419713811292929,0.32584210414964826,0.30333333333333334,1.4786232325033684,1.455326108646561,0.77943611607894492,0.78213895381643961,0.13844283534027035,0.12446855069569115
stieger,reverse,IDENTITY_RESIDUAL_CARRY,62,0.3359051377744533,0.31401137980085353,0.32206659031346779,0.30038063889880073,0.335936293532345,0.31333333333333335,1.9425895754796392,1.6083276178038166,0.83619797129237761,0.81258903477455835,0.21135779644478675,0.18867482863491097
stieger,reverse,PAST_PROTOTYPE_DIRECT,62,0.3398575421881761,0.31644900241769569,0.3273227279059463,0.30255947546801337,0.33977254545521179,0.31811965811965814,1.9450175913249979,1.6075618014077908,0.83529019656800008,0.80215583930994749,0.21133605550505946,0.19191163644339343
stieger,reverse,POPULATION_ONLY,62,0.32814881853209615,0.31455530054601261,0.31277792607209359,0.30202717389476474,0.3282969404244705,0.3143847874720358,1.4691727795785574,1.4545472077874546,0.7750976863045369,0.78007935922003502,0.13037989092491983,0.12822694808824064
stieger,reverse,FULL_RIDGE_TRANSFER,62,0.32738010015790286,0.31608460240426184,0.3113359513322897,0.30279405203150289,0.32723176162527162,0.31281312033273467,1.5359638330043013,1.4624403279111649,0.78518784513278916,0.78338363830230451,0.14327643786995758,0.12800091484132986
stieger,reverse,ENROLLMENT_PCA_TRANSFER,62,0.32480870145513863,0.32196834992887624,0.306285275073087,0.30300187338365214,0.32465078546629883,0.32107382550335573,1.5157248461327808,1.4416100278878812,0.7809020266054133,0.77557890249733552,0.13501742385508295,0.11712411131275396
stieger,reverse,CLASS_INDEPENDENT_SUBJECT_OFFSET,62,0.32814881853209615,0.31455530054601261,0.31277792607209359,0.30202717389476474,0.3282969404244705,0.3143847874720358,1.4691727795785574,1.4545472077874546,0.7750976863045369,0.78007935922003502,0.13037989092491983,0.12822694808824064
