protocol_version,protocol_sha256,config_sha256,code_commit,phase,session,status,geometry,object,stage,observed,null_median,effect,p_value,exceedances,replicates,gate_pass
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,R,0.9957063448666952,0.9867205024594261,0.008985842407269073,0.002,3,1999,True
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,0.9730239362285069,0.8823795406029393,0.09064439562556759,0.0005,0,1999,True
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,LE,D,R,0.994121697631731,0.9826964369272592,0.011425260704471807,0.001,1,1999,True
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,LE,G,R,0.9662802849304561,0.8543389854101096,0.1119412995203466,0.0005,0,1999,True
