target,middle,source,session,heldout_class,relative_induced_cycle_discrepancy
2,5,3,1test,right_hand,0.8255138656856036
2,5,3,1test,feet,0.6884789812353085
2,5,3,1test,tongue,0.6326434990439976
2,5,4,0train,left_hand,0.818492499781293
2,5,4,0train,right_hand,0.8628613478609941
2,5,4,0train,feet,0.7432165698393556
2,5,4,0train,tongue,0.8487177557572898
2,5,4,1test,left_hand,0.5875667647667225
2,5,4,1test,right_hand,0.5794115005352757
2,5,4,1test,feet,0.5658396659499623
2,5,4,1test,tongue,0.517862213787263
2,5,6,0train,left_hand,0.8163481001952297
2,5,6,0train,right_hand,0.7516346323675077
2,5,6,0train,feet,0.8309997212722535
2,5,6,0train,tongue,0.7538613710428942
2,5,6,1test,left_hand,0.6090851307060234
2,5,6,1test,right_hand,0.7056033450480342
2,5,6,1test,feet,0.7953571412908267
2,5,6,1test,tongue,0.7725005542443765
2,5,7,0train,left_hand,0.6784538312707195
2,5,7,0train,right_hand,0.678365623894932
2,5,7,0train,feet,0.6601306910786645
2,5,7,0train,tongue,0.6804336467809387
2,5,7,1test,left_hand,0.6870892714171082
2,5,7,1test,right_hand,0.61822391782518
2,5,7,1test,feet,0.6991218465914797
2,5,7,1test,tongue,0.6665435411784023
2,5,8,0train,left_hand,0.804684880204987
2,5,8,0train,right_hand,0.7416183170400793
2,5,8,0train,feet,0.7467883575224421
2,5,8,0train,tongue,0.8173155439732437
2,5,8,1test,left_hand,0.8570318010257553
2,5,8,1test,right_hand,0.8129252109030738
2,5,8,1test,feet,0.8082075750981644
2,5,8,1test,tongue,0.8535472946214813
2,5,9,0train,left_hand,0.6890389281041237
2,5,9,0train,right_hand,0.5958905626567399
2,5,9,0train,feet,0.6191437057604029
2,5,9,0train,tongue,0.6850611634376121
2,5,9,1test,left_hand,0.648972282537947
2,5,9,1test,right_hand,0.5522227792934452
2,5,9,1test,feet,0.6419193004774952
2,5,9,1test,tongue,0.6102892830205902
2,6,1,0train,left_hand,0.5593770471943194
2,6,1,0train,right_hand,0.5917274024346479
2,6,1,0train,feet,0.5669625774826909
2,6,1,0train,tongue,0.6415132342353738
2,6,1,1test,left_hand,0.6556652692296204
2,6,1,1test,right_hand,0.5724925730808252
2,6,1,1test,feet,0.6601198092862006
2,6,1,1test,tongue,0.5897540620638205
2,6,3,0train,left_hand,0.6028066684729942
2,6,3,0train,right_hand,0.6971522733619668
2,6,3,0train,feet,0.718635296027441
2,6,3,0train,tongue,0.6758886477654226
2,6,3,1test,left_hand,0.8244718162362084
2,6,3,1test,right_hand,0.8614970588255596
2,6,3,1test,feet,0.8065847384513201
2,6,3,1test,tongue,0.7966193307331929
2,6,4,0train,left_hand,0.8254740250043956
2,6,4,0train,right_hand,0.8517051601467978
2,6,4,0train,feet,0.8378253222094568
2,6,4,0train,tongue,0.8097344365837903
2,6,4,1test,left_hand,0.5454807584912862
2,6,4,1test,right_hand,0.5514440918505131
2,6,4,1test,feet,0.5948507053075162
2,6,4,1test,tongue,0.4843226403442681
2,6,5,0train,left_hand,0.9378744116934479
2,6,5,0train,right_hand,0.8435158378234505
2,6,5,0train,feet,0.9061570165118841
2,6,5,0train,tongue,0.9261330869721122
2,6,5,1test,left_hand,0.7571180094532285
2,6,5,1test,right_hand,0.8848156628397194
2,6,5,1test,feet,0.873036398230735
2,6,5,1test,tongue,1.0835011201562228
2,6,7,0train,left_hand,0.644289382735954
2,6,7,0train,right_hand,0.5988090994901127
2,6,7,0train,feet,0.6174255836030706
2,6,7,0train,tongue,0.8056373359455048
2,6,7,1test,left_hand,0.6885010903279282
2,6,7,1test,right_hand,0.7553466519319785
2,6,7,1test,feet,0.7569772652080031
2,6,7,1test,tongue,0.6539441049570579
2,6,8,0train,left_hand,0.7517716802348621
2,6,8,0train,right_hand,0.7796429260876646
2,6,8,0train,feet,0.7766479781733115
2,6,8,0train,tongue,0.8941400637826608
2,6,8,1test,left_hand,0.9373301293085635
2,6,8,1test,right_hand,0.8131984563797878
2,6,8,1test,feet,0.662494543477487
2,6,8,1test,tongue,0.8733674461733164
2,6,9,0train,left_hand,0.6682221830294021
2,6,9,0train,right_hand,0.5962606880206864
2,6,9,0train,feet,0.6026319430729961
2,6,9,0train,tongue,0.7044040147387102
2,6,9,1test,left_hand,0.6997257837427696
2,6,9,1test,right_hand,0.5768918532715867
2,6,9,1test,feet,0.6052746358411003
2,6,9,1test,tongue,0.6200692303274693
2,7,1,0train,left_hand,0.5952343790347596
2,7,1,0train,right_hand,0.5809685707229939
2,7,1,0train,feet,0.5384788850594256
2,7,1,0train,tongue,0.6177711525537195
2,7,1,1test,left_hand,0.4960996941376895
2,7,1,1test,right_hand,0.44686360407269476
2,7,1,1test,feet,0.48332132256387034
2,7,1,1test,tongue,0.474666871642402
2,7,3,0train,left_hand,0.6955298959994524
2,7,3,0train,right_hand,0.605754657728226
2,7,3,0train,feet,0.7920029039005656
2,7,3,0train,tongue,0.6937391944664328
2,7,3,1test,left_hand,0.5668217060406683
2,7,3,1test,right_hand,0.6628821750937547
2,7,3,1test,feet,0.5911719661152797
2,7,3,1test,tongue,0.5794829711087649
2,7,4,0train,left_hand,0.8662859889751061
2,7,4,0train,right_hand,0.8736100010844193
2,7,4,0train,feet,0.7806930514704216
2,7,4,0train,tongue,0.7992057944551184
2,7,4,1test,left_hand,0.4951444771800303
2,7,4,1test,right_hand,0.5026570801389972
2,7,4,1test,feet,0.5364903115067167
2,7,4,1test,tongue,0.4904149321723113
2,7,5,0train,left_hand,0.854791480526656
2,7,5,0train,right_hand,0.8448900423902738
2,7,5,0train,feet,0.8477617256498233
2,7,5,0train,tongue,0.9484978605793817
2,7,5,1test,left_hand,0.9347150357716131
2,7,5,1test,right_hand,0.8317357327730086
2,7,5,1test,feet,0.9065201999370079
2,7,5,1test,tongue,0.9465302196247487
2,7,6,0train,left_hand,0.7523955564498706
2,7,6,0train,right_hand,0.7551028359372354
2,7,6,0train,feet,0.8103152064304586
2,7,6,0train,tongue,0.7966116943720233
2,7,6,1test,left_hand,0.7403607144743999
2,7,6,1test,right_hand,0.8168515992031821
2,7,6,1test,feet,0.8903342583897239
2,7,6,1test,tongue,0.7365557667327709
2,7,8,0train,left_hand,0.8357724416534353
2,7,8,0train,right_hand,0.7346195301289155
2,7,8,0train,feet,0.7819916370347944
2,7,8,0train,tongue,0.9350504933177154
2,7,8,1test,left_hand,0.8289784618439686
2,7,8,1test,right_hand,0.7757061337637438
2,7,8,1test,feet,0.7824670891279489
2,7,8,1test,tongue,0.9208982839931178
2,7,9,0train,left_hand,0.6254499140339734
2,7,9,0train,right_hand,0.5606791806080701
2,7,9,0train,feet,0.5369744746641824
2,7,9,0train,tongue,0.6175153425271183
2,7,9,1test,left_hand,0.6561543368653551
2,7,9,1test,right_hand,0.5027848038855519
2,7,9,1test,feet,0.5683890096979521
2,7,9,1test,tongue,0.5632249370258828
2,8,1,0train,left_hand,0.6166990047261353
2,8,1,0train,right_hand,0.6768985863085994
2,8,1,0train,feet,0.5374941587439164
2,8,1,0train,tongue,0.7034764330436446
2,8,1,1test,left_hand,0.5956867467749863
2,8,1,1test,right_hand,0.6982257422592445
2,8,1,1test,feet,0.6770106767851979
2,8,1,1test,tongue,0.8021640604859791
2,8,3,0train,left_hand,0.699175819155708
2,8,3,0train,right_hand,0.7442011468696812
2,8,3,0train,feet,0.6452042832245743
2,8,3,0train,tongue,0.7779866402309671
2,8,3,1test,left_hand,0.7776623601166002
2,8,3,1test,right_hand,0.8042257758708301
2,8,3,1test,feet,0.7174787003257014
2,8,3,1test,tongue,0.8855496252104451
2,8,4,0train,left_hand,0.7659245049670945
2,8,4,0train,right_hand,0.8387187914000725
2,8,4,0train,feet,0.7348936354699402
2,8,4,0train,tongue,0.8854709052000438
2,8,4,1test,left_hand,0.6315174170711856
2,8,4,1test,right_hand,0.6009581144474666
2,8,4,1test,feet,0.5991282337834835
2,8,4,1test,tongue,0.5583397335680471
2,8,5,0train,left_hand,0.9046633456110416
2,8,5,0train,right_hand,0.8882971142920141
2,8,5,0train,feet,0.821099603635621
2,8,5,0train,tongue,1.0012743890103541
2,8,5,1test,left_hand,0.8830891353854008
2,8,5,1test,right_hand,0.9410334578845757
2,8,5,1test,feet,0.9129974919750401
2,8,5,1test,tongue,1.0070539966835168
2,8,6,0train,left_hand,0.7433001572011657
2,8,6,0train,right_hand,0.8472869694708319
2,8,6,0train,feet,0.9064492438088125
2,8,6,0train,tongue,0.8396203057080425
2,8,6,1test,left_hand,0.8094614330533711
2,8,6,1test,right_hand,0.7204477402988466
2,8,6,1test,feet,0.8553851144875152
2,8,6,1test,tongue,0.7977571058883727
2,8,7,0train,left_hand,0.7428186984892585
2,8,7,0train,right_hand,0.6811141891720854
2,8,7,0train,feet,0.6930052304226709
2,8,7,0train,tongue,0.8978638634304837
2,8,7,1test,left_hand,0.7174322553818504
2,8,7,1test,right_hand,0.6159675472363111
2,8,7,1test,feet,0.7176209701577166
2,8,7,1test,tongue,0.795041350380078
2,8,9,0train,left_hand,0.6281920293427934
2,8,9,0train,right_hand,0.5798376376595998
2,8,9,0train,feet,0.5806201076444918
2,8,9,0train,tongue,0.7268254473871155
2,8,9,1test,left_hand,0.6651631531979783
2,8,9,1test,right_hand,0.49409102454493
2,8,9,1test,feet,0.6104632041461334
2,8,9,1test,tongue,0.6003477469819506
2,9,1,0train,left_hand,0.6666899950222239
2,9,1,0train,right_hand,0.606834916577494
2,9,1,0train,feet,0.532437819497879
2,9,1,0train,tongue,0.6496737796066602
2,9,1,1test,left_hand,0.5722174519998018
2,9,1,1test,right_hand,0.6553956573887465
2,9,1,1test,feet,0.47420497301058734
2,9,1,1test,tongue,0.5409230129874298
2,9,3,0train,left_hand,0.697591918541448
2,9,3,0train,right_hand,0.7846316072179562
2,9,3,0train,feet,0.6502280416590347
2,9,3,0train,tongue,0.5808297636399168
2,9,3,1test,left_hand,0.7027333234266061
2,9,3,1test,right_hand,0.6542838735618479
2,9,3,1test,feet,0.6229743348655933
2,9,3,1test,tongue,0.7083051928251196
2,9,4,0train,left_hand,0.8680637172774908
2,9,4,0train,right_hand,0.8887698890979588
2,9,4,0train,feet,0.8050344771639399
2,9,4,0train,tongue,0.8172462725344237
2,9,4,1test,left_hand,0.6545359835996136
2,9,4,1test,right_hand,0.5588141151957872
2,9,4,1test,feet,0.5759069168269213
2,9,4,1test,tongue,0.5713342767557484
2,9,5,0train,left_hand,0.9254015524372695
2,9,5,0train,right_hand,0.8391207134968208
2,9,5,0train,feet,0.8729840429850193
2,9,5,0train,tongue,0.9117386724597676
2,9,5,1test,left_hand,0.9074625341318061
2,9,5,1test,right_hand,1.0053877670989362
2,9,5,1test,feet,0.9495093428904948
2,9,5,1test,tongue,1.1169435389709264
2,9,6,0train,left_hand,0.7221860690613001
2,9,6,0train,right_hand,0.7642137106742235
2,9,6,0train,feet,0.8102457526687663
2,9,6,0train,tongue,0.7397230056668689
2,9,6,1test,left_hand,0.7794378499002442
2,9,6,1test,right_hand,0.748349550917405
2,9,6,1test,feet,0.8469888995637886
2,9,6,1test,tongue,0.7613410296691256
2,9,7,0train,left_hand,0.6896301432872332
2,9,7,0train,right_hand,0.5689114788088072
2,9,7,0train,feet,0.5947662775247539
2,9,7,0train,tongue,0.6531748502800221
2,9,7,1test,left_hand,0.6297696404165711
2,9,7,1test,right_hand,0.5458613435341685
2,9,7,1test,feet,0.6794754336401561
2,9,7,1test,tongue,0.693182248762339
2,9,8,0train,left_hand,0.7561508463660542
2,9,8,0train,right_hand,0.7686478129669251
2,9,8,0train,feet,0.6628803887476362
2,9,8,0train,tongue,0.8790607871508054
2,9,8,1test,left_hand,0.8743545704181259
2,9,8,1test,right_hand,0.7736632693997102
2,9,8,1test,feet,0.7666731023732025
2,9,8,1test,tongue,0.8401678012620838
3,1,2,0train,left_hand,0.9686331266288047
3,1,2,0train,right_hand,1.082494972939707
3,1,2,0train,feet,1.1094235588065695
3,1,2,0train,tongue,0.9166700519224257
3,1,2,1test,left_hand,0.8994861822267515
3,1,2,1test,right_hand,0.9035973704568971
3,1,2,1test,feet,0.9776061779508675
3,1,2,1test,tongue,0.7257738402423263
3,1,4,0train,left_hand,0.853399984169103
3,1,4,0train,right_hand,0.8195965712564213
3,1,4,0train,feet,0.7040385131495316
3,1,4,0train,tongue,0.8315143938060235
3,1,4,1test,left_hand,0.5426486616949932
3,1,4,1test,right_hand,0.5029260937279273
3,1,4,1test,feet,0.5440636229285364
3,1,4,1test,tongue,0.4957187558158583
3,1,5,0train,left_hand,0.8083914772932705
3,1,5,0train,right_hand,0.827817939571238
3,1,5,0train,feet,0.7996214191249185
3,1,5,0train,tongue,0.8840825735494912
3,1,5,1test,left_hand,0.9050820141305044
3,1,5,1test,right_hand,0.9182851379328363
3,1,5,1test,feet,0.9547740425513648
3,1,5,1test,tongue,1.1759082201328848
3,1,6,0train,left_hand,0.7051472281949449
3,1,6,0train,right_hand,0.8007529275197978
3,1,6,0train,feet,0.7426877048708083
3,1,6,0train,tongue,0.7564275622759445
3,1,6,1test,left_hand,0.7568762345254892
3,1,6,1test,right_hand,0.7929622074051337
3,1,6,1test,feet,0.9040004991031755
3,1,6,1test,tongue,0.6933085143530776
3,1,7,0train,left_hand,0.5342105997697468
3,1,7,0train,right_hand,0.5138201737964472
3,1,7,0train,feet,0.5062427471768107
3,1,7,0train,tongue,0.6474124707030917
3,1,7,1test,left_hand,0.5550825538794306
3,1,7,1test,right_hand,0.5767309148480791
3,1,7,1test,feet,0.5276341099781862
3,1,7,1test,tongue,0.5929715331275451
3,1,8,0train,left_hand,0.6921467744420366
3,1,8,0train,right_hand,0.6937061070574784
3,1,8,0train,feet,0.6555251581654061
3,1,8,0train,tongue,0.7441915610130296
3,1,8,1test,left_hand,0.732407541398816
3,1,8,1test,right_hand,0.6837104866502888
3,1,8,1test,feet,0.6730863384148531
3,1,8,1test,tongue,0.6996598107689972
3,1,9,0train,left_hand,0.5793963030544628
3,1,9,0train,right_hand,0.48505864665445075
3,1,9,0train,feet,0.5071529960415564
3,1,9,0train,tongue,0.5332135084170622
3,1,9,1test,left_hand,0.5773502708769512
3,1,9,1test,right_hand,0.5317604777403386
3,1,9,1test,feet,0.5864344125248129
3,1,9,1test,tongue,0.5005444355523632
3,2,1,0train,left_hand,0.5373775661624021
3,2,1,0train,right_hand,0.6285661199238145
3,2,1,0train,feet,0.5987487459153978
3,2,1,0train,tongue,0.6099722869931472
3,2,1,1test,left_hand,0.49085339433885544
3,2,1,1test,right_hand,0.4484573419068906
3,2,1,1test,feet,0.39672391723197414
3,2,1,1test,tongue,0.41894221069714166
3,2,4,0train,left_hand,0.8170557857451206
3,2,4,0train,right_hand,0.8536390682128118
3,2,4,0train,feet,0.7850903216329197
3,2,4,0train,tongue,0.8043972452463785
3,2,4,1test,left_hand,0.586639840766481
3,2,4,1test,right_hand,0.5286747731189568
3,2,4,1test,feet,0.5627719338268934
3,2,4,1test,tongue,0.5305575350412114
3,2,5,0train,left_hand,0.8165233032714191
3,2,5,0train,right_hand,0.8807112306174821
3,2,5,0train,feet,0.9192608260404401
3,2,5,0train,tongue,0.9605255484668069
3,2,5,1test,left_hand,0.8419939630865864
3,2,5,1test,right_hand,0.9911331103887883
3,2,5,1test,feet,0.876731251904597
3,2,5,1test,tongue,0.9615913387634072
3,2,6,0train,left_hand,0.6823138715012586
3,2,6,0train,right_hand,0.7808389637045193
3,2,6,0train,feet,0.8614223602654658
3,2,6,0train,tongue,0.79486095516391
3,2,6,1test,left_hand,0.7543338469869757
3,2,6,1test,right_hand,0.7889672571425514
3,2,6,1test,feet,0.8929535312893253
3,2,6,1test,tongue,0.7371948330623185
3,2,7,0train,left_hand,0.6714665407367999
3,2,7,0train,right_hand,0.5960083889339489
3,2,7,0train,feet,0.7475510567630765
3,2,7,0train,tongue,0.7345577353474713
3,2,7,1test,left_hand,0.5641194190980191
3,2,7,1test,right_hand,0.548343963143106
3,2,7,1test,feet,0.5283529827015692
3,2,7,1test,tongue,0.6111510199022148
3,2,8,0train,left_hand,0.7297583696722183
3,2,8,0train,right_hand,0.6523275381953486
3,2,8,0train,feet,0.649072082697844
3,2,8,0train,tongue,0.8673424198923061
3,2,8,1test,left_hand,0.8645665550486584
3,2,8,1test,right_hand,0.7976627861996033
3,2,8,1test,feet,0.8449918100240882
3,2,8,1test,tongue,0.9291097629789682
3,2,9,0train,left_hand,0.6036731704153925
3,2,9,0train,right_hand,0.5781402023202833
3,2,9,0train,feet,0.5609841652127856
3,2,9,0train,tongue,0.6316604848600608
3,2,9,1test,left_hand,0.6491158413315308
3,2,9,1test,right_hand,0.5331033276982301
3,2,9,1test,feet,0.5461762503279395
3,2,9,1test,tongue,0.5671002914579767
3,4,1,0train,left_hand,0.5623722133798607
3,4,1,0train,right_hand,0.6203169041698473
3,4,1,0train,feet,0.5735666977346658
3,4,1,0train,tongue,0.49699462499800073
3,4,1,1test,left_hand,0.46642093174520144
3,4,1,1test,right_hand,0.3995592119102518
3,4,1,1test,feet,0.4347988607461997
3,4,1,1test,tongue,0.3666325141920168
3,4,2,0train,left_hand,0.8596342476772548
3,4,2,0train,right_hand,1.059066478045913
3,4,2,0train,feet,1.0889289781287745
3,4,2,0train,tongue,0.7393510146936153
3,4,2,1test,left_hand,0.912548061126737
3,4,2,1test,right_hand,0.7521144827377045
3,4,2,1test,feet,0.9676814248552345
3,4,2,1test,tongue,0.7109355002468328
3,4,5,0train,left_hand,0.9069889599638333
3,4,5,0train,right_hand,0.8250939127696301
3,4,5,0train,feet,0.8992084896096375
3,4,5,0train,tongue,0.8931680602291657
3,4,5,1test,left_hand,0.9609811499999908
3,4,5,1test,right_hand,0.8885966966535864
3,4,5,1test,feet,0.9247161589947573
3,4,5,1test,tongue,1.223131262337202
3,4,6,0train,left_hand,0.7671945035598279
3,4,6,0train,right_hand,0.8462767480543586
3,4,6,0train,feet,0.8567716016504346
3,4,6,0train,tongue,0.7497307910721396
3,4,6,1test,left_hand,0.8110295954320837
3,4,6,1test,right_hand,0.8270536786651812
3,4,6,1test,feet,0.7805486332082272
3,4,6,1test,tongue,0.728726450890428
3,4,7,0train,left_hand,0.5550305815883488
3,4,7,0train,right_hand,0.5603618603632777
3,4,7,0train,feet,0.760160739648704
3,4,7,0train,tongue,0.7551451585392089
3,4,7,1test,left_hand,0.6447721449625593
3,4,7,1test,right_hand,0.6163494920752223
3,4,7,1test,feet,0.722263125350328
3,4,7,1test,tongue,0.6472973343800549
3,4,8,0train,left_hand,0.6883876837367178
3,4,8,0train,right_hand,0.6677920521470568
3,4,8,0train,feet,0.5527445003783109
3,4,8,0train,tongue,0.7903589846334982
3,4,8,1test,left_hand,0.8266755672107378
3,4,8,1test,right_hand,0.7510420466863286
3,4,8,1test,feet,0.64008759999996
3,4,8,1test,tongue,0.878082259906487
3,4,9,0train,left_hand,0.5979514036641836
3,4,9,0train,right_hand,0.47565952868884476
3,4,9,0train,feet,0.5170850091989558
3,4,9,0train,tongue,0.6183933743259444
3,4,9,1test,left_hand,0.5691544348530032
3,4,9,1test,right_hand,0.48113296314350873
3,4,9,1test,feet,0.5569441367523592
3,4,9,1test,tongue,0.5724247192211183
3,5,1,0train,left_hand,0.5928583950784115
3,5,1,0train,right_hand,0.662190416318735
3,5,1,0train,feet,0.46344365769302426
3,5,1,0train,tongue,0.581478494467144
3,5,1,1test,left_hand,0.5698806828765923
3,5,1,1test,right_hand,0.5388219103487368
3,5,1,1test,feet,0.527319138260332
3,5,1,1test,tongue,0.40004882035860817
3,5,2,0train,left_hand,0.9074972859421693
3,5,2,0train,right_hand,0.9906037288685245
3,5,2,0train,feet,1.130775431743661
3,5,2,0train,tongue,0.7886338902676245
3,5,2,1test,left_hand,0.662326186330175
3,5,2,1test,right_hand,0.7564938347522197
3,5,2,1test,feet,0.7652111943165502
3,5,2,1test,tongue,0.7432081867843647
3,5,4,0train,left_hand,0.7889454305781769
3,5,4,0train,right_hand,0.8301353922040968
3,5,4,0train,feet,0.7908434691800355
3,5,4,0train,tongue,0.8218996633791384
3,5,4,1test,left_hand,0.5757644186793371
3,5,4,1test,right_hand,0.5899384326704077
3,5,4,1test,feet,0.5366673151059332
3,5,4,1test,tongue,0.5709285723830437
3,5,6,0train,left_hand,0.7882357359782258
3,5,6,0train,right_hand,0.8333182643493998
3,5,6,0train,feet,0.7518765591387641
3,5,6,0train,tongue,0.8009924982384902
3,5,6,1test,left_hand,0.8700078295595899
3,5,6,1test,right_hand,0.817907966826665
3,5,6,1test,feet,0.9023122864817394
3,5,6,1test,tongue,0.7294796665408783
3,5,7,0train,left_hand,0.5957615661571763
3,5,7,0train,right_hand,0.7011594679987241
3,5,7,0train,feet,0.593686897917064
3,5,7,0train,tongue,0.8269357021746144
3,5,7,1test,left_hand,0.5777866825414624
3,5,7,1test,right_hand,0.7099981749004822
3,5,7,1test,feet,0.5516805863122252
3,5,7,1test,tongue,0.6378037321719516
3,5,8,0train,left_hand,0.7042251776353181
3,5,8,0train,right_hand,0.6964623463408969
3,5,8,0train,feet,0.7370800798481196
3,5,8,0train,tongue,0.7938363553996808
3,5,8,1test,left_hand,0.9343446730383524
3,5,8,1test,right_hand,0.8189334972984319
3,5,8,1test,feet,0.8484620691445499
3,5,8,1test,tongue,0.8408121890541944
3,5,9,0train,left_hand,0.5287069106032161
3,5,9,0train,right_hand,0.6019941363641704
3,5,9,0train,feet,0.571426791545203
3,5,9,0train,tongue,0.6610145742196624
3,5,9,1test,left_hand,0.5663687017815903
3,5,9,1test,right_hand,0.49881208107805547
3,5,9,1test,feet,0.6345265731185801
3,5,9,1test,tongue,0.5934450123267178
3,6,1,0train,left_hand,0.5535974722972689
3,6,1,0train,right_hand,0.586581739416175
3,6,1,0train,feet,0.38936037141132146
3,6,1,0train,tongue,0.49200365946727176
3,6,1,1test,left_hand,0.457468400317947
3,6,1,1test,right_hand,0.5595981983846264
3,6,1,1test,feet,0.47505600031097567
3,6,1,1test,tongue,0.42177171802078306
3,6,2,0train,left_hand,0.6700106281755491
3,6,2,0train,right_hand,0.8944575135549592
3,6,2,0train,feet,1.1238649294844287
3,6,2,0train,tongue,0.9274988186759583
3,6,2,1test,left_hand,0.8231302349292589
3,6,2,1test,right_hand,0.9107465994828616
3,6,2,1test,feet,1.0247826396781594
3,6,2,1test,tongue,0.7181969160370784
3,6,4,0train,left_hand,0.8189922505395076
3,6,4,0train,right_hand,0.8482102534268787
3,6,4,0train,feet,0.8622272124003555
3,6,4,0train,tongue,0.7958937924671882
3,6,4,1test,left_hand,0.5821179218497974
3,6,4,1test,right_hand,0.5758768644233522
3,6,4,1test,feet,0.5081385949201549
3,6,4,1test,tongue,0.5345230267126304
3,6,5,0train,left_hand,0.8443822950873002
3,6,5,0train,right_hand,0.9042900711013419
3,6,5,0train,feet,0.8513485412759572
3,6,5,0train,tongue,0.9023643121136892
3,6,5,1test,left_hand,0.9945478970023544
3,6,5,1test,right_hand,0.8725090732794356
3,6,5,1test,feet,1.0295055923059981
3,6,5,1test,tongue,1.1529470753428424
3,6,7,0train,left_hand,0.6487361318939793
3,6,7,0train,right_hand,0.5629236915384845
3,6,7,0train,feet,0.6038620671495835
3,6,7,0train,tongue,0.6654673695740543
3,6,7,1test,left_hand,0.7455388702009821
3,6,7,1test,right_hand,0.5650466784706818
3,6,7,1test,feet,0.6105586315765295
3,6,7,1test,tongue,0.5749857141970552
3,6,8,0train,left_hand,0.6504049547867375
3,6,8,0train,right_hand,0.7254216746012401
3,6,8,0train,feet,0.6939414984942796
3,6,8,0train,tongue,0.7664358660519021
3,6,8,1test,left_hand,0.8069740289452508
3,6,8,1test,right_hand,0.686797374894144
3,6,8,1test,feet,0.6025135765579411
3,6,8,1test,tongue,0.8621790946069904
3,6,9,0train,left_hand,0.5597528290925071
3,6,9,0train,right_hand,0.5827913460990605
3,6,9,0train,feet,0.5108336351232523
3,6,9,0train,tongue,0.6718763102370587
3,6,9,1test,left_hand,0.5758291002775093
3,6,9,1test,right_hand,0.5159805479859384
3,6,9,1test,feet,0.5779590868962282
3,6,9,1test,tongue,0.5853515847789186
3,7,1,0train,left_hand,0.4440205838198233
3,7,1,0train,right_hand,0.4134485982012942
3,7,1,0train,feet,0.36906171203050386
3,7,1,0train,tongue,0.38425662819868456
3,7,1,1test,left_hand,0.4014520488372211
3,7,1,1test,right_hand,0.4845174390486443
3,7,1,1test,feet,0.3510012089530037
3,7,1,1test,tongue,0.3747411001472491
3,7,2,0train,left_hand,0.9863990371719086
3,7,2,0train,right_hand,1.034671827943933
3,7,2,0train,feet,1.122745591097096
3,7,2,0train,tongue,0.7242996673825577
3,7,2,1test,left_hand,0.7257251066801083
3,7,2,1test,right_hand,0.6844141496050166
3,7,2,1test,feet,0.9571701948708361
3,7,2,1test,tongue,0.6847196301918651
3,7,4,0train,left_hand,0.7174048720626575
3,7,4,0train,right_hand,0.7701489755359393
3,7,4,0train,feet,0.8205295111209963
3,7,4,0train,tongue,0.8422139981526425
3,7,4,1test,left_hand,0.5201502589168622
3,7,4,1test,right_hand,0.5041154040380194
3,7,4,1test,feet,0.5393767993713471
3,7,4,1test,tongue,0.46566712059421805
3,7,5,0train,left_hand,0.7713397948725015
3,7,5,0train,right_hand,0.9398917657437809
3,7,5,0train,feet,0.7809342141026357
3,7,5,0train,tongue,0.9206669712267579
3,7,5,1test,left_hand,0.7896370732275297
3,7,5,1test,right_hand,0.889509637575236
3,7,5,1test,feet,0.8016721923460384
3,7,5,1test,tongue,1.0293279164577311
3,7,6,0train,left_hand,0.7724545920067113
3,7,6,0train,right_hand,0.7538551749929912
3,7,6,0train,feet,0.7805087822673964
3,7,6,0train,tongue,0.7553470526439363
3,7,6,1test,left_hand,0.7373735545220202
3,7,6,1test,right_hand,0.7325845772644164
3,7,6,1test,feet,0.8018719993377812
3,7,6,1test,tongue,0.686970402671168
3,7,8,0train,left_hand,0.7296036217732288
3,7,8,0train,right_hand,0.66107690811085
3,7,8,0train,feet,0.6378846378424687
3,7,8,0train,tongue,0.7481700845992226
3,7,8,1test,left_hand,0.7725778568731498
3,7,8,1test,right_hand,0.5953890257187118
3,7,8,1test,feet,0.6071395333313834
3,7,8,1test,tongue,0.767937892241209
3,7,9,0train,left_hand,0.5651932713086799
3,7,9,0train,right_hand,0.5072692534118308
3,7,9,0train,feet,0.46477014122040416
3,7,9,0train,tongue,0.5438995481161613
3,7,9,1test,left_hand,0.5690202465010477
3,7,9,1test,right_hand,0.390731113235278
3,7,9,1test,feet,0.48991267340023625
3,7,9,1test,tongue,0.5267198639361637
3,8,1,0train,left_hand,0.594058455123158
3,8,1,0train,right_hand,0.6832612572338178
3,8,1,0train,feet,0.3823256612308235
3,8,1,0train,tongue,0.5351148039354383
3,8,1,1test,left_hand,0.41006063993475445
3,8,1,1test,right_hand,0.4756910563407894
3,8,1,1test,feet,0.4042489043792266
3,8,1,1test,tongue,0.40173363935942114
3,8,2,0train,left_hand,0.7899715320192587
3,8,2,0train,right_hand,0.9390100553317478
3,8,2,0train,feet,0.8937205759054636
3,8,2,0train,tongue,1.0491073587948796
3,8,2,1test,left_hand,0.9855708892342115
3,8,2,1test,right_hand,0.759853866770175
3,8,2,1test,feet,0.8807363891957019
3,8,2,1test,tongue,0.974307774860469
3,8,4,0train,left_hand,0.8016731159336643
3,8,4,0train,right_hand,0.8045115878427234
3,8,4,0train,feet,0.7144661657719812
3,8,4,0train,tongue,0.80967252883479
3,8,4,1test,left_hand,0.5475660224733873
3,8,4,1test,right_hand,0.5520522284691871
3,8,4,1test,feet,0.5720035062563511
3,8,4,1test,tongue,0.6437533650607572
3,8,5,0train,left_hand,0.8072765260389594
3,8,5,0train,right_hand,0.795827286683077
3,8,5,0train,feet,0.9407868649834518
