target,source,train_session,test_session,direction_index,direction,heldout_class,heldout_index,raw_error,action_error,gain,D_eq,D_split,D_threshold,identifiability
2,9,1test,0train,1,1test->0train,right_hand,1,3.882176056783928,3.4582482788760305,0.4239277779078976,0.0,1.3118113696375655,1.3118113696375655,PREDICTIVELY_IDENTIFIABLE
2,9,1test,0train,1,1test->0train,feet,2,1.7788620690576769,1.3906830706655995,0.38817899839207737,0.0,1.6962323610456873,1.6962323610456873,PREDICTIVELY_IDENTIFIABLE
2,9,1test,0train,1,1test->0train,tongue,3,13.188247982317606,13.81586137513873,-0.6276133928211252,0.0,0.7079502063492061,0.7079502063492061,PREDICTIVELY_IDENTIFIABLE
3,1,0train,1test,0,0train->1test,left_hand,0,0.5012620412221669,0.4936164534172445,0.00764558780492236,0.0,0.857795719189235,0.857795719189235,PREDICTIVELY_IDENTIFIABLE
3,1,0train,1test,0,0train->1test,right_hand,1,0.7027830223857254,0.4460109055547311,0.2567721168309943,0.0,0.7193470715220658,0.7193470715220658,PREDICTIVELY_IDENTIFIABLE
3,1,0train,1test,0,0train->1test,feet,2,1.602925015688245,1.3379847585479971,0.26494025714024794,0.0,0.7448711011043605,0.7448711011043605,PREDICTIVELY_IDENTIFIABLE
3,1,0train,1test,0,0train->1test,tongue,3,0.44087627472909674,0.2499046668484682,0.19097160788062853,0.0,0.728695435829748,0.728695435829748,PREDICTIVELY_IDENTIFIABLE
3,1,1test,0train,1,1test->0train,left_hand,0,0.4081608803559893,0.37101092570879435,0.03714995464719495,0.0,0.7093753990146185,0.7093753990146185,PREDICTIVELY_IDENTIFIABLE
3,1,1test,0train,1,1test->0train,right_hand,1,0.6966878452375069,0.46424668062974117,0.23244116460776576,0.0,0.5901646532046261,0.5901646532046261,PREDICTIVELY_IDENTIFIABLE
3,1,1test,0train,1,1test->0train,feet,2,1.1382439206425796,1.171447373192828,-0.03320345255024848,0.0,0.7173833417710128,0.7173833417710128,PREDICTIVELY_IDENTIFIABLE
3,1,1test,0train,1,1test->0train,tongue,3,0.45667538887740666,0.35187331025597096,0.1048020786214357,0.0,0.5437648461907367,0.5437648461907367,PREDICTIVELY_IDENTIFIABLE
3,2,0train,1test,0,0train->1test,left_hand,0,1.4606126659832175,1.3962397490788805,0.064372916904337,0.0,1.5091780820114071,1.5091780820114071,PREDICTIVELY_IDENTIFIABLE
3,2,0train,1test,0,0train->1test,right_hand,1,1.0132111373393504,0.8893985572025581,0.1238125801367923,0.0,1.4564532738084695,1.4564532738084695,PREDICTIVELY_IDENTIFIABLE
3,2,0train,1test,0,0train->1test,feet,2,1.575991342871369,1.2877797843794256,0.28821155849194335,0.0,1.5414888382305338,1.5414888382305338,PREDICTIVELY_IDENTIFIABLE
3,2,0train,1test,0,0train->1test,tongue,3,1.6281027933349765,1.6299522549744303,-0.0018494616394537644,0.0,1.1605434642682522,1.1605434642682522,PREDICTIVELY_IDENTIFIABLE
3,2,1test,0train,1,1test->0train,left_hand,0,0.9805802127034234,0.8382031246439795,0.14237708805944393,0.0,1.6169725730273827,1.6169725730273827,PREDICTIVELY_IDENTIFIABLE
3,2,1test,0train,1,1test->0train,right_hand,1,1.1646670852689038,0.9385127113413854,0.22615437392751847,0.0,1.5150370008670897,1.5150370008670897,PREDICTIVELY_IDENTIFIABLE
