target,source,train_session,test_session,heldout_class,permutation_index,gain
4,3,1test,0train,tongue,4,-0.4827410630972775
4,5,0train,1test,left_hand,0,0.09395659681665003
4,5,0train,1test,left_hand,1,0.11566280064826373
4,5,0train,1test,left_hand,2,0.06490883730527597
4,5,0train,1test,left_hand,3,-0.005325840511099966
4,5,0train,1test,left_hand,4,-0.021438508423156533
4,5,0train,1test,right_hand,0,0.04198588196661446
4,5,0train,1test,right_hand,1,-0.13026700351785925
4,5,0train,1test,right_hand,2,-0.07120733177178107
4,5,0train,1test,right_hand,3,-0.19800654445149957
4,5,0train,1test,right_hand,4,-0.18157938396656115
4,5,0train,1test,feet,0,0.08417295311197204
4,5,0train,1test,feet,1,0.08300989260238534
4,5,0train,1test,feet,2,0.09021960531780815
4,5,0train,1test,feet,3,-0.05476964085628855
4,5,0train,1test,feet,4,-0.006597397297426699
4,5,0train,1test,tongue,0,0.2823711540089776
4,5,0train,1test,tongue,1,0.280476310674016
4,5,0train,1test,tongue,2,0.190476758669347
4,5,0train,1test,tongue,3,0.3989042348358821
4,5,0train,1test,tongue,4,0.1865733052110119
4,5,1test,0train,left_hand,0,0.11834136998896627
4,5,1test,0train,left_hand,1,-0.042403361403678064
4,5,1test,0train,left_hand,2,0.08410518434940506
4,5,1test,0train,left_hand,3,-0.047255317030235555
4,5,1test,0train,left_hand,4,-0.05897137196896185
4,5,1test,0train,right_hand,0,0.1187598367440561
4,5,1test,0train,right_hand,1,-0.49412194333660153
4,5,1test,0train,right_hand,2,-0.3096995589921667
4,5,1test,0train,right_hand,3,0.01380144039533171
4,5,1test,0train,right_hand,4,-0.12201679455629377
4,5,1test,0train,feet,0,0.08493596461192232
4,5,1test,0train,feet,1,-0.11777958163260349
4,5,1test,0train,feet,2,0.03427217765644541
4,5,1test,0train,feet,3,0.002200763829285135
4,5,1test,0train,feet,4,0.06274553912119729
4,5,1test,0train,tongue,0,0.06789950886099594
4,5,1test,0train,tongue,1,0.2915847643596863
4,5,1test,0train,tongue,2,-0.1088367995731574
4,5,1test,0train,tongue,3,0.03753737813068736
4,5,1test,0train,tongue,4,-0.20227965453493035
4,6,0train,1test,left_hand,0,-0.04379410030949382
4,6,0train,1test,left_hand,1,-0.11979975682483063
4,6,0train,1test,left_hand,2,-0.11329343114244089
4,6,0train,1test,left_hand,3,-0.2110907191060702
4,6,0train,1test,left_hand,4,-0.19701051837685674
4,6,0train,1test,right_hand,0,0.03427760885576214
4,6,0train,1test,right_hand,1,0.10827618554156804
4,6,0train,1test,right_hand,2,-0.09510096310373606
4,6,0train,1test,right_hand,3,-0.006631457843600197
4,6,0train,1test,right_hand,4,-0.1055904593324486
4,6,0train,1test,feet,0,-0.46993204685963075
4,6,0train,1test,feet,1,-0.16829739977040015
4,6,0train,1test,feet,2,-0.4126601153499627
4,6,0train,1test,feet,3,-0.4924152774985143
4,6,0train,1test,feet,4,-0.3295055995869359
4,6,0train,1test,tongue,0,0.17396859175723
4,6,0train,1test,tongue,1,0.1729468456756933
4,6,0train,1test,tongue,2,0.2682536043393291
4,6,0train,1test,tongue,3,0.1393413648624413
4,6,0train,1test,tongue,4,0.0758297949985498
4,6,1test,0train,left_hand,0,-0.17946277942341904
4,6,1test,0train,left_hand,1,-0.5332855285226747
4,6,1test,0train,left_hand,2,-0.3391377035944204
4,6,1test,0train,left_hand,3,-0.4202285937546173
4,6,1test,0train,left_hand,4,-0.43558612197450763
4,6,1test,0train,right_hand,0,-0.9974531385331014
4,6,1test,0train,right_hand,1,-0.508677334545482
4,6,1test,0train,right_hand,2,-0.6493335713885642
4,6,1test,0train,right_hand,3,-0.40096834569825424
4,6,1test,0train,right_hand,4,-0.07356474934498669
4,6,1test,0train,feet,0,0.013627608961723103
4,6,1test,0train,feet,1,0.1519529583562389
4,6,1test,0train,feet,2,0.33089228819395
4,6,1test,0train,feet,3,0.13585582515715733
4,6,1test,0train,feet,4,-0.09623285483735522
4,6,1test,0train,tongue,0,-0.19734448288799933
4,6,1test,0train,tongue,1,0.2766478581065147
4,6,1test,0train,tongue,2,-0.3982108981979393
4,6,1test,0train,tongue,3,-0.025724521859191718
4,6,1test,0train,tongue,4,-0.27911695957885163
4,7,0train,1test,left_hand,0,0.3906865815056857
4,7,0train,1test,left_hand,1,0.15185825408458187
4,7,0train,1test,left_hand,2,0.1708868112806875
4,7,0train,1test,left_hand,3,-0.11709807950953133
4,7,0train,1test,left_hand,4,-0.2608968062099295
4,7,0train,1test,right_hand,0,0.20647898188319203
4,7,0train,1test,right_hand,1,-0.0352087724984258
4,7,0train,1test,right_hand,2,-0.06517499951597538
4,7,0train,1test,right_hand,3,-0.39090701869879174
4,7,0train,1test,right_hand,4,-0.325442279619266
4,7,0train,1test,feet,0,0.22044897959088128
4,7,0train,1test,feet,1,0.8356769233175465
4,7,0train,1test,feet,2,0.31795868674950545
4,7,0train,1test,feet,3,0.25928330801212995
4,7,0train,1test,feet,4,0.43510237234565374
4,7,0train,1test,tongue,0,0.2290564382946526
4,7,0train,1test,tongue,1,0.16326130981431564
4,7,0train,1test,tongue,2,0.12986793860092827
4,7,0train,1test,tongue,3,0.14749536394048612
4,7,0train,1test,tongue,4,-0.11130510418197259
4,7,1test,0train,left_hand,0,0.44484394821485584
4,7,1test,0train,left_hand,1,-0.08612968615235106
4,7,1test,0train,left_hand,2,-0.17531085461468976
4,7,1test,0train,left_hand,3,-0.29449519534275526
4,7,1test,0train,left_hand,4,-0.4391716766704814
4,7,1test,0train,right_hand,0,0.5898691208494338
4,7,1test,0train,right_hand,1,-0.8648883634172626
4,7,1test,0train,right_hand,2,-0.9842701086699743
4,7,1test,0train,right_hand,3,-0.09157646361227645
4,7,1test,0train,right_hand,4,0.020684838686445328
4,7,1test,0train,feet,0,-0.3068901452619168
4,7,1test,0train,feet,1,0.3772599632066642
4,7,1test,0train,feet,2,0.4408750249337152
4,7,1test,0train,feet,3,-0.23920989366182344
4,7,1test,0train,feet,4,-0.007255218049807777
4,7,1test,0train,tongue,0,-0.41849114807529464
4,7,1test,0train,tongue,1,0.8035510655808258
4,7,1test,0train,tongue,2,-0.14222346378748263
4,7,1test,0train,tongue,3,-0.41098591319624056
4,7,1test,0train,tongue,4,-0.2427860221622833
4,8,0train,1test,left_hand,0,-0.7934401059023041
4,8,0train,1test,left_hand,1,-0.1612612008122578
4,8,0train,1test,left_hand,2,-0.6460950652693208
4,8,0train,1test,left_hand,3,-0.05281698664223011
4,8,0train,1test,left_hand,4,-0.27451695220887384
4,8,0train,1test,right_hand,0,-0.6345013160249162
4,8,0train,1test,right_hand,1,-0.11352387161138844
4,8,0train,1test,right_hand,2,-0.2613242760361645
4,8,0train,1test,right_hand,3,-0.00867690311783087
4,8,0train,1test,right_hand,4,-0.30373819799210877
4,8,0train,1test,feet,0,0.3368021734173374
4,8,0train,1test,feet,1,0.030096539409329992
4,8,0train,1test,feet,2,0.1739305900643897
4,8,0train,1test,feet,3,0.2660677016506452
4,8,0train,1test,feet,4,0.24216417420231395
4,8,0train,1test,tongue,0,0.045792141090605476
4,8,0train,1test,tongue,1,-0.3493309862968015
4,8,0train,1test,tongue,2,-0.09119375273158425
4,8,0train,1test,tongue,3,-0.15582509450079152
4,8,0train,1test,tongue,4,-0.2507850199952142
4,8,1test,0train,left_hand,0,-0.535482807301503
4,8,1test,0train,left_hand,1,-0.3303413070993164
4,8,1test,0train,left_hand,2,-0.787801578235857
4,8,1test,0train,left_hand,3,-0.5190674421917296
4,8,1test,0train,left_hand,4,-0.5900087156212734
4,8,1test,0train,right_hand,0,-1.9715699688014108
4,8,1test,0train,right_hand,1,-0.6346979905985681
4,8,1test,0train,right_hand,2,-0.5143042018173518
4,8,1test,0train,right_hand,3,-1.4732258732137518
4,8,1test,0train,right_hand,4,-1.8409985103095425
4,8,1test,0train,feet,0,0.06268060232676742
4,8,1test,0train,feet,1,-0.2516972981011083
4,8,1test,0train,feet,2,-0.28117815994082207
4,8,1test,0train,feet,3,0.29742398370856193
4,8,1test,0train,feet,4,-0.3163022933387447
4,8,1test,0train,tongue,0,-0.7302225359014445
4,8,1test,0train,tongue,1,-0.8464388207473368
4,8,1test,0train,tongue,2,-0.8787607740657082
4,8,1test,0train,tongue,3,-1.8252937213664628
4,8,1test,0train,tongue,4,-1.755017298386158
4,9,0train,1test,left_hand,0,-0.0061320674573348555
4,9,0train,1test,left_hand,1,-0.11784383177869895
4,9,0train,1test,left_hand,2,-0.15407307306846363
4,9,0train,1test,left_hand,3,-0.661704922530868
4,9,0train,1test,left_hand,4,-0.8258186405659425
4,9,0train,1test,right_hand,0,-0.41558984377209174
4,9,0train,1test,right_hand,1,-0.21875297978548613
4,9,0train,1test,right_hand,2,-0.4033399228603818
4,9,0train,1test,right_hand,3,-0.10627033543159459
4,9,0train,1test,right_hand,4,-0.3009705978449204
4,9,0train,1test,feet,0,0.27436100976388245
4,9,0train,1test,feet,1,0.6184173498242362
4,9,0train,1test,feet,2,0.3083111026902654
4,9,0train,1test,feet,3,0.38365561771819046
4,9,0train,1test,feet,4,0.47615551244371446
4,9,0train,1test,tongue,0,-0.16314433147394336
4,9,0train,1test,tongue,1,-0.15855585327722732
4,9,0train,1test,tongue,2,-0.2262363767339668
4,9,0train,1test,tongue,3,-0.35533210751998023
4,9,0train,1test,tongue,4,-0.535988408793088
4,9,1test,0train,left_hand,0,-0.2272264080660391
4,9,1test,0train,left_hand,1,0.07521903229097537
4,9,1test,0train,left_hand,2,-0.3582005820147556
4,9,1test,0train,left_hand,3,0.08147955448682298
4,9,1test,0train,left_hand,4,-0.2668586440154077
4,9,1test,0train,right_hand,0,-0.32641324858878695
4,9,1test,0train,right_hand,1,-1.6053818524854697
4,9,1test,0train,right_hand,2,-1.4170747039534235
4,9,1test,0train,right_hand,3,-0.7134567233435525
4,9,1test,0train,right_hand,4,-1.4345394983888462
4,9,1test,0train,feet,0,0.26910895765488485
4,9,1test,0train,feet,1,0.19466976233342592
4,9,1test,0train,feet,2,0.38274609061079534
4,9,1test,0train,feet,3,-0.18297909768320197
4,9,1test,0train,feet,4,-0.021817339612053566
4,9,1test,0train,tongue,0,-0.17210263562823336
4,9,1test,0train,tongue,1,0.21259087643435493
4,9,1test,0train,tongue,2,-0.18442485914830442
4,9,1test,0train,tongue,3,-1.3748506298548406
4,9,1test,0train,tongue,4,-1.6378327223185405
5,1,0train,1test,left_hand,0,-1.0151832111293082
5,1,0train,1test,left_hand,1,-0.761095613227802
5,1,0train,1test,left_hand,2,-0.8225599814789799
5,1,0train,1test,left_hand,3,-2.3471005862824903
5,1,0train,1test,left_hand,4,-3.221205453649315
5,1,0train,1test,right_hand,0,-1.4267948117746094
5,1,0train,1test,right_hand,1,-0.6936281166150842
5,1,0train,1test,right_hand,2,-2.375472453653771
5,1,0train,1test,right_hand,3,-3.353597158339351
5,1,0train,1test,right_hand,4,-3.249188541522443
5,1,0train,1test,feet,0,-0.9671318905971482
5,1,0train,1test,feet,1,-0.599292320511017
5,1,0train,1test,feet,2,-1.9050714319324111
5,1,0train,1test,feet,3,-0.5205866592244401
5,1,0train,1test,feet,4,-1.556913218881089
5,1,0train,1test,tongue,0,-0.13335133001077537
5,1,0train,1test,tongue,1,1.204365084753336
5,1,0train,1test,tongue,2,0.26969129360390554
5,1,0train,1test,tongue,3,0.5330801763720743
5,1,0train,1test,tongue,4,1.0799439451972859
5,1,1test,0train,left_hand,0,0.10189915743428113
5,1,1test,0train,left_hand,1,0.01744982366984349
5,1,1test,0train,left_hand,2,-0.800047224047983
5,1,1test,0train,left_hand,3,-1.1943297119312835
5,1,1test,0train,left_hand,4,-1.0172988696284015
5,1,1test,0train,right_hand,0,1.1595309604151716
5,1,1test,0train,right_hand,1,2.4294111057277767
5,1,1test,0train,right_hand,2,-0.43706624009341866
5,1,1test,0train,right_hand,3,-0.5899317921724112
5,1,1test,0train,right_hand,4,-1.0013029144081749
5,1,1test,0train,feet,0,-0.4326200026250895
5,1,1test,0train,feet,1,0.025984753695594165
5,1,1test,0train,feet,2,0.29866568993215914
5,1,1test,0train,feet,3,-0.29853123174475904
5,1,1test,0train,feet,4,0.24952072313976004
5,1,1test,0train,tongue,0,-1.8316874785871669
5,1,1test,0train,tongue,1,0.4483810664030905
5,1,1test,0train,tongue,2,-1.5378786561851179
5,1,1test,0train,tongue,3,-1.4696245854664358
5,1,1test,0train,tongue,4,-0.579877151408752
5,2,0train,1test,left_hand,0,0.3760014881925433
5,2,0train,1test,left_hand,1,0.023967089374044903
5,2,0train,1test,left_hand,2,0.3989860814511701
5,2,0train,1test,left_hand,3,-0.02481533018617732
5,2,0train,1test,left_hand,4,-0.2304456779953563
5,2,0train,1test,right_hand,0,0.5949425146725367
5,2,0train,1test,right_hand,1,0.23650524060868916
5,2,0train,1test,right_hand,2,0.18689496470506395
5,2,0train,1test,right_hand,3,0.0004987988308768898
5,2,0train,1test,right_hand,4,-0.12829525383399565
5,2,0train,1test,feet,0,-0.3023969487427114
5,2,0train,1test,feet,1,-0.6087795803173819
5,2,0train,1test,feet,2,-0.2317795249051091
5,2,0train,1test,feet,3,-0.23535678640266777
5,2,0train,1test,feet,4,-0.5395097522285628
5,2,0train,1test,tongue,0,0.3157034212142915
5,2,0train,1test,tongue,1,0.0011678962035066576
5,2,0train,1test,tongue,2,0.15116595901023766
5,2,0train,1test,tongue,3,0.20108873189210197
5,2,0train,1test,tongue,4,0.03908468692010114
5,2,1test,0train,left_hand,0,0.18894513751563813
5,2,1test,0train,left_hand,1,-0.4378292303928486
5,2,1test,0train,left_hand,2,-0.0961129984290301
5,2,1test,0train,left_hand,3,-0.5546493405794855
5,2,1test,0train,left_hand,4,-0.17222457100234378
5,2,1test,0train,right_hand,0,1.0298718321632645
5,2,1test,0train,right_hand,1,0.06136099131590411
5,2,1test,0train,right_hand,2,1.0436392859257047
5,2,1test,0train,right_hand,3,0.058397349467453896
5,2,1test,0train,right_hand,4,0.3187420460271704
5,2,1test,0train,feet,0,0.4532649972175715
5,2,1test,0train,feet,1,0.44245923044016955
5,2,1test,0train,feet,2,0.7252048057172189
5,2,1test,0train,feet,3,0.08019451204261152
5,2,1test,0train,feet,4,0.7127272833961209
5,2,1test,0train,tongue,0,-0.4238212880644556
5,2,1test,0train,tongue,1,-0.027070704600647755
5,2,1test,0train,tongue,2,0.02949625655346333
5,2,1test,0train,tongue,3,-0.15216240103637624
5,2,1test,0train,tongue,4,0.29992906222341587
5,3,0train,1test,left_hand,0,-0.8299786980110202
5,3,0train,1test,left_hand,1,-1.4000041799962517
5,3,0train,1test,left_hand,2,-1.7523758054264356
5,3,0train,1test,left_hand,3,-1.1004278240492074
5,3,0train,1test,left_hand,4,-1.4554521486783827
5,3,0train,1test,right_hand,0,-3.4097419261936146
5,3,0train,1test,right_hand,1,-3.0485248572188635
5,3,0train,1test,right_hand,2,-2.591613956608718
5,3,0train,1test,right_hand,3,-3.819281924659043
5,3,0train,1test,right_hand,4,-3.2043281774065804
5,3,0train,1test,feet,0,-0.06399625166650313
5,3,0train,1test,feet,1,-0.7056606006759694
5,3,0train,1test,feet,2,-0.9865638884943086
5,3,0train,1test,feet,3,-0.3722690070604946
5,3,0train,1test,feet,4,-0.8961795428632016
5,3,0train,1test,tongue,0,-0.618217205021331
5,3,0train,1test,tongue,1,-0.11798379126075886
5,3,0train,1test,tongue,2,-0.12749352041593376
5,3,0train,1test,tongue,3,-0.530820561067971
5,3,0train,1test,tongue,4,-0.30242302967808143
5,3,1test,0train,left_hand,0,0.8479694737442927
5,3,1test,0train,left_hand,1,0.8394910255022019
5,3,1test,0train,left_hand,2,0.5994798550151188
5,3,1test,0train,left_hand,3,0.4750209717255185
5,3,1test,0train,left_hand,4,0.8917186148848515
5,3,1test,0train,right_hand,0,-3.040891156383127
5,3,1test,0train,right_hand,1,-1.2336038637453495
5,3,1test,0train,right_hand,2,-2.9026505021928823
5,3,1test,0train,right_hand,3,-2.3952269325019113
5,3,1test,0train,right_hand,4,-2.5736152983044622
5,3,1test,0train,feet,0,-1.2657186444326864
5,3,1test,0train,feet,1,-0.9867129592352253
5,3,1test,0train,feet,2,-1.1577498410992613
5,3,1test,0train,feet,3,-1.2397717809607895
5,3,1test,0train,feet,4,-0.8809719395526745
5,3,1test,0train,tongue,0,-0.5516160037449414
5,3,1test,0train,tongue,1,-0.00820669168721544
5,3,1test,0train,tongue,2,-0.556605198446162
5,3,1test,0train,tongue,3,-0.505683556291423
5,3,1test,0train,tongue,4,-0.845691178279063
5,4,0train,1test,left_hand,0,0.6134834634164426
5,4,0train,1test,left_hand,1,0.7854106868231305
5,4,0train,1test,left_hand,2,-0.12137460668196098
5,4,0train,1test,left_hand,3,0.23799417843842097
5,4,0train,1test,left_hand,4,-0.28175976054910734
5,4,0train,1test,right_hand,0,0.24197118289520603
5,4,0train,1test,right_hand,1,-0.512794690156019
5,4,0train,1test,right_hand,2,-1.1584873532851967
5,4,0train,1test,right_hand,3,-0.7828480428953801
5,4,0train,1test,right_hand,4,-0.8438258729025083
5,4,0train,1test,feet,0,0.40180274792273885
5,4,0train,1test,feet,1,0.32957264864742
5,4,0train,1test,feet,2,-0.12463186341287003
5,4,0train,1test,feet,3,0.5381284729408673
5,4,0train,1test,feet,4,0.003759490329303894
5,4,0train,1test,tongue,0,0.835754847903178
5,4,0train,1test,tongue,1,0.7017209403573998
5,4,0train,1test,tongue,2,1.0699117685352673
5,4,0train,1test,tongue,3,0.5255937018875199
5,4,0train,1test,tongue,4,0.9575796037066318
5,4,1test,0train,left_hand,0,0.2889023307810037
5,4,1test,0train,left_hand,1,0.03465793726664179
5,4,1test,0train,left_hand,2,-0.17342382576280868
5,4,1test,0train,left_hand,3,0.062128993864478455
5,4,1test,0train,left_hand,4,-0.1670537158306311
5,4,1test,0train,right_hand,0,0.16097601259938843
5,4,1test,0train,right_hand,1,-1.1670014017543808
5,4,1test,0train,right_hand,2,0.10809570784532285
5,4,1test,0train,right_hand,3,-0.5412113380942261
5,4,1test,0train,right_hand,4,-0.34642097757779666
5,4,1test,0train,feet,0,0.16075438666553676
5,4,1test,0train,feet,1,-0.22827449028276092
5,4,1test,0train,feet,2,0.17609618001766947
5,4,1test,0train,feet,3,-0.02890599264824978
5,4,1test,0train,feet,4,-0.06189270841415073
5,4,1test,0train,tongue,0,-0.044767494009690045
5,4,1test,0train,tongue,1,0.23214138556182884
5,4,1test,0train,tongue,2,0.10478194895498483
5,4,1test,0train,tongue,3,-0.3196898762275848
5,4,1test,0train,tongue,4,-0.2547806361985778
5,6,0train,1test,left_hand,0,0.3439493996591967
5,6,0train,1test,left_hand,1,0.026688876115434912
5,6,0train,1test,left_hand,2,0.12299622367583263
5,6,0train,1test,left_hand,3,0.05813695370392491
5,6,0train,1test,left_hand,4,0.11998539274552567
5,6,0train,1test,right_hand,0,-0.33654694812439323
5,6,0train,1test,right_hand,1,-0.1891597140178558
5,6,0train,1test,right_hand,2,-0.9154078280703144
5,6,0train,1test,right_hand,3,-0.2974086010501493
5,6,0train,1test,right_hand,4,-0.3829120345953114
5,6,0train,1test,feet,0,-0.23386616208878674
5,6,0train,1test,feet,1,-0.06835507577946043
5,6,0train,1test,feet,2,-0.14408325661644827
5,6,0train,1test,feet,3,0.20243829060605467
5,6,0train,1test,feet,4,-0.4955382847728975
5,6,0train,1test,tongue,0,0.5994435508519242
5,6,0train,1test,tongue,1,0.10544547468782062
5,6,0train,1test,tongue,2,0.7312895983202852
5,6,0train,1test,tongue,3,0.6771611102302033
5,6,0train,1test,tongue,4,0.6857980265987373
5,6,1test,0train,left_hand,0,0.4189698396827861
5,6,1test,0train,left_hand,1,0.03265833224763304
5,6,1test,0train,left_hand,2,0.41709435082995294
5,6,1test,0train,left_hand,3,0.07201831570414363
5,6,1test,0train,left_hand,4,0.4146412878067003
5,6,1test,0train,right_hand,0,0.34981438387671693
5,6,1test,0train,right_hand,1,-0.03710217909525282
5,6,1test,0train,right_hand,2,0.8778123808720202
5,6,1test,0train,right_hand,3,-0.1625021412878236
5,6,1test,0train,right_hand,4,-0.5086437677731919
5,6,1test,0train,feet,0,0.9119095803578494
5,6,1test,0train,feet,1,0.7210301326684263
5,6,1test,0train,feet,2,1.317749499347213
5,6,1test,0train,feet,3,1.0704465032506008
5,6,1test,0train,feet,4,0.48961197570337944
5,6,1test,0train,tongue,0,-0.17222689110259948
5,6,1test,0train,tongue,1,0.012068094638666427
5,6,1test,0train,tongue,2,-0.20467362561820823
5,6,1test,0train,tongue,3,0.13638331793437053
5,6,1test,0train,tongue,4,0.029300452060607718
5,7,0train,1test,left_hand,0,0.24302059746858706
5,7,0train,1test,left_hand,1,-1.0705332196899207
5,7,0train,1test,left_hand,2,-0.5298697286597918
5,7,0train,1test,left_hand,3,-1.6890478323092175
5,7,0train,1test,left_hand,4,-1.1324872158735015
5,7,0train,1test,right_hand,0,-0.25768321423305185
5,7,0train,1test,right_hand,1,-2.2520794079107684
5,7,0train,1test,right_hand,2,-2.593582448626905
5,7,0train,1test,right_hand,3,-2.093341107881564
5,7,0train,1test,right_hand,4,-2.167440018972325
5,7,0train,1test,feet,0,0.6946333309532129
5,7,0train,1test,feet,1,0.7570976304903301
5,7,0train,1test,feet,2,-0.01712004435526371
5,7,0train,1test,feet,3,0.38095054803488804
5,7,0train,1test,feet,4,-0.2541338528570094
5,7,0train,1test,tongue,0,-0.21252169403152177
5,7,0train,1test,tongue,1,0.19328976822667965
5,7,0train,1test,tongue,2,-0.46659899493406076
5,7,0train,1test,tongue,3,-0.17243553805289125
5,7,0train,1test,tongue,4,-0.2528977893433879
5,7,1test,0train,left_hand,0,0.2560921337780595
5,7,1test,0train,left_hand,1,-1.2140377504765887
5,7,1test,0train,left_hand,2,-1.3650783756883458
5,7,1test,0train,left_hand,3,-1.0151693547052982
5,7,1test,0train,left_hand,4,-1.1121245324513565
5,7,1test,0train,right_hand,0,0.07915289822296678
5,7,1test,0train,right_hand,1,-1.3585995966928097
5,7,1test,0train,right_hand,2,-1.2575878308318016
5,7,1test,0train,right_hand,3,-0.7579848975579866
5,7,1test,0train,right_hand,4,-0.9388104358707894
5,7,1test,0train,feet,0,-0.8165918305847297
5,7,1test,0train,feet,1,0.20943231814065033
5,7,1test,0train,feet,2,-0.0652356891869692
5,7,1test,0train,feet,3,-0.7620402369643369
5,7,1test,0train,feet,4,-0.5904237599578481
5,7,1test,0train,tongue,0,-0.683672987569965
5,7,1test,0train,tongue,1,0.09896268494890847
5,7,1test,0train,tongue,2,-1.4335112096112184
5,7,1test,0train,tongue,3,-0.8102474276026399
5,7,1test,0train,tongue,4,-0.7422479381055389
5,8,0train,1test,left_hand,0,-2.3922812036024688
5,8,0train,1test,left_hand,1,-0.35953626587953025
5,8,0train,1test,left_hand,2,-2.31973716568357
5,8,0train,1test,left_hand,3,-0.40553298414723216
5,8,0train,1test,left_hand,4,-0.7768234236969089
5,8,0train,1test,right_hand,0,-1.6656636305631398
5,8,0train,1test,right_hand,1,-1.3252196564500425
5,8,0train,1test,right_hand,2,-0.9846079821304272
5,8,0train,1test,right_hand,3,-1.0288925851449653
5,8,0train,1test,right_hand,4,-1.0346500383606276
5,8,0train,1test,feet,0,-0.12446048516284947
5,8,0train,1test,feet,1,-0.19306426197565774
5,8,0train,1test,feet,2,0.010745469967794463
5,8,0train,1test,feet,3,-0.04076785416976714
5,8,0train,1test,feet,4,-0.1472531929402061
5,8,0train,1test,tongue,0,1.2669747141558592
5,8,0train,1test,tongue,1,1.2829692157647141
5,8,0train,1test,tongue,2,1.1048854169932198
5,8,0train,1test,tongue,3,1.2919765877152773
5,8,0train,1test,tongue,4,1.1567058927850855
5,8,1test,0train,left_hand,0,0.04433871254450228
5,8,1test,0train,left_hand,1,1.259628534843646
5,8,1test,0train,left_hand,2,0.2647561585395577
5,8,1test,0train,left_hand,3,1.1445828845962582
5,8,1test,0train,left_hand,4,-0.17551544822335874
5,8,1test,0train,right_hand,0,-0.4258662264574049
5,8,1test,0train,right_hand,1,-0.10880406722508873
5,8,1test,0train,right_hand,2,-0.303243174937716
5,8,1test,0train,right_hand,3,1.1750622994417537
5,8,1test,0train,right_hand,4,0.44223057849516323
5,8,1test,0train,feet,0,-0.08194277779974524
5,8,1test,0train,feet,1,-1.0423359793287394
5,8,1test,0train,feet,2,-1.0223471921780112
5,8,1test,0train,feet,3,-0.4822322608885363
5,8,1test,0train,feet,4,-0.4062684291142826
5,8,1test,0train,tongue,0,0.5019497974752198
5,8,1test,0train,tongue,1,0.8255132227492865
5,8,1test,0train,tongue,2,0.686395083024566
5,8,1test,0train,tongue,3,0.4586587152655852
5,8,1test,0train,tongue,4,0.07514986900152998
5,9,0train,1test,left_hand,0,0.2124487385365228
5,9,0train,1test,left_hand,1,-1.5001119575577206
5,9,0train,1test,left_hand,2,-1.348888435117729
5,9,0train,1test,left_hand,3,-2.840083803785774
5,9,0train,1test,left_hand,4,-1.124871843747826
5,9,0train,1test,right_hand,0,-1.3651681711681594
5,9,0train,1test,right_hand,1,-0.14124576365005126
5,9,0train,1test,right_hand,2,-0.5519238147873011
5,9,0train,1test,right_hand,3,-0.5997826595096258
5,9,0train,1test,right_hand,4,-0.642581648901908
5,9,0train,1test,feet,0,-0.9573292586307218
5,9,0train,1test,feet,1,-0.6052117024070238
5,9,0train,1test,feet,2,-0.7335428346895583
5,9,0train,1test,feet,3,0.23564226267175314
5,9,0train,1test,feet,4,-0.4865532665511587
5,9,0train,1test,tongue,0,0.1537827912022074
5,9,0train,1test,tongue,1,0.8592100294619662
5,9,0train,1test,tongue,2,0.06083791420142859
5,9,0train,1test,tongue,3,0.427976286180769
5,9,0train,1test,tongue,4,-0.23429270121562595
5,9,1test,0train,left_hand,0,-0.3950849979524955
5,9,1test,0train,left_hand,1,-0.21485331114927408
5,9,1test,0train,left_hand,2,-0.9292876193120945
5,9,1test,0train,left_hand,3,-0.034397530825844846
5,9,1test,0train,left_hand,4,-0.5646684865461067
5,9,1test,0train,right_hand,0,-1.2419005158759244
5,9,1test,0train,right_hand,1,-1.1870129391548723
5,9,1test,0train,right_hand,2,-0.7009263102857961
5,9,1test,0train,right_hand,3,-1.5674866309348037
5,9,1test,0train,right_hand,4,-0.843985624399858
5,9,1test,0train,feet,0,-0.5148186562845414
5,9,1test,0train,feet,1,-0.38897936878475736
5,9,1test,0train,feet,2,-0.5805629743987568
5,9,1test,0train,feet,3,-0.6327125621080727
5,9,1test,0train,feet,4,-0.7241514611609565
5,9,1test,0train,tongue,0,-0.4965957797926315
5,9,1test,0train,tongue,1,-0.2077391889252631
5,9,1test,0train,tongue,2,-0.4367122813286599
5,9,1test,0train,tongue,3,-0.7687729871419418
5,9,1test,0train,tongue,4,-0.48094945789341814
6,1,0train,1test,left_hand,0,-0.07048354826963843
6,1,0train,1test,left_hand,1,-0.19307776535925658
6,1,0train,1test,left_hand,2,-0.4136283199924078
6,1,0train,1test,left_hand,3,-0.011130498075764717
6,1,0train,1test,left_hand,4,-0.21226836351108114
6,1,0train,1test,right_hand,0,-0.6845454895713683
6,1,0train,1test,right_hand,1,-0.5653722063550326
6,1,0train,1test,right_hand,2,-0.8589803547300097
6,1,0train,1test,right_hand,3,-1.4628449610608634
6,1,0train,1test,right_hand,4,-1.5163983378994992
6,1,0train,1test,feet,0,-0.23201700544925208
6,1,0train,1test,feet,1,0.4958440220745943
6,1,0train,1test,feet,2,0.013815924657967438
6,1,0train,1test,feet,3,-0.17340318884006423
6,1,0train,1test,feet,4,0.021973368639341073
6,1,0train,1test,tongue,0,0.24937437104189364
6,1,0train,1test,tongue,1,-0.7574580881555857
6,1,0train,1test,tongue,2,0.05906440761941312
6,1,0train,1test,tongue,3,0.4563711141525548
6,1,0train,1test,tongue,4,-0.7945391619329438
