target,source,train_session,test_session,heldout_class,permutation_index,gain
2,7,0train,1test,tongue,3,0.5052371690350048
2,7,0train,1test,tongue,4,0.4550457317456944
2,7,1test,0train,left_hand,0,1.952916016177105
2,7,1test,0train,left_hand,1,-0.2645710034594142
2,7,1test,0train,left_hand,2,-0.8987896107229254
2,7,1test,0train,left_hand,3,0.5200128518935294
2,7,1test,0train,left_hand,4,0.5181152966499134
2,7,1test,0train,right_hand,0,2.1217613297216427
2,7,1test,0train,right_hand,1,0.851313815833167
2,7,1test,0train,right_hand,2,0.8151019094269789
2,7,1test,0train,right_hand,3,1.1395520773500118
2,7,1test,0train,right_hand,4,0.5897460237338645
2,7,1test,0train,feet,0,1.3395486557444525
2,7,1test,0train,feet,1,1.0550908491439572
2,7,1test,0train,feet,2,1.3810722534275395
2,7,1test,0train,feet,3,1.2371459622558463
2,7,1test,0train,feet,4,1.0460466013494474
2,7,1test,0train,tongue,0,0.8901594858759028
2,7,1test,0train,tongue,1,0.15524059703888682
2,7,1test,0train,tongue,2,1.3357635878508765
2,7,1test,0train,tongue,3,0.8023942969190836
2,7,1test,0train,tongue,4,1.544924434526644
2,8,0train,1test,left_hand,0,0.012780739841918631
2,8,0train,1test,left_hand,1,0.16961695836574897
2,8,0train,1test,left_hand,2,-0.33265474424045216
2,8,0train,1test,left_hand,3,0.9665155482579895
2,8,0train,1test,left_hand,4,-0.8980584713431536
2,8,0train,1test,right_hand,0,-1.4149964144962448
2,8,0train,1test,right_hand,1,0.09887361155914665
2,8,0train,1test,right_hand,2,-0.7225312702571998
2,8,0train,1test,right_hand,3,-0.0887082133934074
2,8,0train,1test,right_hand,4,-0.832796505863846
2,8,0train,1test,feet,0,0.625409939727736
2,8,0train,1test,feet,1,0.46356246464241724
2,8,0train,1test,feet,2,0.6510253852376087
2,8,0train,1test,feet,3,0.5995642518418494
2,8,0train,1test,feet,4,0.6393713720360215
2,8,0train,1test,tongue,0,-0.04624399417331482
2,8,0train,1test,tongue,1,0.37470257143159813
2,8,0train,1test,tongue,2,-0.1006923440587606
2,8,0train,1test,tongue,3,-0.10991351469547617
2,8,0train,1test,tongue,4,-0.3520338603483548
2,8,1test,0train,left_hand,0,-0.8343244521494242
2,8,1test,0train,left_hand,1,0.8166500260824163
2,8,1test,0train,left_hand,2,-0.6012713774364951
2,8,1test,0train,left_hand,3,0.7033560376828207
2,8,1test,0train,left_hand,4,-1.6557398265329608
2,8,1test,0train,right_hand,0,-0.9041689517626814
2,8,1test,0train,right_hand,1,0.38066110946268417
2,8,1test,0train,right_hand,2,-0.14686862449386862
2,8,1test,0train,right_hand,3,0.22387920156148278
2,8,1test,0train,right_hand,4,-0.40637884914006595
2,8,1test,0train,feet,0,0.6428951960154055
2,8,1test,0train,feet,1,0.4915895940322035
2,8,1test,0train,feet,2,0.6432458145560793
2,8,1test,0train,feet,3,0.6378039493340284
2,8,1test,0train,feet,4,0.7330913493681093
2,8,1test,0train,tongue,0,-1.0113272770598574
2,8,1test,0train,tongue,1,-0.5799124984195778
2,8,1test,0train,tongue,2,-0.6264444995771576
2,8,1test,0train,tongue,3,-0.9130765780702017
2,8,1test,0train,tongue,4,-0.6096056142827226
2,9,0train,1test,left_hand,0,2.287546987979546
2,9,0train,1test,left_hand,1,0.7163404189089988
2,9,0train,1test,left_hand,2,-0.7626185992977454
2,9,0train,1test,left_hand,3,1.8635842329894032
2,9,0train,1test,left_hand,4,1.1200101964433387
2,9,0train,1test,right_hand,0,-0.8222225682600057
2,9,0train,1test,right_hand,1,-0.29775650255133757
2,9,0train,1test,right_hand,2,-0.8266086839927893
2,9,0train,1test,right_hand,3,-0.15633530244002092
2,9,0train,1test,right_hand,4,-0.5717493527576738
2,9,0train,1test,feet,0,1.567110628138944
2,9,0train,1test,feet,1,1.3587766235945926
2,9,0train,1test,feet,2,1.4972588450636573
2,9,0train,1test,feet,3,1.6215041457835628
2,9,0train,1test,feet,4,1.7873304331275954
2,9,0train,1test,tongue,0,0.5468177746064384
2,9,0train,1test,tongue,1,0.10503546484492077
2,9,0train,1test,tongue,2,0.29083213026554233
2,9,0train,1test,tongue,3,0.2409434933801613
2,9,0train,1test,tongue,4,0.2165011815899831
2,9,1test,0train,left_hand,0,0.8298515699619928
2,9,1test,0train,left_hand,1,0.7707920607156353
2,9,1test,0train,left_hand,2,-0.5724255989586648
2,9,1test,0train,left_hand,3,0.9764207593807868
2,9,1test,0train,left_hand,4,-0.6517158273444892
2,9,1test,0train,right_hand,0,0.7121973150544223
2,9,1test,0train,right_hand,1,-0.044025794016227415
2,9,1test,0train,right_hand,2,-0.708818550759859
2,9,1test,0train,right_hand,3,0.11415473881650717
2,9,1test,0train,right_hand,4,-0.7467187595486333
2,9,1test,0train,feet,0,0.23074103366274312
2,9,1test,0train,feet,1,0.19864310605689117
2,9,1test,0train,feet,2,0.124673524042751
2,9,1test,0train,feet,3,0.3533845283016672
2,9,1test,0train,feet,4,0.3686023551226063
2,9,1test,0train,tongue,0,-0.3113584752332308
2,9,1test,0train,tongue,1,0.06775781316736129
2,9,1test,0train,tongue,2,0.26907190275102444
2,9,1test,0train,tongue,3,-0.17404013980101674
2,9,1test,0train,tongue,4,-0.06904692447785088
3,1,0train,1test,left_hand,0,-0.012491994163668863
3,1,0train,1test,left_hand,1,0.03563933164735672
3,1,0train,1test,left_hand,2,-0.16031041554422565
3,1,0train,1test,left_hand,3,-0.5730669391488743
3,1,0train,1test,left_hand,4,-0.5523312020457889
3,1,0train,1test,right_hand,0,0.2860405594230086
3,1,0train,1test,right_hand,1,0.16912444168788066
3,1,0train,1test,right_hand,2,-0.07758878458649032
3,1,0train,1test,right_hand,3,-0.12002258920787445
3,1,0train,1test,right_hand,4,-0.5688083463228968
3,1,0train,1test,feet,0,-0.6887506543061883
3,1,0train,1test,feet,1,0.26162449035393154
3,1,0train,1test,feet,2,-0.3910706767156944
3,1,0train,1test,feet,3,-0.7363990277866328
3,1,0train,1test,feet,4,-0.2986219310624383
3,1,0train,1test,tongue,0,-0.30715909288706844
3,1,0train,1test,tongue,1,0.159226100643023
3,1,0train,1test,tongue,2,-0.1766241598626499
3,1,0train,1test,tongue,3,-0.2809761096203841
3,1,0train,1test,tongue,4,-0.07173866636180481
3,1,1test,0train,left_hand,0,0.05963749548321923
3,1,1test,0train,left_hand,1,-0.007302996688462737
3,1,1test,0train,left_hand,2,-0.08352421280271682
3,1,1test,0train,left_hand,3,-0.218996005429537
3,1,1test,0train,left_hand,4,-0.3051220795620637
3,1,1test,0train,right_hand,0,0.1496759561545128
3,1,1test,0train,right_hand,1,0.24242484717911572
3,1,1test,0train,right_hand,2,0.14944347992398033
3,1,1test,0train,right_hand,3,-0.22128330294918808
3,1,1test,0train,right_hand,4,-0.40753459740513254
3,1,1test,0train,feet,0,-0.6601909231647496
3,1,1test,0train,feet,1,0.02353825555232092
3,1,1test,0train,feet,2,-0.15861190131771163
3,1,1test,0train,feet,3,-0.716621227114747
3,1,1test,0train,feet,4,-0.2911973192163093
3,1,1test,0train,tongue,0,-0.3347753875488244
3,1,1test,0train,tongue,1,0.1170145325695704
3,1,1test,0train,tongue,2,-0.27419895937853533
3,1,1test,0train,tongue,3,-0.23664689609262712
3,1,1test,0train,tongue,4,-0.1701185314331478
3,2,0train,1test,left_hand,0,0.13557605761485259
3,2,0train,1test,left_hand,1,0.08007494944103022
3,2,0train,1test,left_hand,2,0.1669931118223713
3,2,0train,1test,left_hand,3,-0.00228414086975004
3,2,0train,1test,left_hand,4,0.02307554764944353
3,2,0train,1test,right_hand,0,0.1345308817573313
3,2,0train,1test,right_hand,1,0.07325936837313629
3,2,0train,1test,right_hand,2,0.06769649631276053
3,2,0train,1test,right_hand,3,-0.013815981000228739
3,2,0train,1test,right_hand,4,0.012726586158987585
3,2,0train,1test,feet,0,0.5892376834224532
3,2,0train,1test,feet,1,0.2636969664016955
3,2,0train,1test,feet,2,0.3302529471495439
3,2,0train,1test,feet,3,0.5926084779654965
3,2,0train,1test,feet,4,0.3770732487410424
3,2,0train,1test,tongue,0,-0.021464386163098315
3,2,0train,1test,tongue,1,-0.0044445874157375
3,2,0train,1test,tongue,2,-0.023926785296360054
3,2,0train,1test,tongue,3,0.004058280368091971
3,2,0train,1test,tongue,4,0.024281791354459736
3,2,1test,0train,left_hand,0,0.14401825315390449
3,2,1test,0train,left_hand,1,0.12356078746797683
3,2,1test,0train,left_hand,2,0.10469409041267008
3,2,1test,0train,left_hand,3,0.02366913457581743
3,2,1test,0train,left_hand,4,0.09121866866985007
3,2,1test,0train,right_hand,0,0.269615092432952
3,2,1test,0train,right_hand,1,0.22181016420798172
3,2,1test,0train,right_hand,2,0.2148908921404875
3,2,1test,0train,right_hand,3,0.0712645287406024
3,2,1test,0train,right_hand,4,0.16828758954641632
3,2,1test,0train,feet,0,0.771250547213892
3,2,1test,0train,feet,1,0.7432078020718649
3,2,1test,0train,feet,2,0.8570158669378303
3,2,1test,0train,feet,3,0.9866631834170592
3,2,1test,0train,feet,4,0.7269487035894489
3,2,1test,0train,tongue,0,-0.005632591097654238
3,2,1test,0train,tongue,1,-0.01687442380616533
3,2,1test,0train,tongue,2,-0.01210854911580661
3,2,1test,0train,tongue,3,0.03367638409754048
3,2,1test,0train,tongue,4,0.046694704396414766
3,4,0train,1test,left_hand,0,-0.24066415703950073
3,4,0train,1test,left_hand,1,-0.06806604213405265
3,4,0train,1test,left_hand,2,-0.12298896885522503
3,4,0train,1test,left_hand,3,-0.31751694494513527
3,4,0train,1test,left_hand,4,-0.17201700494086491
3,4,0train,1test,right_hand,0,0.16054378256019053
3,4,0train,1test,right_hand,1,0.20805628160064948
3,4,0train,1test,right_hand,2,0.11025257257246768
3,4,0train,1test,right_hand,3,0.17026080110486697
3,4,0train,1test,right_hand,4,0.022962486981609742
3,4,0train,1test,feet,0,0.2163188014123405
3,4,0train,1test,feet,1,0.7077139326174502
3,4,0train,1test,feet,2,0.29110331905892717
3,4,0train,1test,feet,3,0.4818679849714562
3,4,0train,1test,feet,4,0.6551056823592689
3,4,0train,1test,tongue,0,0.033426158824138796
3,4,0train,1test,tongue,1,0.06157714048293211
3,4,0train,1test,tongue,2,0.04210534189946047
3,4,0train,1test,tongue,3,-0.044762269409917343
3,4,0train,1test,tongue,4,-0.04423077610346793
3,4,1test,0train,left_hand,0,-0.1771361775018062
3,4,1test,0train,left_hand,1,-0.11310255856402818
3,4,1test,0train,left_hand,2,-0.14108466171843614
3,4,1test,0train,left_hand,3,-0.14390554802479427
3,4,1test,0train,left_hand,4,-0.19708369224622824
3,4,1test,0train,right_hand,0,-0.04277785749237484
3,4,1test,0train,right_hand,1,-0.13309011141290839
3,4,1test,0train,right_hand,2,-0.03907269421403847
3,4,1test,0train,right_hand,3,-0.12882425879886783
3,4,1test,0train,right_hand,4,-0.09884952244408318
3,4,1test,0train,feet,0,-0.1244261647763395
3,4,1test,0train,feet,1,-0.021830520850062873
3,4,1test,0train,feet,2,-0.18834891704383383
3,4,1test,0train,feet,3,-0.02874971863127418
3,4,1test,0train,feet,4,0.14879620083809786
3,4,1test,0train,tongue,0,-0.09386556672625246
3,4,1test,0train,tongue,1,0.043304686717342
3,4,1test,0train,tongue,2,-0.03072176776502422
3,4,1test,0train,tongue,3,-0.07336152958033437
3,4,1test,0train,tongue,4,-0.07942003535079967
3,5,0train,1test,left_hand,0,-0.08223787407093952
3,5,0train,1test,left_hand,1,-0.08921325894318732
3,5,0train,1test,left_hand,2,-0.11860100318897038
3,5,0train,1test,left_hand,3,-0.12568227862855075
3,5,0train,1test,left_hand,4,-0.09616972378211242
3,5,0train,1test,right_hand,0,-0.21941744389691598
3,5,0train,1test,right_hand,1,-0.20781925613266605
3,5,0train,1test,right_hand,2,-0.2506798413270157
3,5,0train,1test,right_hand,3,-0.19000081121821055
3,5,0train,1test,right_hand,4,-0.22975573430205942
3,5,0train,1test,feet,0,-0.15675606113395013
3,5,0train,1test,feet,1,-0.13309476219055238
3,5,0train,1test,feet,2,-0.16678955417524988
3,5,0train,1test,feet,3,-0.11378285336364236
3,5,0train,1test,feet,4,-0.19219203126183138
3,5,0train,1test,tongue,0,-0.042813466148814316
3,5,0train,1test,tongue,1,-0.0071867577433142316
3,5,0train,1test,tongue,2,-0.09017428584339415
3,5,0train,1test,tongue,3,-0.011389261327595435
3,5,0train,1test,tongue,4,-0.025193953674737646
3,5,1test,0train,left_hand,0,0.07992781347960409
3,5,1test,0train,left_hand,1,0.09586291161747829
3,5,1test,0train,left_hand,2,0.05686632893605714
3,5,1test,0train,left_hand,3,0.0878120371626383
3,5,1test,0train,left_hand,4,0.0673164056598009
3,5,1test,0train,right_hand,0,-0.1676899959159167
3,5,1test,0train,right_hand,1,-0.12120283771961371
3,5,1test,0train,right_hand,2,-0.09522462426383416
3,5,1test,0train,right_hand,3,-0.1776117927702653
3,5,1test,0train,right_hand,4,-0.14977437900382096
3,5,1test,0train,feet,0,-0.19413806009880197
3,5,1test,0train,feet,1,-0.15178423001617758
3,5,1test,0train,feet,2,-0.18476665378793578
3,5,1test,0train,feet,3,-0.19163546095740236
3,5,1test,0train,feet,4,-0.1634609642584014
3,5,1test,0train,tongue,0,-0.10360574580076021
3,5,1test,0train,tongue,1,-0.012153968093461254
3,5,1test,0train,tongue,2,-0.04949436227973836
3,5,1test,0train,tongue,3,-0.057759197033000254
3,5,1test,0train,tongue,4,-0.06879482756520139
3,6,0train,1test,left_hand,0,-0.03570200814236002
3,6,0train,1test,left_hand,1,-0.06404451226671026
3,6,0train,1test,left_hand,2,-0.03089385132355893
3,6,0train,1test,left_hand,3,-0.06886843127077724
3,6,0train,1test,left_hand,4,-0.06369864843306339
3,6,0train,1test,right_hand,0,-0.02222479693941748
3,6,0train,1test,right_hand,1,0.007226801254226367
3,6,0train,1test,right_hand,2,-0.11529902309572548
3,6,0train,1test,right_hand,3,-0.059517771087226334
3,6,0train,1test,right_hand,4,-0.14780572708269435
3,6,0train,1test,feet,0,0.053015774143066574
3,6,0train,1test,feet,1,0.4774750617945711
3,6,0train,1test,feet,2,0.25498901705545984
3,6,0train,1test,feet,3,0.3578676999215131
3,6,0train,1test,feet,4,0.1961776556826027
3,6,0train,1test,tongue,0,0.0425999084186196
3,6,0train,1test,tongue,1,-0.04214082349765569
3,6,0train,1test,tongue,2,0.025355919011213257
3,6,0train,1test,tongue,3,-0.04882244343090725
3,6,0train,1test,tongue,4,-0.024264272198754044
3,6,1test,0train,left_hand,0,-0.11595251795056216
3,6,1test,0train,left_hand,1,-0.03839354521393956
3,6,1test,0train,left_hand,2,-0.0990380969930007
3,6,1test,0train,left_hand,3,-0.09778288212033892
3,6,1test,0train,left_hand,4,-0.14043856890718975
3,6,1test,0train,right_hand,0,-0.09339339718017792
3,6,1test,0train,right_hand,1,-0.018634534210672182
3,6,1test,0train,right_hand,2,-0.08508566719313104
3,6,1test,0train,right_hand,3,-0.07990660196140398
3,6,1test,0train,right_hand,4,-0.10441497814213929
3,6,1test,0train,feet,0,0.5519824847690671
3,6,1test,0train,feet,1,0.20229700280001928
3,6,1test,0train,feet,2,0.5760804586839704
3,6,1test,0train,feet,3,0.48515241036356094
3,6,1test,0train,feet,4,0.39815407432277317
3,6,1test,0train,tongue,0,-0.0826595337760998
3,6,1test,0train,tongue,1,0.021758339512269242
3,6,1test,0train,tongue,2,-0.09457572306542372
3,6,1test,0train,tongue,3,-0.07471238221414578
3,6,1test,0train,tongue,4,-0.02636404736160547
3,7,0train,1test,left_hand,0,-0.2936149110209907
3,7,0train,1test,left_hand,1,0.0942089406856843
3,7,0train,1test,left_hand,2,0.07853028071301454
3,7,0train,1test,left_hand,3,-0.21834041230822165
3,7,0train,1test,left_hand,4,-0.2637336100159846
3,7,0train,1test,right_hand,0,-0.02517988808284355
3,7,0train,1test,right_hand,1,-0.23782852601375598
3,7,0train,1test,right_hand,2,-0.26423347314207063
3,7,0train,1test,right_hand,3,-0.617379931502452
3,7,0train,1test,right_hand,4,-0.520683532964535
3,7,0train,1test,feet,0,-0.22767289630384968
3,7,0train,1test,feet,1,0.18829943713524944
3,7,0train,1test,feet,2,-0.22651079721390777
3,7,0train,1test,feet,3,-0.273664306058484
3,7,0train,1test,feet,4,-0.18601974902236207
3,7,0train,1test,tongue,0,-0.13480315272798676
3,7,0train,1test,tongue,1,-0.0140985120450548
3,7,0train,1test,tongue,2,-0.08999261879324838
3,7,0train,1test,tongue,3,-0.15524245824592797
3,7,0train,1test,tongue,4,-0.07214376162505265
3,7,1test,0train,left_hand,0,0.05265382251461892
3,7,1test,0train,left_hand,1,0.007571061822807645
3,7,1test,0train,left_hand,2,0.01297446965612803
3,7,1test,0train,left_hand,3,-0.20409843826249463
3,7,1test,0train,left_hand,4,0.010966579982671476
3,7,1test,0train,right_hand,0,0.06641549332683172
3,7,1test,0train,right_hand,1,-0.12498277774881739
3,7,1test,0train,right_hand,2,-0.10284671223310748
3,7,1test,0train,right_hand,3,-0.3585070819664148
3,7,1test,0train,right_hand,4,-0.4573584851759267
3,7,1test,0train,feet,0,-0.5040979034446001
3,7,1test,0train,feet,1,-0.11697397452846303
3,7,1test,0train,feet,2,-0.3662156893302423
3,7,1test,0train,feet,3,-0.4154860238556285
3,7,1test,0train,feet,4,-0.18810903705736204
3,7,1test,0train,tongue,0,-0.18499063684822042
3,7,1test,0train,tongue,1,-0.037590138888282276
3,7,1test,0train,tongue,2,-0.15661387089519524
3,7,1test,0train,tongue,3,-0.11841113336336612
3,7,1test,0train,tongue,4,-0.13563114047728198
3,8,0train,1test,left_hand,0,-0.2775091330405316
3,8,0train,1test,left_hand,1,-0.13395185463295967
3,8,0train,1test,left_hand,2,-0.15547897882171502
3,8,0train,1test,left_hand,3,-0.2290632074532749
3,8,0train,1test,left_hand,4,-0.003897676132710415
3,8,0train,1test,right_hand,0,0.04417332583815892
3,8,0train,1test,right_hand,1,0.21939960260497615
3,8,0train,1test,right_hand,2,0.08549742813318317
3,8,0train,1test,right_hand,3,0.21067636429406833
3,8,0train,1test,right_hand,4,0.11951784386819875
3,8,0train,1test,feet,0,-0.1165143329993854
3,8,0train,1test,feet,1,-0.30625361223290803
3,8,0train,1test,feet,2,-0.07700494956849258
3,8,0train,1test,feet,3,-0.002908099538266651
3,8,0train,1test,feet,4,-0.025958651787145515
3,8,0train,1test,tongue,0,0.19816627665373693
3,8,0train,1test,tongue,1,0.22290687165793133
3,8,0train,1test,tongue,2,0.1502880265517968
3,8,0train,1test,tongue,3,0.22787701499961166
3,8,0train,1test,tongue,4,0.1569041128183501
3,8,1test,0train,left_hand,0,-0.18033771221340877
3,8,1test,0train,left_hand,1,-0.04723852217626423
3,8,1test,0train,left_hand,2,-0.1284350890235395
3,8,1test,0train,left_hand,3,0.009943110272722488
3,8,1test,0train,left_hand,4,-0.19995671998692
3,8,1test,0train,right_hand,0,0.047540351204759745
3,8,1test,0train,right_hand,1,0.2588026071475811
3,8,1test,0train,right_hand,2,-0.06381002214782383
3,8,1test,0train,right_hand,3,0.23049970470491643
3,8,1test,0train,right_hand,4,0.09163182291652527
3,8,1test,0train,feet,0,-0.3963035495249092
3,8,1test,0train,feet,1,-0.7077803576503254
3,8,1test,0train,feet,2,-1.0033627490713948
3,8,1test,0train,feet,3,-0.28340718515553576
3,8,1test,0train,feet,4,-0.4993100461994684
3,8,1test,0train,tongue,0,0.09511644357771165
3,8,1test,0train,tongue,1,-0.002427725836351813
3,8,1test,0train,tongue,2,0.07341741050198747
3,8,1test,0train,tongue,3,-0.12522671680996644
3,8,1test,0train,tongue,4,-0.12773881763328143
3,9,0train,1test,left_hand,0,-0.4374694363581839
3,9,0train,1test,left_hand,1,-0.1340398988236382
3,9,0train,1test,left_hand,2,-0.18444495965927254
3,9,0train,1test,left_hand,3,-0.3984797507264637
3,9,0train,1test,left_hand,4,-0.36287786661343535
3,9,0train,1test,right_hand,0,0.06497991543776105
3,9,0train,1test,right_hand,1,0.2743171727383288
3,9,0train,1test,right_hand,2,-0.02824499559791449
3,9,0train,1test,right_hand,3,0.16768576460749318
3,9,0train,1test,right_hand,4,0.04421673022944761
3,9,0train,1test,feet,0,-0.43180471692390765
3,9,0train,1test,feet,1,-0.2330865692020856
3,9,0train,1test,feet,2,-0.627080581573495
3,9,0train,1test,feet,3,-0.7243206002978542
3,9,0train,1test,feet,4,-0.47218349594064923
3,9,0train,1test,tongue,0,-0.06581838045741417
3,9,0train,1test,tongue,1,0.029483483255205445
3,9,0train,1test,tongue,2,-0.002763534050554184
3,9,0train,1test,tongue,3,-0.14099662980517924
3,9,0train,1test,tongue,4,-0.11521753491228748
3,9,1test,0train,left_hand,0,-0.10747580072487334
3,9,1test,0train,left_hand,1,0.0315578373138547
3,9,1test,0train,left_hand,2,0.06728693327809404
3,9,1test,0train,left_hand,3,-0.0013836119858587903
3,9,1test,0train,left_hand,4,0.03987857536493805
3,9,1test,0train,right_hand,0,-0.16112291631245046
3,9,1test,0train,right_hand,1,-0.07555084372131549
3,9,1test,0train,right_hand,2,-0.23633925881238527
3,9,1test,0train,right_hand,3,-0.4311795942153789
3,9,1test,0train,right_hand,4,-0.3254527746459591
3,9,1test,0train,feet,0,-0.46611075131577473
3,9,1test,0train,feet,1,-0.3861571673760875
3,9,1test,0train,feet,2,-0.1895277927268043
3,9,1test,0train,feet,3,-0.4955583167707476
3,9,1test,0train,feet,4,-0.5013625653445513
3,9,1test,0train,tongue,0,-0.06344901688514243
3,9,1test,0train,tongue,1,-0.042563365428639865
3,9,1test,0train,tongue,2,-0.10245465855515595
3,9,1test,0train,tongue,3,-0.22874080676988928
3,9,1test,0train,tongue,4,-0.26918762599876855
4,1,0train,1test,left_hand,0,-0.008244452891613907
4,1,0train,1test,left_hand,1,-0.3297706986425357
4,1,0train,1test,left_hand,2,-0.26994968709652034
4,1,0train,1test,left_hand,3,-0.7349607146057764
4,1,0train,1test,left_hand,4,-0.7510221863285336
4,1,0train,1test,right_hand,0,0.07756659111229514
4,1,0train,1test,right_hand,1,-0.2032876513538442
4,1,0train,1test,right_hand,2,-0.9040381011804035
4,1,0train,1test,right_hand,3,-0.5289231355515516
4,1,0train,1test,right_hand,4,-1.0703386466091307
4,1,0train,1test,feet,0,-0.6064802161752716
4,1,0train,1test,feet,1,0.41970771071977264
4,1,0train,1test,feet,2,-0.33637206376262885
4,1,0train,1test,feet,3,-0.5669745838663243
4,1,0train,1test,feet,4,-0.18638142546729264
4,1,0train,1test,tongue,0,0.0021453096160590768
4,1,0train,1test,tongue,1,0.2376934427601971
4,1,0train,1test,tongue,2,-0.3798667768217956
4,1,0train,1test,tongue,3,-0.06517308335842342
4,1,0train,1test,tongue,4,-0.41492370579394233
4,1,1test,0train,left_hand,0,-0.08871734068521286
4,1,1test,0train,left_hand,1,-0.33911370979470723
4,1,1test,0train,left_hand,2,-0.6415752252895386
4,1,1test,0train,left_hand,3,-0.8587548902888549
4,1,1test,0train,left_hand,4,-0.8144968060965163
4,1,1test,0train,right_hand,0,0.49892292551279915
4,1,1test,0train,right_hand,1,-2.4629548640434606
4,1,1test,0train,right_hand,2,-1.8217990467401517
4,1,1test,0train,right_hand,3,0.9117576386549651
4,1,1test,0train,right_hand,4,-0.17483367589226795
4,1,1test,0train,feet,0,-0.6969678969238204
4,1,1test,0train,feet,1,-0.01989959160579513
4,1,1test,0train,feet,2,0.02000810478693893
4,1,1test,0train,feet,3,-0.2796566490404171
4,1,1test,0train,feet,4,0.022347426967459505
4,1,1test,0train,tongue,0,-0.9748995316178029
4,1,1test,0train,tongue,1,1.9276817710634075
4,1,1test,0train,tongue,2,-1.147509169525346
4,1,1test,0train,tongue,3,-0.3940695293850105
4,1,1test,0train,tongue,4,-0.6161839173445056
4,2,0train,1test,left_hand,0,0.08288764971161044
4,2,0train,1test,left_hand,1,-0.1257352467016326
4,2,0train,1test,left_hand,2,-0.010384073773621827
4,2,0train,1test,left_hand,3,-0.2058720006774284
4,2,0train,1test,left_hand,4,-0.1992953657098664
4,2,0train,1test,right_hand,0,-0.0827720559453975
4,2,0train,1test,right_hand,1,-0.15865406156794548
4,2,0train,1test,right_hand,2,-0.26090468396227473
4,2,0train,1test,right_hand,3,-0.32714841875135214
4,2,0train,1test,right_hand,4,-0.2880035612538937
4,2,0train,1test,feet,0,0.21983177003042698
4,2,0train,1test,feet,1,-0.0604950767918806
4,2,0train,1test,feet,2,0.036033140265885
4,2,0train,1test,feet,3,-0.058530904798290484
4,2,0train,1test,feet,4,0.007564249046964955
4,2,0train,1test,tongue,0,-0.05597739607931862
4,2,0train,1test,tongue,1,-0.21751495992933467
4,2,0train,1test,tongue,2,-0.1801264837122405
4,2,0train,1test,tongue,3,-0.10624158674425743
4,2,0train,1test,tongue,4,-0.1469511242442203
4,2,1test,0train,left_hand,0,0.267475059336048
4,2,1test,0train,left_hand,1,-0.19634659002608368
4,2,1test,0train,left_hand,2,0.007282689389796815
4,2,1test,0train,left_hand,3,-0.10074907209649986
4,2,1test,0train,left_hand,4,-0.17836603134761742
4,2,1test,0train,right_hand,0,0.09738069483089928
4,2,1test,0train,right_hand,1,-0.344109658358301
4,2,1test,0train,right_hand,2,-0.756830067102308
4,2,1test,0train,right_hand,3,0.08933885725062862
4,2,1test,0train,right_hand,4,-0.11161171377428802
4,2,1test,0train,feet,0,0.9897806214421263
4,2,1test,0train,feet,1,0.9078266215145345
4,2,1test,0train,feet,2,1.4065025812478575
4,2,1test,0train,feet,3,1.0975333913220244
4,2,1test,0train,feet,4,1.3029487737126502
4,2,1test,0train,tongue,0,-0.4030222910843859
4,2,1test,0train,tongue,1,-0.31055912186903667
4,2,1test,0train,tongue,2,-0.3743617628065059
4,2,1test,0train,tongue,3,0.07915618295055382
4,2,1test,0train,tongue,4,-0.14206596404199967
4,3,0train,1test,left_hand,0,-0.2963896539866201
4,3,0train,1test,left_hand,1,-0.09587999397290281
4,3,0train,1test,left_hand,2,-0.4687401693784462
4,3,0train,1test,left_hand,3,-0.28098783550007667
4,3,0train,1test,left_hand,4,-0.3388323634375442
4,3,0train,1test,right_hand,0,0.5029857073306585
4,3,0train,1test,right_hand,1,0.558334302622838
4,3,0train,1test,right_hand,2,0.3546989947269603
4,3,0train,1test,right_hand,3,0.2552339553597389
4,3,0train,1test,right_hand,4,0.009821143819514155
4,3,0train,1test,feet,0,0.14155693506743883
4,3,0train,1test,feet,1,0.6223725002221018
4,3,0train,1test,feet,2,0.3791560114271515
4,3,0train,1test,feet,3,0.14148364248853307
4,3,0train,1test,feet,4,0.40379216712910604
4,3,0train,1test,tongue,0,0.08339115289735766
4,3,0train,1test,tongue,1,0.30588519759674004
4,3,0train,1test,tongue,2,-0.11367643103253888
4,3,0train,1test,tongue,3,-0.022900360622658766
4,3,0train,1test,tongue,4,-0.23052737208474738
4,3,1test,0train,left_hand,0,-0.9201927174455728
4,3,1test,0train,left_hand,1,-0.5026443758954384
4,3,1test,0train,left_hand,2,-0.7205868906001882
4,3,1test,0train,left_hand,3,-0.7301887467358861
4,3,1test,0train,left_hand,4,-0.7052663577457676
4,3,1test,0train,right_hand,0,-0.9269135785805096
4,3,1test,0train,right_hand,1,-1.2922897629611176
4,3,1test,0train,right_hand,2,-1.2627538015666042
4,3,1test,0train,right_hand,3,-0.5705342263047077
4,3,1test,0train,right_hand,4,-1.1550166787876215
4,3,1test,0train,feet,0,-0.07662770790880691
4,3,1test,0train,feet,1,-0.23519128623429797
4,3,1test,0train,feet,2,0.4626236509908743
4,3,1test,0train,feet,3,-0.3455957740633524
4,3,1test,0train,feet,4,0.3428303121370675
4,3,1test,0train,tongue,0,-0.7111925570182009
4,3,1test,0train,tongue,1,0.4042598606239336
4,3,1test,0train,tongue,2,-0.5342505227045828
4,3,1test,0train,tongue,3,-0.39108687135795517
