target,subject_median_gain
1,0.048057935107781974
2,0.33535977198648087
3,0.0006193887984772273
4,0.025191062637170164
5,-0.08959898479246675
6,-0.01111208564976146
7,0.07042053052680602
8,-0.14294752358263701
9,-0.014590505010692367
