run,started_from_amendment_sha,runtime_seconds,runtime_minutes,workers,primary_target_tasks,semantic_target_tasks
pairwise_common_action_v2,f695d3c8f25978297fa9ee2a655c636c067d5448,582.9357013702393,9.715595022837322,8,9,9
