target,source,session,session_index,heldout_class,heldout_index,raw_error,action_error,gain,half_A_raw_error,half_A_action_error,half_A_gain,half_B_raw_error,half_B_action_error,half_B_gain,D_eq,D_split,D_threshold,prediction_normalization,equivalent_prediction_count,identifiability,best_objective,best_gradient_norm,best_determinant
8,4,1test,1,left_hand,0,0.505068035075798,0.6082681203307352,-0.10320008525493718,0.5674719925380871,0.5969974699650341,-0.029525477426947,0.5400865874422466,0.6575680945298602,-0.11748150708761362,0.0,0.7976896734452226,0.7976896734452226,0.7385307349548705,1,PREDICTIVELY_IDENTIFIABLE,1.2393596306330372,4.600887020536252e-06,-1.0000000000000033
8,4,1test,1,right_hand,1,0.9613274723367098,1.3930129603666859,-0.4316854880299761,0.9329050704341671,1.3200331943896377,-0.3871281239554706,1.1653776853969529,1.4945441547762854,-0.3291664693793326,0.0,0.8607296614794865,0.8607296614794865,0.6407479194129064,1,PREDICTIVELY_IDENTIFIABLE,1.1971699415353818,1.2654110456703096e-06,-0.9999999999999987
8,4,1test,1,feet,2,4.758612025801909,4.598974447602175,0.15963757819973434,4.449348496612808,4.028787127689141,0.4205613689236669,4.346964284795981,3.9855318232586616,0.36143246153731967,0.0,0.8676006788298333,0.8676006788298333,0.744842030122921,1,PREDICTIVELY_IDENTIFIABLE,0.9183615779474658,4.8714929627006905e-08,0.9999999999999981
8,4,1test,1,tongue,3,0.4218824023515676,0.42457231439195414,-0.002689912040386544,0.40150214549859914,0.42918159804852074,-0.0276794525499216,0.5335286954167057,0.4385778589200616,0.09495083649664404,0.0,0.8246433784132435,0.8246433784132435,0.6279804099478177,1,PREDICTIVELY_IDENTIFIABLE,1.2303666078364452,9.600516164812071e-08,-1.0000000000000093
8,5,0train,0,left_hand,0,0.9159817204749054,0.7693477887788583,0.1466339316960471,0.9902058706575295,0.8329996118128845,0.157206258844645,1.0271802016263967,0.6410372770638473,0.3861429245625494,0.0,1.4115361346446118,1.4115361346446118,0.3137482738327646,1,PREDICTIVELY_IDENTIFIABLE,1.710573331404359,7.361213656888494e-07,-0.9999999999999968
8,5,0train,0,right_hand,1,1.0466828724576724,1.1149383893609168,-0.06825551690324438,1.2055976664078014,1.0807184276298514,0.12487923877795004,0.9747875199660299,0.9366432569908048,0.03814426297522511,0.0,1.6182360979131936,1.6182360979131936,0.2394568701554206,1,PREDICTIVELY_IDENTIFIABLE,1.720333605453172,4.342289781084134e-06,-0.9999999999999943
8,5,0train,0,feet,2,1.0802003737124162,1.0467984217682107,0.03340195194420548,1.193430538672441,1.0500829936717275,0.14334754500071356,1.1821502498231717,1.1818204004616757,0.0003298493614960485,0.0,1.7833167705623605,1.7833167705623605,0.2341365531163085,1,PREDICTIVELY_IDENTIFIABLE,1.8834972626971105,1.921526147058248e-07,0.9999999999999991
8,5,0train,0,tongue,3,0.8526352035079263,0.7243324273734958,0.12830277613443053,0.9636549652898028,0.8490459188073665,0.1146090464824363,0.7835118881091763,0.6307968076620095,0.15271508044716675,0.0,1.2930627677745812,1.2930627677745812,0.3438818278269811,1,PREDICTIVELY_IDENTIFIABLE,0.9656434649975222,1.941380427243795e-07,-0.9999999999999956
8,5,1test,1,left_hand,0,0.8593860393376842,0.7690522440551604,0.09033379528252383,0.9400494724219084,0.8350998005951922,0.10494967182671622,0.8353613736242456,0.7753466287778075,0.060014744846438095,0.0,1.4846031263536597,1.4846031263536597,0.2699024838013475,1,PREDICTIVELY_IDENTIFIABLE,1.288321194189114,7.331282187008994e-07,0.9999999999999978
8,5,1test,1,right_hand,1,0.82329759807939,0.885175265158523,-0.061877667079133,0.915245018586488,0.9307830691381175,-0.01553805055162949,0.8917783055813144,0.9945018756944483,-0.10272357011313382,0.0,1.4933175723693353,1.4933175723693353,0.27963509734077513,1,PREDICTIVELY_IDENTIFIABLE,1.5830670328303875,2.6284932502631793e-06,0.9999999999999938
