dataset,geometry,template,split,subject,session,class,R_frobenius_norm,Z_frobenius_norm,sensor_Z_raw_norm,spectrum_Z_raw_norm
BNCI2014_001,LE,session_specific,A,8,1test,feet,0.60062089086411052,0.60062089086405557,1.0727777251583481,1.0727777251583481
BNCI2014_001,LE,session_specific,A,8,1test,tongue,0.56732807678766595,0.56732807678765684,1.0727777251583481,1.0727777251583481
BNCI2014_001,LE,session_specific,A,9,0train,left_hand,0.50640475562237608,0.50640475562232556,1.214444646629947,1.2144446466299468
BNCI2014_001,LE,session_specific,A,9,0train,right_hand,0.50166065130540693,0.50166065130541659,1.214444646629947,1.2144446466299468
BNCI2014_001,LE,session_specific,A,9,0train,feet,0.47456224715970186,0.47456224715971412,1.214444646629947,1.2144446466299468
BNCI2014_001,LE,session_specific,A,9,0train,tongue,0.86113720609072919,0.86113720609074662,1.214444646629947,1.2144446466299468
BNCI2014_001,LE,session_specific,A,9,1test,left_hand,1.8310687071560723,1.8310687071560372,2.5549324161958071,2.5549324161958071
BNCI2014_001,LE,session_specific,A,9,1test,right_hand,0.65442804525075859,0.65442804525077491,2.5549324161958071,2.5549324161958071
BNCI2014_001,LE,session_specific,A,9,1test,feet,0.78220485477830237,0.78220485477832147,2.5549324161958071,2.5549324161958071
BNCI2014_001,LE,session_specific,A,9,1test,tongue,1.4610771847347632,1.4610771847347896,2.5549324161958071,2.5549324161958071
BNCI2014_001,LE,pooled_session,A,1,0train,left_hand,0.39372115894918713,0.39372115894921283,1.3268128237758772,1.3268128237758774
BNCI2014_001,LE,pooled_session,A,1,0train,right_hand,0.88723669731080823,0.8872366973108512,1.3268128237758772,1.3268128237758774
BNCI2014_001,LE,pooled_session,A,1,0train,feet,0.55959040398147597,0.55959040398141247,1.3268128237758772,1.3268128237758774
BNCI2014_001,LE,pooled_session,A,1,0train,tongue,0.71069370410091826,0.71069370410090027,1.3268128237758772,1.3268128237758774
BNCI2014_001,LE,pooled_session,A,1,1test,left_hand,0.55130809005142745,0.55130809005144366,1.3803535716865194,1.3803535716865192
BNCI2014_001,LE,pooled_session,A,1,1test,right_hand,0.8533412353939539,0.8533412353939418,1.3803535716865194,1.3803535716865192
BNCI2014_001,LE,pooled_session,A,1,1test,feet,0.80818772927669791,0.80818772927670712,1.3803535716865194,1.3803535716865192
BNCI2014_001,LE,pooled_session,A,1,1test,tongue,0.46912333445957838,0.46912333445956528,1.3803535716865194,1.3803535716865192
BNCI2014_001,LE,pooled_session,A,2,0train,left_hand,0.61295065527898129,0.61295065527899451,1.469824497010078,1.4698244970100778
BNCI2014_001,LE,pooled_session,A,2,0train,right_hand,0.60563832226000558,0.60563832226002423,1.469824497010078,1.4698244970100778
BNCI2014_001,LE,pooled_session,A,2,0train,feet,0.69782084617619755,0.69782084617617701,1.469824497010078,1.4698244970100778
BNCI2014_001,LE,pooled_session,A,2,0train,tongue,0.96484394357637837,0.96484394357637293,1.469824497010078,1.4698244970100778
BNCI2014_001,LE,pooled_session,A,2,1test,left_hand,1.0943814579201463,1.0943814579200977,1.8283067993292446,1.8283067993292441
BNCI2014_001,LE,pooled_session,A,2,1test,right_hand,0.53066807679160899,0.53066807679154804,1.8283067993292446,1.8283067993292441
BNCI2014_001,LE,pooled_session,A,2,1test,feet,0.6099023090884601,0.60990230908851206,1.8283067993292446,1.8283067993292441
BNCI2014_001,LE,pooled_session,A,2,1test,tongue,1.2212475353821519,1.2212475353821961,1.8283067993292446,1.8283067993292441
BNCI2014_001,LE,pooled_session,A,3,0train,left_hand,0.71906308760708659,0.71906308760711501,1.4299815089165178,1.4299815089165178
BNCI2014_001,LE,pooled_session,A,3,0train,right_hand,0.77316686558158987,0.77316686558160053,1.4299815089165178,1.4299815089165178
BNCI2014_001,LE,pooled_session,A,3,0train,feet,0.42768698429249896,0.42768698429253255,1.4299815089165178,1.4299815089165178
BNCI2014_001,LE,pooled_session,A,3,0train,tongue,0.86434497355954532,0.86434497355949558,1.4299815089165178,1.4299815089165178
BNCI2014_001,LE,pooled_session,A,3,1test,left_hand,0.5239101228550509,0.52391012285498373,1.2369983681608969,1.2369983681608969
BNCI2014_001,LE,pooled_session,A,3,1test,right_hand,0.70764327321368148,0.70764327321365028,1.2369983681608969,1.2369983681608969
BNCI2014_001,LE,pooled_session,A,3,1test,feet,0.47580868173078017,0.47580868173078872,1.2369983681608969,1.2369983681608969
BNCI2014_001,LE,pooled_session,A,3,1test,tongue,0.72700085437898321,0.72700085437905648,1.2369983681608969,1.2369983681608969
BNCI2014_001,LE,pooled_session,A,4,0train,left_hand,0.47732491483198186,0.47732491483198097,0.94012764178051766,0.94012764178051755
BNCI2014_001,LE,pooled_session,A,4,0train,right_hand,0.42179241903977727,0.42179241903980652,0.94012764178051766,0.94012764178051755
BNCI2014_001,LE,pooled_session,A,4,0train,feet,0.36399479630567205,0.36399479630567938,0.94012764178051766,0.94012764178051755
BNCI2014_001,LE,pooled_session,A,4,0train,tongue,0.58787741241129832,0.58787741241127356,0.94012764178051766,0.94012764178051755
BNCI2014_001,LE,pooled_session,A,4,1test,left_hand,0.4227607334296033,0.42276073342961351,0.93750070237704008,0.9375007023770402
BNCI2014_001,LE,pooled_session,A,4,1test,right_hand,0.40537008311754819,0.40537008311755746,0.93750070237704008,0.9375007023770402
BNCI2014_001,LE,pooled_session,A,4,1test,feet,0.63497898326611579,0.63497898326609337,0.93750070237704008,0.9375007023770402
BNCI2014_001,LE,pooled_session,A,4,1test,tongue,0.36422206928069206,0.36422206928070883,0.93750070237704008,0.9375007023770402
BNCI2014_001,LE,pooled_session,A,5,0train,left_hand,0.62344111861875773,0.6234411186187373,1.1786123878434223,1.178612387843422
BNCI2014_001,LE,pooled_session,A,5,0train,right_hand,0.55850532325622382,0.55850532325621838,1.1786123878434223,1.178612387843422
BNCI2014_001,LE,pooled_session,A,5,0train,feet,0.39347377647069948,0.39347377647070431,1.1786123878434223,1.178612387843422
BNCI2014_001,LE,pooled_session,A,5,0train,tongue,0.73054672918144836,0.73054672918146724,1.1786123878434223,1.178612387843422
BNCI2014_001,LE,pooled_session,A,5,1test,left_hand,0.67453388498889921,0.67453388498886269,1.2134790107093769,1.2134790107093771
BNCI2014_001,LE,pooled_session,A,5,1test,right_hand,0.43360452530150756,0.43360452530145577,1.2134790107093769,1.2134790107093771
BNCI2014_001,LE,pooled_session,A,5,1test,feet,0.31685598359983247,0.31685598359985179,1.2134790107093769,1.2134790107093771
BNCI2014_001,LE,pooled_session,A,5,1test,tongue,0.85388801884616461,0.85388801884621257,1.2134790107093769,1.2134790107093771
BNCI2014_001,LE,pooled_session,A,6,0train,left_hand,0.43505762315258761,0.435057623152592,0.95844114591162766,0.95844114591162732
BNCI2014_001,LE,pooled_session,A,6,0train,right_hand,0.41617555879474766,0.41617555879474616,0.95844114591162766,0.95844114591162732
BNCI2014_001,LE,pooled_session,A,6,0train,feet,0.48461305390861525,0.48461305390863207,0.95844114591162766,0.95844114591162732
BNCI2014_001,LE,pooled_session,A,6,0train,tongue,0.56681777226588437,0.56681777226586771,0.95844114591162766,0.95844114591162732
BNCI2014_001,LE,pooled_session,A,6,1test,left_hand,0.37924723186041687,0.37924723186041981,1.0241748782936175,1.0241748782936173
BNCI2014_001,LE,pooled_session,A,6,1test,right_hand,0.3655544677150106,0.36555446771502265,1.0241748782936175,1.0241748782936173
BNCI2014_001,LE,pooled_session,A,6,1test,feet,0.51094248059743108,0.51094248059743252,1.0241748782936175,1.0241748782936173
