dataset,geometry,template,session,label,population_class_effect_squared_norm,class_independent_Rbar_squared_norm,Z_interaction_squared_norm,split_half_discrepancy_energy,cross_session_discrepancy_energy,Rbar_fraction_of_Rbar_plus_Z,Z_fraction_of_Rbar_plus_Z,population_normalized_fraction
BNCI2014_001,AIRM,session_specific,0train,DESCRIPTIVE ENERGY FRACTIONS,0.2784778116046614,4.4001384040762817e-06,0.36472941934672148,0.2409733058467674,0.23549359425591701,1.206397150197838e-05,0.999987936028498,
BNCI2014_001,AIRM,session_specific,1test,DESCRIPTIVE ENERGY FRACTIONS,0.34162496873850101,7.1586680351865674e-06,0.57864174644434496,0.23665969658440508,0.23549359425591701,1.2371349832237691e-05,0.99998762865016788,
BNCI2014_001,AIRM,pooled_session,0train,DESCRIPTIVE ENERGY FRACTIONS,0.30429330827893442,4.3261252773436854e-06,0.3692883464368556,0.22669012409362466,0.20619322992809294,1.1714625278994187e-05,0.99998828537472095,
BNCI2014_001,AIRM,pooled_session,1test,DESCRIPTIVE ENERGY FRACTIONS,0.30429330827893442,6.7781516161083791e-06,0.55943263719029879,0.22285580474930264,0.20619322992809294,1.2115970791878775e-05,0.99998788402920813,
BNCI2014_001,LE,session_specific,0train,DESCRIPTIVE ENERGY FRACTIONS,0.23735361936770363,1.294295827834692e-25,0.28678942879048069,0.18105405062749338,0.18883923134233438,4.5130527763638861e-25,1,
BNCI2014_001,LE,session_specific,1test,DESCRIPTIVE ENERGY FRACTIONS,0.29163702412757625,1.6269950718033009e-25,0.46722412765431365,0.177905115184153,0.18883923134233438,3.4822582471748337e-25,1,
BNCI2014_001,LE,pooled_session,0train,DESCRIPTIVE ENERGY FRACTIONS,0.25986313213677231,1.2570717189175993e-25,0.29095469993032053,0.17016180875605486,0.16540371615417537,4.3205066603792616e-25,1,
BNCI2014_001,LE,pooled_session,1test,DESCRIPTIVE ENERGY FRACTIONS,0.25986313213677231,1.5528054324876303e-25,0.45134109892039426,0.16736275502864123,0.16540371615417537,3.4404255145430658e-25,1,
