identity,start_index,prototype_initial_step_size,initial_trial_position,cell_configuration_sha256,initial_prototype_sha256,outer_iteration,joint_final_block_objective,aligned_registration_objective,projected_prototype_gradient_norm,relative_objective_change,prototype_inner_iterations,prototype_accepted_step_sizes,prototype_backtracking_reductions,prototype_total_backtracking_reductions,final_prototype_line_search_step_size,changed_trial_permutations,registration_objective_minimum,registration_objective_median,registration_objective_mean,registration_objective_maximum,consecutive_prototype_quotient_distance,prototype_constraint_residual,convergence_boolean,elapsed_seconds
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,1,3.337728791644022,4.048297405135475,7.108323654969156e-06,inf,8,"[2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0,0,0]",0,0.0,-1,7.904585168604012e-20,3.703163630364487,4.048297405135475,7.001733144468297,,2.514368917237858e-14,False,153.23634958383627
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,2,3.2832667205683226,3.3043917925355846,4.253701358806216e-06,0.01631710497630752,7,"[2.0,2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0,0]",0,0.0,0,0.7020982175732944,3.1337275620362433,3.3043917925355846,5.208965184745155,0.14396180644752193,2.7935704515411694e-14,False,16.560680916998535
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,3,3.2597127603289136,3.269716410638306,1.623668174811736e-05,0.007173940542768917,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,0.7938052174673436,3.1068718038747423,3.269716410638306,5.16975196053158,0.09906718529214321,2.4330623157681343e-14,False,14.161925625056028
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,4,3.242225434937518,3.2503524223998856,1.5051890872303286e-05,0.005364682926734661,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,0.874795555295497,3.0959435975154133,3.2503524223998856,5.148309582071374,0.08931197958291391,2.5695975235883805e-14,False,15.057345165871084
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,5,3.228862820720071,3.2351668895403063,1.3317534167035108e-05,0.0041214327891744874,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,0.9460420265652918,3.086888348565436,3.2351668895403063,5.1320533227134275,0.0786721551880118,2.1962502738333445e-14,False,13.917201374890283
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,6,3.2196778388610205,3.223911213450724,1.0752665456492241e-05,0.002844649143998635,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.0114860106801231,3.0804595639820986,3.223911213450724,5.121630634619475,0.0644633799072999,2.469086025347556e-14,False,12.511136499932036
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,7,3.2121374787910755,3.215782953248024,9.890368010885836e-06,0.002341961043100051,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.0682928096795856,3.072651587801318,3.215782953248024,5.118008743992293,0.05981663191037063,2.289991032673679e-14,False,12.648516708984971
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,8,3.2058916252392047,3.208885245227896,9.01053905005967e-06,0.0019444539946096868,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.121063449373955,3.064536411567558,3.208885245227896,5.115578466713104,0.05421251351493755,2.766928103232163e-14,False,12.635740000056103
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,9,3.199933906440675,3.2028325461657356,8.710978857243894e-06,0.0018583656264690629,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.1692552035433617,3.0474195933977493,3.2028325461657356,5.106557204728814,0.05333838514921239,2.434287247402763e-14,False,11.957365166861564
1|0train|left_hand|Full,1,2.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,10,3.1953532853652886,3.197577331246235,7.799401120170937e-06,0.001431473652054758,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.2111083581999798,3.0380036530114083,3.197577331246235,5.090630469392066,0.046731541459195634,2.7493976281251132e-14,False,12.299762000096962
