identity,start_index,prototype_initial_step_size,initial_trial_position,cell_configuration_sha256,initial_prototype_sha256,outer_iteration,joint_final_block_objective,aligned_registration_objective,projected_prototype_gradient_norm,relative_objective_change,prototype_inner_iterations,prototype_accepted_step_sizes,prototype_backtracking_reductions,prototype_total_backtracking_reductions,final_prototype_line_search_step_size,changed_trial_permutations,registration_objective_minimum,registration_objective_median,registration_objective_mean,registration_objective_maximum,consecutive_prototype_quotient_distance,prototype_constraint_residual,convergence_boolean,elapsed_seconds
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,1,3.3718261195478854,4.731473385681511,1.1549383318526997e-05,inf,8,"[2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0,0,0]",0,0.0,-1,7.69652042577573e-20,4.561640272088413,4.731473385681511,9.644443644719933,,2.3937511308210414e-14,False,149.48832900007255
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,2,3.3129322072484904,3.3358327301750474,4.469684496746425e-06,0.01746647371819157,7,"[2.0,2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0,0]",0,0.0,0,1.3508030722383846,3.1913425378029796,3.3358327301750474,5.586701527633531,0.1498639204203174,2.6316414066490735e-14,False,16.803154834080487
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,3,3.286700267779079,3.297582832731299,1.7307177211024123e-05,0.007918042938523587,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.450444716937382,3.1540739066428833,3.297582832731299,5.5406831048800935,0.10332214991087335,2.5205659667499577e-14,False,16.288680958095938
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,4,3.270107428540504,3.277684707786863,1.4599558175127242e-05,0.005048479595551168,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.53828236740143,3.126987333814964,3.277684707786863,5.520378624285078,0.0862336415511979,2.64436998156774e-14,False,14.920801708009094
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,5,3.2580103433297785,3.2638474828061446,1.2907701122046729e-05,0.003699292905531392,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.610006747838446,3.1048057006579217,3.2638474828061446,5.487809723334955,0.07569044377367029,2.6739474530629804e-14,False,14.51873854198493
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,6,3.2494876943936486,3.2534034011878576,1.0547312620127965e-05,0.002615906040193683,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.6708668789344823,3.0871613806139786,3.2534034011878576,5.452321083165579,0.061997382858014954,2.610446485712623e-14,False,12.777125000022352
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,7,3.2438270483431944,3.2464241756095142,8.512706253653015e-06,0.0017420118439656115,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.7185914847416146,3.07538920381182,3.2464241756095142,5.435255747747814,0.05048476434561592,2.4197709464267043e-14,False,11.738198750186712
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,8,3.238928234919686,3.241289314569839,8.08431510135527e-06,0.0015101956271098046,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.7571538236427693,3.0673701105398754,3.241289314569839,5.425241398559372,0.04813779655297601,2.3967937837709568e-14,False,11.81367816682905
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,9,3.2347187814311225,3.236875196375152,7.629488824816246e-06,0.0012996439511009656,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.790215011059232,3.059908143382258,3.236875196375152,5.417833816294909,0.04600054902411317,2.162741400346449e-14,False,11.866744624916464
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,10,3.2310036968853137,3.2328320675105986,7.0342725579890795e-06,0.0011485030992910805,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.8204453870809179,3.05472908740357,3.2328320675105986,5.407637490256225,0.04236038127401965,2.427899374778752e-14,False,11.604944125050679
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,11,3.2276474084721465,3.229290676442024,6.77796329889826e-06,0.0010387757885893859,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.849916821593414,3.049731369022396,3.229290676442024,5.398779097982181,0.040166161442861115,2.4536874691579736e-14,False,11.817228582920507
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,12,3.224547897271859,3.2261297323309135,6.717461560097591e-06,0.0009603004318723951,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.8775134922611691,3.044222074238079,3.2261297323309135,5.391054706785321,0.0394064877679876,2.6851788556404467e-14,False,11.955266000004485
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,13,3.2214682092261153,3.2229166510115417,6.38332895308126e-06,0.0009550759188130301,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.9026760541443195,3.0381522779517507,3.2229166510115417,5.386016049855127,0.03770701087725253,2.5101613876577913e-14,False,11.134911749977618
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,14,3.218402923700435,3.219649507632172,5.885997623773815e-06,0.0009515181670585758,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.9268278991449257,3.034870538420611,3.219649507632172,5.380740813377751,0.5518537138165929,2.6261645017940998e-14,False,11.17276241700165
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,15,3.2157845650456762,3.2172440750049844,6.410955936076687e-06,0.0008135583756393902,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.94973453655383,3.0317130640634975,3.2172440750049844,5.378338015449304,0.037857197683670886,2.204722564607631e-14,False,11.168924124911427
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,16,3.2134422501124935,3.214530179335198,5.523389079876364e-06,0.0007283805509370122,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.9723848717006747,3.0261860361271053,3.214530179335198,5.373253182640985,0.03268193981393437,3.114555958982731e-14,False,10.656428250018507
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,17,3.2117276709398475,3.2125294605703787,4.73666591704634e-06,0.0005335646447624928,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.9729274827520977,3.022269359029257,3.2125294605703787,5.3679034836797515,0.02805566035467774,2.8123263691174745e-14,False,10.534325958928093
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,18,3.208483864627163,3.2102877987019998,6.947076492424123e-06,0.0010099879706598133,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.9693123038806308,3.018599899945423,3.2102877987019998,5.363482887906672,0.042078799882877556,2.3872074648821947e-14,False,11.10239304206334
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,19,3.206098988307677,3.2072190342213798,5.514008260641722e-06,0.0007433031986785946,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.957469880107168,3.014777360819066,3.2072190342213798,5.361444929660353,0.033155794960364034,2.5569320406984575e-14,False,10.485539040993899
1|0train|left_hand|Full,0,2.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,20,3.2042411935429858,3.205139156223116,5.012136600176269e-06,0.0005794564582897657,6,"[2.0,2.0,2.0,2.0,2.0,0.0]","[0,0,0,0,0,0]",0,0.0,0,1.9531318538162359,3.012699433335012,3.205139156223116,5.360457077248593,0.02969376090439252,2.3382614016503384e-14,False,10.35596908419393
