identity,start_index,prototype_initial_step_size,initial_trial_position,cell_configuration_sha256,initial_prototype_sha256,outer_iteration,joint_final_block_objective,aligned_registration_objective,projected_prototype_gradient_norm,relative_objective_change,prototype_inner_iterations,prototype_accepted_step_sizes,prototype_backtracking_reductions,prototype_total_backtracking_reductions,final_prototype_line_search_step_size,changed_trial_permutations,registration_objective_minimum,registration_objective_median,registration_objective_mean,registration_objective_maximum,consecutive_prototype_quotient_distance,prototype_constraint_residual,convergence_boolean,elapsed_seconds,task_role,subject,session,class_label,split
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,1,3.371826213397385,4.731473385681511,0.0004600179166102547,inf,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,1.0,-1,7.69652042577573e-20,4.561640272088413,4.731473385681511,9.644443644719933,,1.824748044019285e-14,False,151.39607595908456,exact_failed_task,1,0train,left_hand,Full
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,2,3.312942542757067,3.3358479234848466,4.803881623285431e-05,0.01746343581005267,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,1.0,0,1.3501261357990586,3.19170616393467,3.3358479234848466,5.587434127988963,0.14985386518739813,1.964590344765474e-14,False,17.46136045898311,exact_failed_task,1,0train,left_hand,Full
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,3,3.286708460662028,3.297594265650109,3.345047347018291e-05,0.007918664980288662,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,1.0,0,1.4503906510037905,3.154092985235693,3.297594265650109,5.540699401824186,0.10333439755678842,1.7764400276538366e-14,False,16.956700999988243,exact_failed_task,1,0train,left_hand,Full
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,4,3.2701132314331613,3.277691860664215,2.799424282094268e-05,0.0050491941793717795,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,1.0,0,1.5382379726937596,3.1269999193349323,3.277691860664215,5.520392350722266,0.08623880062247913,1.6727905840638226e-14,False,15.65459629194811,exact_failed_task,1,0train,left_hand,Full
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,5,3.258015298770183,3.2638531102442645,2.4667342365077023e-05,0.003699545491785971,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,1.0,0,1.6099701158290511,3.104814569812607,3.2638531102442645,5.487825673983555,0.07569263658394296,1.9042239637421022e-14,False,15.338425374822691,exact_failed_task,1,0train,left_hand,Full
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,6,3.24949138315546,3.253407849564758,2.016920601778841e-05,0.0026162908498129356,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,1.0,0,1.6708351282895606,3.087169364304043,3.253407849564758,5.452331262000391,0.06200161021975532,1.7262114385643812e-14,False,13.833939375123009,exact_failed_task,1,0train,left_hand,Full
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,7,3.243830153948527,3.246427540005689,1.6358697211362535e-05,0.001742189327314338,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0.0,0,1.7185643637033579,3.0753951275597253,3.246427540005689,5.435260326146185,0.05047852317438838,2.947449760769256e-14,False,12.520860583055764,exact_failed_task,1,0train,left_hand,Full
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,8,3.238931396755245,3.241292973989426,1.5577472637303827e-05,0.001510176846749737,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0.0,0,1.7571234959535829,3.06737433192236,3.241292973989426,5.425245735972358,0.04813450682760295,2.5368489560998667e-14,False,12.345412584021688,exact_failed_task,1,0train,left_hand,Full
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,9,3.2347219771803326,3.236878726593588,1.4778516319632236e-05,0.001299632211762647,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0.0,0,1.790181591925198,3.0599124878023236,3.236878726593588,5.41783670711926,0.0459961282362061,2.364200599092313e-14,False,12.575841125100851,exact_failed_task,1,0train,left_hand,Full
1|0train|left_hand|Full,0,1.0,0,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,42fbff415a91b8fec4941c827338c4e5057dbd8df0e783c617fbd72662eed8f7,10,3.2310069029427595,3.232835647560836,1.3621078536810548e-05,0.0011484987778799763,16,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0.0,0,1.8204092173905084,3.054732740373786,3.232835647560836,5.407642035860299,0.04235735066806962,2.4397345552149717e-14,False,12.3554225419648,exact_failed_task,1,0train,left_hand,Full
