identity,start_index,prototype_initial_step_size,initial_trial_position,cell_configuration_sha256,initial_prototype_sha256,outer_iteration,joint_final_block_objective,aligned_registration_objective,projected_prototype_gradient_norm,relative_objective_change,prototype_inner_iterations,prototype_accepted_step_sizes,prototype_backtracking_reductions,prototype_total_backtracking_reductions,final_prototype_line_search_step_size,changed_trial_permutations,registration_objective_minimum,registration_objective_median,registration_objective_mean,registration_objective_maximum,consecutive_prototype_quotient_distance,prototype_constraint_residual,convergence_boolean,elapsed_seconds
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,1,3.3378226895685543,4.048297405135475,0.010062723625133111,inf,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,-1,7.904585168604012e-20,3.703163630364487,4.048297405135475,7.001733144468297,,1.769139540591972e-14,False,154.01443866686895
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,2,3.283388659869792,3.304650600755723,0.0032572400610059015,0.016308244853413208,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,0,0.7006136850892843,3.1339263035453913,3.304650600755723,5.207939244963592,0.14407615294493584,1.9191060282151138e-14,False,17.31271899980493
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,3,3.258625311385458,3.2692140847409124,0.0019290426071383619,0.0075420095059096515,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,0,0.792961375307734,3.107429728961094,3.2692140847409124,5.16957192362373,0.10171935303981522,1.5326659004875853e-14,False,15.107357499888167
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,4,3.2416379228359276,3.2495362054628703,0.0017560404380854372,0.005213053642644225,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,0,0.8746330968698104,3.0959066325489095,3.2495362054628703,5.145634827130045,0.08787915313299091,1.926071888882718e-14,False,15.165168291889131
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,5,3.228725071745225,3.234857292090768,0.0016390451386781965,0.003983434115123401,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,0,0.9465146579199519,3.0867718817544176,3.234857292090768,5.131087425276454,0.07743157821064013,1.5889749907647454e-14,False,14.30682075000368
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,6,3.2194303015582477,3.2237237860390944,0.0015455549598916345,0.0028787741230483065,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,0,1.0118640973007271,3.077709079135721,3.2237237860390944,5.122260110943449,0.06478740257172291,1.6285941390257108e-14,False,13.411842040950432
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,7,3.2123618893114023,3.215756783488117,0.0015332208903061275,0.002195547530078286,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,0,1.068740451556009,3.06922049320078,3.215756783488117,5.118732128516486,0.05760274804091849,1.6528826515101035e-14,False,13.000982915982604
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,8,3.205582352434955,3.208907623304665,0.0013728821098754071,0.00211045240544191,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,0,1.1194595861595977,3.058735674630788,3.208907623304665,5.115353740538052,0.05701341934787256,1.6456699942843958e-14,False,13.182649415917695
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,9,3.199842882034817,3.202590594296445,0.0015450162999527707,0.0017904610673247627,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,0,1.1680116011079005,3.041587137752005,3.202590594296445,5.108870939757007,0.0518146624932147,1.5888653847072932e-14,False,12.532789792167023
1|0train|left_hand|Full,1,4.0,36,1f775f813c0e634327519322a5e1e8db7f34f91a034b737a6ef327283ea4914b,89750d4e8ad81acad0f8dcbe32d36fdb996b8d243637607c4208864584e8f8c9,10,3.1956242194291464,3.1975735262804292,0.0014095498466321864,0.0013183967967164414,16,"[4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,4.0,0,1.2106688598230533,3.0349934447463536,3.1975735262804292,5.093704179981711,0.043640354504258516,1.7204384494882146e-14,False,12.368109290953726
