session,observed,null_median,effect,p_value,leave_one_subject_sign_pass,passed
0,0.43129488268999971,-0.036847188014489343,0.46814207070448904,0.00050000000000000001,True,True
1,0.37279542665834908,-0.037260282236441809,0.41005570889479087,0.00050000000000000001,True,True
