subject,outer_fold,rank,delta_forward,delta_reverse,delta_average
46,0,13,0.046333714979425733,0.15734247526152437,0.10183809512047505
47,5,13,-0.025267255639157025,0.016624437755879139,-0.0043214089416389427
48,5,13,0.04521253993627368,-0.13551850263943821,-0.045152981351582265
49,1,13,0.013707357854364674,-0.002019132005678128,0.0058441129243432732
50,2,13,0.13858231301193377,0.082969530383104895,0.11077592169751933
51,1,13,0.001408712664058169,-0.12571844111077421,-0.062154864223358017
52,1,13,-0.04591832319601389,-0.048282269349479046,-0.047100296272746464
53,4,13,0.030761492064249701,0.14181576239962196,0.086288627231935824
54,1,13,0.037277688524424563,0.10093434729841218,0.069106017911418377
1,2,21,0.0756079843582355,0.093782480927769168,0.084695232643002327
2,3,21,-0.0084945360145558466,-0.056940251624864283,-0.032717393819710061
3,4,21,0.5433073030335972,0.4963125370654502,0.51980992004952364
4,0,21,-0.015947815207826392,0.05772564432320762,0.020888914557690614
5,5,21,0.22521438430195634,0.30448420410633859,0.26484929420414749
6,5,21,-0.016553332077538216,0.12283887130975635,0.053142769616109066
7,4,21,0.052786307758980751,-0.0469222399694596,0.0029320338947605752
8,2,21,-0.022603170625568863,0.011291100459923518,-0.0056560350828226726
9,2,21,0.12806265765215252,0.082420711850700545,0.10524168475142653
10,0,21,0.068095463468317338,0.08461512359081716,0.076355293529567242
11,0,21,0.085201845699252432,0.072830920410738895,0.07901638305499567
12,3,21,0.035456583966819465,0.026465532469190499,0.030961058218004982
13,3,21,-0.060119557978282431,-0.0058951125110909414,-0.033007335244686686
14,2,21,-0.043717428574422484,-0.058489011555311075,-0.051103220064866783
15,4,21,-0.04145813773633153,-0.14243287546111336,-0.091945506598722443
16,1,21,-0.061368911745989928,-0.048337035049135058,-0.054852973397562496
17,2,21,-0.047406215398238125,-0.022648536010345281,-0.035027375704291701
18,0,21,0.14502065742866674,0.051893747989390393,0.098457202709028566
19,2,21,0.0091308021496037707,-0.010706149496378506,-0.00078767367338736759
20,3,21,0.15013924515619753,0.13663012893979962,0.14338468704799856
21,3,21,0.67943429059931393,0.7659492444452799,0.72269176752229691
22,4,21,-0.054296041904995478,-0.0373470506579823,-0.045821546281488892
23,4,21,0.012878654684200014,-0.00096118949287023279,0.0059587325956648902
24,5,21,0.061291230029972145,0.059421027430409529,0.060356128730190833
25,3,21,-0.018378573261039262,0.051657112700340325,0.016639269719650532
26,4,21,0.097286903376360173,0.05912529658276941,0.078206099979564792
27,5,21,-0.02271218344862027,-0.10036298919475953,-0.061537586321689902
28,5,21,-0.058636547430227184,-0.14371776292060842,-0.10117715517541781
29,1,21,10.488541907284441,9.5230727135440407,10.005807310414241
30,1,21,0.088538783576660854,0.070459570250907183,0.079499176913784025
31,0,21,-0.064745235605209631,-0.038233025977998561,-0.051489130791604096
32,3,21,0.44596899571914222,0.4343958250057951,0.44018241036246863
33,4,21,0.33120406227711052,0.44858089772528986,0.38989248000120019
34,5,21,-0.089786997748915215,-0.16875375422731748,-0.12927037598811636
35,4,21,0.089130336808933022,0.12232878627859337,0.1057295615437632
36,1,21,1.9147611107682212,2.1081712840596007,2.011466197413911
37,0,21,0.1219669242266448,0.092358112455005081,0.10716251834082494
38,1,21,-0.0060920595503860652,0.051622196340257213,0.022765068394935573
39,3,21,0.29814605297089442,0.26854424946944494,0.28334515122016968
40,2,21,0.056182458537748711,0.068872560812035258,0.062527509674891985
41,3,21,-0.054016945596353422,-0.022090747711878529,-0.038053846654115972
42,2,21,0.064023273947140108,0.0017424169339078123,0.032882845440523958
43,0,21,0.0075864420092747187,-0.0062605282429149534,0.00066295688317988266
44,5,21,0.75116236034501804,0.77120076237764079,0.76118156136132942
45,0,21,-0.026191139621775147,-0.064061889743150899,-0.045126514682463023
46,0,21,-0.10359477931640697,0.010700144544892209,-0.046447317385757379
47,5,21,0.056474671536692146,0.059941350855311076,0.058208011196001608
48,5,21,0.069552424023117232,0.030307555308769191,0.049929989665943211
49,1,21,0.0021820366849178013,0.025281616460200863,0.013731826572559332
50,2,21,0.10115407214107101,0.13172563724746861,0.11643985469426982
51,1,21,-0.09006964780780341,-0.20716943832873774,-0.14861954306827058
52,1,21,-0.048998422608604236,-0.029727211094027567,-0.039362816851315902
53,4,21,0.037385202355595948,0.13733334748550141,0.08735927492054868
54,1,21,-0.021221002295069995,0.010765942243285056,-0.0052275300258924698
1,2,34,-0.0061416176414931731,-0.039507887034466643,-0.022824752337979908
2,3,34,-0.010446299546910065,-0.10982361898757828,-0.060134959267244173
3,4,34,0.16285036934401168,0.18193607844566925,0.17239322389484046
4,0,34,-0.029510789862423937,0.049533601552587826,0.010011405845081945
5,5,34,0.097456261901219796,0.15095861250500478,0.12420743720311228
6,5,34,0.020957549690784949,0.13045876412609309,0.075708156908439017
7,4,34,0.16116560605384872,0.04648812706759621,0.10382686656072246
8,2,34,-0.046626312485063409,-0.030248755311418185,-0.038437533898240797
9,2,34,-0.029918222862741154,-0.050962623934707199,-0.040440423398724175
10,0,34,0.15562447137960414,0.13696917032596939,0.14629682085278678
11,0,34,0.030575030289309163,-0.010755997914492315,0.009909516187408424
12,3,34,0.016113476566819256,-0.020100306271416908,-0.0019934148522988259
13,3,34,-0.030084635227387267,0.080614691043704848,0.02526502790815879
14,2,34,-0.030372825602285235,-0.097371492733945478,-0.063872159168115353
15,4,34,0.060075527084785862,-0.00013352335461902509,0.029971001865083419
16,1,34,0.11098546395326536,0.085897644558188047,0.098441554255726704
17,2,34,-0.14933155225686312,-0.092297354956595273,-0.1208144536067292
18,0,34,-0.25437869534780966,-0.3075073680699239,-0.28094303170886681
19,2,34,0.063810721653260752,0.049997114379003844,0.056903918016132302
20,3,34,0.10686043471650675,0.11572755003211442,0.11129399237431059
21,3,34,0.79130453646777799,0.78791214149873801,0.789608338983258
22,4,34,-0.048160176395820875,-0.056563362980489501,-0.052361769688155188
23,4,34,0.11022757739161175,0.11839407731353122,0.11431082735257148
24,5,34,0.11529530115930067,0.076692596912829383,0.095993949036065035
25,3,34,0.053056477993886311,0.080353646459360051,0.066705062226623174
26,4,34,0.012101181509474802,0.0056960213384272401,0.0088986014239510209
27,5,34,0.052978998923530508,0.0058531803181974809,0.029416089620863995
