subject,outer_fold,selected_rank,delta_forward,delta_reverse,delta_average
1,0,1,0.34937193142529516,0.460882353924847,0.40512714267507111
2,1,1,1.6044512114869325,1.7269151281553912,1.6656831698211618
3,2,1,0.56269675636491234,0.69306355429276367,0.62788015532883801
4,3,1,0.72507312482643582,0.52867338658474361,0.62687325570558972
5,4,1,1.3605465567359647,1.4126007402849379,1.3865736485104514
6,5,1,1.125887170283987,1.2828061560431872,1.2043466631635871
7,6,1,0.13836972090390548,0.17697628453382411,0.15767300271886481
8,7,1,0.1046352111343101,0.14249561807874031,0.1235654146065252
9,8,1,0.64244462327423035,0.77581783646623803,0.70913122987023414
