left,right,metric,improvement_direction,mean_difference,median_difference,bootstrap_ci,p_value_raw,subject_win_rate,worst_quartile_mean_difference,leave_one_subject_mean_range,p_value_holm
SELECTIVE_GATE,IDENTITY_RESIDUAL_CARRY,balanced_accuracy,higher,-0.0049966053822758909,-0.0027362889204994578,"[-0.019001484377989084, 0.008662797592002126]",0.753,0.5,-0.076937202571877542,"[-0.0074833160504600175, -0.0024018217001994884]",1
SELECTIVE_GATE,POPULATION_ONLY,balanced_accuracy,higher,0.0093284331505893488,0.0048946973289079043,"[0.002775831934893896, 0.01630764442893051]",0.0040000000000000001,0.54838709677419351,-0.019412288228077706,"[0.0076274767927054345, 0.010495260452119815]",0.012
SELECTIVE_GATE,GLOBAL_KAPPA,balanced_accuracy,higher,-0.0097947892964371543,-0.0060158843053579325,"[-0.02132023249923105, 0.00035225670726083655]",0.96099999999999997,0.41935483870967744,-0.06332168745481441,"[-0.011584793187848559, -0.006934543283068885]",1
SELECTIVE_GATE,IDENTITY_RESIDUAL_CARRY,macro_f1,higher,-0.012589146865433946,-0.011922216106703062,"[-0.027706742480505468, 0.002112489123894513]",0.93999999999999995,0.45161290322580644,-0.091343795470914466,"[-0.014877459620758642, -0.010071263165360398]",
SELECTIVE_GATE,IDENTITY_RESIDUAL_CARRY,balanced_accuracy,higher,0.031296296296296301,0.024999999999999967,"[0.014999999999999998, 0.04777777777777778]",0.00050000000000000001,0.66666666666666663,-0.036923076923076878,"[0.02811320754716981, 0.03415094339622641]",
