dataset,direction,method,mean_balanced_accuracy,mean_macro_f1,mean_nll,mean_brier,mean_ece10
openbmi,chronological,SELECTIVE_GATE,0.67907407407407405,0.67800388283055002,0.61220843674831515,0.41623866527255543,0.10457601838114162
openbmi,chronological,GLOBAL_KAPPA,0.69777777777777772,0.69673525680182224,0.6066329783432669,0.41726123583237384,0.12531257220003236
openbmi,chronological,FIXED_RELIABILITY_KAPPA,0.67333333333333334,0.67232821923830899,0.60163595717433782,0.41272839203356593,0.10052159265828087
openbmi,chronological,CLASSWISE_SELECTIVE_GATE,0.67314814814814805,0.67224950422310603,0.60184925413718549,0.41257565543084124,0.09811038088536167
openbmi,chronological,ORACLE_CONTINUOUS_KAPPA,0.72481481481481513,0.72406368243708996,0.59097047933814317,0.40473300667715995,0.13884275277187028
openbmi,chronological,POPULATION_ONLY,0.69148148148148159,0.69059220024106793,0.61708903654953795,0.42573565730938195,0.12470275513718466
openbmi,chronological,IDENTITY_RESIDUAL_CARRY,0.64777777777777767,0.646480478515016,0.65522618110407238,0.43915131496021281,0.12669600230234959
openbmi,chronological,PAST_PROTOTYPE_DIRECT,0.64537037037037026,0.64407325979911778,0.65370667216814049,0.43987809348303525,0.12692653670938958
openbmi,chronological,LRCM_HISTORICAL_CONTROL,0.69148148148148136,0.69050443876136003,0.61012426935525832,0.42136145868306973,0.1199761090908345
