dataset,direction,outer_fold,subject,kappa,global_kappa,fixed_reliability_kappa,oracle_continuous_kappa,h_00,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23
openbmi,reverse,0,4,0.24160291208619503,0.20000000000000001,0.19965701035917621,0.64000000000000001,0.11179301137793221,0.26632820302302201,0.083191895996784726,0.19965701035917621,3.4106631501877338,50,0.28843005390698234,0.42861701243171524,0.087016889741417011,0.25309865154536271,0.083191895996784712,0.15990087991225274,3.338573547180852,50,0.28843005390698234,0.42861701243171524,0.1365691330144474,0.27955775450068132,0.083191895996784726,0.23941314080609971,3.4827527531946161,50,0.28843005390698234,0.42861701243171524
openbmi,reverse,0,10,0.24102311949388555,0.20000000000000001,0.16898198147496735,0.02,0.098424462063118806,0.35177378527985315,0.10582616063635107,0.16898198147496735,4.6673619450871859,50,0.32530933069365087,0.76515389977937831,0.038502514681709954,0.31075488316843775,0.10582616063635107,0.072080369755393364,4.6185396063861663,50,0.32530933069365081,0.76515389977937831,0.15834640944452766,0.3927926873912686,0.10582616063635107,0.2658835931945413,4.7161842837882055,50,0.32530933069365087,0.76515389977937831
openbmi,reverse,0,11,0.24124787057956656,0.20000000000000001,0.46823899469254138,0.40000000000000002,0.30792151128123713,0.24473246880424318,0.11505754764051118,0.46823899469254138,3.7565925119226562,50,0.33920133791085078,0.53988396703191199,0.27567810012067717,0.22684529308958384,0.11505754764051118,0.42937327905433087,3.7371307078777427,50,0.33920133791085078,0.53988396703191199,0.34016492244179702,0.26261964451890252,0.11505754764051118,0.50710471033075188,3.7760543159675697,50,0.33920133791085078,0.53988396703191199
openbmi,reverse,0,18,0.24079038481212214,0.20000000000000001,0.52674907072978305,0.059999999999999998,0.36387565308957376,0.25377272214713531,0.1340582270702437,0.52674907072978305,3.8274777751002715,50,0.3661396278337592,0.92304054157505888,0.35471187680759797,0.24602364545997008,0.13405822707024367,0.51229811748271559,3.577037478169026,50,0.3661396278337592,0.92304054157505888,0.37303942937154955,0.2615217988343006,0.13405822707024373,0.54120002397685052,4.0779180720315171,50,0.3661396278337592,0.92304054157505888
openbmi,reverse,0,31,0.2415849149585875,0.20000000000000001,0.23650088466837277,0.29999999999999999,0.13530729663098195,0.22293434968746639,0.072997579568766263,0.23650088466837277,3.5587720402734462,50,0.27018064247604096,0.50178245733715543,0.12017731993546454,0.21652825197867204,0.072997579568766249,0.21456146644878707,3.2762677621022829,50,0.27018064247604096,0.50178245733715543,0.15043727332649934,0.22934044739626078,0.072997579568766263,0.2584403028879585,3.841276318444609,50,0.27018064247604096,0.50178245733715543
openbmi,reverse,0,37,0.23905894007700862,0.20000000000000001,0.73785345965387494,0.68000000000000005,0.5963652005885931,0.36401013490998047,0.3471437525289397,0.73785345965387494,6.0361087080750186,50,0.58918906348381905,1.5000059150450242,0.47080047913549811,0.22813261050901945,0.34714375252893964,0.63999952780957203,5.8048239469702487,50,0.58918906348381894,1.5000059150450242,0.72192992204168804,0.49988765931094148,0.3471437525289397,0.83570739149817785,6.2673934691797886,50,0.58918906348381905,1.5000059150450242
openbmi,reverse,0,43,0.2412609371225175,0.20000000000000001,0.193698830167923,0,0.10976063807915412,0.26821367396882645,0.083161752706330666,0.193698830167923,4.2121168735597267,50,0.28837779509929445,0.72289554317512261,0.07484549830289379,0.24996314793529417,0.083161752706330652,0.13883428775693962,4.0773768803543593,50,0.28837779509929445,0.72289554317512261,0.14467577785541447,0.28646420000235867,0.083161752706330666,0.2485633725789064,4.3468568667650942,50,0.28837779509929445,0.72289554317512261
openbmi,reverse,0,45,0.24029510431803902,0.20000000000000001,0.5987067815623669,0.89000000000000001,0.43025561814240898,0.27006670970811952,0.16824774086762112,0.5987067815623669,4.6245309521837257,50,0.41018013221951788,1.1848035660566556,0.42530875252792849,0.26877731900672874,0.16824774086762112,0.59679087069376635,4.2702226062565032,50,0.41018013221951788,1.1848035660566556,0.43520248375688941,0.27135610040951025,0.16824774086762115,0.60062269243096744,4.9788392981109491,50,0.41018013221951788,1.1848035660566556
openbmi,reverse,0,46,0.24091506178666719,0.20000000000000001,0.2546150376480909,0.23999999999999999,0.14688101927198036,0.27554287177783598,0.092416296845268892,0.2546150376480909,7.3749238580560945,50,0.30400048823195808,0.684942509978817,0.1459752328638948,0.27538395885041678,0.092416296845268892,0.25418515424861993,7.238817847188125,50,0.30400048823195808,0.684942509978817,0.14778680568006591,0.27570178470525514,0.092416296845268892,0.25504492104756193,7.5110298689240649,50,0.30400048823195808,0.684942509978817
openbmi,reverse,1,16,0.44517567677505016,0.29999999999999999,0.36490104100504256,0,0.25233503049323103,0.32633209400406088,0.12845718347654839,0.36490104100504256,6.1726271838658233,50,0.35840924022205173,0.76587784186363805,0.074488079283254752,0.2053518283206901,0.12845718347654839,0.12945242223528033,5.4573878055760883,50,0.35840924022205173,0.76587784186363805,0.43018198170320726,0.44731235968743166,0.12845718347654839,0.60034965977480481,6.8878665621555584,50,0.35840924022205173,0.76587784186363805
