dataset,direction,method,mean_balanced_accuracy,mean_macro_f1,mean_nll,mean_brier,mean_ece10
openbmi,reverse,SELECTIVE_GATE,0.68407407407407406,0.68236260355979228,0.63407166569716233,0.42426263953270127,0.12801892921031716
openbmi,reverse,GLOBAL_KAPPA,0.68018518518518523,0.67866731147990433,0.60971690973455595,0.42104436005743823,0.12826891415170852
openbmi,reverse,FIXED_RELIABILITY_KAPPA,0.67537037037037051,0.67376166510643309,0.62633106680664763,0.4208863360271034,0.11713526122356671
openbmi,reverse,CLASSWISE_SELECTIVE_GATE,0.67425925925925922,0.67268355323636542,0.62569500177229243,0.42095067071482584,0.11654573273886044
openbmi,reverse,ORACLE_CONTINUOUS_KAPPA,0.72537037037037044,0.72489664514674612,0.59351590068212545,0.40917353758231578,0.13999912746990301
openbmi,reverse,POPULATION_ONLY,0.66481481481481475,0.66384053968848777,0.62676985116268691,0.43564593436200388,0.13002296046713038
openbmi,reverse,IDENTITY_RESIDUAL_CARRY,0.65870370370370357,0.65744849265605809,0.65855297478853903,0.43742774452192595,0.12927299082235752
openbmi,reverse,PAST_PROTOTYPE_DIRECT,0.65629629629629649,0.6549935264767609,0.65870164760794248,0.43692668861233069,0.13285568415240412
openbmi,reverse,LRCM_HISTORICAL_CONTROL,0.65870370370370379,0.65769482687635517,0.62397083189688607,0.43455615814171056,0.12637375129140516
