outer_fold,inner_fold,method,l2,kappa,mean_balanced_accuracy
2,4,SELECTIVE_GATE,10,,0.69555555555555548
2,4,GLOBAL_KAPPA,,0,0.69000000000000006
2,4,GLOBAL_KAPPA,,0.10000000000000001,0.68333333333333335
2,4,GLOBAL_KAPPA,,0.20000000000000001,0.69666666666666677
2,4,GLOBAL_KAPPA,,0.29999999999999999,0.69444444444444442
2,4,GLOBAL_KAPPA,,0.40000000000000002,0.69222222222222229
2,4,GLOBAL_KAPPA,,0.5,0.69333333333333325
2,4,GLOBAL_KAPPA,,0.59999999999999998,0.68333333333333335
2,4,GLOBAL_KAPPA,,0.69999999999999996,0.67777777777777781
2,4,GLOBAL_KAPPA,,0.80000000000000004,0.66666666666666663
2,4,GLOBAL_KAPPA,,0.90000000000000002,0.65777777777777779
2,4,GLOBAL_KAPPA,,1,0.64444444444444449
3,0,SELECTIVE_GATE,0.0001,,0.66222222222222216
3,0,SELECTIVE_GATE,0.001,,0.66000000000000003
3,0,SELECTIVE_GATE,0.01,,0.65222222222222237
3,0,SELECTIVE_GATE,0.10000000000000001,,0.65333333333333343
3,0,SELECTIVE_GATE,1,,0.65666666666666673
3,0,SELECTIVE_GATE,10,,0.65777777777777779
3,0,GLOBAL_KAPPA,,0,0.65333333333333343
3,0,GLOBAL_KAPPA,,0.10000000000000001,0.6544444444444445
3,0,GLOBAL_KAPPA,,0.20000000000000001,0.65888888888888886
3,0,GLOBAL_KAPPA,,0.29999999999999999,0.65222222222222237
3,0,GLOBAL_KAPPA,,0.40000000000000002,0.64888888888888885
3,0,GLOBAL_KAPPA,,0.5,0.64666666666666661
3,0,GLOBAL_KAPPA,,0.59999999999999998,0.65555555555555545
3,0,GLOBAL_KAPPA,,0.69999999999999996,0.64888888888888874
3,0,GLOBAL_KAPPA,,0.80000000000000004,0.64555555555555555
3,0,GLOBAL_KAPPA,,0.90000000000000002,0.6366666666666666
3,0,GLOBAL_KAPPA,,1,0.63222222222222224
3,1,SELECTIVE_GATE,0.0001,,0.70111111111111102
3,1,SELECTIVE_GATE,0.001,,0.70222222222222219
3,1,SELECTIVE_GATE,0.01,,0.70777777777777784
3,1,SELECTIVE_GATE,0.10000000000000001,,0.70444444444444454
3,1,SELECTIVE_GATE,1,,0.70444444444444443
3,1,SELECTIVE_GATE,10,,0.7055555555555556
3,1,GLOBAL_KAPPA,,0,0.70444444444444443
3,1,GLOBAL_KAPPA,,0.10000000000000001,0.70111111111111102
3,1,GLOBAL_KAPPA,,0.20000000000000001,0.7055555555555556
3,1,GLOBAL_KAPPA,,0.29999999999999999,0.69666666666666677
3,1,GLOBAL_KAPPA,,0.40000000000000002,0.68999999999999995
3,1,GLOBAL_KAPPA,,0.5,0.68222222222222229
3,1,GLOBAL_KAPPA,,0.59999999999999998,0.67333333333333334
3,1,GLOBAL_KAPPA,,0.69999999999999996,0.66555555555555546
3,1,GLOBAL_KAPPA,,0.80000000000000004,0.65777777777777791
3,1,GLOBAL_KAPPA,,0.90000000000000002,0.64888888888888896
3,1,GLOBAL_KAPPA,,1,0.64111111111111119
3,2,SELECTIVE_GATE,0.0001,,0.70000000000000007
3,2,SELECTIVE_GATE,0.001,,0.68333333333333335
3,2,SELECTIVE_GATE,0.01,,0.68111111111111122
3,2,SELECTIVE_GATE,0.10000000000000001,,0.68222222222222229
3,2,SELECTIVE_GATE,1,,0.68111111111111111
3,2,SELECTIVE_GATE,10,,0.68000000000000005
3,2,GLOBAL_KAPPA,,0,0.68444444444444441
3,2,GLOBAL_KAPPA,,0.10000000000000001,0.70111111111111113
3,2,GLOBAL_KAPPA,,0.20000000000000001,0.69555555555555559
3,2,GLOBAL_KAPPA,,0.29999999999999999,0.69000000000000006
3,2,GLOBAL_KAPPA,,0.40000000000000002,0.68000000000000005
3,2,GLOBAL_KAPPA,,0.5,0.68444444444444441
3,2,GLOBAL_KAPPA,,0.59999999999999998,0.67666666666666664
3,2,GLOBAL_KAPPA,,0.69999999999999996,0.68222222222222229
3,2,GLOBAL_KAPPA,,0.80000000000000004,0.67666666666666664
3,2,GLOBAL_KAPPA,,0.90000000000000002,0.6711111111111111
3,2,GLOBAL_KAPPA,,1,0.66666666666666663
3,3,SELECTIVE_GATE,0.0001,,0.67333333333333334
3,3,SELECTIVE_GATE,0.001,,0.66888888888888898
3,3,SELECTIVE_GATE,0.01,,0.68000000000000016
3,3,SELECTIVE_GATE,0.10000000000000001,,0.67888888888888888
3,3,SELECTIVE_GATE,1,,0.67444444444444451
3,3,SELECTIVE_GATE,10,,0.67666666666666664
3,3,GLOBAL_KAPPA,,0,0.69444444444444442
3,3,GLOBAL_KAPPA,,0.10000000000000001,0.68333333333333335
3,3,GLOBAL_KAPPA,,0.20000000000000001,0.67888888888888899
3,3,GLOBAL_KAPPA,,0.29999999999999999,0.6744444444444444
3,3,GLOBAL_KAPPA,,0.40000000000000002,0.67333333333333334
3,3,GLOBAL_KAPPA,,0.5,0.66777777777777769
3,3,GLOBAL_KAPPA,,0.59999999999999998,0.6644444444444445
3,3,GLOBAL_KAPPA,,0.69999999999999996,0.66222222222222227
3,3,GLOBAL_KAPPA,,0.80000000000000004,0.66111111111111109
3,3,GLOBAL_KAPPA,,0.90000000000000002,0.65888888888888886
3,3,GLOBAL_KAPPA,,1,0.65666666666666662
3,4,SELECTIVE_GATE,0.0001,,0.69333333333333325
3,4,SELECTIVE_GATE,0.001,,0.69222222222222229
3,4,SELECTIVE_GATE,0.01,,0.68777777777777771
3,4,SELECTIVE_GATE,0.10000000000000001,,0.67999999999999994
3,4,SELECTIVE_GATE,1,,0.68444444444444441
3,4,SELECTIVE_GATE,10,,0.68333333333333324
3,4,GLOBAL_KAPPA,,0,0.68333333333333335
3,4,GLOBAL_KAPPA,,0.10000000000000001,0.69444444444444442
3,4,GLOBAL_KAPPA,,0.20000000000000001,0.68777777777777782
3,4,GLOBAL_KAPPA,,0.29999999999999999,0.68555555555555558
3,4,GLOBAL_KAPPA,,0.40000000000000002,0.68333333333333335
3,4,GLOBAL_KAPPA,,0.5,0.67222222222222228
3,4,GLOBAL_KAPPA,,0.59999999999999998,0.67222222222222228
3,4,GLOBAL_KAPPA,,0.69999999999999996,0.65666666666666673
3,4,GLOBAL_KAPPA,,0.80000000000000004,0.64666666666666672
3,4,GLOBAL_KAPPA,,0.90000000000000002,0.63666666666666671
3,4,GLOBAL_KAPPA,,1,0.62888888888888894
4,0,SELECTIVE_GATE,0.0001,,0.63444444444444459
4,0,SELECTIVE_GATE,0.001,,0.64888888888888885
4,0,SELECTIVE_GATE,0.01,,0.63888888888888884
4,0,SELECTIVE_GATE,0.10000000000000001,,0.62666666666666671
4,0,SELECTIVE_GATE,1,,0.63666666666666671
4,0,SELECTIVE_GATE,10,,0.63444444444444448
4,0,GLOBAL_KAPPA,,0,0.68999999999999995
4,0,GLOBAL_KAPPA,,0.10000000000000001,0.65888888888888897
4,0,GLOBAL_KAPPA,,0.20000000000000001,0.64333333333333331
4,0,GLOBAL_KAPPA,,0.29999999999999999,0.63777777777777778
4,0,GLOBAL_KAPPA,,0.40000000000000002,0.62444444444444447
4,0,GLOBAL_KAPPA,,0.5,0.62000000000000011
4,0,GLOBAL_KAPPA,,0.59999999999999998,0.61444444444444446
4,0,GLOBAL_KAPPA,,0.69999999999999996,0.61222222222222233
4,0,GLOBAL_KAPPA,,0.80000000000000004,0.60666666666666669
4,0,GLOBAL_KAPPA,,0.90000000000000002,0.60222222222222233
4,0,GLOBAL_KAPPA,,1,0.60111111111111115
4,1,SELECTIVE_GATE,0.0001,,0.68999999999999995
4,1,SELECTIVE_GATE,0.001,,0.69333333333333336
4,1,SELECTIVE_GATE,0.01,,0.69222222222222218
4,1,SELECTIVE_GATE,0.10000000000000001,,0.69444444444444442
4,1,SELECTIVE_GATE,1,,0.69999999999999996
4,1,SELECTIVE_GATE,10,,0.69999999999999996
4,1,GLOBAL_KAPPA,,0,0.68999999999999995
4,1,GLOBAL_KAPPA,,0.10000000000000001,0.69111111111111112
4,1,GLOBAL_KAPPA,,0.20000000000000001,0.69222222222222218
4,1,GLOBAL_KAPPA,,0.29999999999999999,0.69000000000000006
4,1,GLOBAL_KAPPA,,0.40000000000000002,0.69555555555555559
4,1,GLOBAL_KAPPA,,0.5,0.68666666666666676
4,1,GLOBAL_KAPPA,,0.59999999999999998,0.6644444444444445
4,1,GLOBAL_KAPPA,,0.69999999999999996,0.65555555555555556
4,1,GLOBAL_KAPPA,,0.80000000000000004,0.65444444444444438
4,1,GLOBAL_KAPPA,,0.90000000000000002,0.64111111111111119
4,1,GLOBAL_KAPPA,,1,0.62222222222222223
4,2,SELECTIVE_GATE,0.0001,,0.698888888888889
4,2,SELECTIVE_GATE,0.001,,0.69444444444444442
4,2,SELECTIVE_GATE,0.01,,0.70000000000000007
4,2,SELECTIVE_GATE,0.10000000000000001,,0.70888888888888901
4,2,SELECTIVE_GATE,1,,0.70888888888888901
4,2,SELECTIVE_GATE,10,,0.70888888888888901
4,2,GLOBAL_KAPPA,,0,0.69111111111111112
4,2,GLOBAL_KAPPA,,0.10000000000000001,0.70000000000000007
4,2,GLOBAL_KAPPA,,0.20000000000000001,0.71111111111111114
4,2,GLOBAL_KAPPA,,0.29999999999999999,0.71444444444444444
4,2,GLOBAL_KAPPA,,0.40000000000000002,0.70777777777777784
4,2,GLOBAL_KAPPA,,0.5,0.70555555555555549
4,2,GLOBAL_KAPPA,,0.59999999999999998,0.70333333333333337
4,2,GLOBAL_KAPPA,,0.69999999999999996,0.70333333333333337
4,2,GLOBAL_KAPPA,,0.80000000000000004,0.70000000000000007
4,2,GLOBAL_KAPPA,,0.90000000000000002,0.69555555555555548
4,2,GLOBAL_KAPPA,,1,0.68888888888888877
4,3,SELECTIVE_GATE,0.0001,,0.71444444444444444
4,3,SELECTIVE_GATE,0.001,,0.71444444444444444
4,3,SELECTIVE_GATE,0.01,,0.71111111111111114
4,3,SELECTIVE_GATE,0.10000000000000001,,0.6777777777777777
4,3,SELECTIVE_GATE,1,,0.67222222222222228
4,3,SELECTIVE_GATE,10,,0.67222222222222228
4,3,GLOBAL_KAPPA,,0,0.72111111111111115
4,3,GLOBAL_KAPPA,,0.10000000000000001,0.70555555555555549
4,3,GLOBAL_KAPPA,,0.20000000000000001,0.69333333333333336
4,3,GLOBAL_KAPPA,,0.29999999999999999,0.67444444444444451
4,3,GLOBAL_KAPPA,,0.40000000000000002,0.67333333333333334
4,3,GLOBAL_KAPPA,,0.5,0.66999999999999993
4,3,GLOBAL_KAPPA,,0.59999999999999998,0.66888888888888898
4,3,GLOBAL_KAPPA,,0.69999999999999996,0.66111111111111109
4,3,GLOBAL_KAPPA,,0.80000000000000004,0.66222222222222227
4,3,GLOBAL_KAPPA,,0.90000000000000002,0.65333333333333332
4,3,GLOBAL_KAPPA,,1,0.64888888888888885
4,4,SELECTIVE_GATE,0.0001,,0.72666666666666657
4,4,SELECTIVE_GATE,0.001,,0.73111111111111116
4,4,SELECTIVE_GATE,0.01,,0.73222222222222222
4,4,SELECTIVE_GATE,0.10000000000000001,,0.72111111111111115
4,4,SELECTIVE_GATE,1,,0.72111111111111115
4,4,SELECTIVE_GATE,10,,0.72111111111111115
4,4,GLOBAL_KAPPA,,0,0.72000000000000008
4,4,GLOBAL_KAPPA,,0.10000000000000001,0.72666666666666668
4,4,GLOBAL_KAPPA,,0.20000000000000001,0.72222222222222232
4,4,GLOBAL_KAPPA,,0.29999999999999999,0.72333333333333316
4,4,GLOBAL_KAPPA,,0.40000000000000002,0.71333333333333337
4,4,GLOBAL_KAPPA,,0.5,0.70333333333333348
4,4,GLOBAL_KAPPA,,0.59999999999999998,0.69888888888888889
4,4,GLOBAL_KAPPA,,0.69999999999999996,0.69444444444444442
4,4,GLOBAL_KAPPA,,0.80000000000000004,0.69444444444444442
