dataset,direction,outer_fold,subject,method,balanced_accuracy,macro_f1,accuracy,nll,brier,ece10,kappa,recall_left_hand,recall_right_hand
openbmi,chronological,0,4,SELECTIVE_GATE,0.59999999999999998,0.59983993597438978,0.59999999999999998,0.67380949692150238,0.48080263771736109,0.061455194990631304,0.12497215261711984,0.57999999999999996,0.62
openbmi,chronological,0,4,GLOBAL_KAPPA,0.60000000000000009,0.59935897435897445,0.59999999999999998,0.67365461373324953,0.48063860977574047,0.062026813863268859,0.10000000000000001,0.56000000000000005,0.64000000000000001
openbmi,chronological,0,4,FIXED_RELIABILITY_KAPPA,0.58000000000000007,0.57983193277310918,0.57999999999999996,0.67426709807424789,0.48128569275877675,0.039804140771834431,0.18724311938842017,0.56000000000000005,0.59999999999999998
openbmi,chronological,0,4,CLASSWISE_SELECTIVE_GATE,0.56000000000000005,0.56000000000000005,0.56000000000000005,0.67427392600180636,0.48128967539321282,0.019857714351111361,0.18724311938842017,0.56000000000000005,0.56000000000000005
openbmi,chronological,0,4,ORACLE_CONTINUOUS_KAPPA,0.60000000000000009,0.59935897435897445,0.59999999999999998,0.67339388238387543,0.48036164210310195,0.063085730732265935,0.050000000000000003,0.56000000000000005,0.64000000000000001
openbmi,chronological,0,4,POPULATION_ONLY,0.58000000000000007,0.57983193277310918,0.57999999999999996,0.67319914760877031,0.48015366115046004,0.044090731457844479,,0.56000000000000005,0.59999999999999998
openbmi,chronological,0,4,IDENTITY_RESIDUAL_CARRY,0.56000000000000005,0.55841027699718992,0.56000000000000005,0.68932316062022569,0.49640646590017867,0.043173103105873384,,0.62,0.5
openbmi,chronological,0,4,PAST_PROTOTYPE_DIRECT,0.55000000000000004,0.54887218045112784,0.55000000000000004,0.68936072623697497,0.49644882925301942,0.044587416974292235,,0.59999999999999998,0.5
openbmi,chronological,0,4,LRCM_HISTORICAL_CONTROL,0.58000000000000007,0.57983193277310918,0.57999999999999996,0.67366565781760523,0.48061871037822806,0.044199867506414914,,0.56000000000000005,0.59999999999999998
openbmi,chronological,0,10,SELECTIVE_GATE,0.73999999999999999,0.73989595838335331,0.73999999999999999,0.59263902058993057,0.40258899293763972,0.12836231271518592,0.23138159364886762,0.71999999999999997,0.76000000000000001
openbmi,chronological,0,10,GLOBAL_KAPPA,0.75,0.74977479731758589,0.75,0.6009910960644832,0.4099687679155013,0.15737361292729099,0.10000000000000001,0.71999999999999997,0.78000000000000003
openbmi,chronological,0,10,FIXED_RELIABILITY_KAPPA,0.75,0.74997499749975005,0.75,0.5918373850707016,0.40192016354970755,0.13601149775945606,0.24765422068790083,0.73999999999999999,0.76000000000000001
openbmi,chronological,0,10,CLASSWISE_SELECTIVE_GATE,0.73999999999999999,0.73989595838335331,0.73999999999999999,0.59184201858703001,0.40190964317080807,0.12596535942525133,0.24765422068790083,0.71999999999999997,0.76000000000000001
openbmi,chronological,0,10,ORACLE_CONTINUOUS_KAPPA,0.77000000000000002,0.76997699769976991,0.77000000000000002,0.60967222451417913,0.41810536391496739,0.19148002013097504,0,0.76000000000000001,0.78000000000000003
openbmi,chronological,0,10,POPULATION_ONLY,0.77000000000000002,0.76997699769976991,0.77000000000000002,0.60967222451417913,0.41810536391496739,0.19148002013097504,,0.76000000000000001,0.78000000000000003
openbmi,chronological,0,10,IDENTITY_RESIDUAL_CARRY,0.71999999999999997,0.71999999999999997,0.71999999999999997,0.60181446841437714,0.41102504915213672,0.13360279247928333,,0.71999999999999997,0.71999999999999997
openbmi,chronological,0,10,PAST_PROTOTYPE_DIRECT,0.71999999999999997,0.71999999999999997,0.71999999999999997,0.60044692940661504,0.41057975269116026,0.11041587219413154,,0.71999999999999997,0.71999999999999997
openbmi,chronological,0,10,LRCM_HISTORICAL_CONTROL,0.75,0.74997499749975005,0.75,0.61015571376689559,0.41853368789926571,0.17175765427891557,,0.73999999999999999,0.76000000000000001
openbmi,chronological,0,11,SELECTIVE_GATE,0.56000000000000005,0.56000000000000005,0.56000000000000005,0.68454015222375597,0.49148549319306556,0.013320923803248324,0.16622610008233779,0.56000000000000005,0.56000000000000005
openbmi,chronological,0,11,GLOBAL_KAPPA,0.56000000000000005,0.56000000000000005,0.56000000000000005,0.68411295146715445,0.49106297164923818,0.019272424779221514,0.10000000000000001,0.56000000000000005,0.56000000000000005
openbmi,chronological,0,11,FIXED_RELIABILITY_KAPPA,0.54000000000000004,0.5398159263705482,0.54000000000000004,0.68519248987231773,0.49212838324163227,0.0085766788309282627,0.24942372891337894,0.56000000000000005,0.52000000000000002
openbmi,chronological,0,11,CLASSWISE_SELECTIVE_GATE,0.56000000000000005,0.56000000000000005,0.56000000000000005,0.68520016378558579,0.49213551687048251,0.017343726068125381,0.24942372891337894,0.56000000000000005,0.56000000000000005
openbmi,chronological,0,11,ORACLE_CONTINUOUS_KAPPA,0.57000000000000006,0.56961265138624761,0.56999999999999995,0.68794209804462259,0.49483894510860083,0.037878110559805944,0.5,0.54000000000000004,0.59999999999999998
openbmi,chronological,0,11,POPULATION_ONLY,0.55000000000000004,0.54995499549954996,0.55000000000000004,0.68362156167159382,0.49057185828950628,0.035170768358160805,,0.56000000000000005,0.54000000000000004
openbmi,chronological,0,11,IDENTITY_RESIDUAL_CARRY,0.5,0.49819349658771578,0.5,0.69699394570337814,0.50383441566527554,0.023979451216841086,,0.44,0.56000000000000005
openbmi,chronological,0,11,PAST_PROTOTYPE_DIRECT,0.42000000000000004,0.41976790716286516,0.41999999999999998,0.70461899278453488,0.51144212221266461,0.1095245854146028,,0.44,0.40000000000000002
openbmi,chronological,0,11,LRCM_HISTORICAL_CONTROL,0.57999999999999996,0.57999999999999996,0.57999999999999996,0.68273581639333047,0.48969370325696032,0.065588642504617947,,0.57999999999999996,0.57999999999999996
openbmi,chronological,0,18,SELECTIVE_GATE,0.8899999999999999,0.88972431077694236,0.89000000000000001,0.41193474486241061,0.24852408743765161,0.1873330155319074,0.91435241401187783,0.83999999999999997,0.93999999999999995
openbmi,chronological,0,18,GLOBAL_KAPPA,0.88,0.88,0.88,0.5473111293970454,0.35837843101157996,0.28673379432455021,0.10000000000000001,0.88,0.88
openbmi,chronological,0,18,FIXED_RELIABILITY_KAPPA,0.8899999999999999,0.88972431077694236,0.89000000000000001,0.43409835433649152,0.26416653325955236,0.20838298057170823,0.73241466062651472,0.83999999999999997,0.93999999999999995
openbmi,chronological,0,18,CLASSWISE_SELECTIVE_GATE,0.88,0.87995198079231685,0.88,0.43395809762362531,0.26390851656604669,0.19906077416139301,0.73241466062651472,0.85999999999999999,0.90000000000000002
openbmi,chronological,0,18,ORACLE_CONTINUOUS_KAPPA,0.89999999999999991,0.89963869931754314,0.90000000000000002,0.41130597204671959,0.24809631563886278,0.19671141853304688,0.92000000000000004,0.83999999999999997,0.95999999999999996
openbmi,chronological,0,18,POPULATION_ONLY,0.87,0.86998699869987006,0.87,0.57162854780628392,0.38107475225177412,0.29247457673292365,,0.88,0.85999999999999999
openbmi,chronological,0,18,IDENTITY_RESIDUAL_CARRY,0.8899999999999999,0.88945834589488493,0.89000000000000001,0.4027547568019258,0.24237103940059218,0.17802463278514266,,0.81999999999999995,0.95999999999999996
openbmi,chronological,0,18,PAST_PROTOTYPE_DIRECT,0.89999999999999991,0.89963869931754314,0.90000000000000002,0.40568820467633865,0.24445269590571844,0.19215257873452921,,0.83999999999999997,0.95999999999999996
openbmi,chronological,0,18,LRCM_HISTORICAL_CONTROL,0.85999999999999999,0.85999999999999999,0.85999999999999999,0.56354706796314613,0.37346432694068005,0.27766321758294032,,0.85999999999999999,0.85999999999999999
openbmi,chronological,0,31,SELECTIVE_GATE,0.70999999999999996,0.70973876488839949,0.70999999999999996,0.65178535850629427,0.4592885236061427,0.16052735516682776,0.1461953118431352,0.68000000000000005,0.73999999999999999
openbmi,chronological,0,31,GLOBAL_KAPPA,0.69999999999999996,0.69987995198079234,0.69999999999999996,0.65171421279202801,0.45925843724789006,0.1493812435744033,0.10000000000000001,0.68000000000000005,0.71999999999999997
openbmi,chronological,0,31,FIXED_RELIABILITY_KAPPA,0.69999999999999996,0.69951923076923084,0.69999999999999996,0.65168443656934405,0.45927674197448776,0.14807834449207732,0.04894374041451717,0.66000000000000003,0.73999999999999999
openbmi,chronological,0,31,CLASSWISE_SELECTIVE_GATE,0.69999999999999996,0.69987995198079234,0.69999999999999996,0.65168587051033133,0.45928280983237735,0.14813416675303565,0.04894374041451717,0.68000000000000005,0.71999999999999997
