dataset,direction,method,mean_balanced_accuracy,mean_macro_f1,mean_nll,mean_brier,mean_ece10
stieger,chronological,SELECTIVE_GATE,0.34635207984580357,0.32368055490133307,1.4995882750118004,0.77298968532455625,0.15223630582882436
stieger,chronological,GLOBAL_KAPPA,0.35614686914224075,0.33510523080288662,1.6013418783759548,0.78408861908524785,0.1717410316102698
stieger,chronological,FIXED_RELIABILITY_KAPPA,0.35445828084499376,0.33194507233331799,1.5876488089403502,0.77967528274797293,0.16971523549876666
stieger,chronological,CLASSWISE_SELECTIVE_GATE,0.34877245143438157,0.3276583649498942,1.6723027605713907,0.79334550775596002,0.1772309999566507
stieger,chronological,ORACLE_CONTINUOUS_KAPPA,0.39029118380687894,0.3744167245380739,1.594566651879308,0.7788245272071328,0.16544195748281673
stieger,chronological,POPULATION_ONLY,0.33702364669521429,0.31068801593761913,1.5058040922187452,0.78022259771054692,0.1574285296074466
stieger,chronological,IDENTITY_RESIDUAL_CARRY,0.35134868522807955,0.33626970176676696,1.885534074924504,0.82419188425734424,0.21148459762120606
stieger,chronological,PAST_PROTOTYPE_DIRECT,0.3463366257231108,0.33027891990618713,1.8492337937827381,0.82036829534954392,0.20591296390349972
stieger,chronological,LRCM_HISTORICAL_CONTROL,0.33155589285971349,0.30923268716130958,1.6304028588896449,0.79350726665593896,0.16407827939778677
