dataset,direction,outer_fold,subject,method,balanced_accuracy,macro_f1,accuracy,nll,brier,ece10,kappa,recall_left_hand,recall_right_hand
openbmi,reverse,0,43,SELECTIVE_GATE,0.72999999999999998,0.72867048537835388,0.72999999999999998,0.60302806012188714,0.41267421115846603,0.14613740314532025,0.2412609371225175,0.80000000000000004,0.66000000000000003
openbmi,reverse,0,43,GLOBAL_KAPPA,0.76000000000000001,0.75845410628019327,0.76000000000000001,0.60225949386094679,0.41177862858224867,0.17897614078534618,0.20000000000000001,0.83999999999999997,0.68000000000000005
openbmi,reverse,0,43,FIXED_RELIABILITY_KAPPA,0.76000000000000001,0.75845410628019327,0.76000000000000001,0.60215688755296803,0.41165557468777353,0.17939350120247372,0.193698830167923,0.83999999999999997,0.68000000000000005
openbmi,reverse,0,43,CLASSWISE_SELECTIVE_GATE,0.76000000000000001,0.75845410628019327,0.76000000000000001,0.6021604435156076,0.4116597700186706,0.1792746160124396,0.193698830167923,0.83999999999999997,0.68000000000000005
openbmi,reverse,0,43,ORACLE_CONTINUOUS_KAPPA,0.77000000000000002,0.76886745050748662,0.77000000000000002,0.60095302915496229,0.40979151773985589,0.20025462997510848,0,0.83999999999999997,0.69999999999999996
openbmi,reverse,0,43,POPULATION_ONLY,0.77000000000000002,0.76886745050748662,0.77000000000000002,0.60095302915496229,0.40979151773985589,0.20025462997510848,,0.83999999999999997,0.69999999999999996
openbmi,reverse,0,43,IDENTITY_RESIDUAL_CARRY,0.66999999999999993,0.66730517189232785,0.67000000000000004,0.64418024329476975,0.44853202681853932,0.050223707291192028,,0.76000000000000001,0.57999999999999996
openbmi,reverse,0,43,PAST_PROTOTYPE_DIRECT,0.65999999999999992,0.65780998389694045,0.66000000000000003,0.64874267122843643,0.45126650459059903,0.037712975512210867,,0.73999999999999999,0.57999999999999996
openbmi,reverse,0,43,LRCM_HISTORICAL_CONTROL,0.76000000000000001,0.75913287836210364,0.76000000000000001,0.60249118271737767,0.4113049809322627,0.18994008285370889,,0.81999999999999995,0.69999999999999996
openbmi,reverse,0,45,SELECTIVE_GATE,0.63,0.62817807255552205,0.63,0.59638547141529241,0.41599230367386064,0.1174545981915551,0.24029510431803902,0.56000000000000005,0.69999999999999996
openbmi,reverse,0,45,GLOBAL_KAPPA,0.6100000000000001,0.60902255639097747,0.60999999999999999,0.60036894580336597,0.41920076448785148,0.14717195499349964,0.20000000000000001,0.56000000000000005,0.66000000000000003
openbmi,reverse,0,45,FIXED_RELIABILITY_KAPPA,0.63,0.62817807255552205,0.63,0.57135981709800043,0.39609475127304272,0.11152447412732898,0.5987067815623669,0.56000000000000005,0.69999999999999996
openbmi,reverse,0,45,CLASSWISE_SELECTIVE_GATE,0.63,0.62817807255552205,0.63,0.57135488498700471,0.39607607253817323,0.1114615905443883,0.5987067815623669,0.56000000000000005,0.69999999999999996
