dataset,direction,subject,identity_balanced_accuracy,population_balanced_accuracy,oracle_balanced_accuracy,oracle_gain_over_identity,selected_method,oracle_recall_right_hand,identity_recall_right_hand,oracle_recall_left_hand,identity_recall_left_hand,oracle_recall_both_hand,identity_recall_both_hand,oracle_recall_rest,identity_recall_rest
stieger,chronological,57,0.33357041251778097,0.29427453769559031,0.33357041251778097,0,IDENTITY_RESIDUAL_CARRY,0.39473684210526316,0.39473684210526316,0.23684210526315788,0.23684210526315788,0.40540540540540543,0.40540540540540543,0.29729729729729731,0.29729729729729731
stieger,chronological,58,0.29445234708392604,0.29480796586059743,0.29480796586059743,0.00035561877667139585,POPULATION_ONLY,0.16216216216216217,0,0.052631578947368418,0.28947368421052633,0.64864864864864868,0.7567567567567568,0.31578947368421051,0.13157894736842105
stieger,chronological,59,0.24229831335094493,0.29582909977646821,0.29582909977646821,0.05353078642552328,POPULATION_ONLY,0.13157894736842105,0.36842105263157893,0.21621621621621623,0.3783783783783784,0.3783783783783784,0.10810810810810811,0.45714285714285713,0.11428571428571428
stieger,chronological,60,0.62037695590327169,0.47439544807965861,0.62037695590327169,0,IDENTITY_RESIDUAL_CARRY,0.57894736842105265,0.57894736842105265,0.6216216216216216,0.6216216216216216,0.60526315789473684,0.60526315789473684,0.67567567567567566,0.67567567567567566
stieger,chronological,61,0.3726884779516359,0.32005689900426743,0.3726884779516359,0,IDENTITY_RESIDUAL_CARRY,0.31578947368421051,0.31578947368421051,0.24324324324324326,0.24324324324324326,0.52631578947368418,0.52631578947368418,0.40540540540540543,0.40540540540540543
stieger,chronological,62,0.33428165007112376,0.29249644381223328,0.33428165007112376,0,IDENTITY_RESIDUAL_CARRY,0.45945945945945948,0.45945945945945948,0.28947368421052633,0.28947368421052633,0.35135135135135137,0.35135135135135137,0.23684210526315788,0.23684210526315788
stieger,reverse,1,0.35508534850640117,0.37375533428165009,0.37375533428165009,0.018669985775248921,POPULATION_ONLY,0.26315789473684209,0.18421052631578946,0.42105263157894735,0.26315789473684209,0.21621621621621623,0.48648648648648651,0.59459459459459463,0.48648648648648651
stieger,reverse,2,0.36539829302987198,0.35224039829302989,0.36539829302987198,0,IDENTITY_RESIDUAL_CARRY,0.1891891891891892,0.1891891891891892,0.5,0.5,0.35135135135135137,0.35135135135135137,0.42105263157894735,0.42105263157894735
stieger,reverse,3,0.27704678362573099,0.32785087719298245,0.32785087719298245,0.050804093567251463,POPULATION_ONLY,0.15789473684210525,0.10526315789473684,0.55263157894736847,0.15789473684210525,0.18421052631578946,0.28947368421052633,0.41666666666666669,0.55555555555555558
stieger,reverse,4,0.31881223328591751,0.45963726884779521,0.45963726884779521,0.1408250355618777,POPULATION_ONLY,0.42105263157894735,0.55263157894736847,0.55263157894736847,0.26315789473684209,0.35135135135135137,0.13513513513513514,0.51351351351351349,0.32432432432432434
stieger,reverse,5,0.31490042674253205,0.30689900426742533,0.31490042674253205,0,IDENTITY_RESIDUAL_CARRY,0.3783783783783784,0.3783783783783784,0.26315789473684209,0.26315789473684209,0.13157894736842105,0.13157894736842105,0.48648648648648651,0.48648648648648651
stieger,reverse,6,0.27631578947368418,0.23286463708290334,0.27631578947368418,0,IDENTITY_RESIDUAL_CARRY,0.18421052631578946,0.18421052631578946,0,0,0.5,0.5,0.42105263157894735,0.42105263157894735
stieger,reverse,7,0.26133040935672514,0.26535087719298245,0.26535087719298245,0.0040204678362573132,POPULATION_ONLY,0.21052631578947367,0.15789473684210525,0.31578947368421051,0.36842105263157893,0.16666666666666666,0.3611111111111111,0.36842105263157893,0.15789473684210525
stieger,reverse,8,0.36717638691322901,0.32681365576102417,0.36717638691322901,0,IDENTITY_RESIDUAL_CARRY,0.23684210526315788,0.23684210526315788,0.42105263157894735,0.42105263157894735,0.45945945945945948,0.45945945945945948,0.35135135135135137,0.35135135135135137
stieger,reverse,9,0.28076102418207682,0.30654338549075394,0.30654338549075394,0.025782361308677115,POPULATION_ONLY,0.1891891891891892,0.3783783783783784,0.21052631578947367,0.26315789473684209,0.42105263157894735,0.18421052631578946,0.40540540540540543,0.29729729729729731
stieger,reverse,10,0.24671052631578946,0.22551169590643275,0.24671052631578946,0,IDENTITY_RESIDUAL_CARRY,0.39473684210526316,0.39473684210526316,0.10526315789473684,0.10526315789473684,0.25,0.25,0.23684210526315788,0.23684210526315788
stieger,reverse,11,0.32379089615931722,0.32823613086770981,0.32823613086770981,0.0044452347083925869,POPULATION_ONLY,0.1891891891891892,0.21621621621621623,0.27027027027027029,0.40540540540540543,0.43243243243243246,0.59459459459459463,0.42105263157894735,0.078947368421052627
stieger,reverse,12,0.32361308677098155,0.35650782361308675,0.35650782361308675,0.032894736842105199,POPULATION_ONLY,0.27027027027027029,0.48648648648648651,0.43243243243243246,0.24324324324324326,0.23684210526315788,0.10526315789473684,0.48648648648648651,0.45945945945945948
