dataset,direction,outer_fold,subject,kappa,global_kappa,fixed_reliability_kappa,oracle_continuous_kappa,h_00,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23
stieger,chronological,0,5,0.1557193121827519,0.59999999999999998,0.40736698420322659,0.089999999999999997,0.26478465294750392,0.52623497098978078,0.27064078022221161,0.40736698420322659,11.193211897526552,37.5,0.50166711459174818,0.699569180172115,-0.14091725110059494,0.4266921617769649,0.1143076447915702,0,10.545090018369191,37,0.33809413599110261,0.61400171434710149,0.63342093216797368,0.60650832562746082,0.51472194469962718,0.77293908219430063,12.515600655904397,38,0.71875021572935804,0.91104731547721141
stieger,chronological,0,11,0.2274186863686701,0.59999999999999998,0.31088658150361237,0.96999999999999997,0.21551253501158743,0.73641000917919885,0.2839513835907575,0.31088658150361237,7.7115719781439731,37.25,0.52911392763452447,0.64189940272385471,0.013354627923348272,0.52777843495698129,0.23301779382645474,0.024681911304475904,7.2245523494016801,37,0.47674396361702337,0.55340109396111548,0.46149961477919804,0.97529509345588838,0.35809984447767046,0.63154240144300222,8.6368660484021333,38,0.59848505958572729,0.77118574262491779
stieger,chronological,0,15,0.23565707817365197,0.59999999999999998,0.1026368944590053,0.97999999999999998,-0.10248250477502843,0.87310004872736857,0.17408298325630375,0.1026368944590053,8.7886667396655351,37.5,0.40905641121306852,0.59459490295989537,-0.46655296977820127,0.54388930614645337,0.12635809873575032,0,8.2786323432953708,37,0.35766511014289798,0.56024346192147856,0.28269646192283354,1.4938679734110039,0.29583206558982678,0.41054757783602119,9.9649478306037889,38,0.54390446366050982,0.62894634399831206
stieger,chronological,0,26,0.025992261068003446,0.59999999999999998,0.67389544135908541,0.98999999999999999,0.53593643407387337,0.70466734801988673,0.54816841072098321,0.67389544135908541,7.2329356840815819,37.5,0.73302466394718979,1.1669401618039252,0.49793587090636687,0.54100325957981876,0.38758143438517167,0.65103897427347912,6.3721103257834955,37,0.61930526268023811,1.0744019913610245,0.60492544024609773,0.93103504831748563,0.77012551897774961,0.69776516120511256,8.2672469579215377,38,0.87756795690006228,1.2861668550225478
stieger,chronological,0,28,0.10037020306346753,0.59999999999999998,0.4709932265369533,0.64000000000000001,0.36342862461506203,0.44344544414697523,0.30163316096575699,0.4709932265369533,5.3008851545364752,37.5,0.51502780769208922,0.78648682861587038,0.094021863302090447,0.34090372073274033,0.13444553891362035,0.1684895125132683,4.605801838664572,36,0.36666815912159639,0.59006612703675021,0.74560044710732698,0.52306691584347864,0.70894042540780167,0.81554623734926002,6.5292668322586316,38,0.84198600071960905,1.3391026251093054
stieger,chronological,0,37,0.084101240776676842,0.59999999999999998,0.33303259711265387,0.75,0.15980326333199563,0.68439428658781443,0.26615741578384444,0.33303259711265387,5.2873450392830783,37.5,0.4916832628300441,0.70666828712048879,-0.28503152850262414,0.31569578752691474,0.10768215514075533,0,3.5312738253587366,36,0.32814959262622179,0.53510119973011305,0.74751939994421723,1.2876023971918413,0.54741601970208253,0.83542500939565345,7.023728946265714,38,0.7398756785447691,1.1954738808733989
stieger,chronological,0,41,0.4289203558250913,0.59999999999999998,0.20856852404707116,0.95999999999999996,0.070373894551414767,0.5373943295469582,0.14371941339203329,0.20856852404707116,7.5487371864969086,37.5,0.37381095904765077,0.58365506101275333,-0.14844821875220307,0.28012602652792135,0.10454013506353174,0,6.9372526111004742,37,0.32510421644377635,0.56311782113016096,0.30448283318382535,0.98815493971239976,0.20986063400806945,0.4663689617327948,8.4319724270851886,38,0.45039383876002298,0.62549991794118465
stieger,chronological,0,48,0.020944850420075638,0.59999999999999998,0.42505565664479295,0.93000000000000005,0.29562424500377649,1.4577109019175993,0.63776984982915208,0.42505565664479295,12.072190108393649,37.5,0.77689727765575378,0.88952853576535373,-0.29854988320736126,0.74632410098141522,0.27176459851084278,0,10.023620731191576,37,0.53300039656542653,0.83825762666628612,0.63043578349596407,2.5203145220947745,1.0023722685190637,0.75664416521083711,16.236368000522525,38,1.0011854316354507,1.009979501820363
stieger,chronological,0,56,0.030787724187247852,0.59999999999999998,0.61962955846219614,0.41000000000000003,0.54878820410799889,0.69152009402883063,0.86265850208646822,0.61962955846219614,10.032592746441448,37.25,0.8662404032784633,0.96399637565541718,0.065877667031628867,0.56006958052935119,0.29222511535395579,0.12005772455164707,7.743864446187815,36,0.54057850063978286,0.63066323606078745,0.89863920068659253,1.0285649317903889,1.9018398415896871,0.92252374717458796,11.900327805098076,38,1.3790720944133732,1.6452134027889389
stieger,chronological,0,60,0.00099288174462007083,0.59999999999999998,0.88670732415257147,0.17000000000000001,0.81369440457589914,0.58173712307456182,1.3096954765785624,0.88670732415257147,9.3636113338661673,37.5,1.133372086941266,1.8034928610020646,0.77872466456551448,0.45259950245268282,0.89833850091611478,0.87404538990741709,8.9739068987667565,37,0.94670613607449516,1.6480771654285478,0.83442818609870584,0.76933937382367568,1.8325318944176257,0.89697824150247474,9.7405875264158617,38,1.3537104174887722,2.2011779159673717
stieger,chronological,1,4,0.15474022165074622,0.59999999999999998,0.27915943169180901,0,0.11914338494449248,0.63162126636058824,0.1927497222908322,0.27915943169180901,6.0322722211686255,37.5,0.43885462075020021,0.74724640710604251,-0.25162938691417414,0.36393698161858667,0.15657176883629823,0,5.2934891609465957,37,0.40169563797173014,0.66212840151476504,0.40967142222267572,0.99699864045997988,0.21645695056297651,0.57966586349577554,7.3846754938571086,38,0.46524934235630738,0.83236441269732009
stieger,chronological,1,16,0.1548727549498046,0.59999999999999998,0.24834343861022154,0.059999999999999998,0.13405943216852295,0.57758660867643252,0.20134619199695872,0.24834343861022154,9.8025361789611374,37.5,0.4403724267641933,0.55293116139542353,-0.094337646575005263,0.38952139402885055,0.12914439882887202,0,8.3061073179489942,37,0.36251323497557386,0.49797675061771757,0.503123088469008,0.79377939917398188,0.36015056188690919,0.64156629983499747,11.572860649428229,38,0.60012545512326765,0.61198392902411503
stieger,chronological,1,19,0.15468328251057417,0.59999999999999998,0.46077150791803712,0.56000000000000005,0.23045250856151039,0.53803308009179462,0.23296445632708418,0.46077150791803712,4.0573833943145843,37.5,0.46485749073625582,0.57123412426987963,-0.53501901831137322,0.29663355629896515,0.068730834892903797,0,4.0004314520125126,36,0.26216566306994477,0.48548693581557473,0.68044357671221301,0.88391846004768615,0.38077542856887464,0.7782286269202443,4.116328762312631,38,0.61707003538405159,0.67975194387709015
stieger,chronological,1,22,0.15475107397487994,0.59999999999999998,0.28554864364103782,0.95999999999999996,0.205640553865853,0.69794339297821439,0.26749723140217391,0.28554864364103782,6.002137706774354,37.25,0.50127773762095162,0.52259303854320249,-0.026114400959698136,0.3636810327973527,0.13638705056135728,0,4.6535524177425858,36,0.36980482966977873,0.47545888623036314,0.64868199212043265,1.5074332764286218,0.42520408183914749,0.78617265900443778,9.0696693917644264,38,0.65207674535989046,0.61752848012429107
stieger,chronological,1,33,0.15536410421334465,0.59999999999999998,0.57397599466989124,0.31,0.45562358466880193,0.42001683176232202,0.40775535549927361,0.57397599466989124,10.519962242121125,37.5,0.59339315342524812,0.57002863935052173,0.11788159423532911,0.34105667135548223,0.16260488866772921,0.21019319055478256,6.387896174849276,37,0.40324296480872329,0.42530987495828032,0.8295179838702772,0.51370579327457522,0.9682641765880573,0.8864339932301124,14.004738893721132,38,0.98400415476158287,0.88728900056634918
stieger,chronological,1,34,0.15366125749188292,0.59999999999999998,0.36115927829719408,0.52000000000000002,0.15834237614854671,0.7427917559776489,0.25579332086525025,0.36115927829719408,11.796367281223052,35.5,0.49604145121279936,0.66926368636785116,-0.435885227203337,0.37646219197860809,0.14323748676498599,0,9.2805097133880885,34,0.3795709090838395,0.55103516386968354,0.66576163753031292,1.6171318300369737,0.43324576309882851,0.7827663741654044,13.520685423581238,37,0.65821407087575134,0.87062977781226558
stieger,chronological,1,44,0.15428403721976336,0.59999999999999998,0.36914336728852393,0.23000000000000001,0.10831120583431482,0.96762996549912184,0.2846584324108592,0.36914336728852393,11.287894597364639,37.25,0.52322462840624862,0.64815125312061928,-0.61852487747569374,0.47446578556879437,0.12208950305742002,0,10.18892791578241,36,0.35754389026024286,0.58837653329008011,0.49696653919506317,1.8418018832426308,0.42594704443465636,0.63405408154925857,13.293272242828685,38,0.6526461862561187,0.78336144641328409
stieger,chronological,1,49,0.15481903610653969,0.59999999999999998,0.24342368273281939,0.40000000000000002,0.11195562335154874,0.4999102053127209,0.15875901196957648,0.24342368273281939,7.0724695748383155,37.5,0.3953740651029316,0.67169540790889726,-0.17844302771485557,0.36028545470465473,0.10437904194202774,0,6.0877215207669959,37,0.32307745501973317,0.64094700860052567,0.33973718303425476,0.59670707131041956,0.19428454524555749,0.50441785728235422,8.361055871669052,38,0.43983657950136118,0.71656900895010545
