outer_fold,inner_fold,method,l2,kappa,mean_balanced_accuracy
3,1,GLOBAL_KAPPA,,0.69999999999999996,0.40531629650437695
3,1,GLOBAL_KAPPA,,0.80000000000000004,0.40543553338831978
3,1,GLOBAL_KAPPA,,0.90000000000000002,0.39953458600130426
3,1,GLOBAL_KAPPA,,1,0.39150910696189334
3,2,SELECTIVE_GATE,0.0001,,0.33074361015150489
3,2,SELECTIVE_GATE,0.001,,0.33074361015150489
3,2,SELECTIVE_GATE,0.01,,0.32734547517442253
3,2,SELECTIVE_GATE,0.10000000000000001,,0.32250609632188582
3,2,SELECTIVE_GATE,1,,0.31374314163787853
3,2,SELECTIVE_GATE,10,,0.315790997764682
3,2,GLOBAL_KAPPA,,0,0.31703648197069245
3,2,GLOBAL_KAPPA,,0.10000000000000001,0.31517064056537747
3,2,GLOBAL_KAPPA,,0.20000000000000001,0.31658907968118494
3,2,GLOBAL_KAPPA,,0.29999999999999999,0.32674298358508885
3,2,GLOBAL_KAPPA,,0.40000000000000002,0.32960365440628603
3,2,GLOBAL_KAPPA,,0.5,0.34368615796247381
3,2,GLOBAL_KAPPA,,0.59999999999999998,0.34233184312131676
3,2,GLOBAL_KAPPA,,0.69999999999999996,0.34028209600578024
3,2,GLOBAL_KAPPA,,0.80000000000000004,0.32950289575289576
3,2,GLOBAL_KAPPA,,0.90000000000000002,0.32267106392106387
3,2,GLOBAL_KAPPA,,1,0.32267106392106393
3,3,SELECTIVE_GATE,0.0001,,0.34701477793583058
3,3,SELECTIVE_GATE,0.001,,0.35356858054226475
3,3,SELECTIVE_GATE,0.01,,0.35768962742646954
3,3,SELECTIVE_GATE,0.10000000000000001,,0.36111200913832492
3,3,SELECTIVE_GATE,1,,0.36230818138712878
3,3,SELECTIVE_GATE,10,,0.3556969050390103
3,3,GLOBAL_KAPPA,,0,0.34372620227883383
3,3,GLOBAL_KAPPA,,0.10000000000000001,0.35136302570513095
3,3,GLOBAL_KAPPA,,0.20000000000000001,0.35684458381826806
3,3,GLOBAL_KAPPA,,0.29999999999999999,0.35760790695001227
3,3,GLOBAL_KAPPA,,0.40000000000000002,0.35893429314481951
3,3,GLOBAL_KAPPA,,0.5,0.34697526473842261
3,3,GLOBAL_KAPPA,,0.59999999999999998,0.3471378076641235
3,3,GLOBAL_KAPPA,,0.69999999999999996,0.34773589378852532
3,3,GLOBAL_KAPPA,,0.80000000000000004,0.34537677629782898
3,3,GLOBAL_KAPPA,,0.90000000000000002,0.33874933545986169
3,3,GLOBAL_KAPPA,,1,0.32785446930183776
3,4,SELECTIVE_GATE,0.0001,,0.33308925819616614
3,4,SELECTIVE_GATE,0.001,,0.33250339037345611
3,4,SELECTIVE_GATE,0.01,,0.34338828842940677
3,4,SELECTIVE_GATE,0.10000000000000001,,0.35339895699270696
3,4,SELECTIVE_GATE,1,,0.35135316119691118
3,4,SELECTIVE_GATE,10,,0.34941602669398719
3,4,GLOBAL_KAPPA,,0,0.33689347594775232
3,4,GLOBAL_KAPPA,,0.10000000000000001,0.34951291869877393
3,4,GLOBAL_KAPPA,,0.20000000000000001,0.34871647375759213
3,4,GLOBAL_KAPPA,,0.29999999999999999,0.35086887051525212
3,4,GLOBAL_KAPPA,,0.40000000000000002,0.35342430188647295
3,4,GLOBAL_KAPPA,,0.5,0.3468870127176048
3,4,GLOBAL_KAPPA,,0.59999999999999998,0.33894296904987697
3,4,GLOBAL_KAPPA,,0.69999999999999996,0.33613567985278514
3,4,GLOBAL_KAPPA,,0.80000000000000004,0.33269983799589065
3,4,GLOBAL_KAPPA,,0.90000000000000002,0.33536895448079657
3,4,GLOBAL_KAPPA,,1,0.33721413612860979
4,0,SELECTIVE_GATE,0.0001,,0.2951069496077236
4,0,SELECTIVE_GATE,0.001,,0.31829131818682899
4,0,SELECTIVE_GATE,0.01,,0.31350923347053378
4,0,SELECTIVE_GATE,0.10000000000000001,,0.30999741337976633
4,0,SELECTIVE_GATE,1,,0.31557083454529272
4,0,SELECTIVE_GATE,10,,0.31407979574001244
4,0,GLOBAL_KAPPA,,0,0.29320052250392814
4,0,GLOBAL_KAPPA,,0.10000000000000001,0.30867941415542033
4,0,GLOBAL_KAPPA,,0.20000000000000001,0.32175747397109628
4,0,GLOBAL_KAPPA,,0.29999999999999999,0.32783855505217729
4,0,GLOBAL_KAPPA,,0.40000000000000002,0.32698361231642964
4,0,GLOBAL_KAPPA,,0.5,0.32353766637048376
4,0,GLOBAL_KAPPA,,0.59999999999999998,0.31425319558833492
4,0,GLOBAL_KAPPA,,0.69999999999999996,0.31774113841838297
4,0,GLOBAL_KAPPA,,0.80000000000000004,0.31240784459824711
4,0,GLOBAL_KAPPA,,0.90000000000000002,0.29695127956350864
4,0,GLOBAL_KAPPA,,1,0.29156365509693682
4,1,SELECTIVE_GATE,0.0001,,0.35280543701596334
4,1,SELECTIVE_GATE,0.001,,0.35479591433538804
4,1,SELECTIVE_GATE,0.01,,0.34553105737316259
4,1,SELECTIVE_GATE,0.10000000000000001,,0.33692804646752011
4,1,SELECTIVE_GATE,1,,0.33758594120436225
4,1,SELECTIVE_GATE,10,,0.33692804646752011
4,1,GLOBAL_KAPPA,,0,0.33289177335229969
4,1,GLOBAL_KAPPA,,0.10000000000000001,0.33619804014540849
4,1,GLOBAL_KAPPA,,0.20000000000000001,0.34555180180180184
4,1,GLOBAL_KAPPA,,0.29999999999999999,0.35686146672988778
4,1,GLOBAL_KAPPA,,0.40000000000000002,0.36342460881934568
4,1,GLOBAL_KAPPA,,0.5,0.36541706179864075
4,1,GLOBAL_KAPPA,,0.59999999999999998,0.3640666982772246
4,1,GLOBAL_KAPPA,,0.69999999999999996,0.36424747115536593
4,1,GLOBAL_KAPPA,,0.80000000000000004,0.36561660344555086
4,1,GLOBAL_KAPPA,,0.90000000000000002,0.35690394341710135
4,1,GLOBAL_KAPPA,,1,0.34571874506085032
4,2,SELECTIVE_GATE,0.0001,,0.33912778978568453
4,2,SELECTIVE_GATE,0.001,,0.34570681412786675
4,2,SELECTIVE_GATE,0.01,,0.34781530505214714
4,2,SELECTIVE_GATE,0.10000000000000001,,0.34341586973165916
