dataset,direction,outer_fold,selected_l2,objective,optimizer_iterations,parameter_norm,intercept
openbmi,reverse,0,10,0.6144590338252468,12,0.0057220323221917153,-1.1521833099411847
openbmi,reverse,1,0.10000000000000001,0.60371689792856631,13,0.198359607902972,-0.2171826175791747
openbmi,reverse,2,10,0.60619128347215145,12,0.0061866804051975456,-1.0884461707941291
openbmi,reverse,3,0.10000000000000001,0.61198344991531817,16,0.15660995454636442,-0.739128404631333
openbmi,reverse,4,1,0.60411258061365425,16,0.040394222904937251,-0.92097947629638577
openbmi,reverse,5,1,0.60503133403244924,17,0.034087611738386404,-1.0459325421472458
