protocol,subject,split,feature,confusion_matrix
P0,3,0train_fold0,F2-S,"[[6, 5, 1, 3], [4, 6, 4, 1], [2, 0, 10, 2], [4, 2, 1, 7]]"
P0,3,0train_fold0,F2-V,"[[5, 3, 2, 5], [7, 4, 1, 3], [2, 0, 8, 4], [3, 1, 1, 9]]"
P0,3,0train_fold0,F3-G,"[[8, 3, 1, 3], [3, 7, 2, 3], [4, 4, 3, 3], [3, 4, 1, 6]]"
P0,3,0train_fold0,F3-D,"[[2, 5, 6, 2], [3, 6, 2, 4], [3, 3, 4, 4], [3, 3, 1, 7]]"
P0,3,0train_fold0,F2-S-SHUFFLE,"[[6, 4, 1, 4], [1, 11, 1, 2], [2, 1, 8, 3], [3, 3, 1, 7]]"
P0,3,0train_fold0,F2-S-REVERSE,"[[6, 5, 1, 3], [4, 6, 4, 1], [2, 0, 10, 2], [4, 2, 1, 7]]"
P0,3,0train_fold1,F0,"[[11, 1, 0, 2], [0, 14, 1, 0], [1, 0, 12, 1], [3, 1, 0, 11]]"
P0,3,0train_fold1,F1,"[[11, 0, 1, 2], [1, 14, 0, 0], [0, 0, 13, 1], [2, 1, 1, 11]]"
P0,3,0train_fold1,F2-S,"[[7, 4, 1, 2], [1, 9, 4, 1], [0, 3, 11, 0], [2, 2, 3, 8]]"
P0,3,0train_fold1,F2-V,"[[8, 4, 2, 0], [3, 8, 2, 2], [1, 4, 8, 1], [4, 2, 3, 6]]"
P0,3,0train_fold1,F3-G,"[[4, 3, 6, 1], [4, 3, 7, 1], [2, 3, 9, 0], [4, 3, 3, 5]]"
P0,3,0train_fold1,F3-D,"[[3, 6, 5, 0], [4, 3, 4, 4], [1, 5, 7, 1], [2, 5, 2, 6]]"
P0,3,0train_fold1,F2-S-SHUFFLE,"[[6, 3, 2, 3], [3, 10, 1, 1], [0, 5, 8, 1], [2, 2, 3, 8]]"
P0,3,0train_fold1,F2-S-REVERSE,"[[7, 4, 1, 2], [1, 9, 4, 1], [0, 3, 11, 0], [2, 2, 3, 8]]"
P0,3,0train_fold2,F0,"[[13, 0, 0, 1], [1, 12, 1, 0], [0, 0, 14, 1], [3, 0, 0, 12]]"
P0,3,0train_fold2,F1,"[[10, 0, 1, 3], [1, 11, 1, 1], [0, 0, 14, 1], [3, 0, 0, 12]]"
P0,3,0train_fold2,F2-S,"[[7, 3, 0, 4], [4, 5, 3, 2], [1, 4, 9, 1], [4, 3, 1, 7]]"
P0,3,0train_fold2,F2-V,"[[3, 5, 1, 5], [5, 3, 6, 0], [3, 2, 9, 1], [3, 3, 2, 7]]"
P0,3,0train_fold2,F3-G,"[[5, 3, 3, 3], [2, 6, 3, 3], [0, 5, 5, 5], [1, 4, 0, 10]]"
P0,3,0train_fold2,F3-D,"[[5, 4, 3, 2], [2, 7, 3, 2], [2, 4, 6, 3], [2, 4, 0, 9]]"
P0,3,0train_fold2,F2-S-SHUFFLE,"[[2, 6, 0, 6], [2, 8, 3, 1], [2, 4, 7, 2], [3, 2, 4, 6]]"
P0,3,0train_fold2,F2-S-REVERSE,"[[7, 3, 0, 4], [4, 5, 3, 2], [1, 4, 9, 1], [4, 3, 1, 7]]"
P0,3,0train_fold3,F0,"[[12, 0, 0, 2], [0, 13, 1, 0], [1, 1, 13, 0], [3, 0, 0, 11]]"
P0,3,0train_fold3,F1,"[[13, 0, 0, 1], [0, 14, 0, 0], [0, 0, 14, 1], [1, 2, 0, 11]]"
P0,3,0train_fold3,F2-S,"[[10, 0, 0, 4], [2, 7, 4, 1], [1, 1, 12, 1], [2, 1, 1, 10]]"
P0,3,0train_fold3,F2-V,"[[9, 3, 0, 2], [2, 9, 1, 2], [3, 1, 9, 2], [3, 0, 2, 9]]"
P0,3,0train_fold3,F3-G,"[[5, 3, 3, 3], [3, 5, 5, 1], [2, 6, 4, 3], [7, 0, 2, 5]]"
P0,3,0train_fold3,F3-D,"[[1, 6, 3, 4], [1, 5, 5, 3], [3, 5, 4, 3], [2, 5, 3, 4]]"
P0,3,0train_fold3,F2-S-SHUFFLE,"[[7, 1, 2, 4], [1, 6, 7, 0], [2, 0, 11, 2], [2, 4, 0, 8]]"
P0,3,0train_fold3,F2-S-REVERSE,"[[10, 0, 0, 4], [2, 7, 4, 1], [1, 1, 12, 1], [2, 1, 1, 10]]"
P0,3,0train_fold4,F0,"[[13, 1, 0, 1], [1, 10, 0, 3], [0, 1, 12, 1], [2, 0, 0, 12]]"
P0,3,0train_fold4,F1,"[[13, 2, 0, 0], [3, 10, 0, 1], [0, 0, 13, 1], [2, 0, 1, 11]]"
P0,3,0train_fold4,F2-S,"[[9, 3, 0, 3], [5, 7, 1, 1], [1, 4, 9, 0], [0, 1, 3, 10]]"
P0,3,0train_fold4,F2-V,"[[4, 8, 1, 2], [6, 5, 2, 1], [2, 6, 6, 0], [4, 2, 2, 6]]"
P0,3,0train_fold4,F3-G,"[[5, 4, 2, 4], [7, 4, 3, 0], [2, 5, 3, 4], [2, 3, 3, 6]]"
P0,3,0train_fold4,F3-D,"[[4, 4, 3, 4], [6, 4, 2, 2], [2, 4, 6, 2], [1, 3, 2, 8]]"
P0,3,0train_fold4,F2-S-SHUFFLE,"[[8, 3, 2, 2], [5, 3, 2, 4], [0, 1, 11, 2], [4, 1, 0, 9]]"
P0,3,0train_fold4,F2-S-REVERSE,"[[9, 3, 0, 3], [5, 7, 1, 1], [1, 4, 9, 0], [0, 1, 3, 10]]"
P0,3,1test_fold0,F0,"[[11, 1, 0, 3], [0, 12, 1, 2], [1, 0, 13, 0], [2, 0, 0, 12]]"
P0,3,1test_fold0,F1,"[[9, 3, 0, 3], [1, 14, 0, 0], [0, 1, 13, 0], [3, 1, 0, 10]]"
P0,3,1test_fold0,F2-S,"[[5, 0, 2, 8], [3, 8, 2, 2], [2, 2, 9, 1], [5, 2, 0, 7]]"
P0,3,1test_fold0,F2-V,"[[3, 2, 2, 8], [3, 6, 4, 2], [1, 1, 12, 0], [5, 1, 1, 7]]"
P0,3,1test_fold0,F3-G,"[[6, 0, 3, 6], [6, 3, 4, 2], [3, 4, 5, 2], [4, 5, 2, 3]]"
P0,3,1test_fold0,F3-D,"[[5, 0, 3, 7], [4, 4, 4, 3], [2, 3, 8, 1], [5, 2, 3, 4]]"
P0,3,1test_fold0,F2-S-SHUFFLE,"[[5, 2, 2, 6], [3, 8, 3, 1], [2, 1, 9, 2], [4, 3, 2, 5]]"
P0,3,1test_fold0,F2-S-REVERSE,"[[5, 0, 2, 8], [3, 8, 2, 2], [2, 2, 9, 1], [5, 2, 0, 7]]"
P0,3,1test_fold1,F0,"[[14, 0, 0, 0], [1, 14, 0, 0], [0, 0, 14, 0], [3, 0, 0, 12]]"
P0,3,1test_fold1,F1,"[[10, 0, 2, 2], [0, 14, 1, 0], [0, 0, 14, 0], [2, 0, 0, 13]]"
P0,3,1test_fold1,F2-S,"[[7, 2, 2, 3], [3, 9, 1, 2], [0, 2, 11, 1], [3, 3, 2, 7]]"
P0,3,1test_fold1,F2-V,"[[7, 2, 2, 3], [4, 6, 1, 4], [2, 2, 9, 1], [2, 1, 3, 9]]"
P0,3,1test_fold1,F3-G,"[[3, 4, 3, 4], [4, 3, 3, 5], [0, 5, 6, 3], [3, 2, 3, 7]]"
P0,3,1test_fold1,F3-D,"[[5, 2, 3, 4], [4, 4, 4, 3], [0, 5, 8, 1], [3, 4, 2, 6]]"
P0,3,1test_fold1,F2-S-SHUFFLE,"[[6, 2, 3, 3], [4, 7, 2, 2], [1, 1, 10, 2], [6, 1, 1, 7]]"
P0,3,1test_fold1,F2-S-REVERSE,"[[7, 2, 2, 3], [3, 9, 1, 2], [0, 2, 11, 1], [3, 3, 2, 7]]"
P0,3,1test_fold2,F0,"[[12, 0, 2, 0], [0, 12, 1, 1], [0, 0, 15, 0], [3, 2, 0, 10]]"
P0,3,1test_fold2,F1,"[[12, 0, 1, 1], [0, 11, 1, 2], [0, 0, 15, 0], [4, 1, 0, 10]]"
P0,3,1test_fold2,F2-S,"[[6, 2, 3, 3], [1, 10, 3, 0], [0, 2, 10, 3], [6, 1, 0, 8]]"
P0,3,1test_fold2,F2-V,"[[5, 3, 1, 5], [0, 9, 4, 1], [1, 2, 9, 3], [9, 0, 0, 6]]"
P0,3,1test_fold2,F3-G,"[[3, 4, 1, 6], [3, 6, 5, 0], [1, 8, 5, 1], [4, 5, 1, 5]]"
P0,3,1test_fold2,F3-D,"[[4, 3, 2, 5], [4, 6, 4, 0], [3, 4, 7, 1], [2, 8, 1, 4]]"
P0,3,1test_fold2,F2-S-SHUFFLE,"[[7, 2, 2, 3], [3, 5, 5, 1], [1, 2, 8, 4], [2, 1, 2, 10]]"
P0,3,1test_fold2,F2-S-REVERSE,"[[6, 2, 3, 3], [1, 10, 3, 0], [0, 2, 10, 3], [6, 1, 0, 8]]"
P0,3,1test_fold3,F0,"[[10, 0, 1, 3], [0, 14, 0, 0], [0, 0, 14, 1], [3, 0, 0, 11]]"
P0,3,1test_fold3,F1,"[[11, 0, 0, 3], [0, 13, 0, 1], [1, 0, 14, 0], [2, 0, 0, 12]]"
P0,3,1test_fold3,F2-S,"[[5, 1, 4, 4], [0, 9, 3, 2], [3, 3, 8, 1], [5, 0, 1, 8]]"
P0,3,1test_fold3,F2-V,"[[5, 1, 4, 4], [2, 7, 2, 3], [2, 5, 7, 1], [3, 1, 2, 8]]"
P0,3,1test_fold3,F3-G,"[[4, 7, 1, 2], [4, 3, 4, 3], [2, 3, 5, 5], [3, 2, 3, 6]]"
P0,3,1test_fold3,F3-D,"[[4, 6, 1, 3], [2, 2, 6, 4], [0, 3, 7, 5], [2, 4, 3, 5]]"
P0,3,1test_fold3,F2-S-SHUFFLE,"[[5, 3, 3, 3], [0, 9, 4, 1], [3, 4, 7, 1], [5, 1, 1, 7]]"
P0,3,1test_fold3,F2-S-REVERSE,"[[5, 1, 4, 4], [0, 9, 3, 2], [3, 3, 8, 1], [5, 0, 1, 8]]"
P0,3,1test_fold4,F0,"[[11, 0, 0, 4], [0, 14, 0, 0], [0, 0, 14, 0], [2, 0, 0, 12]]"
P0,3,1test_fold4,F1,"[[11, 1, 0, 3], [0, 14, 0, 0], [1, 0, 13, 0], [2, 0, 0, 12]]"
P0,3,1test_fold4,F2-S,"[[10, 2, 0, 3], [0, 10, 2, 2], [5, 1, 6, 2], [3, 2, 1, 8]]"
P0,3,1test_fold4,F2-V,"[[9, 1, 0, 5], [1, 10, 2, 1], [5, 1, 6, 2], [5, 2, 1, 6]]"
P0,3,1test_fold4,F3-G,"[[5, 3, 2, 5], [2, 6, 4, 2], [6, 4, 4, 0], [4, 4, 1, 5]]"
P0,3,1test_fold4,F3-D,"[[3, 3, 2, 7], [5, 2, 5, 2], [6, 2, 5, 1], [3, 6, 1, 4]]"
P0,3,1test_fold4,F2-S-SHUFFLE,"[[10, 2, 0, 3], [1, 9, 4, 0], [3, 1, 7, 3], [2, 2, 1, 9]]"
P0,3,1test_fold4,F2-S-REVERSE,"[[10, 2, 0, 3], [0, 10, 2, 2], [5, 1, 6, 2], [3, 2, 1, 8]]"
P1,3,0train_to_1test,F0,"[[39, 5, 7, 21], [2, 66, 4, 0], [0, 0, 71, 1], [5, 2, 0, 65]]"
P1,3,0train_to_1test,F1,"[[30, 2, 10, 30], [1, 60, 7, 4], [0, 0, 72, 0], [6, 2, 6, 58]]"
P1,3,0train_to_1test,F2-S,"[[28, 12, 14, 18], [16, 30, 19, 7], [9, 17, 41, 5], [15, 9, 6, 42]]"
P1,3,0train_to_1test,F2-V,"[[20, 8, 16, 28], [16, 32, 16, 8], [13, 14, 38, 7], [15, 11, 10, 36]]"
P1,3,0train_to_1test,F3-G,"[[13, 16, 22, 21], [13, 19, 28, 12], [15, 19, 29, 9], [12, 7, 20, 33]]"
P1,3,0train_to_1test,F3-D,"[[10, 9, 28, 25], [9, 16, 31, 16], [10, 19, 33, 10], [8, 5, 28, 31]]"
P1,3,0train_to_1test,F2-S-SHUFFLE,"[[26, 17, 13, 16], [16, 35, 12, 9], [12, 12, 39, 9], [17, 9, 8, 38]]"
P1,3,0train_to_1test,F2-S-REVERSE,"[[28, 12, 14, 18], [16, 30, 19, 7], [9, 17, 41, 5], [15, 9, 6, 42]]"
P1,3,1test_to_0train,F0,"[[65, 6, 0, 1], [1, 70, 0, 1], [8, 4, 59, 1], [28, 4, 0, 40]]"
P1,3,1test_to_0train,F1,"[[56, 8, 2, 6], [1, 68, 1, 2], [8, 3, 58, 3], [27, 2, 0, 43]]"
P1,3,1test_to_0train,F2-S,"[[36, 13, 6, 17], [9, 40, 12, 11], [14, 14, 35, 9], [15, 8, 3, 46]]"
P1,3,1test_to_0train,F2-V,"[[22, 15, 17, 18], [8, 33, 20, 11], [9, 18, 36, 9], [24, 12, 8, 28]]"
P1,3,1test_to_0train,F3-G,"[[10, 24, 16, 22], [10, 27, 21, 14], [7, 22, 25, 18], [17, 11, 11, 33]]"
P1,3,1test_to_0train,F3-D,"[[17, 18, 26, 11], [13, 28, 26, 5], [10, 19, 31, 12], [27, 9, 21, 15]]"
P1,3,1test_to_0train,F2-S-SHUFFLE,"[[25, 17, 11, 19], [14, 34, 9, 15], [15, 13, 33, 11], [16, 10, 2, 44]]"
P1,3,1test_to_0train,F2-S-REVERSE,"[[36, 13, 6, 17], [9, 40, 12, 11], [14, 14, 35, 9], [15, 8, 3, 46]]"
P0,4,0train_fold0,F0,"[[6, 4, 2, 2], [1, 12, 1, 0], [1, 4, 8, 2], [5, 3, 0, 7]]"
P0,4,0train_fold0,F1,"[[5, 5, 2, 2], [0, 11, 2, 1], [0, 3, 9, 3], [4, 2, 0, 9]]"
P0,4,0train_fold0,F2-S,"[[6, 6, 2, 0], [3, 6, 3, 2], [3, 4, 4, 4], [4, 5, 0, 6]]"
P0,4,0train_fold0,F2-V,"[[4, 4, 1, 5], [1, 6, 2, 5], [3, 4, 3, 5], [4, 4, 1, 6]]"
P0,4,0train_fold0,F3-G,"[[3, 3, 2, 6], [2, 4, 4, 4], [2, 4, 6, 3], [2, 2, 2, 9]]"
P0,4,0train_fold0,F3-D,"[[2, 3, 2, 7], [2, 4, 3, 5], [4, 4, 2, 5], [3, 2, 1, 9]]"
P0,4,0train_fold0,F2-S-SHUFFLE,"[[7, 3, 1, 3], [4, 7, 2, 1], [5, 5, 2, 3], [5, 5, 2, 3]]"
P0,4,0train_fold0,F2-S-REVERSE,"[[6, 6, 2, 0], [3, 6, 3, 2], [3, 4, 4, 4], [4, 5, 0, 6]]"
P0,4,0train_fold1,F0,"[[8, 1, 2, 4], [4, 8, 2, 0], [0, 2, 11, 1], [2, 1, 0, 12]]"
P0,4,0train_fold1,F1,"[[8, 1, 0, 6], [2, 9, 2, 1], [0, 5, 8, 1], [2, 1, 3, 9]]"
P0,4,0train_fold1,F2-S,"[[6, 2, 4, 3], [3, 5, 5, 1], [1, 3, 8, 2], [6, 3, 2, 4]]"
P0,4,0train_fold1,F2-V,"[[6, 2, 2, 5], [3, 5, 4, 2], [1, 7, 1, 5], [1, 2, 3, 9]]"
P0,4,0train_fold1,F3-G,"[[4, 6, 2, 3], [5, 3, 3, 3], [1, 7, 3, 3], [0, 3, 6, 6]]"
P0,4,0train_fold1,F3-D,"[[2, 8, 1, 4], [6, 3, 1, 4], [2, 5, 2, 5], [1, 3, 4, 7]]"
P0,4,0train_fold1,F2-S-SHUFFLE,"[[4, 1, 8, 2], [4, 3, 4, 3], [4, 2, 6, 2], [5, 5, 1, 4]]"
P0,4,0train_fold1,F2-S-REVERSE,"[[6, 2, 4, 3], [3, 5, 5, 1], [1, 3, 8, 2], [6, 3, 2, 4]]"
P0,4,0train_fold2,F0,"[[8, 3, 0, 4], [1, 9, 5, 0], [1, 4, 6, 3], [3, 1, 1, 9]]"
P0,4,0train_fold2,F1,"[[9, 1, 1, 4], [1, 7, 6, 1], [4, 4, 3, 3], [3, 1, 3, 7]]"
P0,4,0train_fold2,F2-S,"[[5, 5, 2, 3], [1, 3, 6, 5], [6, 5, 0, 3], [3, 1, 3, 7]]"
P0,4,0train_fold2,F2-V,"[[9, 1, 2, 3], [1, 6, 6, 2], [3, 5, 5, 1], [3, 2, 1, 8]]"
P0,4,0train_fold2,F3-G,"[[4, 4, 2, 5], [1, 5, 6, 3], [4, 6, 0, 4], [3, 7, 1, 3]]"
P0,4,0train_fold2,F3-D,"[[4, 4, 3, 4], [5, 5, 3, 2], [3, 5, 2, 4], [4, 5, 2, 3]]"
P0,4,0train_fold2,F2-S-SHUFFLE,"[[2, 6, 2, 5], [2, 4, 4, 5], [3, 5, 2, 4], [2, 1, 2, 9]]"
P0,4,0train_fold2,F2-S-REVERSE,"[[5, 5, 2, 3], [1, 3, 6, 5], [6, 5, 0, 3], [3, 1, 3, 7]]"
P0,4,0train_fold3,F0,"[[8, 1, 2, 3], [1, 10, 4, 0], [0, 1, 11, 2], [2, 2, 0, 10]]"
P0,4,0train_fold3,F1,"[[8, 2, 3, 1], [2, 7, 5, 1], [1, 0, 11, 2], [1, 1, 4, 8]]"
P0,4,0train_fold3,F2-S,"[[6, 4, 3, 1], [4, 3, 5, 3], [1, 3, 7, 3], [2, 3, 5, 4]]"
P0,4,0train_fold3,F2-V,"[[8, 1, 4, 1], [6, 2, 4, 3], [1, 5, 6, 2], [2, 2, 5, 5]]"
P0,4,0train_fold3,F3-G,"[[1, 7, 3, 3], [2, 4, 7, 2], [3, 5, 4, 2], [4, 3, 3, 4]]"
P0,4,0train_fold3,F3-D,"[[3, 8, 2, 1], [2, 2, 7, 4], [3, 5, 3, 3], [3, 1, 5, 5]]"
P0,4,0train_fold3,F2-S-SHUFFLE,"[[4, 3, 4, 3], [4, 4, 4, 3], [2, 4, 6, 2], [2, 3, 5, 4]]"
P0,4,0train_fold3,F2-S-REVERSE,"[[6, 4, 3, 1], [4, 3, 5, 3], [1, 3, 7, 3], [2, 3, 5, 4]]"
P0,4,0train_fold4,F0,"[[11, 1, 0, 2], [2, 9, 2, 1], [0, 3, 10, 2], [3, 1, 4, 6]]"
P0,4,0train_fold4,F1,"[[7, 2, 1, 4], [3, 7, 2, 2], [1, 2, 10, 2], [2, 1, 3, 8]]"
P0,4,0train_fold4,F2-S,"[[5, 4, 1, 4], [3, 3, 4, 4], [2, 3, 6, 4], [4, 1, 1, 8]]"
P0,4,0train_fold4,F2-V,"[[4, 7, 1, 2], [4, 2, 3, 5], [3, 2, 8, 2], [6, 1, 2, 5]]"
P0,4,0train_fold4,F3-G,"[[4, 5, 2, 3], [5, 4, 4, 1], [6, 4, 1, 4], [2, 4, 1, 7]]"
P0,4,0train_fold4,F3-D,"[[3, 5, 3, 3], [5, 5, 1, 3], [8, 2, 1, 4], [1, 3, 2, 8]]"
P0,4,0train_fold4,F2-S-SHUFFLE,"[[3, 5, 2, 4], [4, 3, 5, 2], [4, 2, 2, 7], [5, 1, 2, 6]]"
P0,4,0train_fold4,F2-S-REVERSE,"[[5, 4, 1, 4], [3, 3, 4, 4], [2, 3, 6, 4], [4, 1, 1, 8]]"
P0,4,1test_fold0,F0,"[[11, 0, 0, 3], [0, 10, 4, 0], [0, 1, 14, 0], [4, 3, 1, 7]]"
P0,4,1test_fold0,F1,"[[8, 1, 1, 4], [1, 10, 3, 0], [1, 3, 11, 0], [3, 2, 2, 8]]"
P0,4,1test_fold0,F2-S,"[[5, 0, 2, 7], [1, 6, 6, 1], [1, 3, 9, 2], [3, 2, 4, 6]]"
P0,4,1test_fold0,F2-V,"[[4, 2, 2, 6], [2, 5, 3, 4], [1, 6, 7, 1], [4, 1, 2, 8]]"
P0,4,1test_fold0,F3-G,"[[3, 6, 3, 2], [1, 5, 8, 0], [1, 5, 7, 2], [6, 6, 1, 2]]"
P0,4,1test_fold0,F3-D,"[[6, 4, 0, 4], [1, 6, 5, 2], [2, 5, 7, 1], [5, 5, 2, 3]]"
P0,4,1test_fold0,F2-S-SHUFFLE,"[[6, 0, 1, 7], [3, 4, 7, 0], [1, 4, 6, 4], [2, 1, 5, 7]]"
P0,4,1test_fold0,F2-S-REVERSE,"[[5, 0, 2, 7], [1, 6, 6, 1], [1, 3, 9, 2], [3, 2, 4, 6]]"
P0,4,1test_fold1,F0,"[[12, 0, 0, 2], [0, 13, 0, 2], [0, 4, 9, 1], [2, 0, 2, 11]]"
P0,4,1test_fold1,F1,"[[10, 1, 0, 3], [0, 11, 2, 2], [0, 2, 12, 0], [5, 1, 1, 8]]"
P0,4,1test_fold1,F2-S,"[[10, 3, 0, 1], [0, 8, 3, 4], [0, 4, 8, 2], [4, 1, 2, 8]]"
P0,4,1test_fold1,F2-V,"[[7, 2, 0, 5], [0, 8, 3, 4], [1, 3, 6, 4], [5, 1, 2, 7]]"
P0,4,1test_fold1,F3-G,"[[3, 5, 2, 4], [0, 6, 6, 3], [3, 6, 3, 2], [2, 1, 6, 6]]"
P0,4,1test_fold1,F3-D,"[[3, 3, 3, 5], [1, 8, 3, 3], [4, 4, 4, 2], [2, 5, 5, 3]]"
P0,4,1test_fold1,F2-S-SHUFFLE,"[[9, 1, 1, 3], [0, 6, 3, 6], [1, 4, 7, 2], [3, 3, 2, 7]]"
P0,4,1test_fold1,F2-S-REVERSE,"[[10, 3, 0, 1], [0, 8, 3, 4], [0, 4, 8, 2], [4, 1, 2, 8]]"
P0,4,1test_fold2,F0,"[[10, 1, 0, 4], [0, 12, 3, 0], [0, 2, 11, 1], [4, 1, 0, 9]]"
P0,4,1test_fold2,F1,"[[12, 1, 1, 1], [0, 9, 6, 0], [0, 1, 12, 1], [3, 1, 0, 10]]"
P0,4,1test_fold2,F2-S,"[[9, 1, 2, 3], [0, 10, 4, 1], [2, 2, 10, 0], [5, 1, 0, 8]]"
P0,4,1test_fold2,F2-V,"[[6, 0, 4, 5], [2, 6, 7, 0], [0, 1, 12, 1], [6, 0, 2, 6]]"
P0,4,1test_fold2,F3-G,"[[4, 5, 4, 2], [1, 7, 6, 1], [0, 7, 6, 1], [3, 1, 3, 7]]"
P0,4,1test_fold2,F3-D,"[[4, 5, 4, 2], [2, 7, 3, 3], [0, 5, 7, 2], [5, 2, 4, 3]]"
P0,4,1test_fold2,F2-S-SHUFFLE,"[[5, 2, 3, 5], [2, 11, 1, 1], [2, 6, 4, 2], [7, 3, 2, 2]]"
P0,4,1test_fold2,F2-S-REVERSE,"[[9, 1, 2, 3], [0, 10, 4, 1], [2, 2, 10, 0], [5, 1, 0, 8]]"
P0,4,1test_fold3,F0,"[[11, 2, 0, 2], [0, 12, 1, 1], [0, 2, 11, 1], [4, 1, 2, 7]]"
P0,4,1test_fold3,F1,"[[9, 3, 0, 3], [0, 13, 1, 0], [0, 3, 11, 0], [1, 2, 1, 10]]"
P0,4,1test_fold3,F2-S,"[[9, 2, 2, 2], [2, 7, 5, 0], [1, 3, 9, 1], [0, 4, 3, 7]]"
P0,4,1test_fold3,F2-V,"[[6, 3, 3, 3], [1, 11, 2, 0], [1, 4, 9, 0], [1, 2, 4, 7]]"
P0,4,1test_fold3,F3-G,"[[4, 2, 3, 6], [2, 4, 5, 3], [0, 3, 9, 2], [4, 2, 4, 4]]"
P0,4,1test_fold3,F3-D,"[[4, 3, 2, 6], [3, 4, 4, 3], [2, 1, 9, 2], [3, 3, 6, 2]]"
P0,4,1test_fold3,F2-S-SHUFFLE,"[[7, 2, 2, 4], [1, 5, 6, 2], [1, 4, 9, 0], [1, 5, 3, 5]]"
P0,4,1test_fold3,F2-S-REVERSE,"[[9, 2, 2, 2], [2, 7, 5, 0], [1, 3, 9, 1], [0, 4, 3, 7]]"
P0,4,1test_fold4,F0,"[[10, 1, 1, 2], [0, 13, 1, 0], [0, 3, 10, 2], [3, 1, 2, 8]]"
P0,4,1test_fold4,F1,"[[12, 1, 0, 1], [1, 10, 3, 0], [0, 3, 11, 1], [1, 0, 2, 11]]"
P0,4,1test_fold4,F2-S,"[[10, 0, 2, 2], [2, 7, 4, 1], [1, 4, 8, 2], [3, 2, 1, 8]]"
P0,4,1test_fold4,F2-V,"[[10, 1, 1, 2], [2, 6, 5, 1], [2, 6, 5, 2], [3, 1, 2, 8]]"
P0,4,1test_fold4,F3-G,"[[3, 2, 3, 6], [4, 6, 2, 2], [1, 8, 4, 2], [2, 4, 3, 5]]"
P0,4,1test_fold4,F3-D,"[[3, 2, 4, 5], [5, 4, 3, 2], [1, 8, 5, 1], [1, 4, 3, 6]]"
P0,4,1test_fold4,F2-S-SHUFFLE,"[[9, 1, 1, 3], [1, 5, 5, 3], [0, 5, 7, 3], [1, 3, 1, 9]]"
P0,4,1test_fold4,F2-S-REVERSE,"[[10, 0, 2, 2], [2, 7, 4, 1], [1, 4, 8, 2], [3, 2, 1, 8]]"
P1,4,0train_to_1test,F0,"[[50, 2, 0, 20], [24, 34, 11, 3], [16, 14, 40, 2], [16, 1, 3, 52]]"
P1,4,0train_to_1test,F1,"[[27, 7, 2, 36], [10, 47, 10, 5], [4, 16, 46, 6], [4, 6, 7, 55]]"
P1,4,0train_to_1test,F2-S,"[[27, 11, 11, 23], [12, 35, 16, 9], [5, 28, 36, 3], [22, 5, 13, 32]]"
P1,4,0train_to_1test,F2-V,"[[26, 15, 8, 23], [16, 34, 17, 5], [7, 31, 28, 6], [14, 6, 12, 40]]"
P1,4,0train_to_1test,F3-G,"[[14, 22, 15, 21], [21, 32, 12, 7], [19, 28, 13, 12], [12, 19, 10, 31]]"
P1,4,0train_to_1test,F3-D,"[[18, 18, 11, 25], [22, 27, 10, 13], [22, 33, 9, 8], [11, 21, 14, 26]]"
P1,4,0train_to_1test,F2-S-SHUFFLE,"[[28, 15, 11, 18], [17, 20, 21, 14], [14, 26, 25, 7], [26, 12, 12, 22]]"
P1,4,0train_to_1test,F2-S-REVERSE,"[[27, 11, 11, 23], [12, 35, 16, 9], [5, 28, 36, 3], [22, 5, 13, 32]]"
P1,4,1test_to_0train,F0,"[[25, 19, 7, 21], [2, 51, 7, 12], [0, 16, 37, 19], [5, 11, 2, 54]]"
P1,4,1test_to_0train,F1,"[[29, 22, 4, 17], [4, 52, 10, 6], [2, 15, 41, 14], [15, 7, 7, 43]]"
P1,4,1test_to_0train,F2-S,"[[28, 12, 8, 24], [15, 22, 23, 12], [13, 14, 29, 16], [16, 7, 8, 41]]"
P1,4,1test_to_0train,F2-V,"[[30, 20, 6, 16], [8, 24, 23, 17], [14, 17, 23, 18], [21, 6, 7, 38]]"
P1,4,1test_to_0train,F3-G,"[[10, 18, 30, 14], [10, 24, 26, 12], [8, 17, 28, 19], [7, 16, 22, 27]]"
P1,4,1test_to_0train,F3-D,"[[13, 16, 26, 17], [14, 18, 28, 12], [16, 11, 31, 14], [12, 13, 25, 22]]"
P1,4,1test_to_0train,F2-S-SHUFFLE,"[[21, 17, 13, 21], [17, 22, 18, 15], [16, 14, 23, 19], [15, 14, 13, 30]]"
P1,4,1test_to_0train,F2-S-REVERSE,"[[28, 12, 8, 24], [15, 22, 23, 12], [13, 14, 29, 16], [16, 7, 8, 41]]"
P0,5,0train_fold0,F0,"[[9, 0, 2, 4], [6, 8, 0, 1], [4, 2, 3, 5], [5, 2, 2, 5]]"
P0,5,0train_fold0,F1,"[[9, 1, 3, 2], [4, 6, 3, 2], [3, 3, 6, 2], [3, 4, 0, 7]]"
P0,5,0train_fold0,F2-S,"[[4, 2, 3, 6], [3, 7, 2, 3], [4, 2, 5, 3], [2, 4, 1, 7]]"
P0,5,0train_fold0,F2-V,"[[9, 1, 3, 2], [4, 3, 5, 3], [2, 1, 8, 3], [2, 3, 3, 6]]"
P0,5,0train_fold0,F3-G,"[[0, 5, 5, 5], [5, 3, 3, 4], [2, 4, 4, 4], [0, 4, 5, 5]]"
