protocol,subject,split,feature,confusion_matrix
P0,7,0train_fold1,F0,"[[13, 1, 0, 0], [1, 12, 2, 0], [0, 6, 6, 2], [2, 0, 0, 13]]"
P0,7,0train_fold1,F1,"[[11, 1, 1, 1], [0, 12, 3, 0], [0, 6, 5, 3], [3, 0, 0, 12]]"
P0,7,0train_fold1,F2-S,"[[6, 4, 2, 2], [0, 5, 8, 2], [0, 4, 9, 1], [1, 1, 1, 12]]"
P0,7,0train_fold1,F2-V,"[[4, 6, 1, 3], [1, 6, 5, 3], [0, 5, 7, 2], [1, 2, 3, 9]]"
P0,7,0train_fold1,F3-G,"[[3, 3, 2, 6], [3, 4, 6, 2], [3, 1, 5, 5], [3, 3, 3, 6]]"
P0,7,0train_fold1,F3-D,"[[5, 2, 2, 5], [2, 4, 6, 3], [3, 0, 6, 5], [2, 2, 4, 7]]"
P0,7,0train_fold1,F2-S-SHUFFLE,"[[4, 4, 3, 3], [1, 3, 8, 3], [0, 4, 7, 3], [4, 2, 1, 8]]"
P0,7,0train_fold1,F2-S-REVERSE,"[[6, 4, 2, 2], [0, 5, 8, 2], [0, 4, 9, 1], [1, 1, 1, 12]]"
P0,7,0train_fold2,F0,"[[14, 0, 0, 0], [0, 9, 5, 0], [0, 4, 10, 1], [2, 0, 0, 13]]"
P0,7,0train_fold2,F1,"[[13, 0, 0, 1], [0, 10, 4, 0], [0, 4, 11, 0], [3, 0, 0, 12]]"
P0,7,0train_fold2,F2-S,"[[3, 5, 3, 3], [2, 6, 4, 2], [1, 8, 5, 1], [3, 0, 0, 12]]"
P0,7,0train_fold2,F2-V,"[[4, 4, 2, 4], [3, 4, 5, 2], [1, 2, 10, 2], [5, 3, 0, 7]]"
P0,7,0train_fold2,F3-G,"[[5, 0, 1, 8], [6, 2, 3, 3], [3, 5, 6, 1], [3, 3, 3, 6]]"
P0,7,0train_fold2,F3-D,"[[2, 3, 3, 6], [5, 1, 5, 3], [3, 2, 7, 3], [4, 3, 4, 4]]"
P0,7,0train_fold2,F2-S-SHUFFLE,"[[3, 6, 4, 1], [2, 7, 3, 2], [1, 9, 3, 2], [5, 1, 1, 8]]"
P0,7,0train_fold2,F2-S-REVERSE,"[[3, 5, 3, 3], [2, 6, 4, 2], [1, 8, 5, 1], [3, 0, 0, 12]]"
P0,7,0train_fold3,F0,"[[10, 0, 1, 3], [0, 10, 4, 0], [0, 6, 9, 0], [2, 0, 0, 12]]"
P0,7,0train_fold3,F1,"[[13, 0, 0, 1], [0, 9, 5, 0], [1, 4, 10, 0], [6, 0, 0, 8]]"
P0,7,0train_fold3,F2-S,"[[11, 1, 0, 2], [0, 6, 6, 2], [2, 5, 7, 1], [4, 0, 1, 9]]"
P0,7,0train_fold3,F2-V,"[[4, 5, 0, 5], [4, 3, 5, 2], [2, 3, 7, 3], [2, 2, 3, 7]]"
P0,7,0train_fold3,F3-G,"[[7, 3, 0, 4], [4, 4, 1, 5], [4, 3, 5, 3], [9, 0, 1, 4]]"
P0,7,0train_fold3,F3-D,"[[7, 1, 2, 4], [4, 3, 1, 6], [6, 5, 2, 2], [8, 1, 1, 4]]"
P0,7,0train_fold3,F2-S-SHUFFLE,"[[10, 3, 0, 1], [1, 2, 9, 2], [1, 6, 8, 0], [6, 2, 0, 6]]"
P0,7,0train_fold3,F2-S-REVERSE,"[[11, 1, 0, 2], [0, 6, 6, 2], [2, 5, 7, 1], [4, 0, 1, 9]]"
P0,7,0train_fold4,F0,"[[13, 0, 0, 2], [0, 11, 3, 0], [0, 4, 9, 1], [1, 1, 1, 11]]"
P0,7,0train_fold4,F1,"[[10, 0, 1, 4], [0, 11, 3, 0], [0, 4, 10, 0], [1, 0, 1, 12]]"
P0,7,0train_fold4,F2-S,"[[7, 1, 1, 6], [2, 8, 4, 0], [2, 4, 6, 2], [2, 1, 2, 9]]"
P0,7,0train_fold4,F2-V,"[[6, 2, 1, 6], [5, 6, 3, 0], [1, 3, 5, 5], [3, 4, 2, 5]]"
P0,7,0train_fold4,F3-G,"[[1, 7, 3, 4], [1, 3, 8, 2], [5, 3, 3, 3], [7, 2, 0, 5]]"
P0,7,0train_fold4,F3-D,"[[1, 4, 3, 7], [1, 3, 7, 3], [5, 3, 3, 3], [6, 2, 0, 6]]"
P0,7,0train_fold4,F2-S-SHUFFLE,"[[7, 2, 1, 5], [2, 7, 4, 1], [2, 6, 3, 3], [1, 4, 1, 8]]"
P0,7,0train_fold4,F2-S-REVERSE,"[[7, 1, 1, 6], [2, 8, 4, 0], [2, 4, 6, 2], [2, 1, 2, 9]]"
P0,7,1test_fold0,F0,"[[13, 0, 0, 2], [2, 13, 0, 0], [0, 1, 12, 1], [0, 0, 1, 13]]"
P0,7,1test_fold0,F1,"[[15, 0, 0, 0], [1, 13, 1, 0], [0, 4, 9, 1], [0, 0, 2, 12]]"
P0,7,1test_fold0,F2-S,"[[9, 0, 3, 3], [3, 9, 2, 1], [1, 2, 8, 3], [3, 2, 4, 5]]"
P0,7,1test_fold0,F2-V,"[[6, 4, 3, 2], [1, 6, 6, 2], [3, 3, 6, 2], [5, 0, 6, 3]]"
P0,7,1test_fold0,F3-G,"[[6, 2, 3, 4], [1, 1, 4, 9], [3, 2, 3, 6], [5, 3, 2, 4]]"
P0,7,1test_fold0,F3-D,"[[5, 3, 3, 4], [1, 2, 2, 10], [3, 2, 4, 5], [2, 2, 3, 7]]"
P0,7,1test_fold0,F2-S-SHUFFLE,"[[8, 2, 3, 2], [3, 8, 4, 0], [2, 6, 4, 2], [5, 3, 3, 3]]"
P0,7,1test_fold0,F2-S-REVERSE,"[[9, 0, 3, 3], [3, 9, 2, 1], [1, 2, 8, 3], [3, 2, 4, 5]]"
P0,7,1test_fold1,F0,"[[12, 1, 0, 1], [0, 14, 0, 1], [0, 0, 13, 1], [1, 0, 0, 14]]"
P0,7,1test_fold1,F1,"[[14, 0, 0, 0], [0, 12, 3, 0], [1, 1, 12, 0], [1, 1, 0, 13]]"
P0,7,1test_fold1,F2-S,"[[8, 3, 0, 3], [2, 3, 7, 3], [2, 5, 4, 3], [5, 1, 3, 6]]"
P0,7,1test_fold1,F2-V,"[[3, 3, 1, 7], [2, 6, 4, 3], [2, 5, 4, 3], [4, 0, 3, 8]]"
P0,7,1test_fold1,F3-G,"[[5, 1, 3, 5], [2, 5, 4, 4], [5, 2, 3, 4], [5, 0, 0, 10]]"
P0,7,1test_fold1,F3-D,"[[8, 0, 3, 3], [4, 6, 2, 3], [7, 3, 2, 2], [5, 0, 0, 10]]"
P0,7,1test_fold1,F2-S-SHUFFLE,"[[9, 2, 1, 2], [3, 3, 8, 1], [3, 4, 5, 2], [4, 2, 3, 6]]"
P0,7,1test_fold1,F2-S-REVERSE,"[[8, 3, 0, 3], [2, 3, 7, 3], [2, 5, 4, 3], [5, 1, 3, 6]]"
P0,7,1test_fold2,F0,"[[12, 1, 1, 0], [0, 12, 2, 0], [0, 2, 13, 0], [4, 0, 0, 11]]"
P0,7,1test_fold2,F1,"[[11, 1, 1, 1], [0, 12, 2, 0], [0, 3, 12, 0], [5, 0, 0, 10]]"
P0,7,1test_fold2,F2-S,"[[9, 2, 2, 1], [2, 8, 4, 0], [2, 6, 5, 2], [4, 1, 2, 8]]"
P0,7,1test_fold2,F2-V,"[[9, 1, 3, 1], [2, 6, 5, 1], [2, 6, 5, 2], [5, 2, 1, 7]]"
P0,7,1test_fold2,F3-G,"[[1, 3, 6, 4], [1, 6, 2, 5], [3, 5, 4, 3], [3, 5, 2, 5]]"
P0,7,1test_fold2,F3-D,"[[2, 5, 4, 3], [1, 6, 2, 5], [2, 6, 4, 3], [1, 5, 3, 6]]"
P0,7,1test_fold2,F2-S-SHUFFLE,"[[8, 2, 3, 1], [2, 7, 4, 1], [1, 8, 3, 3], [4, 1, 2, 8]]"
P0,7,1test_fold2,F2-S-REVERSE,"[[9, 2, 2, 1], [2, 8, 4, 0], [2, 6, 5, 2], [4, 1, 2, 8]]"
P0,7,1test_fold3,F0,"[[10, 0, 0, 4], [0, 13, 1, 0], [0, 2, 13, 0], [2, 0, 1, 11]]"
P0,7,1test_fold3,F1,"[[11, 1, 0, 2], [0, 12, 2, 0], [0, 3, 12, 0], [1, 0, 2, 11]]"
P0,7,1test_fold3,F2-S,"[[4, 3, 4, 3], [1, 6, 5, 2], [0, 2, 9, 4], [5, 2, 1, 6]]"
P0,7,1test_fold3,F2-V,"[[3, 3, 5, 3], [0, 9, 4, 1], [0, 3, 7, 5], [3, 3, 4, 4]]"
P0,7,1test_fold3,F3-G,"[[0, 4, 5, 5], [1, 5, 4, 4], [3, 4, 2, 6], [2, 4, 1, 7]]"
P0,7,1test_fold3,F3-D,"[[1, 5, 4, 4], [3, 2, 6, 3], [1, 4, 3, 7], [2, 6, 0, 6]]"
P0,7,1test_fold3,F2-S-SHUFFLE,"[[5, 5, 0, 4], [1, 6, 4, 3], [2, 4, 6, 3], [1, 2, 4, 7]]"
P0,7,1test_fold3,F2-S-REVERSE,"[[4, 3, 4, 3], [1, 6, 5, 2], [0, 2, 9, 4], [5, 2, 1, 6]]"
P0,7,1test_fold4,F0,"[[15, 0, 0, 0], [0, 14, 0, 0], [0, 3, 10, 1], [2, 0, 0, 12]]"
P0,7,1test_fold4,F1,"[[14, 0, 0, 1], [0, 11, 3, 0], [0, 4, 9, 1], [0, 0, 1, 13]]"
P0,7,1test_fold4,F2-S,"[[10, 0, 1, 4], [4, 6, 3, 1], [1, 4, 5, 4], [3, 0, 2, 9]]"
P0,7,1test_fold4,F2-V,"[[8, 0, 1, 6], [2, 6, 3, 3], [5, 3, 5, 1], [3, 1, 2, 8]]"
P0,7,1test_fold4,F3-G,"[[3, 4, 2, 6], [5, 2, 3, 4], [1, 5, 5, 3], [3, 3, 4, 4]]"
P0,7,1test_fold4,F3-D,"[[5, 4, 0, 6], [5, 1, 5, 3], [1, 6, 5, 2], [3, 4, 2, 5]]"
P0,7,1test_fold4,F2-S-SHUFFLE,"[[11, 1, 1, 2], [4, 4, 4, 2], [0, 4, 7, 3], [4, 1, 2, 7]]"
P0,7,1test_fold4,F2-S-REVERSE,"[[10, 0, 1, 4], [4, 6, 3, 1], [1, 4, 5, 4], [3, 0, 2, 9]]"
P1,7,0train_to_1test,F0,"[[48, 0, 1, 23], [6, 21, 38, 7], [2, 5, 61, 4], [7, 0, 0, 65]]"
P1,7,0train_to_1test,F1,"[[48, 0, 0, 24], [2, 23, 36, 11], [5, 10, 49, 8], [4, 0, 1, 67]]"
P1,7,0train_to_1test,F2-S,"[[39, 5, 12, 16], [10, 36, 21, 5], [9, 20, 30, 13], [17, 7, 8, 40]]"
P1,7,0train_to_1test,F2-V,"[[29, 16, 15, 12], [6, 35, 23, 8], [15, 17, 29, 11], [12, 11, 20, 29]]"
P1,7,0train_to_1test,F3-G,"[[27, 10, 18, 17], [22, 22, 17, 11], [28, 17, 10, 17], [20, 16, 10, 26]]"
P1,7,0train_to_1test,F3-D,"[[25, 6, 20, 21], [13, 26, 19, 14], [15, 24, 13, 20], [19, 10, 12, 31]]"
P1,7,0train_to_1test,F2-S-SHUFFLE,"[[32, 8, 14, 18], [8, 25, 28, 11], [8, 16, 33, 15], [18, 10, 15, 29]]"
P1,7,0train_to_1test,F2-S-REVERSE,"[[39, 5, 12, 16], [10, 36, 21, 5], [9, 20, 30, 13], [17, 7, 8, 40]]"
P1,7,1test_to_0train,F0,"[[41, 20, 4, 7], [2, 66, 4, 0], [0, 42, 28, 2], [7, 7, 1, 57]]"
P1,7,1test_to_0train,F1,"[[48, 10, 11, 3], [0, 63, 9, 0], [0, 35, 36, 1], [17, 6, 3, 46]]"
P1,7,1test_to_0train,F2-S,"[[39, 10, 9, 14], [8, 36, 18, 10], [11, 23, 23, 15], [14, 6, 5, 47]]"
P1,7,1test_to_0train,F2-V,"[[26, 10, 15, 21], [17, 29, 13, 13], [9, 21, 27, 15], [12, 11, 9, 40]]"
P1,7,1test_to_0train,F3-G,"[[6, 18, 14, 34], [9, 21, 16, 26], [8, 23, 17, 24], [6, 13, 13, 40]]"
P1,7,1test_to_0train,F3-D,"[[12, 15, 11, 34], [9, 32, 13, 18], [15, 26, 11, 20], [8, 14, 14, 36]]"
P1,7,1test_to_0train,F2-S-SHUFFLE,"[[35, 16, 5, 16], [9, 25, 22, 16], [12, 29, 16, 15], [11, 7, 8, 46]]"
P1,7,1test_to_0train,F2-S-REVERSE,"[[39, 10, 9, 14], [8, 36, 18, 10], [11, 23, 23, 15], [14, 6, 5, 47]]"
P0,8,0train_fold0,F0,"[[15, 0, 0, 0], [0, 14, 1, 0], [2, 0, 11, 1], [0, 0, 1, 13]]"
P0,8,0train_fold0,F1,"[[12, 2, 0, 1], [0, 14, 1, 0], [4, 1, 9, 0], [1, 0, 0, 13]]"
P0,8,0train_fold0,F2-S,"[[3, 5, 4, 3], [3, 7, 4, 1], [7, 0, 7, 0], [3, 2, 1, 8]]"
P0,8,0train_fold0,F2-V,"[[2, 3, 7, 3], [2, 7, 2, 4], [6, 1, 5, 2], [4, 1, 1, 8]]"
P0,8,0train_fold0,F3-G,"[[5, 5, 4, 1], [2, 5, 6, 2], [5, 0, 8, 1], [3, 4, 1, 6]]"
P0,8,0train_fold0,F3-D,"[[7, 3, 3, 2], [1, 6, 5, 3], [4, 1, 7, 2], [3, 5, 1, 5]]"
P0,8,0train_fold0,F2-S-SHUFFLE,"[[2, 7, 3, 3], [4, 9, 1, 1], [5, 2, 7, 0], [4, 3, 3, 4]]"
P0,8,0train_fold0,F2-S-REVERSE,"[[3, 5, 4, 3], [3, 7, 4, 1], [7, 0, 7, 0], [3, 2, 1, 8]]"
P0,8,0train_fold1,F0,"[[11, 0, 3, 0], [2, 13, 0, 0], [0, 0, 14, 0], [0, 2, 1, 12]]"
P0,8,0train_fold1,F1,"[[10, 1, 3, 0], [2, 12, 0, 1], [0, 0, 13, 1], [3, 0, 0, 12]]"
P0,8,0train_fold1,F2-S,"[[7, 4, 2, 1], [3, 8, 4, 0], [5, 0, 8, 1], [5, 1, 2, 7]]"
P0,8,0train_fold1,F2-V,"[[5, 2, 2, 5], [2, 8, 3, 2], [4, 3, 6, 1], [6, 0, 1, 8]]"
P0,8,0train_fold1,F3-G,"[[3, 3, 4, 4], [2, 5, 3, 5], [5, 6, 3, 0], [2, 1, 4, 8]]"
P0,8,0train_fold1,F3-D,"[[2, 4, 3, 5], [2, 5, 4, 4], [4, 6, 3, 1], [3, 2, 3, 7]]"
P0,8,0train_fold1,F2-S-SHUFFLE,"[[6, 3, 3, 2], [7, 4, 3, 1], [3, 0, 10, 1], [6, 0, 2, 7]]"
P0,8,0train_fold1,F2-S-REVERSE,"[[7, 4, 2, 1], [3, 8, 4, 0], [5, 0, 8, 1], [5, 1, 2, 7]]"
P0,8,0train_fold2,F0,"[[10, 1, 2, 1], [1, 12, 0, 1], [0, 0, 15, 0], [0, 0, 0, 15]]"
P0,8,0train_fold2,F1,"[[12, 0, 1, 1], [1, 13, 0, 0], [1, 0, 13, 1], [0, 0, 1, 14]]"
P0,8,0train_fold2,F2-S,"[[7, 3, 4, 0], [4, 8, 0, 2], [2, 0, 12, 1], [2, 2, 1, 10]]"
P0,8,0train_fold2,F2-V,"[[7, 2, 3, 2], [4, 9, 1, 0], [2, 2, 10, 1], [3, 3, 0, 9]]"
P0,8,0train_fold2,F3-G,"[[4, 5, 5, 0], [2, 9, 1, 2], [3, 7, 0, 5], [2, 0, 3, 10]]"
P0,8,0train_fold2,F3-D,"[[1, 6, 4, 3], [3, 6, 2, 3], [1, 7, 1, 6], [3, 0, 2, 10]]"
P0,8,0train_fold2,F2-S-SHUFFLE,"[[5, 3, 3, 3], [4, 4, 2, 4], [1, 0, 13, 1], [3, 1, 1, 10]]"
P0,8,0train_fold2,F2-S-REVERSE,"[[7, 3, 4, 0], [4, 8, 0, 2], [2, 0, 12, 1], [2, 2, 1, 10]]"
P0,8,0train_fold3,F0,"[[10, 4, 0, 0], [0, 14, 0, 0], [4, 0, 11, 0], [1, 0, 1, 12]]"
P0,8,0train_fold3,F1,"[[11, 2, 1, 0], [1, 13, 0, 0], [3, 0, 11, 1], [1, 0, 2, 11]]"
P0,8,0train_fold3,F2-S,"[[7, 4, 2, 1], [2, 11, 1, 0], [1, 3, 7, 4], [1, 3, 1, 9]]"
P0,8,0train_fold3,F2-V,"[[6, 3, 2, 3], [3, 10, 0, 1], [4, 2, 6, 3], [2, 3, 3, 6]]"
P0,8,0train_fold3,F3-G,"[[6, 2, 4, 2], [2, 4, 6, 2], [3, 2, 8, 2], [3, 4, 2, 5]]"
P0,8,0train_fold3,F3-D,"[[4, 6, 0, 4], [2, 6, 3, 3], [1, 6, 5, 3], [4, 4, 2, 4]]"
P0,8,0train_fold3,F2-S-SHUFFLE,"[[4, 5, 3, 2], [6, 7, 1, 0], [2, 4, 8, 1], [1, 5, 1, 7]]"
P0,8,0train_fold3,F2-S-REVERSE,"[[7, 4, 2, 1], [2, 11, 1, 0], [1, 3, 7, 4], [1, 3, 1, 9]]"
P0,8,0train_fold4,F0,"[[14, 0, 0, 1], [3, 10, 0, 1], [1, 0, 13, 0], [1, 0, 0, 13]]"
P0,8,0train_fold4,F1,"[[11, 0, 3, 1], [3, 11, 0, 0], [2, 0, 12, 0], [1, 0, 0, 13]]"
P0,8,0train_fold4,F2-S,"[[5, 3, 4, 3], [2, 9, 0, 3], [2, 1, 11, 0], [0, 2, 3, 9]]"
P0,8,0train_fold4,F2-V,"[[4, 4, 2, 5], [3, 9, 1, 1], [5, 2, 6, 1], [0, 2, 5, 7]]"
P0,8,0train_fold4,F3-G,"[[4, 6, 5, 0], [2, 3, 6, 3], [4, 5, 4, 1], [1, 6, 1, 6]]"
P0,8,0train_fold4,F3-D,"[[3, 5, 5, 2], [2, 4, 7, 1], [3, 5, 4, 2], [1, 5, 1, 7]]"
P0,8,0train_fold4,F2-S-SHUFFLE,"[[5, 3, 5, 2], [2, 9, 1, 2], [5, 0, 8, 1], [1, 1, 5, 7]]"
P0,8,0train_fold4,F2-S-REVERSE,"[[5, 3, 4, 3], [2, 9, 0, 3], [2, 1, 11, 0], [0, 2, 3, 9]]"
P0,8,1test_fold0,F0,"[[11, 2, 0, 2], [2, 13, 0, 0], [0, 0, 14, 0], [0, 0, 1, 13]]"
P0,8,1test_fold0,F1,"[[8, 4, 1, 2], [3, 12, 0, 0], [0, 0, 13, 1], [1, 0, 0, 13]]"
P0,8,1test_fold0,F2-S,"[[5, 4, 3, 3], [3, 9, 1, 2], [2, 2, 9, 1], [1, 2, 1, 10]]"
P0,8,1test_fold0,F2-V,"[[4, 5, 4, 2], [5, 7, 0, 3], [1, 1, 10, 2], [3, 1, 4, 6]]"
P0,8,1test_fold0,F3-G,"[[7, 2, 1, 5], [5, 6, 2, 2], [4, 5, 1, 4], [4, 2, 3, 5]]"
P0,8,1test_fold0,F3-D,"[[2, 2, 4, 7], [2, 7, 4, 2], [2, 6, 2, 4], [5, 0, 4, 5]]"
P0,8,1test_fold0,F2-S-SHUFFLE,"[[4, 2, 8, 1], [3, 7, 1, 4], [3, 2, 7, 2], [0, 1, 2, 11]]"
P0,8,1test_fold0,F2-S-REVERSE,"[[5, 4, 3, 3], [3, 9, 1, 2], [2, 2, 9, 1], [1, 2, 1, 10]]"
P0,8,1test_fold1,F0,"[[13, 0, 1, 0], [2, 12, 0, 1], [0, 0, 12, 2], [0, 0, 0, 15]]"
P0,8,1test_fold1,F1,"[[10, 1, 2, 1], [2, 13, 0, 0], [0, 0, 13, 1], [2, 1, 0, 12]]"
P0,8,1test_fold1,F2-S,"[[8, 3, 2, 1], [5, 9, 1, 0], [3, 0, 8, 3], [1, 2, 2, 10]]"
P0,8,1test_fold1,F2-V,"[[8, 2, 1, 3], [4, 8, 1, 2], [1, 1, 9, 3], [2, 5, 2, 6]]"
P0,8,1test_fold1,F3-G,"[[3, 6, 3, 2], [4, 6, 3, 2], [6, 3, 2, 3], [6, 3, 2, 4]]"
P0,8,1test_fold1,F3-D,"[[5, 4, 4, 1], [2, 5, 3, 5], [2, 3, 4, 5], [3, 3, 1, 8]]"
P0,8,1test_fold1,F2-S-SHUFFLE,"[[5, 4, 3, 2], [4, 9, 1, 1], [3, 0, 7, 4], [1, 2, 4, 8]]"
P0,8,1test_fold1,F2-S-REVERSE,"[[8, 3, 2, 1], [5, 9, 1, 0], [3, 0, 8, 3], [1, 2, 2, 10]]"
P0,8,1test_fold2,F0,"[[13, 0, 0, 1], [1, 11, 1, 1], [1, 0, 13, 1], [2, 0, 1, 12]]"
P0,8,1test_fold2,F1,"[[13, 1, 0, 0], [4, 10, 0, 0], [2, 0, 10, 3], [2, 0, 0, 13]]"
P0,8,1test_fold2,F2-S,"[[6, 6, 2, 0], [4, 10, 0, 0], [2, 3, 9, 1], [1, 2, 2, 10]]"
P0,8,1test_fold2,F2-V,"[[4, 4, 5, 1], [5, 7, 0, 2], [6, 2, 6, 1], [3, 1, 3, 8]]"
P0,8,1test_fold2,F3-G,"[[6, 3, 3, 2], [6, 4, 3, 1], [7, 4, 1, 3], [2, 6, 2, 5]]"
P0,8,1test_fold2,F3-D,"[[5, 5, 1, 3], [6, 4, 1, 3], [4, 3, 6, 2], [2, 4, 1, 8]]"
P0,8,1test_fold2,F2-S-SHUFFLE,"[[4, 4, 4, 2], [0, 9, 3, 2], [1, 1, 10, 3], [2, 3, 2, 8]]"
P0,8,1test_fold2,F2-S-REVERSE,"[[6, 6, 2, 0], [4, 10, 0, 0], [2, 3, 9, 1], [1, 2, 2, 10]]"
P0,8,1test_fold3,F0,"[[12, 1, 0, 1], [1, 12, 0, 1], [4, 0, 10, 1], [0, 1, 0, 13]]"
P0,8,1test_fold3,F1,"[[10, 3, 0, 1], [1, 13, 0, 0], [5, 0, 10, 0], [2, 1, 0, 11]]"
P0,8,1test_fold3,F2-S,"[[5, 2, 3, 4], [6, 7, 1, 0], [3, 0, 6, 6], [0, 0, 1, 13]]"
P0,8,1test_fold3,F2-V,"[[2, 4, 3, 5], [6, 7, 1, 0], [4, 0, 10, 1], [4, 1, 3, 6]]"
P0,8,1test_fold3,F3-G,"[[2, 5, 2, 5], [1, 4, 6, 3], [5, 5, 1, 4], [2, 3, 3, 6]]"
P0,8,1test_fold3,F3-D,"[[0, 5, 3, 6], [2, 4, 5, 3], [6, 4, 3, 2], [4, 2, 3, 5]]"
P0,8,1test_fold3,F2-S-SHUFFLE,"[[5, 2, 5, 2], [3, 10, 0, 1], [5, 1, 3, 6], [1, 2, 2, 9]]"
P0,8,1test_fold3,F2-S-REVERSE,"[[5, 2, 3, 4], [6, 7, 1, 0], [3, 0, 6, 6], [0, 0, 1, 13]]"
P0,8,1test_fold4,F0,"[[9, 4, 2, 0], [1, 12, 0, 1], [0, 0, 14, 0], [1, 1, 0, 12]]"
P0,8,1test_fold4,F1,"[[10, 2, 3, 0], [1, 12, 0, 1], [2, 0, 12, 0], [1, 1, 1, 11]]"
P0,8,1test_fold4,F2-S,"[[7, 2, 4, 2], [5, 8, 0, 1], [4, 0, 8, 2], [2, 4, 2, 6]]"
P0,8,1test_fold4,F2-V,"[[7, 4, 4, 0], [6, 6, 0, 2], [4, 2, 6, 2], [1, 2, 2, 9]]"
P0,8,1test_fold4,F3-G,"[[3, 5, 2, 5], [3, 7, 3, 1], [4, 4, 3, 3], [5, 1, 4, 4]]"
P0,8,1test_fold4,F3-D,"[[4, 4, 5, 2], [2, 7, 2, 3], [3, 4, 3, 4], [3, 2, 2, 7]]"
P0,8,1test_fold4,F2-S-SHUFFLE,"[[8, 2, 3, 2], [6, 6, 1, 1], [4, 0, 8, 2], [4, 3, 1, 6]]"
P0,8,1test_fold4,F2-S-REVERSE,"[[7, 2, 4, 2], [5, 8, 0, 1], [4, 0, 8, 2], [2, 4, 2, 6]]"
P1,8,0train_to_1test,F0,"[[68, 0, 4, 0], [28, 43, 1, 0], [13, 0, 57, 2], [18, 2, 13, 39]]"
P1,8,0train_to_1test,F1,"[[63, 2, 1, 6], [26, 45, 1, 0], [10, 0, 60, 2], [11, 4, 6, 51]]"
P1,8,0train_to_1test,F2-S,"[[39, 9, 8, 16], [20, 43, 3, 6], [14, 6, 42, 10], [13, 8, 15, 36]]"
P1,8,0train_to_1test,F2-V,"[[26, 15, 14, 17], [18, 38, 7, 9], [18, 7, 34, 13], [10, 6, 12, 44]]"
P1,8,0train_to_1test,F3-G,"[[20, 18, 20, 14], [16, 25, 23, 8], [14, 21, 22, 15], [13, 19, 15, 25]]"
P1,8,0train_to_1test,F3-D,"[[14, 22, 19, 17], [11, 33, 14, 14], [8, 28, 19, 17], [9, 16, 13, 34]]"
P1,8,0train_to_1test,F2-S-SHUFFLE,"[[29, 15, 13, 15], [20, 40, 8, 4], [21, 13, 28, 10], [15, 10, 13, 34]]"
P1,8,0train_to_1test,F2-S-REVERSE,"[[39, 9, 8, 16], [20, 43, 3, 6], [14, 6, 42, 10], [13, 8, 15, 36]]"
P1,8,1test_to_0train,F0,"[[22, 32, 14, 4], [1, 69, 1, 1], [1, 7, 63, 1], [0, 4, 2, 66]]"
P1,8,1test_to_0train,F1,"[[39, 17, 15, 1], [3, 65, 3, 1], [4, 0, 64, 4], [2, 3, 6, 61]]"
P1,8,1test_to_0train,F2-S,"[[28, 18, 17, 9], [11, 45, 7, 9], [16, 5, 42, 9], [10, 10, 14, 38]]"
P1,8,1test_to_0train,F2-V,"[[25, 20, 21, 6], [7, 43, 13, 9], [16, 13, 40, 3], [16, 9, 15, 32]]"
P1,8,1test_to_0train,F3-G,"[[28, 17, 9, 18], [15, 29, 14, 14], [27, 29, 6, 10], [18, 11, 10, 33]]"
P1,8,1test_to_0train,F3-D,"[[16, 17, 16, 23], [15, 21, 17, 19], [15, 24, 15, 18], [16, 11, 8, 37]]"
P1,8,1test_to_0train,F2-S-SHUFFLE,"[[21, 20, 18, 13], [15, 34, 13, 10], [17, 6, 39, 10], [10, 11, 13, 38]]"
P1,8,1test_to_0train,F2-S-REVERSE,"[[28, 18, 17, 9], [11, 45, 7, 9], [16, 5, 42, 9], [10, 10, 14, 38]]"
P0,9,0train_fold0,F0,"[[8, 2, 3, 1], [2, 7, 5, 1], [2, 1, 10, 1], [2, 0, 1, 12]]"
P0,9,0train_fold0,F1,"[[10, 0, 1, 3], [2, 12, 1, 0], [2, 1, 9, 2], [1, 0, 0, 14]]"
P0,9,0train_fold0,F2-S,"[[9, 1, 2, 2], [0, 12, 2, 1], [3, 0, 8, 3], [2, 0, 1, 12]]"
P0,9,0train_fold0,F2-V,"[[8, 2, 1, 3], [0, 12, 2, 1], [4, 0, 6, 4], [2, 0, 2, 11]]"
P0,9,0train_fold0,F3-G,"[[3, 3, 6, 2], [1, 8, 5, 1], [5, 1, 4, 4], [4, 3, 2, 6]]"
P0,9,0train_fold0,F3-D,"[[2, 4, 6, 2], [4, 6, 1, 4], [5, 4, 4, 1], [2, 4, 4, 5]]"
P0,9,0train_fold0,F2-S-SHUFFLE,"[[3, 4, 3, 4], [2, 6, 4, 3], [4, 2, 4, 4], [3, 1, 2, 9]]"
P0,9,0train_fold0,F2-S-REVERSE,"[[9, 1, 2, 2], [0, 12, 2, 1], [3, 0, 8, 3], [2, 0, 1, 12]]"
P0,9,0train_fold1,F0,"[[6, 3, 4, 2], [3, 7, 2, 2], [1, 1, 12, 0], [0, 1, 0, 14]]"
P0,9,0train_fold1,F1,"[[11, 1, 2, 1], [1, 13, 0, 0], [2, 2, 9, 1], [2, 0, 2, 11]]"
P0,9,0train_fold1,F2-S,"[[7, 1, 4, 3], [1, 12, 1, 0], [4, 4, 6, 0], [2, 0, 0, 13]]"
