dataset,geometry,template,object,signature,stage,observed,null_median,effect,exceedances,p_value,replicates,exact_tail_probability
BNCI2014_001,AIRM,session_specific,Z,sensor,R,0.74763691377525077,-0.0010625793724169,0.74869949314766782,0,0.00050000000000000001,1999,
BNCI2014_001,AIRM,session_specific,R,sensor,R,0.74763267980845383,-0.0009986617444064001,0.74863134155286015,0,0.00050000000000000001,1999,
BNCI2014_001,AIRM,session_specific,Z,sensor,I,0.77304114293468351,-0.18314568637672651,0.95618682931140997,0,7.4908050368173076e-06,133496,0
BNCI2014_001,AIRM,session_specific,R,sensor,I,0.7730313197578752,-0.1831439051855801,0.95617522494345519,0,7.4908050368173076e-06,133496,0
BNCI2014_001,AIRM,session_specific,Z,sensor,C,0.77304114293468351,-0.00072311930006929996,0.77376426223475281,0,0.00050000000000000001,1999,
BNCI2014_001,AIRM,session_specific,R,sensor,C,0.7730313197578752,-0.00072335026101010003,0.77375467001888532,0,0.00050000000000000001,1999,
