kind,index,statistic
unrelated_derangement_median,212,-0.32366855276225975
unrelated_derangement_median,213,-0.40000086869641382
unrelated_derangement_median,214,-0.10188059722590148
unrelated_derangement_median,215,-0.254533133007322
unrelated_derangement_median,216,-0.254533133007322
unrelated_derangement_median,217,0.10122449776577896
unrelated_derangement_median,218,0.039709482130273026
unrelated_derangement_median,219,-0.079633587874157322
unrelated_derangement_median,220,-0.254533133007322
unrelated_derangement_median,221,-0.10188059722590148
unrelated_derangement_median,222,-0.254533133007322
unrelated_derangement_median,223,-0.254533133007322
unrelated_derangement_median,224,-0.254533133007322
unrelated_derangement_median,225,-0.254533133007322
unrelated_derangement_median,226,-0.10188059722590148
unrelated_derangement_median,227,-0.10188059722590148
unrelated_derangement_median,228,-0.254533133007322
unrelated_derangement_median,229,-0.28079500637030774
unrelated_derangement_median,230,-0.32366855276225975
unrelated_derangement_median,231,-0.37316339100032092
unrelated_derangement_median,232,-0.10188059722590148
unrelated_derangement_median,233,-0.10188059722590148
unrelated_derangement_median,234,-0.10188059722590148
unrelated_derangement_median,235,-0.10188059722590148
unrelated_derangement_median,236,-0.32366855276225975
unrelated_derangement_median,237,-0.40000086869641382
unrelated_derangement_median,238,-0.254533133007322
unrelated_derangement_median,239,-0.254533133007322
unrelated_derangement_median,240,-0.28079500637030774
unrelated_derangement_median,241,-0.28079500637030774
unrelated_derangement_median,242,-0.37316339100032092
unrelated_derangement_median,243,-0.37316339100032092
unrelated_derangement_median,244,-0.32366855276225975
unrelated_derangement_median,245,-0.37316339100032092
unrelated_derangement_median,246,-0.254533133007322
unrelated_derangement_median,247,-0.254533133007322
unrelated_derangement_median,248,-0.254533133007322
unrelated_derangement_median,249,-0.254533133007322
unrelated_derangement_median,250,-0.32366855276225975
unrelated_derangement_median,251,-0.40000086869641382
unrelated_derangement_median,252,-0.30381655940759217
unrelated_derangement_median,253,-0.30381655940759217
unrelated_derangement_median,254,-0.30381655940759217
unrelated_derangement_median,255,-0.30381655940759217
unrelated_derangement_median,256,-0.28079500637030774
unrelated_derangement_median,257,-0.40000086869641382
unrelated_derangement_median,258,-0.40000086869641382
unrelated_derangement_median,259,-0.40000086869641382
unrelated_derangement_median,260,-0.32366855276225975
unrelated_derangement_median,261,-0.40000086869641382
unrelated_derangement_median,262,-0.43784177423046344
unrelated_derangement_median,263,-0.40000086869641382
unrelated_derangement_median,264,-0.40000086869641382
unrelated_derangement_median,265,-0.32366855276225975
unrelated_derangement_median,266,-0.40000086869641382
unrelated_derangement_median,267,-0.254533133007322
unrelated_derangement_median,268,-0.32366855276225975
unrelated_derangement_median,269,-0.37316339100032092
unrelated_derangement_median,270,-0.079633587874157322
unrelated_derangement_median,271,-0.10597956781286057
unrelated_derangement_median,272,-0.10597956781286057
unrelated_derangement_median,273,-0.30381655940759217
unrelated_derangement_median,274,-0.254533133007322
unrelated_derangement_median,275,-0.30381655940759217
unrelated_derangement_median,276,-0.30381655940759217
unrelated_derangement_median,277,-0.254533133007322
unrelated_derangement_median,278,-0.254533133007322
unrelated_derangement_median,279,-0.22319800059775038
unrelated_derangement_median,280,-0.22319800059775038
unrelated_derangement_median,281,-0.37316339100032092
unrelated_derangement_median,282,-0.32366855276225975
unrelated_derangement_median,283,-0.37316339100032092
unrelated_derangement_median,284,-0.40000086869641382
unrelated_derangement_median,285,-0.254533133007322
unrelated_derangement_median,286,-0.254533133007322
unrelated_derangement_median,287,-0.254533133007322
unrelated_derangement_median,288,-0.254533133007322
unrelated_derangement_median,289,-0.32366855276225975
unrelated_derangement_median,290,-0.40000086869641382
unrelated_derangement_median,291,-0.254533133007322
unrelated_derangement_median,292,-0.254533133007322
unrelated_derangement_median,293,-0.28079500637030774
unrelated_derangement_median,294,-0.28079500637030774
unrelated_derangement_median,295,-0.37316339100032092
unrelated_derangement_median,296,-0.37316339100032092
unrelated_derangement_median,297,-0.32366855276225975
unrelated_derangement_median,298,-0.37316339100032092
unrelated_derangement_median,299,-0.254533133007322
unrelated_derangement_median,300,-0.254533133007322
unrelated_derangement_median,301,-0.254533133007322
unrelated_derangement_median,302,-0.254533133007322
unrelated_derangement_median,303,-0.32366855276225975
unrelated_derangement_median,304,-0.40000086869641382
unrelated_derangement_median,305,-0.30381655940759217
unrelated_derangement_median,306,-0.30381655940759217
unrelated_derangement_median,307,-0.30381655940759217
unrelated_derangement_median,308,-0.30381655940759217
unrelated_derangement_median,309,-0.30381655940759217
unrelated_derangement_median,310,-0.40000086869641382
unrelated_derangement_median,311,-0.40000086869641382
unrelated_derangement_median,312,-0.28079500637030774
unrelated_derangement_median,313,-0.40000086869641382
unrelated_derangement_median,314,-0.40000086869641382
unrelated_derangement_median,315,-0.40000086869641382
unrelated_derangement_median,316,-0.42079667745030558
unrelated_derangement_median,317,-0.42079667745030558
unrelated_derangement_median,318,-0.10597956781286057
unrelated_derangement_median,319,-0.079633587874157322
unrelated_derangement_median,320,-0.40000086869641382
unrelated_derangement_median,321,-0.30381655940759217
unrelated_derangement_median,322,-0.30381655940759217
unrelated_derangement_median,323,-0.40000086869641382
unrelated_derangement_median,324,-0.22319800059775038
unrelated_derangement_median,325,-0.24960753945767605
unrelated_derangement_median,326,-0.42079667745030558
unrelated_derangement_median,327,-0.40000086869641382
unrelated_derangement_median,328,-0.40000086869641382
unrelated_derangement_median,329,-0.28079500637030774
unrelated_derangement_median,330,-0.40000086869641382
unrelated_derangement_median,331,-0.40000086869641382
unrelated_derangement_median,332,-0.42307167305739862
unrelated_derangement_median,333,-0.28079500637030774
unrelated_derangement_median,334,-0.40000086869641382
unrelated_derangement_median,335,-0.40000086869641382
unrelated_derangement_median,336,-0.42307167305739862
unrelated_derangement_median,337,-0.40000086869641382
unrelated_derangement_median,338,-0.42079667745030558
unrelated_derangement_median,339,-0.42079667745030558
unrelated_derangement_median,340,-0.28079500637030774
unrelated_derangement_median,341,-0.40000086869641382
unrelated_derangement_median,342,-0.40000086869641382
unrelated_derangement_median,343,-0.42307167305739862
unrelated_derangement_median,344,-0.30381655940759217
unrelated_derangement_median,345,-0.40000086869641382
unrelated_derangement_median,346,-0.40000086869641382
unrelated_derangement_median,347,-0.42307167305739862
unrelated_derangement_median,348,-0.42307167305739862
unrelated_derangement_median,349,-0.40000086869641382
unrelated_derangement_median,350,-0.40000086869641382
unrelated_derangement_median,351,-0.40000086869641382
unrelated_derangement_median,352,-0.44836581867785691
unrelated_derangement_median,353,-0.46615234610658945
unrelated_derangement_median,354,-0.44836581867785691
unrelated_derangement_median,355,-0.40000086869641382
unrelated_derangement_median,356,-0.46615234610658945
unrelated_derangement_median,357,-0.44836581867785691
unrelated_derangement_median,358,-0.44836581867785691
unrelated_derangement_median,359,-0.46615234610658945
unrelated_derangement_median,360,-0.40000086869641382
unrelated_derangement_median,361,-0.40000086869641382
unrelated_derangement_median,362,-0.10597956781286057
unrelated_derangement_median,363,-0.079633587874157322
unrelated_derangement_median,364,-0.40000086869641382
unrelated_derangement_median,365,-0.30381655940759217
unrelated_derangement_median,366,-0.30381655940759217
unrelated_derangement_median,367,-0.40000086869641382
unrelated_derangement_median,368,-0.22319800059775038
unrelated_derangement_median,369,-0.24960753945767605
unrelated_derangement_median,370,-0.42079667745030558
unrelated_derangement_median,371,-0.40000086869641382
unrelated_derangement_median,372,-0.40000086869641382
unrelated_derangement_median,373,-0.10597956781286057
unrelated_derangement_median,374,-0.079633587874157322
unrelated_derangement_median,375,0.089941166146412149
unrelated_derangement_median,376,-0.10597956781286057
unrelated_derangement_median,377,0.039709482130273026
unrelated_derangement_median,378,0.089941166146412149
unrelated_derangement_median,379,0.039709482130273026
unrelated_derangement_median,380,-0.079633587874157322
unrelated_derangement_median,381,-0.079633587874157322
unrelated_derangement_median,382,-0.10597956781286057
unrelated_derangement_median,383,-0.10597956781286057
unrelated_derangement_median,384,-0.37316339100032092
unrelated_derangement_median,385,-0.24960753945767605
unrelated_derangement_median,386,-0.072472696918257612
unrelated_derangement_median,387,0.1608379789068145
unrelated_derangement_median,388,0.0064655038543003753
unrelated_derangement_median,389,0.039709482130273026
unrelated_derangement_median,390,-0.22319800059775038
unrelated_derangement_median,391,-0.22319800059775038
unrelated_derangement_median,392,-0.22319800059775038
unrelated_derangement_median,393,-0.072472696918257612
unrelated_derangement_median,394,-0.072472696918257612
unrelated_derangement_median,395,-0.40000086869641382
unrelated_derangement_median,396,-0.24960753945767605
unrelated_derangement_median,397,-0.10597956781286057
unrelated_derangement_median,398,-0.37316339100032092
unrelated_derangement_median,399,-0.19743518978451347
unrelated_derangement_median,400,-0.24960753945767605
unrelated_derangement_median,401,0.10122449776577896
unrelated_derangement_median,402,0.039709482130273026
unrelated_derangement_median,403,-0.079633587874157322
unrelated_derangement_median,404,-0.24960753945767605
unrelated_derangement_median,405,-0.30381655940759217
unrelated_derangement_median,406,-0.24960753945767605
unrelated_derangement_median,407,-0.19743518978451347
unrelated_derangement_median,408,-0.19743518978451347
unrelated_derangement_median,409,-0.24960753945767605
unrelated_derangement_median,410,-0.40000086869641382
unrelated_derangement_median,411,-0.40000086869641382
unrelated_derangement_median,412,-0.40000086869641382
unrelated_derangement_median,413,-0.37316339100032092
unrelated_derangement_median,414,-0.37316339100032092
unrelated_derangement_median,415,-0.079633587874157322
unrelated_derangement_median,416,-0.10597956781286057
unrelated_derangement_median,417,-0.10597956781286057
unrelated_derangement_median,418,-0.30381655940759217
unrelated_derangement_median,419,-0.40000086869641382
unrelated_derangement_median,420,-0.30381655940759217
unrelated_derangement_median,421,-0.30381655940759217
unrelated_derangement_median,422,-0.22319800059775038
unrelated_derangement_median,423,-0.24960753945767605
unrelated_derangement_median,424,-0.40000086869641382
unrelated_derangement_median,425,-0.40000086869641382
unrelated_derangement_median,426,-0.28079500637030774
unrelated_derangement_median,427,-0.40000086869641382
unrelated_derangement_median,428,-0.40000086869641382
unrelated_derangement_median,429,-0.42307167305739862
unrelated_derangement_median,430,-0.28079500637030774
unrelated_derangement_median,431,-0.40000086869641382
unrelated_derangement_median,432,-0.40000086869641382
unrelated_derangement_median,433,-0.42307167305739862
unrelated_derangement_median,434,-0.40000086869641382
unrelated_derangement_median,435,-0.42079667745030558
unrelated_derangement_median,436,-0.42079667745030558
unrelated_derangement_median,437,-0.28079500637030774
unrelated_derangement_median,438,-0.37316339100032092
unrelated_derangement_median,439,-0.37316339100032092
unrelated_derangement_median,440,-0.22319800059775038
unrelated_derangement_median,441,-0.22319800059775038
unrelated_derangement_median,442,-0.22319800059775038
unrelated_derangement_median,443,-0.22319800059775038
unrelated_derangement_median,444,-0.40000086869641382
unrelated_derangement_median,445,-0.28079500637030774
unrelated_derangement_median,446,-0.40000086869641382
unrelated_derangement_median,447,-0.40000086869641382
unrelated_derangement_median,448,-0.37316339100032092
unrelated_derangement_median,449,-0.24960753945767605
unrelated_derangement_median,450,-0.19638563766119355
unrelated_derangement_median,451,0.1608379789068145
unrelated_derangement_median,452,-0.10597956781286057
unrelated_derangement_median,453,0.039709482130273026
unrelated_derangement_median,454,-0.22319800059775038
unrelated_derangement_median,455,-0.22319800059775038
unrelated_derangement_median,456,-0.22319800059775038
unrelated_derangement_median,457,-0.19638563766119355
unrelated_derangement_median,458,-0.19638563766119355
unrelated_derangement_median,459,-0.40000086869641382
unrelated_derangement_median,460,-0.24960753945767605
unrelated_derangement_median,461,-0.19638563766119355
unrelated_derangement_median,462,-0.40000086869641382
unrelated_derangement_median,463,-0.28079500637030774
unrelated_derangement_median,464,-0.37316339100032092
unrelated_derangement_median,465,-0.37316339100032092
unrelated_derangement_median,466,-0.19743518978451347
unrelated_derangement_median,467,-0.19743518978451347
unrelated_derangement_median,468,-0.19743518978451347
unrelated_derangement_median,469,-0.19743518978451347
unrelated_derangement_median,470,-0.40000086869641382
unrelated_derangement_median,471,-0.40000086869641382
unrelated_derangement_median,472,-0.42079667745030558
unrelated_derangement_median,473,-0.42079667745030558
unrelated_derangement_median,474,-0.28079500637030774
unrelated_derangement_median,475,-0.28079500637030774
unrelated_derangement_median,476,-0.42307167305739862
unrelated_derangement_median,477,-0.37316339100032092
unrelated_derangement_median,478,-0.40000086869641382
unrelated_derangement_median,479,-0.40000086869641382
unrelated_derangement_median,480,-0.40000086869641382
unrelated_derangement_median,481,-0.28079500637030774
unrelated_derangement_median,482,-0.40000086869641382
unrelated_derangement_median,483,-0.40000086869641382
unrelated_derangement_median,484,-0.40000086869641382
unrelated_derangement_median,485,-0.40000086869641382
unrelated_derangement_median,486,-0.42307167305739862
unrelated_derangement_median,487,-0.42307167305739862
unrelated_derangement_median,488,-0.28079500637030774
unrelated_derangement_median,489,-0.28079500637030774
unrelated_derangement_median,490,-0.28079500637030774
unrelated_derangement_median,491,-0.40000086869641382
unrelated_derangement_median,492,-0.40000086869641382
unrelated_derangement_median,493,-0.42307167305739862
unrelated_derangement_median,494,-0.30381655940759217
unrelated_derangement_median,495,-0.40000086869641382
unrelated_derangement_median,496,-0.40000086869641382
unrelated_derangement_median,497,-0.42307167305739862
unrelated_derangement_median,498,-0.42307167305739862
unrelated_derangement_median,499,-0.40000086869641382
unrelated_derangement_median,500,-0.40000086869641382
unrelated_derangement_median,501,-0.28079500637030774
unrelated_derangement_median,502,-0.37316339100032092
unrelated_derangement_median,503,-0.37316339100032092
unrelated_derangement_median,504,-0.30381655940759217
unrelated_derangement_median,505,-0.28079500637030774
unrelated_derangement_median,506,-0.30381655940759217
unrelated_derangement_median,507,-0.30381655940759217
unrelated_derangement_median,508,-0.40000086869641382
unrelated_derangement_median,509,-0.40000086869641382
unrelated_derangement_median,510,-0.28079500637030774
unrelated_derangement_median,511,-0.28079500637030774
unrelated_derangement_median,512,-0.37316339100032092
unrelated_derangement_median,513,-0.10188059722590148
unrelated_derangement_median,514,-0.24960753945767605
unrelated_derangement_median,515,0.10122449776577896
unrelated_derangement_median,516,0.039709482130273026
unrelated_derangement_median,517,-0.079633587874157322
unrelated_derangement_median,518,-0.24960753945767605
unrelated_derangement_median,519,-0.30381655940759217
unrelated_derangement_median,520,-0.24960753945767605
unrelated_derangement_median,521,-0.10188059722590148
unrelated_derangement_median,522,-0.10188059722590148
unrelated_derangement_median,523,-0.24960753945767605
unrelated_derangement_median,524,-0.40000086869641382
unrelated_derangement_median,525,-0.40000086869641382
unrelated_derangement_median,526,-0.40000086869641382
unrelated_derangement_median,527,-0.28079500637030774
unrelated_derangement_median,528,-0.37316339100032092
unrelated_derangement_median,529,-0.37316339100032092
unrelated_derangement_median,530,-0.10188059722590148
unrelated_derangement_median,531,-0.10188059722590148
unrelated_derangement_median,532,-0.10188059722590148
unrelated_derangement_median,533,-0.10188059722590148
unrelated_derangement_median,534,-0.40000086869641382
unrelated_derangement_median,535,-0.40000086869641382
unrelated_derangement_median,536,-0.42079667745030558
unrelated_derangement_median,537,-0.42079667745030558
unrelated_derangement_median,538,-0.28079500637030774
unrelated_derangement_median,539,-0.28079500637030774
unrelated_derangement_median,540,-0.42307167305739862
unrelated_derangement_median,541,-0.42307167305739862
unrelated_derangement_median,542,-0.37316339100032092
unrelated_derangement_median,543,-0.37316339100032092
unrelated_derangement_median,544,-0.40000086869641382
unrelated_derangement_median,545,-0.40000086869641382
unrelated_derangement_median,546,-0.28079500637030774
unrelated_derangement_median,547,-0.28079500637030774
