session0_subject,session1_S1,session1_S2,session1_S3,session1_S4,session1_S5,session1_S6,session1_S7,session1_S8,session1_S9
S1,0.91777339814642123,-0.48799136282253641,0.35421820476005222,-0.19646568004397588,-0.52220540921558845,-0.36268965692107324,0.086429388623723763,-0.22577073459258248,0.13624755637806374
S2,-0.40000086869641382,0.86458198362391725,-0.55177931062193097,0.34740583303177319,0.62023364613176724,0.61776928755711946,-0.37353543161324831,-0.18314568637672654,-0.52785398658503691
S3,0.27756041004431026,-0.62054936236668778,0.82887432282219176,-0.254533133007322,-0.51600087118263527,-0.39725924909397281,0.077421381170212383,0.0066969905461958402,0.32159559009946587
S4,-0.51114585205207252,0.5841504772023185,-0.46615234610658945,0.52727432434237931,0.54748907436024274,0.55943835281236554,-0.19638563766119355,-0.10188059722590148,-0.43809658052043865
S5,-0.58875672168870108,0.71884257803299789,-0.43784177423046344,0.089941166146412149,0.83655594581802528,0.53005998581084857,0.0064655038543003753,-0.19743518978451347,-0.47301939968299594
S6,-0.32049486526231441,0.4711815131609095,-0.37316339100032092,0.4238313492191369,0.42896312020099642,0.75643868988156393,-0.30381655940759217,-0.22319800059775038,-0.42079667745030558
S7,0.046838903004641295,-0.30666947913544323,0.1608379789068145,-0.42307167305739862,-0.065308272162323086,-0.28079500637030774,0.7396262009452077,-0.10597956781286057,0.17187733102616554
S8,-0.051509661284610937,-0.28142062331206974,0.039709482130273026,-0.072472696918257612,-0.32366855276225975,-0.44836581867785691,-0.079633587874157322,0.77304114293468351,0.25072266086973116
S9,0.13018979032543845,-0.59072957353875166,0.1676121175364868,-0.24960753945767605,-0.55254199256441505,-0.57554044216969902,0.10122449776577896,0.16920183760568255,0.73957111638445328
