dataset,geometry,template,object,signature,subject,session0_half_cosine,session1_half_cosine,mean_session_half_cosine,same_subject_cross_session_cosine
BNCI2014_001,AIRM,session_specific,Z,sensor,1,0.85312780051340364,0.75236453492804611,0.80274616772072505,0.91777339814642123
BNCI2014_001,AIRM,session_specific,Z,sensor,2,0.84464623014961115,0.88874563887366853,0.86669593451163995,0.86458198362391725
BNCI2014_001,AIRM,session_specific,Z,sensor,3,0.65232115320210515,0.78415368350454573,0.71823741835332533,0.82887432282219164
BNCI2014_001,AIRM,session_specific,Z,sensor,4,0.56583855631943925,0.73947594281446816,0.65265724956695392,0.52727432434237931
BNCI2014_001,AIRM,session_specific,Z,sensor,5,0.71399279225976153,0.78128103529074,0.74763691377525088,0.83655594581802517
BNCI2014_001,AIRM,session_specific,Z,sensor,6,0.56876271803484491,0.72352065998749748,0.64614168901117131,0.75643868988156393
BNCI2014_001,AIRM,session_specific,Z,sensor,7,0.66438602465896945,0.74612093732932672,0.70525348099414797,0.7396262009452077
BNCI2014_001,AIRM,session_specific,Z,sensor,8,0.75592343991584887,0.82510757287145575,0.79051550639365264,0.77304114293468351
BNCI2014_001,AIRM,session_specific,Z,sensor,9,0.68616438103452226,0.90638805522362276,0.79627621812907268,0.73957111638445316
