dataset,geometry,template,object,signature,stage,observed,null_median,effect,exceedances,p_value,replicates,exact_tail_probability
BNCI2014_001,AIRM,session_specific,Z,sensor,R,0.74763691377525077,-0.0010625793724169,0.74869949314766782,0,0.00050000000000000001,1999,
BNCI2014_001,AIRM,session_specific,Z,spectrum,R,0.96556912376179005,0.82506504830859928,0.1405040754531906,0,0.00050000000000000001,1999,
BNCI2014_001,AIRM,session_specific,Z,sensor,I,0.77304114293468351,-0.18314568637672651,0.95618682931140997,0,7.4908050368173076e-06,133496,0
BNCI2014_001,AIRM,session_specific,Z,spectrum,I,0.95427121814899918,0.63616327605021616,0.31810794209878301,0,7.4908050368173076e-06,133496,0
BNCI2014_001,AIRM,session_specific,Z,sensor,C,0.77304114293468351,-0.00072311930006929996,0.77376426223475281,0,0.00050000000000000001,1999,
BNCI2014_001,AIRM,session_specific,Z,spectrum,C,0.95427121814899918,0.84325438649229811,0.111016831656701,0,0.00050000000000000001,1999,
