outer_fold,subject,session,d_proto,gamma,beta_parent,beta_reconstructed,absolute_error,sign_changed_after_gamma
0,4,0,0.104330063772666,0.20108376344994378,-0.096753699677277788,-0.096753699677277774,1.3877787807814457e-17,True
0,10,0,0.16253189738217763,0.20108376344994378,-0.038551866067766186,-0.038551866067766144,4.163336342344337e-17,True
0,11,0,-0.020042065062719307,0.20108376344994378,-0.22112582851266308,-0.22112582851266308,0,False
0,18,0,0.5126993169000349,0.20108376344994378,0.31161555345009112,0.31161555345009112,0,False
0,31,0,0.094993905854210248,0.20108376344994378,-0.10608985759573356,-0.10608985759573353,2.7755575615628914e-17,True
0,37,0,0.53653762301515751,0.20108376344994378,0.33545385956521379,0.33545385956521373,5.5511151231257827e-17,False
0,43,0,0.22325022519780657,0.20108376344994378,0.022166461747862812,0.022166461747862798,1.3877787807814457e-17,False
0,45,0,0.28529396430112697,0.20108376344994378,0.084210200851183234,0.084210200851183192,4.163336342344337e-17,False
0,46,0,0.18709075409536302,0.20108376344994378,-0.01399300935458074,-0.013993009354580754,1.3877787807814457e-17,True
0,4,1,0.038018178591848389,0.20442178694784136,-0.16640360835599297,-0.16640360835599297,0,True
0,10,1,0.074041030680720751,0.20442178694784136,-0.13038075626712065,-0.13038075626712059,5.5511151231257827e-17,True
0,11,1,-0.025772928860298992,0.20442178694784136,-0.23019471580814035,-0.23019471580814035,0,False
0,18,1,0.32017537482760261,0.20442178694784136,0.11575358787976127,0.11575358787976125,1.3877787807814457e-17,False
0,31,1,0.050575211443764964,0.20442178694784136,-0.1538465755040764,-0.15384657550407638,2.7755575615628914e-17,True
0,37,1,0.51066893509548639,0.20442178694784136,0.30624714814764498,0.30624714814764503,5.5511151231257827e-17,False
0,43,1,0.1685701233608676,0.20442178694784136,-0.035851663586973781,-0.035851663586973753,2.7755575615628914e-17,True
0,45,1,0.43670736515883807,0.20442178694784136,0.23228557821099666,0.23228557821099671,5.5511151231257827e-17,False
0,46,1,0.094437510059758548,0.20442178694784136,-0.10998427688808282,-0.10998427688808281,1.3877787807814457e-17,True
1,16,0,0.097733622458947345,0.19238049387807277,-0.094646871419125464,-0.094646871419125422,4.163336342344337e-17,True
1,29,0,0.39010311818009924,0.19238049387807277,0.19772262430202645,0.19772262430202647,2.7755575615628914e-17,False
1,30,0,0.16450539326994726,0.19238049387807277,-0.027875100608125536,-0.027875100608125508,2.7755575615628914e-17,True
1,36,0,0.9887555251352047,0.19238049387807277,0.79637503125713205,0.79637503125713194,1.1102230246251565e-16,False
1,38,0,0.11023796440758417,0.19238049387807277,-0.082142529470488626,-0.082142529470488598,2.7755575615628914e-17,True
1,49,0,0.13430870099820455,0.19238049387807277,-0.058071792879868252,-0.058071792879868217,3.4694469519536142e-17,True
1,51,0,0.088916001519853016,0.19238049387807277,-0.10346449235821978,-0.10346449235821975,2.7755575615628914e-17,True
1,52,0,0.17931289103774992,0.19238049387807277,-0.013067602840322885,-0.013067602840322851,3.4694469519536142e-17,True
1,54,0,0.055235652108801353,0.19238049387807277,-0.13714484176927144,-0.13714484176927141,2.7755575615628914e-17,True
1,16,1,-0.0075553626560249665,0.1795095402774412,-0.18706490293346617,-0.18706490293346617,0,False
1,29,1,0.69661325675364039,0.1795095402774412,0.51710371647619913,0.51710371647619913,0,False
1,30,1,0.038960276833145353,0.1795095402774412,-0.14054926344429589,-0.14054926344429586,2.7755575615628914e-17,True
1,36,1,1.2530072397178498,0.1795095402774412,1.0734976994404086,1.0734976994404086,0,False
1,38,1,0.055074037878833644,0.1795095402774412,-0.12443550239860758,-0.12443550239860757,1.3877787807814457e-17,True
1,49,1,0.12930950581746323,0.1795095402774412,-0.050200034459977977,-0.050200034459977977,0,True
1,51,1,0.063731571578534707,0.1795095402774412,-0.11577796869890652,-0.1157779686989065,2.7755575615628914e-17,True
1,52,1,0.11905220086752447,0.1795095402774412,-0.060457339409916773,-0.060457339409916738,3.4694469519536142e-17,True
1,54,1,0.063795670449501435,0.1795095402774412,-0.11571386982793977,-0.11571386982793977,0,True
2,1,0,0.23885752451516712,0.21317774727337999,0.025679777241787112,0.025679777241787133,2.0816681711721685e-17,False
2,8,0,0.15018451347660922,0.21317774727337999,-0.062993233796770798,-0.06299323379677077,2.7755575615628914e-17,True
2,9,0,0.2521644239796178,0.21317774727337999,0.03898667670623783,0.038986676706237816,1.3877787807814457e-17,False
2,14,0,0.088189936043012618,0.21317774727337999,-0.1249878112303674,-0.12498781123036737,2.7755575615628914e-17,True
2,17,0,0.18537592012750265,0.21317774727337999,-0.027801827145877374,-0.027801827145877339,3.4694469519536142e-17,True
2,19,0,0.33482415714192332,0.21317774727337999,0.12164640986854328,0.12164640986854333,5.5511151231257827e-17,False
2,40,0,0.033547041662472299,0.21317774727337999,-0.17963070561090771,-0.17963070561090769,2.7755575615628914e-17,True
2,42,0,0.081746540279016677,0.21317774727337999,-0.13143120699436334,-0.13143120699436331,2.7755575615628914e-17,True
2,50,0,0.0043984175119124421,0.21317774727337999,-0.20877932976146757,-0.20877932976146754,2.7755575615628914e-17,True
2,1,1,0.25382970095963331,0.21348465721017024,0.040345043749463044,0.040345043749463072,2.7755575615628914e-17,False
2,8,1,0.15620867907126901,0.21348465721017024,-0.057275978138901257,-0.057275978138901229,2.7755575615628914e-17,True
2,9,1,0.18660211675026123,0.21348465721017024,-0.026882540459909073,-0.02688254045990901,6.2450045135165055e-17,True
2,14,1,0.13338756185566614,0.21348465721017024,-0.080097095354504141,-0.0800970953545041,4.163336342344337e-17,True
2,17,1,0.18956877040534717,0.21348465721017024,-0.023915886804823133,-0.023915886804823067,6.591949208711867e-17,True
2,19,1,0.21549845612560109,0.21348465721017024,0.0020137989154308074,0.0020137989154308533,4.5970172113385388e-17,False
2,40,1,0.050088957288663853,0.21348465721017024,-0.1633956999215064,-0.16339569992150638,2.7755575615628914e-17,True
2,42,1,0.09711752511596905,0.21348465721017024,-0.11636713209420121,-0.11636713209420119,2.7755575615628914e-17,True
2,50,1,0.0050707807765545884,0.21348465721017024,-0.20841387643361567,-0.20841387643361564,2.7755575615628914e-17,True
3,2,0,0.20627970889478631,0.19862711559800461,0.007652593296781654,0.0076525932967816956,4.163336342344337e-17,False
3,12,0,0.094416064866694169,0.19862711559800461,-0.10421105073131047,-0.10421105073131044,2.7755575615628914e-17,True
3,13,0,0.084347995079951416,0.19862711559800461,-0.11427912051805322,-0.1142791205180532,2.7755575615628914e-17,True
3,20,0,0.10417977473480483,0.19862711559800461,-0.094447340863199808,-0.09444734086319978,2.7755575615628914e-17,True
3,21,0,0.48664504990304236,0.19862711559800461,0.2880179343050378,0.28801793430503775,5.5511151231257827e-17,False
3,25,0,0.076440554881250927,0.19862711559800461,-0.12218656071675371,-0.12218656071675368,2.7755575615628914e-17,True
3,32,0,0.68084190294246871,0.19862711559800461,0.4822147873444641,0.4822147873444641,0,False
3,39,0,0.26752805112626088,0.19862711559800461,0.068900935528256241,0.068900935528256269,2.7755575615628914e-17,False
3,41,0,0.01661128287843756,0.19862711559800461,-0.18201583271956706,-0.18201583271956706,0,True
3,2,1,0.21508438034849375,0.19238733141058001,0.022697048937913741,0.022697048937913744,3.4694469519536142e-18,False
3,12,1,0.11989584648758626,0.19238733141058001,-0.072491484922993774,-0.072491484922993746,2.7755575615628914e-17,True
3,13,1,0.045064675750468269,0.19238733141058001,-0.14732265566011177,-0.14732265566011174,2.7755575615628914e-17,True
3,20,1,0.13636854917731187,0.19238733141058001,-0.056018782233268137,-0.056018782233268144,6.9388939039072284e-18,True
3,21,1,0.71591336907725833,0.19238733141058001,0.52352603766667838,0.52352603766667838,0,False
3,25,1,0.016359596836899123,0.19238733141058001,-0.1760277345736809,-0.17602773457368087,2.7755575615628914e-17,True
3,32,1,0.55730791837638993,0.19238733141058001,0.36492058696580992,0.36492058696580992,0,False
3,39,1,0.19478183043877556,0.19238733141058001,0.0023944990281955479,0.0023944990281955514,3.4694469519536142e-18,False
3,41,1,0.066341512441750766,0.19238733141058001,-0.12604581896882927,-0.12604581896882924,2.7755575615628914e-17,True
4,3,0,0.48563158486061719,0.20932145622410378,0.27631012863651339,0.27631012863651339,0,False
4,7,0,0.0078237455522470536,0.20932145622410378,-0.20149771067185673,-0.20149771067185673,0,True
4,15,0,-0.067080294492237819,0.20932145622410378,-0.27640175071634165,-0.2764017507163416,5.5511151231257827e-17,False
4,22,0,0.21041125036391614,0.20932145622410378,0.0010897941398123698,0.0010897941398123612,8.6736173798840355e-18,False
4,23,0,0.37203922672974654,0.20932145622410378,0.16271777050564279,0.16271777050564276,2.7755575615628914e-17,False
4,26,0,0.022703462108954506,0.20932145622410378,-0.18661799411514929,-0.18661799411514929,0,True
4,33,0,0.43829257467918903,0.20932145622410378,0.22897111845508528,0.22897111845508525,2.7755575615628914e-17,False
4,35,0,0.060684431020235241,0.20932145622410378,-0.14863702520386854,-0.14863702520386854,0,True
4,53,0,0.051521131510336902,0.20932145622410378,-0.15780032471376687,-0.15780032471376687,0,True
4,3,1,0.55419207026707107,0.20979251612109848,0.34439955414597256,0.34439955414597256,0,False
4,7,1,0.17536806851039713,0.20979251612109848,-0.034424447610701348,-0.034424447610701348,0,True
4,15,1,0.037747110605760428,0.20979251612109848,-0.17204540551533803,-0.17204540551533803,0,True
4,22,1,0.11753613181977762,0.20979251612109848,-0.092256384301320826,-0.092256384301320854,2.7755575615628914e-17,True
4,23,1,0.31830602092260218,0.20979251612109848,0.10851350480150371,0.10851350480150371,0,False
4,26,1,0.052471753965314026,0.20979251612109848,-0.15732076215578444,-0.15732076215578444,0,True
4,33,1,0.40492702897183913,0.20979251612109848,0.19513451285074074,0.19513451285074065,8.3266726846886741e-17,False
4,35,1,-0.029183197813743053,0.20979251612109848,-0.23897571393484152,-0.23897571393484152,0,False
4,53,1,0.077013601793430628,0.20979251612109848,-0.13277891432766784,-0.13277891432766786,2.7755575615628914e-17,True
5,5,0,0.32672249932000375,0.21280708699322537,0.11391541232677831,0.11391541232677838,6.9388939039072284e-17,False
5,6,0,0.064803061371214138,0.21280708699322537,-0.14800402562201129,-0.14800402562201123,5.5511151231257827e-17,True
5,24,0,0.066282928980096162,0.21280708699322537,-0.14652415801312926,-0.14652415801312921,5.5511151231257827e-17,True
5,27,0,0.042082613278330391,0.21280708699322537,-0.17072447371489502,-0.17072447371489496,5.5511151231257827e-17,True
5,28,0,0.28900295097474415,0.21280708699322537,0.076195863981518772,0.076195863981518785,1.3877787807814457e-17,False
5,34,0,0.019283819158145768,0.21280708699322537,-0.19352326783507964,-0.19352326783507962,2.7755575615628914e-17,True
5,44,0,0.53750293950049532,0.21280708699322537,0.32469585250726996,0.32469585250726996,0,False
5,47,0,0.05380252970163963,0.21280708699322537,-0.15900455729158577,-0.15900455729158575,2.7755575615628914e-17,True
5,48,0,0.072481984552609069,0.21280708699322537,-0.14032510244061636,-0.1403251024406163,5.5511151231257827e-17,True
5,5,1,0.32414595019131109,0.20878390330542179,0.11536204688588932,0.1153620468858893,1.3877787807814457e-17,False
5,6,1,0.12245185924191954,0.20878390330542179,-0.086332044063502242,-0.086332044063502256,1.3877787807814457e-17,True
5,24,1,0.048277986450754824,0.20878390330542179,-0.16050591685466697,-0.16050591685466697,0,True
5,27,1,-0.023102518838231591,0.20878390330542179,-0.23188642214365335,-0.23188642214365338,2.7755575615628914e-17,False
5,28,1,0.2901195341287105,0.20878390330542179,0.081335630823288721,0.081335630823288707,1.3877787807814457e-17,False
5,34,1,-0.050810749071278652,0.20878390330542179,-0.25959465237670043,-0.25959465237670043,0,False
5,44,1,0.65600568910642465,0.20878390330542179,0.44722178580100291,0.44722178580100286,5.5511151231257827e-17,False
5,47,1,0.17030178534895454,0.20878390330542179,-0.038482117956467214,-0.038482117956467249,3.4694469519536142e-17,True
5,48,1,-0.011636628332793719,0.20878390330542179,-0.22042053163821546,-0.22042053163821551,5.5511151231257827e-17,False
