budget,subject,session,proposed_mae,direct_mae,improvement,proposed_beta_sign_accuracy,semantic_sign_accuracy
8,49,0,0.14030271467503908,0.068592880212241844,-0.071709834462797231,1,0.94999999999999996
8,49,1,0.1358366368913253,0.06983209778273998,-0.066004539108585322,1,0.94499999999999995
8,50,0,0.010957245333558822,0.054926781414087064,0.04396953608052824,1,0.56999999999999995
8,50,1,0.012074765819563767,0.063647514436139738,0.051572748616575972,1,0.46500000000000002
8,51,0,0.043078263011625845,0.091991384652211072,0.048913121640585228,1,0.79500000000000004
8,51,1,0.28589043390780661,0.12192379073157918,-0.16396664317622744,0.33500000000000002,0.66500000000000004
8,52,0,0.1853069047145845,0.07851630636035381,-0.10679059835423069,1,0.97999999999999998
8,52,1,0.12557933194138651,0.067282713308969677,-0.058296618632416836,1,0.92000000000000004
8,53,0,0.058094748921670068,0.068069803601398568,0.0099750546797284997,1,0.78500000000000003
8,53,1,0.083697477993658898,0.06710194229552903,-0.016595535698129868,1,0.81499999999999995
8,54,0,0.061229665785635934,0.084833685430682135,0.023604019645046201,1,0.71999999999999997
8,54,1,0.44338036523460189,0.15008059935990142,-0.29329976587470047,0.30499999999999999,0.69499999999999995
16,1,0,0.16075741341795574,0.079911942650399886,-0.080845470767555855,0.995,0.995
16,1,1,0.046858255744410736,0.071765722322376296,0.02490746657796556,1,1
16,2,0,0.21237739707444889,0.038066713919275859,-0.17431068315517304,0,1
16,2,1,0.22161172851434416,0.051004484094316925,-0.17060724442002723,0,1
16,3,0,0.034257594374983213,0.071810689471997424,0.037553095097014211,1,1
16,3,1,0.065637124075864306,0.072313869179139997,0.0066767451032756914,1,1
16,4,0,0.11020606216823189,0.077408940677435339,-0.032797121490796555,1,0.86499999999999999
16,4,1,0.044691609222871499,0.026087287426787134,-0.018604321796084365,1,0.89500000000000002
16,5,0,0.072587882449318769,0.052144839215242378,-0.020443043234076391,1,1
16,5,1,0.016755742570308808,0.053859995803981438,0.037104253233672627,1,1
16,6,0,0.047971776412819855,0.058368318431245216,0.01039654201842536,1,0.81999999999999995
16,6,1,0.1292765815257276,0.056471219532748619,-0.07280536199297899,1,0.97999999999999998
16,7,0,0.41262208416432161,0.09281555253960036,-0.31980653162472128,0.42999999999999999,0.56999999999999995
16,7,1,0.4380587165237152,0.11855943209387722,-0.31949928442983799,0.105,0.89500000000000002
16,8,0,0.17874611044037653,0.078880390213436111,-0.099865720226940416,0.065000000000000002,0.93500000000000005
16,8,1,0.21153407919899625,0.083791392140214291,-0.12774268705878195,0.059999999999999998,0.93999999999999995
16,9,0,0.04400660127568596,0.051708026552500605,0.0077014252768146454,0,1
16,9,1,0.1936061017932704,0.053277740131245963,-0.14032836166202445,1,1
16,10,0,0.16840789577774345,0.075965499263244057,-0.092442396514499398,1,0.94999999999999996
16,10,1,0.080714461311743826,0.044156162289535367,-0.03655829902220846,1,0.91500000000000004
16,11,0,0.014166066667153421,0.042776986242834637,0.028610919575681217,1,0.64000000000000001
16,11,1,0.019099498229275896,0.042377227464931957,0.023277729235656061,1,0.70499999999999996
16,12,0,0.10051375304635669,0.044077197017590546,-0.056436556028766148,1,0.97499999999999998
16,12,1,0.12642319465343665,0.058096385336358559,-0.068326809317078102,1,0.94499999999999995
16,13,0,0.090445683259613927,0.048346465077109879,-0.042099218182504047,1,0.92500000000000004
16,13,1,0.05159202391631857,0.054692443023372138,0.0031004191070535675,1,0.76000000000000001
16,14,0,0.094748763864659011,0.036879072052208299,-0.057869691812450712,1,0.97999999999999998
16,14,1,0.14039154689867531,0.055205640906730372,-0.085185905991944935,1,0.97499999999999998
16,15,0,0.060506677080904743,0.055705873420171519,-0.0048008036607332244,1,0.82499999999999996
16,15,1,0.044430986805988691,0.049247524682162973,0.0048165378761742816,1,0.73999999999999999
16,16,0,0.33083395764593165,0.09112796658576805,-0.2397059910601636,0.17499999999999999,0.82499999999999996
16,16,1,0.0010282315821628918,0.059232240352754248,0.058204008770591356,1,0.5
16,17,0,0.19193474794914905,0.039535832407608981,-0.15239891554154006,1,1
16,17,1,0.082079119495860789,0.060581242108200338,-0.021497877387660451,1,1
16,18,0,0.09347945754744455,0.067548974388922489,-0.025930483158522061,1,1
16,18,1,0.074821217769825324,0.054684509006625144,-0.02013670876320018,1,1
16,19,0,0.049172746501972731,0.063854793221314182,0.014682046719341452,1,1
16,19,1,0.027296723380637485,0.064511852807766917,0.037215129427129429,1,1
16,20,0,0.11027746291446736,0.043140138280128595,-0.06713732463433876,1,0.98999999999999999
16,20,1,0.14289589734316221,0.044362498902355725,-0.098533398440806497,1,0.995
16,21,0,0.014794284013547654,0.063734426250204021,0.048940142236656367,1,1
16,21,1,0.0096377536441875078,0.062491024821891665,0.052853271177704157,1,1
16,22,0,0.035988862612422838,0.069056132409831938,0.0330672697974091,1,1
16,22,1,0.12422000802000593,0.055228298695081307,-0.068991709324924627,1,0.93500000000000005
16,23,0,0.057266995150648592,0.053874604294554179,-0.0033923908560944127,1,1
16,23,1,0.036558476149906038,0.065970451464603827,0.029411975314697789,1,1
16,24,0,0.072977419319176229,0.047994022072480609,-0.02498339724669562,1,0.89500000000000002
16,24,1,0.055102708734562904,0.044905912532002032,-0.010196796202560872,1,0.79500000000000004
16,25,0,0.1367379607651717,0.080612516292873901,-0.056125444472297795,1,0.79000000000000004
16,25,1,0.022886945002749459,0.060112628154116637,0.037225683151367178,1,0.60499999999999998
16,26,0,0.029277079520287633,0.051566154375985176,0.022289074855697543,1,0.63
16,26,1,0.14605709076725437,0.061370080322168771,-0.0846870104450856,1,0.78000000000000003
16,27,0,0.048777103617410479,0.046068876843556691,-0.0027082267738537877,1,0.80000000000000004
16,27,1,0.01627779655442349,0.0591095200468367,0.04283172349241321,1,0.59999999999999998
16,28,0,0.10248627745708604,0.04779834524430452,-0.054687932212781516,0,1
16,28,1,0.063758705666994472,0.051575068784974906,-0.012183636882019566,1,1
16,29,0,0.11631705060143639,0.085264259611458962,-0.03105279098997743,1,1
16,29,1,0.13115262049896917,0.10910190344749494,-0.022050717051474225,1,1
16,30,0,0.24942049488843998,0.092620383370568896,-0.1568001115178711,0.085000000000000006,0.91500000000000004
16,30,1,0.045487407907007393,0.044376898621656398,-0.0011105092853509954,1,0.82499999999999996
16,31,0,0.10086990424977607,0.047898695852981926,-0.052971208396794145,1,0.96999999999999997
16,31,1,0.057248642074788074,0.023453403474597626,-0.033795238600190444,1,0.96999999999999997
16,32,0,0.0045338427593955566,0.063080712288114016,0.058546869528718459,1,1
16,32,1,0.011465797883151996,0.064693961677791761,0.053228163794639766,1,1
16,33,0,0.026850289909369492,0.053467852184199582,0.02661756227483009,1,1
16,33,1,0.028834034358086052,0.064912256870962887,0.036078222512876831,1,1
16,34,0,0.51340429593415382,0.12171664566381249,-0.39168765027034136,0.42999999999999999,0.56999999999999995
16,34,1,0.44271013989537589,0.087449587106777554,-0.35526055278859836,0.67000000000000004,0.67000000000000004
16,35,0,0.10431610931514503,0.060166166813964667,-0.044149942501180359,1,0.79000000000000004
16,35,1,0.022499321613514783,0.045963385877688973,0.023464064264174189,1,0.71999999999999997
16,36,0,0.081027866201297427,0.10221507792891991,0.021187211727622488,1,1
16,36,1,0.057490077871264367,0.086141893342785547,0.02865181547152118,1,1
16,37,0,0.038048614404881498,0.082543623451111159,0.044495009046229661,1,1
16,37,1,0.021101469762122519,0.074965259421444982,0.053863789659322467,1,1
16,38,0,0.079879586965032931,0.061797824085833203,-0.018081762879199728,1,0.94499999999999995
16,38,1,0.061601168952695712,0.034621063016860541,-0.026980105935835171,1,0.93000000000000005
16,39,0,0.01443374321198085,0.067510252122456149,0.053076508910475301,1,1
16,39,1,0.003798479470288425,0.064412322871130176,0.060613843400841749,0.995,0.995
16,40,0,0.040105869484118664,0.039903146689168001,-0.00020272279495066325,1,0.755
16,40,1,0.057092942331673051,0.033953086819534052,-0.023139855512138999,1,0.875
16,41,0,0.022708971058100103,0.036849798536171235,0.014140827478071133,1,0.66000000000000003
16,41,1,0.072868860607601102,0.039840563374135086,-0.033028297233466015,1,0.92000000000000004
16,42,0,0.24349798467051437,0.079182851786674016,-0.16431513288384036,0.23000000000000001,0.77000000000000002
16,42,1,0.10412151015897823,0.057139757838353802,-0.046981752320624431,1,0.93000000000000005
16,43,0,0.22912622359337248,0.070374334164486879,-0.1587518894288856,0,0.98999999999999999
16,43,1,0.17524355399189065,0.045262457306124666,-0.12998109668576599,1,1
16,44,0,0.083052215712595245,0.075642236349949238,-0.0074099793626460075,1,1
16,44,1,0.065183085274716612,0.079838376766959873,0.014655291492243261,1,1
16,45,0,0.33083785996653303,0.14137931081792779,-0.18945854914860524,0.96999999999999997,0.96999999999999997
16,45,1,0.016374331633471739,0.062644049063564869,0.04626971743009313,1,1
16,46,0,0.046913752247636109,0.099511180941593405,0.052597428693957296,0.070000000000000007,0.93000000000000005
16,46,1,0.10111094069078164,0.059545274310195878,-0.041565666380585758,1,0.88500000000000001
16,47,0,0.12850501741331219,0.070462564200299463,-0.058042453213012726,1,0.68000000000000005
16,47,1,0.04141120059844354,0.06468499564402809,0.02327379504558455,1,1
16,48,0,0.079176474891689122,0.053597858852488495,-0.025578616039200627,1,0.88
16,48,1,0.004811906048985598,0.054847313183934591,0.050035407134948993,1,0.505
16,49,0,0.14030271467503908,0.050725874573546256,-0.089576840101492819,1,0.98999999999999999
16,49,1,0.1358366368913253,0.047331736392922145,-0.08850490049840315,1,0.97999999999999998
16,50,0,0.010957245333558822,0.037742596849061616,0.026785351515502792,1,0.57499999999999996
16,50,1,0.012074765819563767,0.035588005563507517,0.023513239743943752,1,0.57499999999999996
16,51,0,0.028143690348133479,0.061939892983599414,0.033796202635465934,1,0.88
16,51,1,0.27324386743037521,0.086007222060803912,-0.1872366453695713,0.245,0.755
16,52,0,0.1853069047145845,0.052239396307730938,-0.13306750840685355,1,0.995
16,52,1,0.12557933194138651,0.043107454388532147,-0.082471877552854372,1,0.98999999999999999
16,53,0,0.058094748921670068,0.049913940749061456,-0.0081808081726086126,1,0.79000000000000004
16,53,1,0.083697477993658898,0.052049596260203862,-0.031647881733455036,1,0.92000000000000004
16,54,0,0.061229665785635934,0.061006840335349234,-0.0002228254502866997,1,0.755
16,54,1,0.43634808508226564,0.10460383928736788,-0.33174424579489775,0.255,0.745
32,1,0,0.15830324989458761,0.057424026750527629,-0.10087922314405998,1,1
32,1,1,0.046858255744410736,0.04359348305278319,-0.003264772691627546,1,1
32,2,0,0.21237739707444889,0.023411933850132644,-0.18896546322431623,0,1
32,2,1,0.22161172851434416,0.031558045178329407,-0.19005368333601474,0,1
32,3,0,0.034257594374983213,0.044637898678945416,0.010380304303962203,1,1
32,3,1,0.065637124075864306,0.044939570781923288,-0.020697553293941018,1,1
32,4,0,0.11020606216823189,0.057094826880367905,-0.053111235287863989,1,0.97499999999999998
32,4,1,0.044691609222871499,0.016681547010792309,-0.02801006221207919,1,0.97499999999999998
32,5,0,0.072587882449318769,0.032990748437649146,-0.039597134011669623,1,1
32,5,1,0.016755742570308808,0.036066132818640267,0.01931039024833146,1,1
32,6,0,0.043193103305520369,0.041701464854328414,-0.0014916384511919553,1,0.88500000000000001
32,6,1,0.1292765815257276,0.030203473535848069,-0.099073107989879533,1,1
32,7,0,0.41334195231250059,0.058768884345605857,-0.35457306796689475,0.45500000000000002,0.54500000000000004
32,7,1,0.40528936647580266,0.070140196008133204,-0.33514917046766945,0.014999999999999999,0.98499999999999999
32,8,0,0.15836947607160329,0.053143956926776516,-0.10522551914482678,0,1
32,8,1,0.19521281278756841,0.056159093014609966,-0.13905371977295844,0.01,0.98999999999999999
32,9,0,0.04400660127568596,0.033366522680319297,-0.010640078595366663,0,1
32,9,1,0.1936061017932704,0.031825323013664891,-0.16178077877960551,1,1
32,10,0,0.16840789577774345,0.049311538899614191,-0.11909635687812926,1,1
32,10,1,0.080714461311743826,0.027718316930702692,-0.052996144381041138,1,0.995
32,11,0,0.014166066667153421,0.027784530031835633,0.013618463364682212,1,0.72499999999999998
32,11,1,0.019099498229275896,0.025021233503457127,0.0059217352741812307,1,0.78000000000000003
32,12,0,0.10051375304635669,0.029323564848725274,-0.071190188197631427,1,0.995
32,12,1,0.12642319465343665,0.035423598243575639,-0.090999596409861022,1,1
32,13,0,0.090445683259613927,0.031041211954293033,-0.059404471305320894,1,0.995
32,13,1,0.05159202391631857,0.032390953641888147,-0.019201070274430423,1,0.87
32,14,0,0.094748763864659011,0.026691526887170358,-0.068057236977488653,1,1
32,14,1,0.14039154689867531,0.035889337640037447,-0.10450220925863786,1,1
32,15,0,0.060506677080904743,0.037953909065974602,-0.022552768014930141,1,0.96499999999999997
32,15,1,0.044430986805988691,0.029887080250220074,-0.014543906555768617,1,0.875
32,16,0,0.31631208858692211,0.066764583230235278,-0.24954750535668685,0.105,0.89500000000000002
32,16,1,0.0010282315821628918,0.035982447780710428,0.034954216198547536,1,0.53000000000000003
32,17,0,0.19193474794914905,0.02446190563281684,-0.16747284231633222,1,1
32,17,1,0.082079119495860789,0.033510543552844524,-0.048568575943016265,1,1
32,18,0,0.09347945754744455,0.044918383743089658,-0.048561073804354891,1,1
32,18,1,0.074821217769825324,0.02978325150299593,-0.045037966266829391,1,1
32,19,0,0.049172746501972731,0.045348163454286529,-0.0038245830476862017,1,1
32,19,1,0.027296723380637485,0.038548201241732617,0.011251477861095132,1,1
32,20,0,0.11027746291446736,0.027844546289001314,-0.082432916625466035,1,1
32,20,1,0.14289589734316221,0.026222052255797931,-0.11667384508736428,1,1
32,21,0,0.014794284013547654,0.039086381411855331,0.024292097398307677,1,1
32,21,1,0.0096377536441875078,0.041815540988639516,0.032177787344452008,1,1
32,22,0,0.035988862612422838,0.039292448518972865,0.0033035859065500273,1,1
32,22,1,0.12422000802000593,0.035048689140842006,-0.089171318879163936,1,1
32,23,0,0.057266995150648592,0.030936626984624117,-0.026330368166024475,1,1
32,23,1,0.036558476149906038,0.04291438874400063,0.0063559125940945913,1,1
32,24,0,0.072977419319176229,0.030086370697579721,-0.042891048621596511,1,0.97499999999999998
32,24,1,0.055102708734562904,0.028759118849894256,-0.026343589884668648,1,0.92000000000000004
32,25,0,0.1194049297223799,0.046344716645649306,-0.073060213076730593,1,0.89500000000000002
32,25,1,0.022886945002749459,0.039780485135386005,0.016893540132636546,1,0.60999999999999999
32,26,0,0.029277079520287633,0.030961135991331556,0.0016840564710439224,1,0.71999999999999997
32,26,1,0.13777530254407844,0.043207844896769647,-0.094567457647308784,1,0.84999999999999998
32,27,0,0.048777103617410479,0.027340200547773273,-0.021436903069637206,1,0.91500000000000004
32,27,1,0.01627779655442349,0.034514151389759253,0.018236354835335762,1,0.67000000000000004
32,28,0,0.10248627745708604,0.028713377553343866,-0.073772899903742167,0,1
32,28,1,0.063758705666994472,0.029907052060327257,-0.033851653606667212,1,1
32,29,0,0.11631705060143639,0.061255677873620247,-0.055061372727816145,1,1
32,29,1,0.13115262049896917,0.072393456897195702,-0.058759163601773468,1,1
32,30,0,0.22384558384642275,0.059209553307580674,-0.16463603053884207,0.01,0.98999999999999999
32,30,1,0.045487407907007393,0.026353523327956555,-0.019133884579050839,1,0.875
32,31,0,0.10086990424977607,0.031978994389328996,-0.068890909860447075,1,0.98999999999999999
32,31,1,0.057248642074788074,0.016478849557743844,-0.040769792517044226,1,0.98499999999999999
32,32,0,0.0045338427593955566,0.044740953521911209,0.040207110762515652,1,1
32,32,1,0.011465797883151996,0.043953129675574354,0.032487331792422358,1,1
32,33,0,0.026850289909369492,0.033824566980971381,0.0069742770716018886,1,1
32,33,1,0.028834034358086052,0.038362193581641682,0.0095281592235556302,1,1
32,34,0,0.51470321140901509,0.072618366094307316,-0.44208484531470776,0.45500000000000002,0.54500000000000004
32,34,1,0.43391293453788171,0.06807682583180745,-0.36583610870607425,0.77000000000000002,0.77000000000000002
32,35,0,0.094227402050409748,0.045100447670691685,-0.049126954379718063,1,0.86499999999999999
32,35,1,0.022499321613514783,0.026851966794429874,0.0043526451809150907,1,0.84999999999999998
32,36,0,0.081027866201297427,0.056237284969726957,-0.02479058123157047,1,1
32,36,1,0.057490077871264367,0.05277027191092383,-0.0047198059603405368,1,1
32,37,0,0.038048614404881498,0.052133106780381494,0.014084492375499996,1,1
32,37,1,0.021101469762122519,0.044345251347132068,0.023243781585009549,1,1
32,38,0,0.076203502469814138,0.035030213423361461,-0.041173289046452677,1,0.98999999999999999
32,38,1,0.061601168952695712,0.021758984607631857,-0.039842184345063855,1,0.97499999999999998
32,39,0,0.01443374321198085,0.041955846848897964,0.027522103636917115,1,1
32,39,1,0.0017853876842421656,0.039656946219833088,0.037871558535590925,1,1
32,40,0,0.040105869484118664,0.025481507706966965,-0.0146243617771517,1,0.85999999999999999
32,40,1,0.057092942331673051,0.020684025154479341,-0.03640891717719371,1,0.96999999999999997
32,41,0,0.022708971058100103,0.022076910502564728,-0.00063206055553537491,1,0.73999999999999999
32,41,1,0.072868860607601102,0.024703003096603525,-0.048165857510997577,1,0.98499999999999999
32,42,0,0.22053858896434198,0.051554108399777053,-0.16898448056456492,0.10000000000000001,0.90000000000000002
32,42,1,0.10412151015897823,0.037140542351787514,-0.066980967807190719,1,0.97999999999999998
32,43,0,0.22912622359337248,0.043318548314285873,-0.18580767527908659,0,1
32,43,1,0.17524355399189065,0.027671524937034439,-0.14757202905485622,1,1
32,44,0,0.083052215712595245,0.056599654947727701,-0.026452560764867544,1,1
32,44,1,0.065183085274716612,0.049526906653719581,-0.015656178620997031,1,1
32,45,0,0.3133676622047315,0.090286953908147713,-0.22308070829658377,1,1
32,45,1,0.016374331633471739,0.040101072834955669,0.023726741201483929,1,1
32,46,0,0.023757741948724629,0.058435210750642085,0.034677468801917452,0.01,0.98999999999999999
32,46,1,0.10111094069078164,0.039239997386609889,-0.061870943304171748,1,0.97999999999999998
32,47,0,0.11277579220272507,0.044646687378347212,-0.068129104824377867,1,0.81000000000000005
32,47,1,0.04141120059844354,0.0324237103238528,-0.0089874902745907398,1,1
32,48,0,0.079176474891689122,0.03591538599148416,-0.043261088900204962,1,0.94999999999999996
32,48,1,0.004811906048985598,0.035336716146039358,0.03052481009705376,1,0.56999999999999995
32,49,0,0.14030271467503908,0.030035958027711931,-0.11026675664732714,1,1
32,49,1,0.1358366368913253,0.029290315022923102,-0.1065463218684022,1,1
32,50,0,0.010957245333558822,0.023799889758313219,0.012842644424754397,1,0.56999999999999995
32,50,1,0.012074765819563767,0.025785209261911059,0.013710443442347292,1,0.56000000000000005
32,51,0,0.009695100587348791,0.039833450068268411,0.030138349480919618,1,0.98499999999999999
32,51,1,0.26481282311208759,0.056421885020586232,-0.20839093809150136,0.185,0.81499999999999995
32,52,0,0.1853069047145845,0.033122504528808702,-0.15218440018577578,1,1
32,52,1,0.12557933194138651,0.026005268341135698,-0.099574063600250812,1,1
32,53,0,0.058094748921670068,0.030029550523828021,-0.028065198397842047,1,0.92500000000000004
32,53,1,0.083697477993658898,0.031364308733856511,-0.052333169259802387,1,0.98499999999999999
32,54,0,0.061229665785635934,0.038584050540721185,-0.022645615244914749,1,0.88500000000000001
32,54,1,0.43775454111273293,0.072970981986942324,-0.36478355912579064,0.26500000000000001,0.73499999999999999
