subject,session,permutation_index,permutation,cost,cost_rank,is_identity
22,3,10,1|3|0|2,1.0655600951217843,5,False
22,3,11,1|3|2|0,2.1208404497354167,17,False
22,3,12,2|0|1|3,3.844395434692813,21,False
22,3,13,2|0|3|1,0.8398311408143105,3,False
22,3,14,2|1|0|3,3.7032748355223597,19,False
22,3,15,2|1|3|0,1.3089639673981486,9,False
22,3,16,2|3|0|1,1.3935135456158525,11,False
22,3,17,2|3|1|0,2.0037669713701436,15,False
22,3,18,3|0|1|2,1.302290067742092,8,False
22,3,19,3|0|2|1,1.7473169966014335,14,False
22,3,20,3|1|0|2,1.1611694685716394,6,False
22,3,21,3|1|2|0,2.216449823185272,18,False
22,3,22,3|2|0|1,1.5032842887935063,12,False
22,3,23,3|2|1|0,2.1135377145477974,16,False
23,2,0,0|1|2|3,0.4126944833930651,2,True
23,2,1,0|1|3|2,2.482248318084368,15,False
23,2,2,0|2|1|3,0.5202947429463456,3,False
23,2,3,0|2|3|1,2.913369632641099,21,False
23,2,4,0|3|1|2,1.9541562529368681,8,False
23,2,5,0|3|2|1,2.2776773079403183,13,False
23,2,6,1|0|2|3,0.8020240277250555,6,False
23,2,7,1|0|3|2,2.871577862416358,20,False
23,2,8,1|2|0|3,0.6037799363946539,5,False
23,2,9,1|2|3|0,3.438266155076735,24,False
23,2,10,1|3|0|2,2.0376414463851766,9,False
23,2,11,1|3|2|0,2.802573830375955,19,False
23,2,12,2|0|1|3,0.5226811360693727,4,False
23,2,13,2|0|3|1,2.915756025764126,22,False
23,2,14,2|1|0|3,0.21683678518569066,1,False
23,2,15,2|1|3|0,3.0513230038677723,23,False
23,2,16,2|3|0|1,2.0818196097329444,11,False
23,2,17,2|3|1|0,2.5232309387202725,16,False
23,2,18,3|0|1|2,2.06719418910254,10,False
23,2,19,3|0|2|1,2.3907152441059907,14,False
23,2,20,3|1|0|2,1.761349838218858,7,False
23,2,21,3|1|2|0,2.526282222209636,17,False
23,2,22,3|2|0|1,2.192471152775589,12,False
23,2,23,3|2|1|0,2.633882481762917,18,False
23,3,0,0|1|2|3,0.32319231487391625,3,True
23,3,1,0|1|3|2,2.8309896493086293,19,False
23,3,2,0|2|1|3,0.33149899087714635,4,False
23,3,3,0|2|3|1,2.9173358540607235,20,False
23,3,4,0|3|1|2,2.07078737560987,11,False
23,3,5,0|3|2|1,2.1488269043587342,12,False
23,3,6,1|0|2|3,0.4907369130917352,6,False
23,3,7,1|0|3|2,2.9985342475264485,21,False
23,3,8,1|2|0|3,0.23671160129695626,2,False
23,3,9,1|2|3|0,3.460489403192366,24,False
23,3,10,1|3|0|2,1.9759999860296804,8,False
23,3,11,1|3|2|0,2.691980453490377,18,False
23,3,12,2|0|1|3,0.4252174104952826,5,False
23,3,13,2|0|3|1,3.0110542736788597,22,False
23,3,14,2|1|0|3,0.16288542269727357,1,False
23,3,15,2|1|3|0,3.386663224592683,23,False
23,3,16,2|3|0|1,1.9885200121820914,9,False
23,3,17,2|3|1|0,2.626460950893924,15,False
23,3,18,3|0|1|2,2.2277177343342482,13,False
23,3,19,3|0|2|1,2.305757263083112,14,False
23,3,20,3|1|0|2,1.965385746536239,7,False
23,3,21,3|1|2|0,2.6813662139969354,16,False
23,3,22,3|2|0|1,2.051731951288333,10,False
23,3,23,3|2|1|0,2.6896728900001654,17,False
24,2,0,0|1|2|3,0.3215126035368138,3,True
24,2,1,0|1|3|2,2.5554220182999643,16,False
24,2,2,0|2|1|3,0.18885004756088197,1,False
24,2,3,0|2|3|1,3.6717480914237672,23,False
24,2,4,0|3|1|2,2.1854825761487033,14,False
24,2,5,0|3|2|1,3.434471205248439,21,False
24,2,6,1|0|2|3,0.4888012142326659,5,False
24,2,7,1|0|3|2,2.722710628995816,18,False
24,2,8,1|2|0|3,0.57063262926479,6,False
24,2,9,1|2|3|0,2.034117366722562,12,False
24,2,10,1|3|0|2,2.5672651578526113,17,False
24,2,11,1|3|2|0,1.796840480547233,10,False
24,2,12,2|0|1|3,0.2526721851606635,2,False
24,2,13,2|0|3|1,3.7355702290235486,24,False
24,2,14,2|1|0|3,0.46716615616871937,4,False
24,2,15,2|1|3|0,1.9306508936264912,11,False
24,2,16,2|3|0|1,3.5801247578803443,22,False
24,2,17,2|3|1|0,1.5607114514752307,9,False
24,2,18,3|0|1|2,2.0642472016330617,13,False
24,2,19,3|0|2|1,3.313235830732797,19,False
24,2,20,3|1|0|2,2.2787411726411175,15,False
24,2,21,3|1|2|0,1.5083164953357393,8,False
24,2,22,3|2|0|1,3.395067245764921,20,False
24,2,23,3|2|1|0,1.3756539393598075,7,False
24,3,0,0|1|2|3,0.14329188516509667,4,True
24,3,1,0|1|3|2,3.247786559127806,22,False
24,3,2,0|2|1|3,0.26753235471299075,6,False
24,3,3,0|2|3|1,2.854298372556697,20,False
24,3,4,0|3|1|2,2.627034702206124,15,False
24,3,5,0|3|2|1,2.109306046087121,10,False
24,3,6,1|0|2|3,0.0932397833310779,3,False
24,3,7,1|0|3|2,3.1977344572937874,21,False
24,3,8,1|2|0|3,0.023561384963483464,1,False
24,3,9,1|2|3|0,3.418416387397687,23,False
24,3,10,1|3|0|2,2.383063732456617,12,False
24,3,11,1|3|2|0,2.673424060928111,17,False
24,3,12,2|0|1|3,0.2495477700863619,5,False
24,3,13,2|0|3|1,2.8363137879300684,19,False
24,3,14,2|1|0|3,0.05562890217087339,2,False
24,3,15,2|1|3|0,3.450483904605077,24,False
24,3,16,2|3|0|1,2.0216430630928977,9,False
24,3,17,2|3|1|0,2.829732047683395,18,False
24,3,18,3|0|1|2,2.4167612898297977,13,False
24,3,19,3|0|2|1,1.8990326337107941,8,False
24,3,20,3|1|0|2,2.222842421914309,11,False
24,3,21,3|1|2|0,2.513202750385803,14,False
24,3,22,3|2|0|1,1.8293542353432,7,False
24,3,23,3|2|1|0,2.637443219933697,16,False
25,2,0,0|1|2|3,0.06494008574017178,2,True
25,2,1,0|1|3|2,3.2758524510603975,21,False
25,2,2,0|2|1|3,0.06320361345336545,1,False
25,2,3,0|2|3|1,2.4323692993733976,13,False
25,2,4,0|3|1|2,3.2807398960092558,23,False
25,2,5,0|3|2|1,2.438993216609062,14,False
25,2,6,1|0|2|3,0.06863720319630554,4,False
25,2,7,1|0|3|2,3.279549568516531,22,False
25,2,8,1|2|0|3,0.06684180175601426,3,False
25,2,9,1|2|3|0,2.407441860891954,11,False
25,2,10,1|3|0|2,3.2843780843119044,24,False
25,2,11,1|3|2|0,2.414065778127619,12,False
25,2,12,2|0|1|3,0.17584412520554452,6,False
25,2,13,2|0|3|1,2.545009811125577,17,False
25,2,14,2|1|0|3,0.17578519605205956,5,False
25,2,15,2|1|3|0,2.5163852551879993,15,False
25,2,16,2|3|0|1,2.54983832692095,18,False
25,2,17,2|3|1|0,2.5212727001368576,16,False
25,2,18,3|0|1|2,2.977806814867201,20,False
25,2,19,3|0|2|1,2.136060135467008,10,False
25,2,20,3|1|0|2,2.977747885713716,19,False
25,2,21,3|1|2|0,2.1074355795294304,8,False
25,2,22,3|2|0|1,2.1342647340267167,9,False
25,2,23,3|2|1|0,2.105699107242624,7,False
25,3,0,0|1|2|3,1.5547926499229536,12,True
25,3,1,0|1|3|2,3.4126693070758147,19,False
25,3,2,0|2|1|3,2.2366632777079465,15,False
25,3,3,0|2|3|1,0.9849486187331764,6,False
25,3,4,0|3|1|2,3.687145073680951,21,False
25,3,5,0|3|2|1,0.5775537575533192,3,False
25,3,6,1|0|2|3,1.5937433361643283,13,False
25,3,7,1|0|3|2,3.4516199933171894,20,False
25,3,8,1|2|0|3,2.3414730696097044,16,False
25,3,9,1|2|3|0,0.7894156554194445,5,False
25,3,10,1|3|0|2,3.7919548655827082,22,False
25,3,11,1|3|2|0,0.3820207942395873,1,False
25,3,12,2|0|1|3,2.6788889342627824,17,False
25,3,13,2|0|3|1,1.4271742752880123,9,False
25,3,14,2|1|0|3,2.744748039923166,18,False
25,3,15,2|1|3|0,1.192690625732906,7,False
25,3,16,2|3|0|1,1.7675091475535314,14,False
25,3,17,2|3|1|0,1.4671663923380418,10,False
25,3,18,3|0|1|2,3.888427442970496,23,False
25,3,19,3|0|2|1,0.7788361268428645,4,False
25,3,20,3|1|0|2,3.954286548630879,24,False
25,3,21,3|1|2|0,0.5443524772877583,2,False
25,3,22,3|2|0|1,1.5265658602882408,11,False
25,3,23,3|2|1|0,1.226223105072751,8,False
26,2,0,0|1|2|3,0.3469554448954903,1,True
26,2,1,0|1|3|2,3.885929849041852,23,False
26,2,2,0|2|1|3,0.5491128785124454,3,False
26,2,3,0|2|3|1,1.9937729852851225,14,False
26,2,4,0|3|1|2,3.7464814481976254,21,False
26,2,5,0|3|2|1,1.6521671508239408,10,False
26,2,6,1|0|2|3,0.3502604081412521,2,False
26,2,7,1|0|3|2,3.8892348122876137,24,False
26,2,8,1|2|0|3,0.5552766068616137,4,False
26,2,9,1|2|3|0,1.9703204263586938,13,False
26,2,10,1|3|0|2,3.752645176546794,22,False
26,2,11,1|3|2|0,1.6287145918975119,9,False
26,2,12,2|0|1|3,0.7861281550558724,5,False
26,2,13,2|0|3|1,2.2307882618285495,18,False
26,2,14,2|1|0|3,0.788986920159279,6,False
26,2,15,2|1|3|0,2.204030739656359,17,False
26,2,16,2|3|0|1,2.0941986260877297,16,False
26,2,17,2|3|1|0,2.0645823388121323,15,False
26,2,18,3|0|1|2,3.5885728024899084,19,False
26,2,19,3|0|2|1,1.4942585051162238,8,False
26,2,20,3|1|0|2,3.591431567593315,20,False
26,2,21,3|1|2|0,1.467500982944033,7,False
26,2,22,3|2|0|1,1.6992747038365856,12,False
26,2,23,3|2|1|0,1.6696584165609885,11,False
26,3,0,0|1|2|3,0.2953828883296668,2,True
26,3,1,0|1|3|2,3.889372962643736,24,False
26,3,2,0|2|1|3,0.706073890637173,4,False
26,3,3,0|2|3|1,2.7150642210106657,18,False
26,3,4,0|3|1|2,3.368821299741946,19,False
26,3,5,0|3|2|1,1.78382155580137,11,False
26,3,6,1|0|2|3,0.26148447005763903,1,False
26,3,7,1|0|3|2,3.855474544371708,23,False
26,3,8,1|2|0|3,0.9338619942754204,6,False
26,3,9,1|2|3|0,1.9329128132156352,14,False
26,3,10,1|3|0|2,3.5966094033801936,21,False
26,3,11,1|3|2|0,1.0016701480063392,7,False
26,3,12,2|0|1|3,0.6189752720829482,3,False
26,3,13,2|0|3|1,2.627965602456441,17,False
26,3,14,2|1|0|3,0.8806617939932233,5,False
26,3,15,2|1|3|0,1.8797126129334383,13,False
26,3,16,2|3|0|1,2.3691004614649263,15,False
26,3,17,2|3|1|0,1.3591609500316486,9,False
26,3,18,3|0|1|2,3.4023542412221595,20,False
26,3,19,3|0|2|1,1.8173544972815832,12,False
26,3,20,3|1|0|2,3.6640407631324345,22,False
26,3,21,3|1|2|0,1.0691015077585801,8,False
26,3,22,3|2|0|1,2.4897320214993646,16,False
26,3,23,3|2|1|0,1.4797925100660865,10,False
27,2,0,0|1|2|3,1.7007824443162551,13,True
27,2,1,0|1|3|2,2.244640952021307,17,False
27,2,2,0|2|1|3,1.8316844247636317,15,False
27,2,3,0|2|3|1,1.6070151648412558,9,False
27,2,4,0|3|1|2,2.467563819723548,18,False
27,2,5,0|3|2|1,1.6990360520961199,12,False
27,2,6,1|0|2|3,1.3992492119156699,7,False
27,2,7,1|0|3|2,1.9431077196207223,16,False
27,2,8,1|2|0|3,1.0169260034840737,2,False
27,2,9,1|2|3|0,3.3432636812999785,21,False
27,2,10,1|3|0|2,1.6528053984439899,10,False
27,2,11,1|3|2|0,3.4352845685548425,22,False
27,2,12,2|0|1|3,1.6529009808673238,11,False
27,2,13,2|0|3|1,1.428231720944948,8,False
27,2,14,2|1|0|3,1.1396757919883511,5,False
27,2,15,2|1|3|0,3.4660134698042557,23,False
27,2,16,2|3|0|1,1.1379293997682158,4,False
27,2,17,2|3|1|0,3.6889363375064965,24,False
27,2,18,3|0|1|2,1.8180493999081742,14,False
27,2,19,3|0|2|1,1.049521632280746,3,False
27,2,20,3|1|0|2,1.3048242110292014,6,False
27,2,21,3|1|2|0,3.0873033811400536,19,False
27,2,22,3|2|0|1,0.6671984238491496,1,False
27,2,23,3|2|1|0,3.2182053615874304,20,False
27,3,0,0|1|2|3,3.621490207433072,20,True
27,3,1,0|1|3|2,0.9053507120833413,3,False
27,3,2,0|2|1|3,3.453033763988063,19,False
27,3,3,0|2|3|1,1.0315213053805234,5,False
27,3,4,0|3|1|2,1.6360662727683164,12,False
27,3,5,0|3|2|1,1.930693309510508,17,False
27,3,6,1|0|2|3,3.6336500995228476,22,False
27,3,7,1|0|3|2,0.9175106041731169,4,False
27,3,8,1|2|0|3,3.6290731916141366,21,False
27,3,9,1|2|3|0,0.6306944224079994,1,False
27,3,10,1|3|0|2,1.8121057003943901,14,False
27,3,11,1|3|2|0,1.529866426537984,9,False
27,3,12,2|0|1|3,3.648914861626401,23,False
27,3,13,2|0|3|1,1.2274024030188615,6,False
27,3,14,2|1|0|3,3.812794397162699,24,False
27,3,15,2|1|3|0,0.8144156279565617,2,False
27,3,16,2|3|0|1,2.121997499240134,18,False
27,3,17,2|3|1|0,1.5451311886415373,10,False
27,3,18,3|0|1|2,1.6263778639724746,11,False
27,3,19,3|0|2|1,1.9210049007146661,16,False
27,3,20,3|1|0|2,1.7902573995087725,13,False
27,3,21,3|1|2|0,1.5080181256523666,8,False
27,3,22,3|2|0|1,1.916427992805955,15,False
27,3,23,3|2|1|0,1.3395616822073575,7,False
28,2,0,0|1|2|3,0.0763771004842425,4,True
28,2,1,0|1|3|2,2.718734265635606,17,False
28,2,2,0|2|1|3,0.02692986150032137,2,False
28,2,3,0|2|3|1,3.1815514421462927,24,False
28,2,4,0|3|1|2,2.4142287749479,11,False
28,2,5,0|3|2|1,2.9264931904425078,21,False
28,2,6,1|0|2|3,0.10943855178552891,6,False
28,2,7,1|0|3|2,2.7517957169368925,18,False
28,2,8,1|2|0|3,0.08858918703494303,5,False
28,2,9,1|2|3|0,2.946941984437194,22,False
28,2,10,1|3|0|2,2.4758881004825217,12,False
28,2,11,1|3|2|0,2.691883732733409,16,False
28,2,12,2|0|1|3,0.0028263126931601964,1,False
28,2,13,2|0|3|1,3.157447893339131,23,False
28,2,14,2|1|0|3,0.031424186926495436,3,False
28,2,15,2|1|3|0,2.889776984328746,20,False
28,2,16,2|3|0|1,2.8815402768847607,19,False
28,2,17,2|3|1|0,2.5852714936410406,13,False
28,2,18,3|0|1|2,2.095257296486497,7,False
28,2,19,3|0|2|1,2.6075217119811045,15,False
28,2,20,3|1|0|2,2.1238551707198328,8,False
28,2,21,3|1|2|0,2.3398508029707195,10,False
28,2,22,3|2|0|1,2.586672347230519,14,False
28,2,23,3|2|1|0,2.2904035639867986,9,False
28,3,0,0|1|2|3,0.08246742169184107,2,True
28,3,1,0|1|3|2,3.6413911492546887,24,False
28,3,2,0|2|1|3,0.27850730519319544,4,False
28,3,3,0|2|3|1,3.080844783225472,20,False
28,3,4,0|3|1|2,2.9152744466767775,17,False
28,3,5,0|3|2|1,2.158688197146206,11,False
28,3,6,1|0|2|3,0.05353254063399788,1,False
28,3,7,1|0|3|2,3.6124562681968455,23,False
28,3,8,1|2|0|3,0.47294179568395434,6,False
28,3,9,1|2|3|0,2.413219002808195,14,False
28,3,10,1|3|0|2,3.109708937167536,21,False
28,3,11,1|3|2|0,1.491062416728929,7,False
28,3,12,2|0|1|3,0.22417775756858485,3,False
28,3,13,2|0|3|1,3.0265152356008613,19,False
28,3,14,2|1|0|3,0.44754712911718697,5,False
28,3,15,2|1|3|0,2.3878243362414278,13,False
28,3,16,2|3|0|1,2.523767904571552,15,False
28,3,17,2|3|1|0,1.6617076336635161,9,False
28,3,18,3|0|1|2,2.9803994641517715,18,False
28,3,19,3|0|2|1,2.2238132146212006,12,False
28,3,20,3|1|0|2,3.2037688357003735,22,False
28,3,21,3|1|2|0,1.5851223152617666,8,False
28,3,22,3|2|0|1,2.643222469671157,16,False
28,3,23,3|2|1|0,1.7811621987631208,10,False
29,2,0,0|1|2|3,2.607237151987312,15,True
29,2,1,0|1|3|2,2.515656575731142,11,False
29,2,2,0|2|1|3,2.6745613602200735,16,False
29,2,3,0|2|3|1,1.9491382507240238,7,False
29,2,4,0|3|1|2,2.5927081049665373,14,False
29,2,5,0|3|2|1,1.9588655717266574,8,False
29,2,6,1|0|2|3,2.8051445721999078,18,False
29,2,7,1|0|3|2,2.713563995943738,17,False
29,2,8,1|2|0|3,3.126221551029456,23,False
29,2,9,1|2|3|0,0.01177221822259028,1,False
29,2,10,1|3|0|2,3.0443682957759197,21,False
29,2,11,1|3|2|0,0.021499539225223758,2,False
29,2,12,2|0|1|3,2.924976425326026,20,False
29,2,13,2|0|3|1,2.1995533158299763,9,False
29,2,14,2|1|0|3,3.178729195922813,24,False
29,2,15,2|1|3|0,0.06427986311594694,3,False
29,2,16,2|3|0|1,2.530357615662158,12,False
29,2,17,2|3|1|0,0.14133139235134204,5,False
29,2,18,3|0|1|2,2.8507097237116223,19,False
29,2,19,3|0|2|1,2.216867190471742,10,False
29,2,20,3|1|0|2,3.104462494308409,22,False
29,2,21,3|1|2|0,0.08159373775771288,4,False
29,2,22,3|2|0|1,2.5379441693012907,13,False
29,2,23,3|2|1|0,0.1489179459904745,6,False
29,3,0,0|1|2|3,0.19209796518806435,5,True
29,3,1,0|1|3|2,2.967116363424704,19,False
29,3,2,0|2|1|3,0.08376787679913479,3,False
29,3,3,0|2|3|1,3.310213988428572,24,False
29,3,4,0|3|1|2,2.192859085713425,9,False
29,3,5,0|3|2|1,2.644286799106222,18,False
29,3,6,1|0|2|3,0.1927977995599136,6,False
29,3,7,1|0|3|2,2.9678161977965534,20,False
29,3,8,1|2|0|3,0.08717910757881914,4,False
29,3,9,1|2|3|0,3.3023264240286934,23,False
29,3,10,1|3|0|2,2.196270316493109,10,False
29,3,11,1|3|2|0,2.636399234706344,17,False
29,3,12,2|0|1|3,0.05650679806327152,1,False
29,3,13,2|0|3|1,3.2829529096927086,22,False
29,3,14,2|1|0|3,0.059218194471106614,2,False
29,3,15,2|1|3|0,3.2743655109209806,21,False
29,3,16,2|3|0|1,2.5114070283892644,16,False
29,3,17,2|3|1|0,2.5001082332097018,15,False
29,3,18,3|0|1|2,1.9937165606165501,7,False
29,3,19,3|0|2|1,2.445144274009347,14,False
29,3,20,3|1|0|2,1.9964279570243852,8,False
29,3,21,3|1|2|0,2.4365568752376197,13,False
29,3,22,3|2|0|1,2.339525582028253,12,False
29,3,23,3|2|1|0,2.32822678684869,11,False
30,2,0,0|1|2|3,0.031626257733281954,2,True
30,2,1,0|1|3|2,3.1234807823955597,24,False
30,2,2,0|2|1|3,0.04107257463648673,4,False
30,2,3,0|2|3|1,2.4951798399868315,12,False
30,2,4,0|3|1|2,3.0871305282714285,22,False
30,2,5,0|3|2|1,2.449383268959496,11,False
30,2,6,1|0|2|3,0.025697206991391483,1,False
30,2,7,1|0|3|2,3.117551731653669,23,False
30,2,8,1|2|0|3,0.03394737285487554,3,False
30,2,9,1|2|3|0,2.568810138483451,16,False
30,2,10,1|3|0|2,3.0800053264898173,21,False
30,2,11,1|3|2|0,2.5230135674561156,14,False
30,2,12,2|0|1|3,0.08196678482337974,6,False
30,2,13,2|0|3|1,2.536074050173725,15,False
30,2,14,2|1|0|3,0.08077063378365902,5,False
30,2,15,2|1|3|0,2.6156333994122343,18,False
30,2,16,2|3|0|1,2.4985276450098732,13,False
30,2,17,2|3|1|0,2.5792831452881035,17,False
30,2,18,3|0|1|2,2.901021471806427,20,False
30,2,19,3|0|2|1,2.2632742124944945,7,False
30,2,20,3|1|0|2,2.8998253207667064,19,False
30,2,21,3|1|2|0,2.3428335617330043,9,False
30,2,22,3|2|0|1,2.2715243783579786,8,False
30,2,23,3|2|1|0,2.3522798786362094,10,False
30,3,0,0|1|2|3,0.007326821241631155,2,True
30,3,1,0|1|3|2,3.2726440690404086,24,False
30,3,2,0|2|1|3,0.11678391509630265,5,False
30,3,3,0|2|3|1,2.762870390754602,17,False
30,3,4,0|3|1|2,2.804913864495597,20,False
30,3,5,0|3|2|1,2.185683092355119,8,False
30,3,6,1|0|2|3,0.0046132652001226035,1,False
30,3,7,1|0|3|2,3.2699305129989,23,False
30,3,8,1|2|0|3,0.07031454735037589,3,False
30,3,9,1|2|3|0,2.9639404388032773,21,False
30,3,10,1|3|0|2,2.75844449674967,16,False
30,3,11,1|3|2|0,2.386753140403794,12,False
30,3,12,2|0|1|3,0.1208584392376449,6,False
30,3,13,2|0|3|1,2.7669449148959444,18,False
30,3,14,2|1|0|3,0.0771026275332267,4,False
30,3,15,2|1|3|0,2.970728518986128,22,False
30,3,16,2|3|0|1,2.2554588986467143,10,False
30,3,17,2|3|1|0,2.5029983144413164,14,False
30,3,18,3|0|1|2,2.7731935988788567,19,False
30,3,19,3|0|2|1,2.1539628267383786,7,False
30,3,20,3|1|0|2,2.7294377871744384,15,False
30,3,21,3|1|2|0,2.3577464308285623,11,False
30,3,22,3|2|0|1,2.2196641088886317,9,False
30,3,23,3|2|1|0,2.4672035246832333,13,False
31,2,0,0|1|2|3,1.145330598432627,3,True
31,2,1,0|1|3|2,1.4343078214354592,8,False
31,2,2,0|2|1|3,0.8446954794698178,1,False
31,2,3,0|2|3|1,2.955536360528321,20,False
31,2,4,0|3|1|2,1.2364781786383392,4,False
31,2,5,0|3|2|1,3.05834183669401,21,False
31,2,6,1|0|2|3,2.138541117079188,15,False
31,2,7,1|0|3|2,2.42751834008202,18,False
31,2,8,1|2|0|3,1.837722379829094,13,False
31,2,9,1|2|3|0,2.0929006634499974,14,False
31,2,10,1|3|0|2,2.229505078997615,17,False
31,2,11,1|3|2|0,2.1957061396156865,16,False
31,2,12,2|0|1|3,1.4455764981084238,10,False
31,2,13,2|0|3|1,3.5564173791669274,24,False
31,2,14,2|1|0|3,1.4453928798211388,9,False
31,2,15,2|1|3|0,1.7005711634420422,12,False
31,2,16,2|3|0|1,3.358404118082522,23,False
31,2,17,2|3|1|0,1.502741520644922,11,False
31,2,18,3|0|1|2,1.4033734913986993,7,False
31,2,19,3|0|2|1,3.22523714945437,22,False
31,2,20,3|1|0|2,1.403189873111414,6,False
31,2,21,3|1|2|0,1.3693909337294854,5,False
31,2,22,3|2|0|1,2.924418412204276,19,False
31,2,23,3|2|1|0,1.0687558147666762,2,False
31,3,0,0|1|2|3,2.38043212280059,18,True
31,3,1,0|1|3|2,1.68303199189878,8,False
31,3,2,0|2|1|3,2.5356759874826236,19,False
31,3,3,0|2|3|1,1.340745998706095,5,False
31,3,4,0|3|1|2,2.246417147400217,14,False
31,3,5,0|3|2|1,1.7488872895254988,9,False
31,3,6,1|0|2|3,2.8245642858415114,21,False
31,3,7,1|0|3|2,2.127164154939701,13,False
31,3,8,1|2|0|3,3.035070123570665,24,False
31,3,9,1|2|3|0,0.9949946043258385,3,False
31,3,10,1|3|0|2,2.7458112834882584,20,False
31,3,11,1|3|2|0,1.403135895145242,6,False
31,3,12,2|0|1|3,2.947054903943713,22,False
31,3,13,2|0|3|1,1.7521249151671843,10,False
31,3,14,2|1|0|3,3.0023168769908333,23,False
31,3,15,2|1|3|0,0.9622413577460068,1,False
31,3,16,2|3|0|1,2.370772043715742,17,False
31,3,17,2|3|1|0,1.5256265132474436,7,False
31,3,18,3|0|1|2,2.253999967218612,15,False
31,3,19,3|0|2|1,1.7564701093438935,11,False
31,3,20,3|1|0|2,2.3092619402657326,16,False
31,3,21,3|1|2|0,0.9665865519227163,2,False
31,3,22,3|2|0|1,1.9669759470730475,12,False
31,3,23,3|2|1|0,1.1218304166047492,4,False
32,2,0,0|1|2|3,0.8993850979211574,4,True
32,2,1,0|1|3|2,1.6662738133207935,10,False
32,2,2,0|2|1|3,0.7499764824671563,3,False
32,2,3,0|2|3|1,3.4394440372553143,24,False
32,2,4,0|3|1|2,1.2710899852191473,5,False
32,2,5,0|3|2|1,3.1936688246076694,21,False
32,2,6,1|0|2|3,1.544172484787917,9,False
32,2,7,1|0|3|2,2.3110612001875537,16,False
32,2,8,1|2|0|3,1.4103287150506405,8,False
32,2,9,1|2|3|0,2.812428812367473,18,False
32,2,10,1|3|0|2,1.9314422178026318,13,False
32,2,11,1|3|2|0,2.5666535997198276,17,False
32,2,12,2|0|1|3,0.6823139756937991,1,False
32,2,13,2|0|3|1,3.371781530481957,23,False
32,2,14,2|1|0|3,0.6978788214105239,2,False
32,2,15,2|1|3|0,2.099978918727356,15,False
32,2,16,2|3|0|1,2.9921625480970357,19,False
32,2,17,2|3|1|0,1.70479509062571,11,False
32,2,18,3|0|1|2,1.29601797973581,6,False
32,2,19,3|0|2|1,3.218596819124332,22,False
32,2,20,3|1|0|2,1.3115828254525348,7,False
32,2,21,3|1|2|0,1.946794207369731,14,False
32,2,22,3|2|0|1,3.0847530493870554,20,False
32,2,23,3|2|1|0,1.79738559191573,12,False
32,3,0,0|1|2|3,0.31221475686883404,1,True
32,3,1,0|1|3|2,3.3829841537998298,23,False
32,3,2,0|2|1|3,0.6534912529564286,5,False
32,3,3,0|2|3|1,2.606258607543988,15,False
32,3,4,0|3|1|2,2.857323655255706,20,False
32,3,5,0|3|2|1,1.7393216129122693,8,False
32,3,6,1|0|2|3,0.38289321705662727,2,False
32,3,7,1|0|3|2,3.4536626139876225,24,False
32,3,8,1|2|0|3,0.5889534856404102,4,False
32,3,9,1|2|3|0,2.891729692216231,22,False
32,3,10,1|3|0|2,2.792785887939688,18,False
32,3,11,1|3|2|0,2.0247926975845134,12,False
32,3,12,2|0|1|3,0.7081546150429457,6,False
32,3,13,2|0|3|1,2.660921969630505,16,False
32,3,14,2|1|0|3,0.5729383875391341,3,False
32,3,15,2|1|3|0,2.8757145941149553,21,False
32,3,16,2|3|0|1,2.0000452435825697,11,False
32,3,17,2|3|1|0,2.350054095570832,14,False
32,3,18,3|0|1|2,2.796280771874318,19,False
32,3,19,3|0|2|1,1.6782787295308819,7,False
32,3,20,3|1|0|2,2.661064544370507,17,False
32,3,21,3|1|2|0,1.893071354015332,10,False
32,3,22,3|2|0|1,1.8843389981146648,9,False
32,3,23,3|2|1|0,2.2343478501029272,13,False
33,2,0,0|1|2|3,3.987888160182579,23,True
33,2,1,0|1|3|2,0.9869992481281531,1,False
33,2,2,0|2|1|3,3.97425117458174,21,False
33,2,3,0|2|3|1,1.260300783040336,8,False
33,2,4,0|3|1|2,1.1159819387221899,3,False
33,2,5,0|3|2|1,1.402920459235212,12,False
33,2,6,1|0|2|3,3.99249950020314,24,False
33,2,7,1|0|3|2,0.9916105881487138,2,False
33,2,8,1|2|0|3,3.9808312069223133,22,False
33,2,9,1|2|3|0,1.2254571695559138,6,False
33,2,10,1|3|0|2,1.1225619710627632,4,False
33,2,11,1|3|2|0,1.3680768457507897,11,False
33,2,12,2|0|1|3,3.946920104494985,19,False
33,2,13,2|0|3|1,1.2329697129535813,7,False
33,2,14,2|1|0|3,3.9488887968149977,20,False
33,2,15,2|1|3|0,1.1935147594485982,5,False
33,2,16,2|3|0|1,1.3639210958676307,10,False
33,2,17,2|3|1|0,1.3224974500426352,9,False
33,2,18,3|0|1|2,1.4227141521010238,13,False
33,2,19,3|0|2|1,1.709652672614046,18,False
33,2,20,3|1|0|2,1.4246828444210364,14,False
33,2,21,3|1|2|0,1.670197719109063,16,False
33,2,22,3|2|0|1,1.6979843793332194,17,False
33,2,23,3|2|1|0,1.6565607335082237,15,False
33,3,0,0|1|2|3,0.3651216910479476,3,True
33,3,1,0|1|3|2,2.967932141668845,17,False
33,3,2,0|2|1|3,0.14441825676341571,1,False
33,3,3,0|2|3|1,3.7016253556382877,23,False
33,3,4,0|3|1|2,2.1453309468519066,14,False
