subject,session,permutation_index,permutation,cost,cost_rank,is_identity
11,3,15,2|1|3|0,2.4646469192118454,15,False
11,3,16,2|3|0|1,0.8543143271880753,5,False
11,3,17,2|3|1|0,2.5396294009539044,16,False
11,3,18,3|0|1|2,3.8748840459153704,24,False
11,3,19,3|0|2|1,0.5259440784912717,2,False
11,3,20,3|1|0|2,3.4382002297224092,19,False
11,3,21,3|1|2|0,1.7745753360641399,13,False
11,3,22,3|2|0|1,0.9570077285973555,6,False
11,3,23,3|2|1|0,2.642322802363185,18,False
12,2,0,0|1|2|3,0.28990770191563775,4,True
12,2,1,0|1|3|2,3.6612135028321244,23,False
12,2,2,0|2|1|3,0.28638055850728095,3,False
12,2,3,0|2|3|1,1.9479203733434143,11,False
12,2,4,0|3|1|2,3.6646411585776093,24,False
12,2,5,0|3|2|1,1.954875172497256,12,False
12,2,6,1|0|2|3,0.26051013869924566,2,False
12,2,7,1|0|3|2,3.6318159396157323,21,False
12,2,8,1|2|0|3,0.2574515693990737,1,False
12,2,9,1|2|3|0,2.1461304538387465,15,False
12,2,10,1|3|0|2,3.635712169469402,22,False
12,2,11,1|3|2|0,2.1530852529925877,16,False
12,2,12,2|0|1|3,0.47827012897848276,5,False
12,2,13,2|0|3|1,2.1398099438146163,13,False
12,2,14,2|1|0|3,0.4787387030866676,6,False
12,2,15,2|1|3|0,2.36741758752634,17,False
12,2,16,2|3|0|1,2.1437061736682854,14,False
12,2,17,2|3|1|0,2.3708452432718246,18,False
12,2,18,3|0|1|2,3.4201981528116168,19,False
12,2,19,3|0|2|1,1.7104321667312634,8,False
12,2,20,3|1|0|2,3.4206667269198014,20,False
12,2,21,3|1|2|0,1.9380398104429872,10,False
12,2,22,3|2|0|1,1.7073735974310913,7,False
12,2,23,3|2|1|0,1.9345126670346304,9,False
12,3,0,0|1|2|3,0.915429449823209,6,True
12,3,1,0|1|3|2,2.3545806638132807,15,False
12,3,2,0|2|1|3,0.7751402340863454,5,False
12,3,3,0|2|3|1,2.8540640225584815,18,False
12,3,4,0|3|1|2,1.8987146272024205,12,False
12,3,5,0|3|2|1,2.5384872016844846,16,False
12,3,6,1|0|2|3,0.7001344919140037,4,False
12,3,7,1|0|3|2,2.1392857059040753,14,False
12,3,8,1|2|0|3,0.19581745666137734,2,False
12,3,9,1|2|3|0,3.9348475765533606,24,False
12,3,10,1|3|0|2,1.3193918497774524,8,False
12,3,11,1|3|2|0,3.6192707556793637,22,False
12,3,12,2|0|1|3,0.476874802004697,3,False
12,3,13,2|0|3|1,2.555798590476833,17,False
12,3,14,2|1|0|3,0.11284698248893414,1,False
12,3,15,2|1|3|0,3.8518771023809175,23,False
12,3,16,2|3|0|1,1.73590473435021,11,False
12,3,17,2|3|1|0,3.3960110657700575,21,False
12,3,18,3|0|1|2,1.4138093430963694,9,False
12,3,19,3|0|2|1,2.0535819175784336,13,False
12,3,20,3|1|0|2,1.0497815235806065,7,False
12,3,21,3|1|2|0,3.349660429482518,20,False
12,3,22,3|2|0|1,1.5492648823258075,10,False
12,3,23,3|2|1|0,3.209371213745655,19,False
13,2,0,0|1|2|3,0.2566239154555293,3,True
13,2,1,0|1|3|2,2.1569716211261594,14,False
13,2,2,0|2|1|3,0.23501861749464992,1,False
13,2,3,0|2|3|1,3.594000381535046,23,False
13,2,4,0|3|1|2,2.107218359545004,13,False
13,2,5,0|3|2|1,3.56585241791477,21,False
13,2,6,1|0|2|3,0.369019942447743,5,False
13,2,7,1|0|3|2,2.269367648118373,18,False
13,2,8,1|2|0|3,0.3700898804394484,6,False
13,2,9,1|2|3|0,2.1982030815051847,16,False
13,2,10,1|3|0|2,2.2422896224898023,17,False
13,2,11,1|3|2|0,2.1700551178849086,15,False
13,2,12,2|0|1|3,0.24032205864283374,2,False
13,2,13,2|0|3|1,3.59930382268323,24,False
13,2,14,2|1|0|3,0.2629972945954185,4,False
13,2,15,2|1|3|0,2.091110495661155,12,False
13,2,16,2|3|0|1,3.572225797054659,22,False
13,2,17,2|3|1|0,2.0413572340799995,11,False
13,2,18,3|0|1|2,1.972998697804385,9,False
13,2,19,3|0|2|1,3.431632756174151,19,False
13,2,20,3|1|0|2,1.9956739337569698,10,False
13,2,21,3|1|2|0,1.9234394291520758,8,False
13,2,22,3|2|0|1,3.4327026941658563,20,False
13,2,23,3|2|1|0,1.9018341311911964,7,False
13,3,0,0|1|2|3,2.461605660875917,11,True
13,3,1,0|1|3|2,2.5492002087606185,15,False
13,3,2,0|2|1|3,2.5102021269881405,13,False
13,3,3,0|2|3|1,2.322872262263049,8,False
13,3,4,0|3|1|2,2.5823131991149575,17,False
13,3,5,0|3|2|1,2.307388786505164,7,False
13,3,6,1|0|2|3,2.4924742896305947,12,False
13,3,7,1|0|3|2,2.580068837515296,16,False
13,3,8,1|2|0|3,3.038824215300031,21,False
13,3,9,1|2|3|0,0.03555754609113657,3,False
13,3,10,1|3|0|2,3.1109352874268477,23,False
13,3,11,1|3|2|0,0.020074070333251943,1,False
13,3,12,2|0|1|3,2.5440845093238416,14,False
13,3,13,2|0|3|1,2.3567546445987495,10,False
13,3,14,2|1|0|3,3.0418379688810546,22,False
13,3,15,2|1|3|0,0.03857129967216026,4,False
13,3,16,2|3|0|1,2.887621094510301,20,False
13,3,17,2|3|1|0,0.07168429002649883,6,False
13,3,18,3|0|1|2,2.615235359766961,18,False
13,3,19,3|0|2|1,2.3403109471571675,9,False
13,3,20,3|1|0|2,3.1129888193241744,24,False
13,3,21,3|1|2|0,0.02212760223057832,2,False
13,3,22,3|2|0|1,2.886660872826604,19,False
13,3,23,3|2|1|0,0.07072406834280151,5,False
14,2,0,0|1|2|3,0.04070048105325054,6,True
14,2,1,0|1|3|2,2.7629156875321192,19,False
14,2,2,0|2|1|3,0.04052520226152673,5,False
14,2,3,0|2|3|1,2.6777748483776955,15,False
14,2,4,0|3|1|2,2.7683561734121866,20,False
14,2,5,0|3|2|1,2.6833906130494865,16,False
14,2,6,1|0|2|3,0.00700607642882807,1,False
14,2,7,1|0|3|2,2.7292212829076967,17,False
14,2,8,1|2|0|3,0.007367860028347122,2,False
14,2,9,1|2|3|0,2.904955945113125,21,False
14,2,10,1|3|0|2,2.735198831179007,18,False
14,2,11,1|3|2|0,2.910571709784916,22,False
14,2,12,2|0|1|3,0.017827498628872944,3,False
14,2,13,2|0|3|1,2.6550771447450416,13,False
14,2,14,2|1|0|3,0.018364561020115817,4,False
14,2,15,2|1|3|0,2.915952646104894,23,False
14,2,16,2|3|0|1,2.661054693016352,14,False
14,2,17,2|3|1|0,2.921393131984961,24,False
14,2,18,3|0|1|2,2.3933346984408157,9,False
14,2,19,3|0|2|1,2.3083691380781155,7,False
14,2,20,3|1|0|2,2.3938717608320585,10,False
14,2,21,3|1|2|0,2.5692446394379678,12,False
14,2,22,3|2|0|1,2.3087309216776344,8,False
14,2,23,3|2|1|0,2.569069360646244,11,False
14,3,0,0|1|2|3,0.07932516540826379,1,True
14,3,1,0|1|3|2,3.279185006801942,23,False
14,3,2,0|2|1|3,0.09781915135804406,2,False
14,3,3,0|2|3|1,3.213339330993838,21,False
14,3,4,0|3|1|2,2.596014298887,17,False
14,3,5,0|3|2|1,2.511674637129115,15,False
14,3,6,1|0|2|3,0.09873356800790545,3,False
14,3,7,1|0|3|2,3.298593409401584,24,False
14,3,8,1|2|0|3,0.1500439215458722,5,False
14,3,9,1|2|3|0,3.11590889164351,19,False
14,3,10,1|3|0|2,2.648239069074828,18,False
14,3,11,1|3|2|0,2.4142441977787867,13,False
14,3,12,2|0|1|3,0.12816534967870466,4,False
14,3,13,2|0|3|1,3.243685529314498,22,False
14,3,14,2|1|0|3,0.1609817172668912,6,False
14,3,15,2|1|3|0,3.126846687364529,20,False
14,3,16,2|3|0|1,2.593331188987742,16,False
14,3,17,2|3|1|0,2.443675979449586,14,False
14,3,18,3|0|1|2,2.211378831979628,11,False
14,3,19,3|0|2|1,2.1270391702217433,9,False
14,3,20,3|1|0|2,2.2441951995678147,12,False
14,3,21,3|1|2|0,2.0102003282717735,7,False
14,3,22,3|2|0|1,2.17834952375971,10,False
14,3,23,3|2|1|0,2.028694314221554,8,False
15,2,0,0|1|2|3,1.543882146333449,12,True
15,2,1,0|1|3|2,0.7614662960657277,6,False
15,2,2,0|2|1|3,1.2759218352188446,10,False
15,2,3,0|2|3|1,3.2695261423862245,21,False
15,2,4,0|3|1|2,0.5690300743916153,4,False
15,2,5,0|3|2|1,3.3450502318267157,22,False
15,2,6,1|0|2|3,1.526696681510706,11,False
15,2,7,1|0|3|2,0.7442808312429848,5,False
15,2,8,1|2|0|3,1.2438710894632263,9,False
15,2,9,1|2|3|0,3.3914770073316367,23,False
15,2,10,1|3|0|2,0.5369793286359967,3,False
15,2,11,1|3|2|0,3.467001096772128,24,False
15,2,12,2|0|1|3,0.9489526184881953,8,False
15,2,13,2|0|3|1,2.942556925655575,16,False
15,2,14,2|1|0|3,0.9340873375553197,7,False
15,2,15,2|1|3|0,3.0816932554237297,18,False
15,2,16,2|3|0|1,2.735255423048587,13,False
15,2,17,2|3|1|0,2.8892570337496175,15,False
15,2,18,3|0|1|2,0.32937280206417063,2,False
15,2,19,3|0|2|1,3.1053929594992713,19,False
15,2,20,3|1|0|2,0.31450752113129504,1,False
15,2,21,3|1|2|0,3.244529289267426,20,False
15,2,22,3|2|0|1,2.822567367451792,14,False
15,2,23,3|2|1|0,2.976568978152822,17,False
15,3,0,0|1|2|3,1.4731214637192631,9,True
15,3,1,0|1|3|2,1.840327372799807,18,False
15,3,2,0|2|1|3,0.7292007364732074,2,False
15,3,3,0|2|3|1,3.967456061226658,24,False
15,3,4,0|3|1|2,1.0012595242812938,5,False
15,3,5,0|3|2|1,3.8723089399542006,19,False
15,3,6,1|0|2|3,1.370823607787686,7,False
15,3,7,1|0|3|2,1.73802951686823,16,False
15,3,8,1|2|0|3,1.41661436214497,8,False
15,3,9,1|2|3|0,1.6070977875982806,12,False
15,3,10,1|3|0|2,1.6886731499530567,14,False
15,3,11,1|3|2|0,1.5119506663258233,10,False
15,3,12,2|0|1|3,0.7232690815569978,1,False
15,3,13,2|0|3|1,3.961524406310448,23,False
15,3,14,2|1|0|3,1.5129805631603372,11,False
15,3,15,2|1|3|0,1.7034639886136478,15,False
15,3,16,2|3|0|1,3.912168039395275,21,False
15,3,17,2|3|1|0,0.8643961400951347,3,False
15,3,18,3|0|1|2,1.0076530624653197,6,False
15,3,19,3|0|2|1,3.8787024781382264,20,False
15,3,20,3|1|0|2,1.7973645440686594,17,False
15,3,21,3|1|2|0,1.620642060441426,13,False
15,3,22,3|2|0|1,3.92449323249551,22,False
15,3,23,3|2|1|0,0.87672133319537,4,False
16,2,0,0|1|2|3,3.6416629149465747,22,True
16,2,1,0|1|3|2,0.2303051264200276,1,False
16,2,2,0|2|1|3,3.5420496762347877,21,False
16,2,3,0|2|3|1,2.226673813340817,15,False
16,2,4,0|3|1|2,0.29281942972759745,2,False
16,2,5,0|3|2|1,2.3888013553601737,16,False
16,2,6,1|0|2|3,3.7125270649983246,24,False
16,2,7,1|0|3|2,0.3011692764717779,3,False
16,2,8,1|2|0|3,3.6431674417972255,23,False
16,2,9,1|2|3|0,1.6912192506115593,9,False
16,2,10,1|3|0|2,0.3939371952900352,4,False
16,2,11,1|3|2|0,1.8533467926309157,10,False
16,2,12,2|0|1|3,3.3795860941773244,19,False
16,2,13,2|0|3|1,2.0642102312833535,13,False
16,2,14,2|1|0|3,3.4098397096880118,20,False
16,2,15,2|1|3|0,1.457891518502345,7,False
16,2,16,2|3|0|1,2.1569781501016108,14,False
16,2,17,2|3|1|0,1.520405821809915,8,False
16,2,18,3|0|1|2,0.5101131187018375,5,False
16,2,19,3|0|2|1,2.6060950443344137,18,False
16,2,20,3|1|0|2,0.5403667342125249,6,False
16,2,21,3|1|2|0,1.9997763315534054,12,False
16,2,22,3|2|0|1,2.536735421133314,17,False
16,2,23,3|2|1|0,1.9001630928416189,11,False
16,3,0,0|1|2|3,1.4392111952883706,7,True
16,3,1,0|1|3|2,3.0334835713035337,19,False
16,3,2,0|2|1|3,1.5347793819556836,8,False
16,3,3,0|2|3|1,2.7157824432876625,15,False
16,3,4,0|3|1|2,2.7603775917159443,16,False
16,3,5,0|3|2|1,2.3471082770327607,13,False
16,3,6,1|0|2|3,1.5352155798404312,9,False
16,3,7,1|0|3|2,3.129487955855594,20,False
16,3,8,1|2|0|3,2.328457356181868,11,False
16,3,9,1|2|3|0,0.4924827355903444,5,False
16,3,10,1|3|0|2,3.5540555659421296,24,False
16,3,11,1|3|2|0,0.12380856933544244,2,False
16,3,12,2|0|1|3,1.6439345652186963,10,False
16,3,13,2|0|3|1,2.8249376265506756,18,False
16,3,14,2|1|0|3,2.3416081548928207,12,False
16,3,15,2|1|3|0,0.5056335343012965,6,False
16,3,16,2|3|0|1,3.2495052366372104,22,False
16,3,17,2|3|1|0,0.23252755471370745,4,False
16,3,18,3|0|1|2,2.8188008324840745,17,False
16,3,19,3|0|2|1,2.405531517800891,14,False
16,3,20,3|1|0|2,3.5164744221581987,23,False
16,3,21,3|1|2|0,0.0862274255515121,1,False
16,3,22,3|2|0|1,3.1987732941423284,21,False
16,3,23,3|2|1|0,0.18179561221882498,3,False
17,2,0,0|1|2|3,0.036914636049866646,3,True
17,2,1,0|1|3|2,3.147975673778289,24,False
17,2,2,0|2|1|3,0.0958283953009064,5,False
17,2,3,0|2|3|1,2.6522294171660916,16,False
17,2,4,0|3|1|2,2.8764450242922566,20,False
17,2,5,0|3|2|1,2.3217850084290195,9,False
17,2,6,1|0|2|3,0.003181332485826474,1,False
17,2,7,1|0|3|2,3.1142423702142485,23,False
17,2,8,1|2|0|3,0.01884295277430273,2,False
17,2,9,1|2|3|0,2.9824532987104355,21,False
17,2,10,1|3|0|2,2.799459581765653,19,False
17,2,11,1|3|2|0,2.6520088899733634,15,False
17,2,12,2|0|1|3,0.1080432407205325,6,False
17,2,13,2|0|3|1,2.6644442625857176,17,False
17,2,14,2|1|0|3,0.06479110175796897,4,False
17,2,15,2|1|3|0,3.028401447694102,22,False
17,2,16,2|3|0|1,2.349661474137122,10,False
17,2,17,2|3|1|0,2.7568707982080696,18,False
17,2,18,3|0|1|2,2.630938938023035,14,False
17,2,19,3|0|2|1,2.0762789221597973,7,False
17,2,20,3|1|0|2,2.587686799060471,13,False
17,2,21,3|1|2|0,2.4402361072681815,11,False
17,2,22,3|2|0|1,2.0919405424482735,8,False
17,2,23,3|2|1|0,2.499149866519221,12,False
17,3,0,0|1|2|3,0.01957211675042676,1,True
17,3,1,0|1|3|2,3.425823062299914,23,False
17,3,2,0|2|1|3,0.10938809680812478,3,False
17,3,3,0|2|3|1,3.141362393029934,21,False
17,3,4,0|3|1|2,2.6982336083115723,17,False
17,3,5,0|3|2|1,2.323956958983895,13,False
17,3,6,1|0|2|3,0.03965328689727045,2,False
17,3,7,1|0|3|2,3.4459042324467575,24,False
17,3,8,1|2|0|3,0.20727055078931741,5,False
17,3,9,1|2|3|0,2.9150352374493815,19,False
17,3,10,1|3|0|2,2.796116062292765,18,False
17,3,11,1|3|2|0,2.0976298034033425,9,False
17,3,12,2|0|1|3,0.15265153193255318,4,False
17,3,13,2|0|3|1,3.1846258281543625,22,False
17,3,14,2|1|0|3,0.23045281576690213,6,False
17,3,15,2|1|3|0,2.9382175024269666,20,False
17,3,16,2|3|0|1,2.53483765800037,15,False
17,3,17,2|3|1|0,2.2106280484386254,11,False
17,3,18,3|0|1|2,2.530517779456475,14,False
17,3,19,3|0|2|1,2.156241130128797,10,False
17,3,20,3|1|0|2,2.608319063290824,16,False
17,3,21,3|1|2|0,1.9098328044014012,7,False
17,3,22,3|2|0|1,2.323858394020844,12,False
17,3,23,3|2|1|0,1.9996487844590993,8,False
18,2,0,0|1|2|3,0.538218051068378,2,True
18,2,1,0|1|3|2,3.3166771947193294,24,False
18,2,2,0|2|1|3,0.6960611075017974,4,False
18,2,3,0|2|3|1,2.4939720510157284,15,False
18,2,4,0|3|1|2,2.8630409680817386,21,False
18,2,5,0|3|2|1,1.8824927679447185,9,False
18,2,6,1|0|2|3,0.42756605068677817,1,False
18,2,7,1|0|3|2,3.2060251943377294,23,False
18,2,8,1|2|0|3,0.5945425661678695,3,False
18,2,9,1|2|3|0,2.7024651846364125,19,False
18,2,10,1|3|0|2,2.7615224267478107,20,False
18,2,11,1|3|2|0,2.090985901565402,11,False
18,2,12,2|0|1|3,0.7644680172987017,5,False
18,2,13,2|0|3|1,2.562378960812633,16,False
18,2,14,2|1|0|3,0.7736014763463736,6,False
18,2,15,2|1|3|0,2.8815240948149166,22,False
18,2,16,2|3|0|1,2.1178761932227137,12,False
18,2,17,2|3|1|0,2.4278878681773257,14,False
18,2,18,3|0|1|2,2.641468731749861,17,False
18,2,19,3|0|2|1,1.6609205316128406,7,False
18,2,20,3|1|0|2,2.650602190797533,18,False
18,2,21,3|1|2|0,1.980065665615124,10,False
18,2,22,3|2|0|1,1.8278970470939317,8,False
18,2,23,3|2|1|0,2.1379087220485435,13,False
18,3,0,0|1|2|3,2.7703287044924734,17,True
18,3,1,0|1|3|2,1.8281175229216984,10,False
18,3,2,0|2|1|3,3.527478490113441,24,False
18,3,3,0|2|3|1,0.3473709597364489,2,False
18,3,4,0|3|1|2,2.8864052127082944,20,False
18,3,5,0|3|2|1,0.6485088639020775,4,False
18,3,6,1|0|2|3,2.9282470879131637,21,False
18,3,7,1|0|3|2,1.986035906342389,11,False
18,3,8,1|2|0|3,3.0881396030687887,22,False
18,3,9,1|2|3|0,1.693102811345366,8,False
18,3,10,1|3|0|2,2.447066325663643,14,False
18,3,11,1|3|2|0,1.994240715510995,12,False
18,3,12,2|0|1|3,3.462947500531562,23,False
18,3,13,2|0|3|1,0.28283997015457046,1,False
18,3,14,2|1|0|3,2.8656902300662197,19,False
18,3,15,2|1|3|0,1.4706534383427972,7,False
18,3,16,2|3|0|1,0.7438703894758243,6,False
18,3,17,2|3|1|0,2.5289411281293934,16,False
18,3,18,3|0|1|2,2.7925672066702987,18,False
18,3,19,3|0|2|1,0.5546708578640815,3,False
18,3,20,3|1|0|2,2.195309936204956,13,False
18,3,21,3|1|2|0,1.7424843260523082,9,False
18,3,22,3|2|0|1,0.7145633730197067,5,False
18,3,23,3|2|1|0,2.499634111673276,15,False
19,2,0,0|1|2|3,3.088455734524859,19,True
19,2,1,0|1|3|2,2.2868597242330067,13,False
19,2,2,0|2|1|3,3.119963993764818,20,False
19,2,3,0|2|3|1,1.6553964474688274,7,False
19,2,4,0|3|1|2,2.356464483136014,14,False
19,2,5,0|3|2|1,1.6934929471318765,8,False
19,2,6,1|0|2|3,3.295535572467408,21,False
19,2,7,1|0|3|2,2.493939562175555,15,False
19,2,8,1|2|0|3,3.4154512110741453,23,False
19,2,9,1|2|3|0,0.09068644961237547,1,False
19,2,10,1|3|0|2,2.6519517004453417,16,False
19,2,11,1|3|2|0,0.1287829492754243,2,False
19,2,12,2|0|1|3,3.4008467796512627,22,False
19,2,13,2|0|3|1,1.9362792333552723,9,False
19,2,14,2|1|0|3,3.4892541590180413,24,False
19,2,15,2|1|3|0,0.1644893975562713,3,False
19,2,16,2|3|0|1,2.094291371625059,11,False
19,2,17,2|3|1|0,0.23409415645927922,4,False
19,2,18,3|0|1|2,2.7265820934557587,17,False
19,2,19,3|0|2|1,2.063610557451621,10,False
19,2,20,3|1|0|2,2.8149894728225373,18,False
19,2,21,3|1|2|0,0.2918207216526197,5,False
19,2,22,3|2|0|1,2.1835261960583585,12,False
19,2,23,3|2|1|0,0.3233289808925788,6,False
19,3,0,0|1|2|3,3.8218163147373923,21,True
19,3,1,0|1|3|2,0.89309804410633,3,False
19,3,2,0|2|1|3,3.6993981010034176,19,False
19,3,3,0|2|3|1,1.300057786142266,9,False
19,3,4,0|3|1|2,1.4479435042993853,11,False
19,3,5,0|3|2|1,1.9773214600692963,15,False
19,3,6,1|0|2|3,3.8566651039620585,22,False
19,3,7,1|0|3|2,0.9279468333309963,4,False
19,3,8,1|2|0|3,3.987496572392189,24,False
19,3,9,1|2|3|0,0.49301857373222163,2,False
19,3,10,1|3|0|2,1.7360419756881567,13,False
19,3,11,1|3|2|0,1.170282247659252,7,False
19,3,12,2|0|1|3,3.717401354663261,20,False
19,3,13,2|0|3|1,1.3180610398021098,10,False
19,3,14,2|1|0|3,3.970651036827366,23,False
19,3,15,2|1|3|0,0.47617303816739914,1,False
19,3,16,2|3|0|1,2.1261561821592703,17,False
19,3,17,2|3|1|0,1.0310184983604547,5,False
19,3,18,3|0|1|2,1.5591426065009553,12,False
19,3,19,3|0|2|1,2.0885205622708662,16,False
19,3,20,3|1|0|2,1.8123922886650603,14,False
19,3,21,3|1|2|0,1.2466325606361552,8,False
19,3,22,3|2|0|1,2.219352030700996,18,False
19,3,23,3|2|1|0,1.1242143469021806,6,False
20,2,0,0|1|2|3,2.7702508027347683,16,True
20,2,1,0|1|3|2,0.4745640929757583,2,False
20,2,2,0|2|1|3,2.4328190712735633,14,False
20,2,3,0|2|3|1,3.313977497597575,20,False
20,2,4,0|3|1|2,0.3809709838534344,1,False
20,2,5,0|3|2|1,3.557816119936456,22,False
20,2,6,1|0|2|3,2.9776211894245295,18,False
20,2,7,1|0|3|2,0.6819344796655198,4,False
20,2,8,1|2|0|3,2.9060754470067254,17,False
20,2,9,1|2|3|0,1.2839760813401098,10,False
20,2,10,1|3|0|2,0.8542273595865966,6,False
20,2,11,1|3|2|0,1.5278147036789909,12,False
20,2,12,2|0|1|3,2.377018958132722,13,False
20,2,13,2|0|3|1,3.258177384456734,19,False
20,2,14,2|1|0|3,2.6429049471761226,15,False
20,2,15,2|1|3|0,1.020805581509507,8,False
20,2,16,2|3|0|1,3.430470264377811,21,False
20,2,17,2|3|1|0,0.9272124723871831,7,False
20,2,18,3|0|1|2,0.515346026561286,3,False
20,2,19,3|0|2|1,3.692191162644308,24,False
20,2,20,3|1|0|2,0.7812320156046868,5,False
20,2,21,3|1|2|0,1.4548193596970809,11,False
20,2,22,3|2|0|1,3.6206454202265035,23,False
20,2,23,3|2|1|0,1.117387628235876,9,False
20,3,0,0|1|2|3,0.3203981295086084,3,True
20,3,1,0|1|3|2,2.9443969148821694,17,False
20,3,2,0|2|1|3,0.07555473135025462,1,False
20,3,3,0|2|3|1,3.7198526507291665,23,False
20,3,4,0|3|1|2,2.0698668317492444,12,False
20,3,5,0|3|2|1,3.0901659657545952,20,False
20,3,6,1|0|2|3,0.4438525102420953,4,False
20,3,7,1|0|3|2,3.0678512956156565,19,False
20,3,8,1|2|0|3,0.677313376516732,6,False
20,3,9,1|2|3|0,2.328445744107226,14,False
20,3,10,1|3|0|2,2.6716254769157217,16,False
20,3,11,1|3|2|0,1.6987590591326547,10,False
20,3,12,2|0|1|3,0.1358129577861106,2,False
20,3,13,2|0|3|1,3.7801108771650225,24,False
20,3,14,2|1|0|3,0.614117222219101,5,False
20,3,15,2|1|3|0,2.2652495898095952,13,False
20,3,16,2|3|0|1,3.3838850584650877,22,False
20,3,17,2|3|1|0,1.3907195066766702,8,False
20,3,18,3|0|1|2,1.9675975928659009,11,False
20,3,19,3|0|2|1,2.9878967268712517,18,False
20,3,20,3|1|0|2,2.4459018572988915,15,False
20,3,21,3|1|2|0,1.4730354395158245,9,False
20,3,22,3|2|0|1,3.221357593145888,21,False
20,3,23,3|2|1|0,1.2281920413574707,7,False
21,2,0,0|1|2|3,2.262865178498167,13,True
21,2,1,0|1|3|2,0.9609268828241533,4,False
21,2,2,0|2|1|3,2.0016595199670295,9,False
21,2,3,0|2|3|1,2.71657010524461,21,False
21,2,4,0|3|1|2,0.9602743134916807,3,False
21,2,5,0|3|2|1,2.977123194443274,24,False
21,2,6,1|0|2|3,2.3556086041704836,16,False
21,2,7,1|0|3|2,1.0536703084964696,6,False
21,2,8,1|2|0|3,2.0431838071134383,10,False
21,2,9,1|2|3|0,2.71000930124002,20,False
21,2,10,1|3|0|2,1.0017986006380895,5,False
21,2,11,1|3|2|0,2.970562390438684,23,False
21,2,12,2|0|1|3,1.6114926959178606,8,False
21,2,13,2|0|3|1,2.3264032811954407,15,False
21,2,14,2|1|0|3,1.5602735573919533,7,False
21,2,15,2|1|3|0,2.2270990515185343,12,False
21,2,16,2|3|0|1,2.2745315733370606,14,False
21,2,17,2|3|1|0,2.226446482186062,11,False
21,2,18,3|0|1|2,0.752754296434135,2,False
21,2,19,3|0|2|1,2.769603177385729,22,False
21,2,20,3|1|0|2,0.7015351579082274,1,False
21,2,21,3|1|2|0,2.6702989477088224,19,False
21,2,22,3|2|0|1,2.457178380328684,18,False
21,2,23,3|2|1|0,2.4090932891776853,17,False
21,3,0,0|1|2|3,2.7456005584119523,20,True
21,3,1,0|1|3|2,0.6547287511548019,3,False
21,3,2,0|2|1|3,1.8746369981150248,8,False
21,3,3,0|2|3|1,2.633455657966857,16,False
21,3,4,0|3|1|2,0.4834343911710658,2,False
21,3,5,0|3|2|1,3.333124858280048,24,False
21,3,6,1|0|2|3,2.8156427335410323,22,False
21,3,7,1|0|3|2,0.724770926283882,5,False
21,3,8,1|2|0|3,2.186541118330808,13,False
21,3,9,1|2|3|0,2.035517265528434,11,False
21,3,10,1|3|0|2,0.7953385113868484,6,False
21,3,11,1|3|2|0,2.735186465841625,19,False
21,3,12,2|0|1|3,1.9756782077899098,10,False
21,3,13,2|0|3|1,2.734496867641742,18,False
21,3,14,2|1|0|3,2.2175401528766123,14,False
21,3,15,2|1|3|0,2.066516300074239,12,False
21,3,16,2|3|0|1,2.8050644527447086,21,False
21,3,17,2|3|1|0,1.8952219400905026,9,False
21,3,18,3|0|1|2,0.41365372928180766,1,False
21,3,19,3|0|2|1,3.2633441963907903,23,False
21,3,20,3|1|0|2,0.6555156743685103,4,False
21,3,21,3|1|2|0,2.5953636288232866,15,False
21,3,22,3|2|0|1,2.634242581180566,17,False
21,3,23,3|2|1|0,1.7244000685263599,7,False
22,2,0,0|1|2|3,3.4687742934508945,22,True
22,2,1,0|1|3|2,2.064609969529345,11,False
22,2,2,0|2|1|3,3.5647024600163633,24,False
22,2,3,0|2|3|1,0.14209454485654183,2,False
22,2,4,0|3|1|2,2.2272721829292865,13,False
22,2,5,0|3|2|1,0.20882859169101398,4,False
22,2,6,1|0|2|3,3.22479548747014,20,False
22,2,7,1|0|3|2,1.8206311635485908,7,False
22,2,8,1|2|0|3,3.2165632148924304,19,False
22,2,9,1|2|3|0,1.9856157721093723,9,False
22,2,10,1|3|0|2,1.8791329378053532,8,False
22,2,11,1|3|2|0,2.0523498189438447,10,False
22,2,12,2|0|1|3,3.5454197068853324,23,False
22,2,13,2|0|3|1,0.12281179172551106,1,False
22,2,14,2|1|0|3,3.4412592677421543,21,False
22,2,15,2|1|3|0,2.210311824959096,12,False
22,2,16,2|3|0|1,0.18131356598227383,3,False
22,2,17,2|3|1|0,2.372974038359037,16,False
22,2,18,3|0|1|2,2.3643030283090836,15,False
22,2,19,3|0|2|1,0.34585943707081135,6,False
22,2,20,3|1|0|2,2.2601425891659055,14,False
22,2,21,3|1|2|0,2.4333594703043966,17,False
22,2,22,3|2|0|1,0.33762716449310193,5,False
22,2,23,3|2|1|0,2.5292876368698654,18,False
22,3,0,0|1|2|3,3.980888017452313,24,True
22,3,1,0|1|3|2,0.5312967947144696,2,False
22,3,2,0|2|1|3,3.8779759088148387,22,False
22,3,3,0|2|3|1,0.8734116149363366,4,False
22,3,4,0|3|1|2,1.2260997986864646,7,False
22,3,5,0|3|2|1,1.671126727545806,13,False
22,3,6,1|0|2|3,3.9614689130580856,23,False
22,3,7,1|0|3|2,0.511877690320242,1,False
22,3,8,1|2|0|3,3.7174362052501584,20,False
22,3,9,1|2|3|0,1.3231253371259473,10,False
