session,statistic,forward_median,reverse_median,pairing_p,leave_one_subject_minimum,pass
2,0.36057990080996727,0.35387634288408626,0.36939841549127744,0.0005,0.3500275586879411,True
3,0.38342700056524626,0.37804482554142566,0.35885308746788624,0.0005,0.3804025649214879,True
