session,geometry,object,subject,observed,null_median,effect,null_percentile,replicates
0train,AIRM,D_exact,1,0.9646996154656344,0.9327517239683552,0.03194789149727928,0.998640013599864,100000
0train,AIRM,D_exact,2,0.9383903693495439,0.963512572155708,-0.025122202806164062,0.004219957800421996,100000
0train,AIRM,D_exact,3,0.9914799054941911,0.9738295076887941,0.01765039780539701,0.992670073299267,100000
0train,AIRM,D_exact,4,0.9854587542791757,0.9802577909430293,0.005200963336146391,0.7880221197788022,100000
0train,AIRM,D_exact,5,0.9928715601203795,0.9846747088907969,0.00819685122958258,0.963810361896381,100000
0train,AIRM,D_exact,6,0.9795198721014751,0.9795594166885597,-3.954458708466113e-05,0.4979750202497975,100000
0train,AIRM,D_exact,7,0.989490867176662,0.9530023853199161,0.036488481856745913,0.999990000099999,100000
0train,AIRM,D_exact,8,0.9557482277326371,0.9456721634951355,0.010076064237501625,0.8013619863801362,100000
0train,AIRM,D_exact,9,0.970699885865073,0.9421420255183625,0.028557860346710595,0.995470045299547,100000
0train,AIRM,D_tan,1,0.9646597951364727,0.9326803487177817,0.03197944641869099,0.998640013599864,100000
0train,AIRM,D_tan,2,0.9383645778419571,0.9634992187572289,-0.025134640915271733,0.004219957800421996,100000
0train,AIRM,D_tan,3,0.9914759558864484,0.9738048456031211,0.01767111028332735,0.992680073199268,100000
0train,AIRM,D_tan,4,0.9854528011647319,0.9802443527832334,0.005208448381498476,0.7881021189788102,100000
0train,AIRM,D_tan,5,0.9928675858424303,0.9846678271417082,0.008199758700722093,0.9637403625963741,100000
0train,AIRM,D_tan,6,0.9795133854028715,0.9795451951685653,-3.1809765693835423e-05,0.4984450155498445,100000
0train,AIRM,D_tan,7,0.9894819707082478,0.9529616637381402,0.03652030697010766,0.999990000099999,100000
0train,AIRM,D_tan,8,0.9556918050068423,0.9456270716337843,0.01006473337305791,0.8008219917800822,100000
0train,AIRM,D_tan,9,0.970690581006413,0.9421147803373213,0.02857580066909171,0.995480045199548,100000
0train,AIRM,K_exact,1,0.8496543194167832,0.6257454325343548,0.22390888688242838,0.998950010499895,100000
0train,AIRM,K_exact,2,0.6385404532284555,0.7905517479748142,-0.15201129474635866,0.0034299657003429964,100000
0train,AIRM,K_exact,3,0.9561376288195566,0.7881281679628118,0.16800946085674473,0.999090009099909,100000
0train,AIRM,K_exact,4,0.9229205467817674,0.8408660793211895,0.08205446746057787,0.953250467495325,100000
0train,AIRM,K_exact,5,0.9529976307841356,0.870387791344027,0.08260983944010858,0.989180108198918,100000
0train,AIRM,K_exact,6,0.8681700860340472,0.8143227738607153,0.05384731217333194,0.8038919610803892,100000
0train,AIRM,K_exact,7,0.9442817813317672,0.6908197015668414,0.25346207976492585,0.999980000199998,100000
0train,AIRM,K_exact,8,0.7718179160028686,0.7372799009247972,0.034538015078071416,0.7048629513704863,100000
0train,AIRM,K_exact,9,0.8734792334298495,0.6886460255507816,0.18483320787906787,0.998540014599854,100000
0train,AIRM,G0,1,0.8496190283145566,0.6255988519861289,0.22402017632842774,0.998950010499895,100000
0train,AIRM,G0,2,0.6384488717618497,0.790497277258275,-0.1520484054964253,0.0034299657003429964,100000
0train,AIRM,G0,3,0.9561213368115884,0.7879721037181924,0.16814923309339602,0.999090009099909,100000
0train,AIRM,G0,4,0.9229105889556688,0.8407899166879045,0.08212067226776432,0.953280467195328,100000
0train,AIRM,G0,5,0.9529855288416683,0.8703452791905606,0.08264024965110772,0.989170108298917,100000
0train,AIRM,G0,6,0.8681365488209583,0.8142072074028537,0.05392934141810457,0.8040419595804041,100000
0train,AIRM,G0,7,0.9442501078508162,0.6906453713815579,0.2536047364692583,0.999980000199998,100000
0train,AIRM,G0,8,0.7715929435172273,0.7371504375892427,0.03444250592798459,0.7043129568704313,100000
0train,AIRM,G0,9,0.873475564007641,0.6885510015305749,0.18492456247706612,0.998540014599854,100000
0train,AIRM,G,1,0.8496181133895795,0.6255983585353032,0.22401975485427628,0.998950010499895,100000
0train,AIRM,G,2,0.6384486693576397,0.7904968665174859,-0.1520481971598462,0.0034299657003429964,100000
0train,AIRM,G,3,0.9561207584011466,0.7879713539659998,0.1681494044351468,0.999090009099909,100000
0train,AIRM,G,4,0.922909927229932,0.8407895005763313,0.08212042665360075,0.953270467295327,100000
0train,AIRM,G,5,0.9529853533680025,0.8703447021123616,0.0826406512556409,0.989170108298917,100000
0train,AIRM,G,6,0.8681364567169643,0.8142067121269402,0.05392974459002409,0.8040419595804041,100000
0train,AIRM,G,7,0.9442500839406327,0.690645208969981,0.25360487497065165,0.999980000199998,100000
0train,AIRM,G,8,0.7715927673154668,0.7371500965697104,0.034442670745756354,0.7043129568704313,100000
0train,AIRM,G,9,0.8734748135498402,0.6885508298467781,0.18492398370306218,0.998540014599854,100000
0train,LE,D_exact,1,0.9631961779225127,0.9277465241326518,0.03544965378986087,0.998570014299857,100000
0train,LE,D_exact,2,0.9260476363832975,0.9568391612274427,-0.030791524844145268,0.002049979500204998,100000
0train,LE,D_exact,3,0.9917876543755071,0.9677661037267091,0.024021550648797962,0.998470015299847,100000
0train,LE,D_exact,4,0.9805590324448367,0.975525303151026,0.005033729293810629,0.7396226037739623,100000
0train,LE,D_exact,5,0.9903500594366861,0.9835719794509761,0.006778079985710006,0.901240987590124,100000
0train,LE,D_exact,6,0.9783393448967028,0.9759325894494457,0.002406755447257103,0.6113538864611354,100000
0train,LE,D_exact,7,0.9888075721710021,0.9474581309021559,0.04134944126884621,0.999990000099999,100000
0train,LE,D_exact,8,0.9499725661560521,0.9366169641585648,0.01335560199748731,0.8297117028829711,100000
0train,LE,D_exact,9,0.9653136021337984,0.931608674788051,0.03370492734574737,0.994950050499495,100000
0train,LE,D_tan,1,0.9631961779225127,0.9277465241326518,0.03544965378986087,0.998570014299857,100000
0train,LE,D_tan,2,0.9260476363832975,0.9568391612274425,-0.030791524844145046,0.002049979500204998,100000
0train,LE,D_tan,3,0.9917876543755069,0.9677661037267092,0.02402155064879763,0.998470015299847,100000
0train,LE,D_tan,4,0.9805590324448366,0.9755253031510259,0.005033729293810629,0.7396226037739623,100000
0train,LE,D_tan,5,0.9903500594366863,0.9835719794509761,0.006778079985710228,0.901240987590124,100000
0train,LE,D_tan,6,0.9783393448967026,0.9759325894494457,0.002406755447256881,0.6113538864611354,100000
0train,LE,D_tan,7,0.9888075721710021,0.9474581309021559,0.04134944126884621,0.999990000099999,100000
0train,LE,D_tan,8,0.9499725661560519,0.9366169641585647,0.013355601997487199,0.8297117028829711,100000
0train,LE,D_tan,9,0.9653136021337984,0.931608674788051,0.03370492734574737,0.994950050499495,100000
0train,LE,K_exact,1,0.851729496880924,0.6136988175367027,0.23803067934422129,0.998910010899891,100000
0train,LE,K_exact,2,0.5874831873993778,0.7638153409330777,-0.1763321535336999,0.0015999840001599984,100000
0train,LE,K_exact,3,0.9567564873794427,0.7510666623906304,0.2056898249888124,0.999740002599974,100000
0train,LE,K_exact,4,0.9073807583688758,0.8194406665985734,0.08794009177030238,0.9431105688943111,100000
0train,LE,K_exact,5,0.9378280525257877,0.8636296831214909,0.0741983694042968,0.9662003379966201,100000
0train,LE,K_exact,6,0.8668751835741578,0.790306325401906,0.07656885817225179,0.8651613483865161,100000
0train,LE,K_exact,7,0.9435834638071775,0.6719052896831272,0.27167817412405026,0.999980000199998,100000
0train,LE,K_exact,8,0.7640078402687769,0.7138746394427682,0.050133200826008695,0.7603323966760333,100000
0train,LE,K_exact,9,0.8624527464159228,0.660836277409482,0.2016164690064408,0.998020019799802,100000
0train,LE,G0,1,0.8517294968809241,0.6136988175367027,0.2380306793442214,0.998910010899891,100000
0train,LE,G0,2,0.587483187399378,0.7638153409330777,-0.1763321535336997,0.0015999840001599984,100000
0train,LE,G0,3,0.9567564873794427,0.7510666623906304,0.2056898249888124,0.999740002599974,100000
0train,LE,G0,4,0.9073807583688758,0.8194406665985734,0.08794009177030238,0.9431105688943111,100000
0train,LE,G0,5,0.9378280525257877,0.8636296831214909,0.0741983694042968,0.9662003379966201,100000
0train,LE,G0,6,0.8668751835741577,0.790306325401906,0.07656885817225167,0.8651613483865161,100000
0train,LE,G0,7,0.9435834638071773,0.671905289683127,0.27167817412405026,0.999980000199998,100000
0train,LE,G0,8,0.7640078402687769,0.7138746394427682,0.050133200826008695,0.7603323966760333,100000
0train,LE,G0,9,0.8624527464159227,0.6608362774094819,0.2016164690064408,0.998020019799802,100000
0train,LE,G,1,0.8517294968809241,0.6136988175367026,0.2380306793442215,0.998910010899891,100000
0train,LE,G,2,0.5874831873993778,0.7638153409330777,-0.1763321535336999,0.0015999840001599984,100000
0train,LE,G,3,0.9567564873794427,0.7510666623906304,0.2056898249888124,0.999740002599974,100000
0train,LE,G,4,0.9073807583688759,0.8194406665985734,0.08794009177030249,0.9431105688943111,100000
0train,LE,G,5,0.9378280525257876,0.8636296831214909,0.0741983694042967,0.9662003379966201,100000
0train,LE,G,6,0.8668751835741577,0.7903063254019059,0.07656885817225179,0.8651613483865161,100000
0train,LE,G,7,0.9435834638071772,0.671905289683127,0.27167817412405015,0.999980000199998,100000
0train,LE,G,8,0.7640078402687769,0.7138746394427682,0.050133200826008695,0.7603323966760333,100000
0train,LE,G,9,0.8624527464159228,0.6608362774094819,0.20161646900644092,0.998020019799802,100000
1test,AIRM,D_exact,1,0.956042304155765,0.9278455236569652,0.02819678049879981,0.986810131898681,100000
1test,AIRM,D_exact,2,0.9665907896428716,0.9789487623815296,-0.012357972738658018,0.07636923630763692,100000
1test,AIRM,D_exact,3,0.988296578177734,0.9675374425692727,0.02075913560846132,0.986460135398646,100000
1test,AIRM,D_exact,4,0.9679464229942034,0.9382014112712169,0.029745011722986492,0.9768602313976861,100000
1test,AIRM,D_exact,5,0.9922719646590601,0.9842396755038155,0.008032289155244565,0.8939110608893911,100000
1test,AIRM,D_exact,6,0.9576635158801632,0.9733515016965135,-0.015687985816350336,0.06260937390626094,100000
1test,AIRM,D_exact,7,0.9953462486365388,0.96379673215875,0.03154951647778881,1.0,100000
1test,AIRM,D_exact,8,0.970391685334772,0.9632215022838597,0.0071701830509123266,0.7425425745742542,100000
1test,AIRM,D_exact,9,0.9589495536980907,0.9413626721646453,0.017586881533445342,0.9057009429905701,100000
1test,AIRM,D_tan,1,0.955973837951591,0.9277360483288387,0.028237789622752252,0.9868501314986851,100000
1test,AIRM,D_tan,2,0.9665796284020043,0.978944359301746,-0.01236473089974166,0.07629923700762993,100000
1test,AIRM,D_tan,3,0.9882866820195257,0.9674955475772475,0.020791134442278203,0.986510134898651,100000
1test,AIRM,D_tan,4,0.9679233173067698,0.938144448320964,0.02977886898580584,0.9768802311976881,100000
1test,AIRM,D_tan,5,0.9922677524941605,0.9842351527286581,0.008032599765502413,0.8938110618893811,100000
1test,AIRM,D_tan,6,0.957639182738514,0.97333421070645,-0.01569502796793598,0.06263937360626394,100000
1test,AIRM,D_tan,7,0.995342773978944,0.963771325821332,0.031571448157612036,1.0,100000
1test,AIRM,D_tan,8,0.9703655291714958,0.9631964341361741,0.007169095035321704,0.7424525754742453,100000
1test,AIRM,D_tan,9,0.9589216988307301,0.9413190800951267,0.017602618735603426,0.9058209417905821,100000
1test,AIRM,K_exact,1,0.8539977972133235,0.6445487007344559,0.20944909647886756,0.994120058799412,100000
1test,AIRM,K_exact,2,0.7686886466945666,0.8557075259071416,-0.087018879212575,0.06771932280677193,100000
1test,AIRM,K_exact,3,0.934990883081543,0.7466584388224525,0.18833244425909046,0.99640003599964,100000
1test,AIRM,K_exact,4,0.8628601800834923,0.6434142436822574,0.2194459364012349,0.988230117698823,100000
1test,AIRM,K_exact,5,0.9297734189529122,0.8795132132606013,0.05026020569231093,0.8575914240857592,100000
1test,AIRM,K_exact,6,0.728415803496129,0.8082132543326405,-0.07979745083651146,0.11897881021189788,100000
1test,AIRM,K_exact,7,0.972885067791851,0.7424702072328664,0.23041486055898464,0.999990000099999,100000
1test,AIRM,K_exact,8,0.8279656507062417,0.7691907852266864,0.05877486547955535,0.7944020559794402,100000
1test,AIRM,K_exact,9,0.82922829772744,0.6688708762276491,0.16035742149979093,0.980630193698063,100000
1test,AIRM,G0,1,0.8539315517943331,0.644361943317513,0.20956960847682016,0.994120058799412,100000
1test,AIRM,G0,2,0.7686550395775893,0.8556765719466815,-0.08702153236909216,0.06773932260677393,100000
1test,AIRM,G0,3,0.9349509272845884,0.7464378645071821,0.18851306277740632,0.99640003599964,100000
1test,AIRM,G0,4,0.8628386566682256,0.6432849204616646,0.21955373620656093,0.988230117698823,100000
1test,AIRM,G0,5,0.929755592181039,0.8794833449611478,0.05027224721989121,0.8576214237857621,100000
1test,AIRM,G0,6,0.7283172434722002,0.8081208256126002,-0.07980358214040006,0.11899881001189988,100000
1test,AIRM,G0,7,0.9728671294336644,0.7423652643538465,0.23050186507981785,0.999990000099999,100000
1test,AIRM,G0,8,0.8278412178578177,0.7690593634117465,0.0587818544460712,0.7943520564794352,100000
1test,AIRM,G0,9,0.8291911202230253,0.6687203513868751,0.1604707688361502,0.980660193398066,100000
1test,AIRM,G,1,0.8539307749567935,0.6443611130635075,0.20956966189328596,0.994120058799412,100000
1test,AIRM,G,2,0.7686541997584051,0.8556759948355099,-0.08702179507710484,0.06773932260677393,100000
1test,AIRM,G,3,0.9349501273085833,0.7464370165613596,0.18851311074722366,0.99640003599964,100000
1test,AIRM,G,4,0.862838594688805,0.643284888234691,0.21955370645411398,0.988230117698823,100000
1test,AIRM,G,5,0.9297552115745108,0.8794830828332922,0.05027212874121856,0.8576214237857621,100000
1test,AIRM,G,6,0.7283172721063047,0.8081205246309282,-0.0798032525246235,0.11899881001189988,100000
1test,AIRM,G,7,0.9728670323527118,0.742365180325183,0.23050185202752882,0.999990000099999,100000
1test,AIRM,G,8,0.8278400844106028,0.7690572150416465,0.05878286936895627,0.7943520564794352,100000
1test,AIRM,G,9,0.8291907835284867,0.668720242778478,0.16047054075000877,0.980660193398066,100000
1test,LE,D_exact,1,0.9541809005565516,0.9220206415981611,0.032160258958390475,0.9893301066989331,100000
1test,LE,D_exact,2,0.962312038621508,0.9753183477542346,-0.013006309132726601,0.09060909390906091,100000
1test,LE,D_exact,3,0.9882823806668359,0.9619678070655275,0.0263145736013084,0.994310056899431,100000
1test,LE,D_exact,4,0.9617583646468107,0.9281165661696174,0.033641798477193396,0.976530234697653,100000
1test,LE,D_exact,5,0.9906328414290608,0.9826619295558341,0.007970911873226738,0.8586114138858612,100000
1test,LE,D_exact,6,0.9491264833279414,0.9659061170065726,-0.016779633678631223,0.09020909790902092,100000
1test,LE,D_exact,7,0.9926340310518853,0.9544339464082185,0.038200084643666754,0.999960000399996,100000
1test,LE,D_exact,8,0.9648883610000265,0.9561983171883975,0.008690043811628967,0.7478725212747872,100000
1test,LE,D_exact,9,0.9516602822306918,0.929735680828302,0.02192460140238972,0.9181908180918191,100000
1test,LE,D_tan,1,0.9541809005565516,0.9220206415981613,0.03216025895839025,0.9893301066989331,100000
1test,LE,D_tan,2,0.962312038621508,0.9753183477542346,-0.013006309132726601,0.09060909390906091,100000
1test,LE,D_tan,3,0.988282380666836,0.9619678070655275,0.02631457360130851,0.994310056899431,100000
