session,geometry,object,subject,observed,null_median,effect,null_percentile,replicates
1test,LE,D_tan,4,0.9617583646468107,0.9281165661696174,0.033641798477193396,0.976530234697653,100000
1test,LE,D_tan,5,0.9906328414290608,0.9826619295558341,0.007970911873226738,0.8586114138858612,100000
1test,LE,D_tan,6,0.9491264833279413,0.9659061170065726,-0.016779633678631334,0.09020909790902092,100000
1test,LE,D_tan,7,0.9926340310518851,0.9544339464082184,0.03820008464366664,0.999960000399996,100000
1test,LE,D_tan,8,0.9648883610000265,0.9561983171883974,0.008690043811629078,0.7478725212747872,100000
1test,LE,D_tan,9,0.9516602822306917,0.929735680828302,0.02192460140238961,0.9181908180918191,100000
1test,LE,K_exact,1,0.8530876461214916,0.6276938652460856,0.22539378087540596,0.99450005499945,100000
1test,LE,K_exact,2,0.7467256391929503,0.8306774090789617,-0.08395176988601138,0.0944090559094409,100000
1test,LE,K_exact,3,0.9344812367918729,0.7176350677926054,0.21684616899926745,0.998120018799812,100000
1test,LE,K_exact,4,0.853161601796259,0.6213205586127538,0.23184104318350518,0.987150128498715,100000
1test,LE,K_exact,5,0.917955910005944,0.8710499376978142,0.04690597230812976,0.8162218377816222,100000
1test,LE,K_exact,6,0.6944469343493548,0.7690523641470823,-0.07460542979772755,0.17012829871701282,100000
1test,LE,K_exact,7,0.9640486418663088,0.7107180531269495,0.2533305887393593,0.999960000399996,100000
1test,LE,K_exact,8,0.8110399892914744,0.7412554208872741,0.06978456840420022,0.8091219087809122,100000
1test,LE,K_exact,9,0.8182812172203702,0.6364954250535615,0.18178579216680868,0.983140168598314,100000
1test,LE,G0,1,0.8530876461214918,0.6276938652460857,0.22539378087540607,0.99450005499945,100000
1test,LE,G0,2,0.7467256391929504,0.8306774090789617,-0.08395176988601127,0.0944090559094409,100000
1test,LE,G0,3,0.9344812367918727,0.7176350677926052,0.21684616899926745,0.998120018799812,100000
1test,LE,G0,4,0.8531616017962591,0.6213205586127539,0.23184104318350518,0.987150128498715,100000
1test,LE,G0,5,0.917955910005944,0.8710499376978142,0.04690597230812976,0.8162218377816222,100000
1test,LE,G0,6,0.6944469343493547,0.7690523641470822,-0.07460542979772755,0.17012829871701282,100000
1test,LE,G0,7,0.964048641866309,0.7107180531269492,0.25333058873935976,0.999960000399996,100000
1test,LE,G0,8,0.8110399892914744,0.7412554208872739,0.06978456840420044,0.8091219087809122,100000
1test,LE,G0,9,0.8182812172203702,0.6364954250535615,0.18178579216680868,0.983140168598314,100000
1test,LE,G,1,0.8530876461214919,0.6276938652460858,0.22539378087540607,0.99450005499945,100000
1test,LE,G,2,0.7467256391929504,0.8306774090789619,-0.0839517698860115,0.0944090559094409,100000
1test,LE,G,3,0.9344812367918727,0.7176350677926052,0.21684616899926745,0.998120018799812,100000
1test,LE,G,4,0.8531616017962591,0.6213205586127539,0.23184104318350518,0.987150128498715,100000
1test,LE,G,5,0.9179559100059441,0.8710499376978142,0.04690597230812987,0.8162218377816222,100000
1test,LE,G,6,0.6944469343493549,0.7690523641470823,-0.07460542979772744,0.17012829871701282,100000
1test,LE,G,7,0.9640486418663088,0.7107180531269492,0.25333058873935954,0.999960000399996,100000
1test,LE,G,8,0.8110399892914744,0.741255420887274,0.06978456840420033,0.8091219087809122,100000
1test,LE,G,9,0.8182812172203701,0.6364954250535615,0.18178579216680857,0.983140168598314,100000
