mode,subject,source_session,target_session,representation,seed,permutation,score
zero,6,both,both,F2-S,4.0,"1,2,0,3",10.092106798651152
zero,6,both,both,F2-S,4.0,"1,0,2,3",10.1547884927311
zero,6,both,both,F2-S,4.0,"2,0,1,3",10.160254885826069
zero,6,both,both,F2-S,5.0,"0,2,1,3",5.900756878973977
zero,6,both,both,F2-S,5.0,"0,1,2,3",5.95826653956351
zero,6,both,both,F2-S,5.0,"2,1,0,3",6.227639726722916
zero,6,both,both,F2-S,5.0,"1,2,0,3",6.341650441286085
zero,6,both,both,F2-S,5.0,"2,0,1,3",6.5759576732377685
zero,6,both,both,F2-S,5.0,"1,0,2,3",6.897996899246643
zero,6,both,both,F2-S,5.0,"3,1,2,0",6.923050044977707
zero,6,both,both,F2-S,5.0,"3,2,1,0",7.13654966506056
zero,6,both,both,F2-S,5.0,"2,1,3,0",7.60684580678044
zero,6,both,both,F2-S,5.0,"2,3,1,0",7.993705961940082
zero,6,both,both,F2-S,5.0,"3,1,0,2",8.222744300997572
zero,6,both,both,F2-S,5.0,"3,0,1,2",8.301580158874508
zero,6,both,both,F2-S,5.0,"0,1,3,2",8.349556037817116
zero,6,both,both,F2-S,5.0,"3,2,0,1",8.541256138733697
zero,6,both,both,F2-S,5.0,"3,0,2,1",9.00093837785653
zero,6,both,both,F2-S,5.0,"0,3,1,2",9.018954843464204
zero,6,both,both,F2-S,5.0,"1,2,3,0",9.316000564810366
zero,6,both,both,F2-S,5.0,"1,3,2,0",9.441026216813567
zero,6,both,both,F2-S,5.0,"1,3,0,2",9.83856391984178
zero,6,both,both,F2-S,5.0,"1,0,3,2",9.898181113330327
zero,6,both,both,F2-S,5.0,"2,0,3,1",9.963012415313234
zero,6,both,both,F2-S,5.0,"0,3,2,1",10.014492474862955
zero,6,both,both,F2-S,5.0,"0,2,3,1",10.063645181233653
zero,6,both,both,F2-S,5.0,"2,3,0,1",10.192130646310499
zero,6,both,both,F2-S,6.0,"2,1,3,0",5.950124746714971
zero,6,both,both,F2-S,6.0,"2,3,1,0",5.952655432183614
zero,6,both,both,F2-S,6.0,"1,3,2,0",6.354187556631292
zero,6,both,both,F2-S,6.0,"3,1,2,0",6.475850754173332
zero,6,both,both,F2-S,6.0,"3,2,1,0",6.695755013238088
zero,6,both,both,F2-S,6.0,"0,1,3,2",6.700478325389959
zero,6,both,both,F2-S,6.0,"0,3,1,2",6.868119406257312
zero,6,both,both,F2-S,6.0,"1,2,3,0",7.009387654862046
zero,6,both,both,F2-S,6.0,"3,1,0,2",7.512850565838953
zero,6,both,both,F2-S,6.0,"3,0,1,2",7.882590002561942
zero,6,both,both,F2-S,6.0,"2,1,0,3",8.16189482043462
zero,6,both,both,F2-S,6.0,"0,2,1,3",8.26020776838907
zero,6,both,both,F2-S,6.0,"0,1,2,3",8.271856657340722
zero,6,both,both,F2-S,6.0,"0,3,2,1",8.596785160197946
zero,6,both,both,F2-S,6.0,"2,0,1,3",8.802797681216463
zero,6,both,both,F2-S,6.0,"1,3,0,2",8.94431825765937
zero,6,both,both,F2-S,6.0,"0,2,3,1",8.976118627796701
zero,6,both,both,F2-S,6.0,"1,0,3,2",9.096363286111819
zero,6,both,both,F2-S,6.0,"1,0,2,3",9.800622356986066
zero,6,both,both,F2-S,6.0,"2,3,0,1",9.817636646660269
zero,6,both,both,F2-S,6.0,"1,2,0,3",9.855519920560834
zero,6,both,both,F2-S,6.0,"2,0,3,1",9.86764697537087
zero,6,both,both,F2-S,6.0,"3,2,0,1",10.012042049811512
zero,6,both,both,F2-S,6.0,"3,0,2,1",10.152795541497847
zero,6,both,both,F2-S,7.0,"0,1,2,3",5.825012238090817
zero,6,both,both,F2-S,7.0,"0,2,1,3",6.097011290498932
zero,6,both,both,F2-S,7.0,"1,2,0,3",6.551391757029026
zero,6,both,both,F2-S,7.0,"2,1,0,3",6.6262776730564745
zero,6,both,both,F2-S,7.0,"1,0,2,3",6.671927998820635
zero,6,both,both,F2-S,7.0,"3,2,1,0",6.818401419552718
zero,6,both,both,F2-S,7.0,"2,0,1,3",7.058108522565591
zero,6,both,both,F2-S,7.0,"3,1,2,0",7.101210047379254
zero,6,both,both,F2-S,7.0,"1,2,3,0",7.459559108491359
zero,6,both,both,F2-S,7.0,"1,3,2,0",7.856362688818392
zero,6,both,both,F2-S,7.0,"3,0,2,1",8.2465296186428
zero,6,both,both,F2-S,7.0,"0,2,3,1",8.367438590081276
zero,6,both,both,F2-S,7.0,"3,2,0,1",8.422302429069575
zero,6,both,both,F2-S,7.0,"3,1,0,2",8.678723918701888
zero,6,both,both,F2-S,7.0,"0,3,2,1",9.01090353501453
zero,6,both,both,F2-S,7.0,"3,0,1,2",9.067059319735726
zero,6,both,both,F2-S,7.0,"2,1,3,0",9.254645868704838
zero,6,both,both,F2-S,7.0,"2,3,1,0",9.399805365014615
zero,6,both,both,F2-S,7.0,"1,0,3,2",9.7398743029313
zero,6,both,both,F2-S,7.0,"2,3,0,1",9.966206600533102
zero,6,both,both,F2-S,7.0,"0,1,3,2",9.989086824157042
zero,6,both,both,F2-S,7.0,"2,0,3,1",10.06836519558433
zero,6,both,both,F2-S,7.0,"0,3,1,2",10.159631445785447
zero,6,both,both,F2-S,7.0,"1,3,0,2",10.36885852668258
zero,6,both,both,F2-S,8.0,"1,2,0,3",5.8849018402637485
zero,6,both,both,F2-S,8.0,"1,0,2,3",6.012671103083242
zero,6,both,both,F2-S,8.0,"2,0,1,3",6.309643977396775
zero,6,both,both,F2-S,8.0,"0,2,1,3",6.348236963529743
zero,6,both,both,F2-S,8.0,"0,1,2,3",6.698894349151523
zero,6,both,both,F2-S,8.0,"3,2,0,1",6.787946161115873
zero,6,both,both,F2-S,8.0,"3,0,2,1",7.004090853256363
zero,6,both,both,F2-S,8.0,"2,1,0,3",7.1460103427129935
zero,6,both,both,F2-S,8.0,"0,2,3,1",7.787605172001458
zero,6,both,both,F2-S,8.0,"3,1,2,0",8.196410731213138
zero,6,both,both,F2-S,8.0,"3,2,1,0",8.264459090856558
zero,6,both,both,F2-S,8.0,"0,3,2,1",8.297441114568048
zero,6,both,both,F2-S,8.0,"1,2,3,0",8.434146687524262
zero,6,both,both,F2-S,8.0,"3,0,1,2",8.500848500401974
zero,6,both,both,F2-S,8.0,"3,1,0,2",8.961971108169685
zero,6,both,both,F2-S,8.0,"1,3,2,0",9.113797563473085
zero,6,both,both,F2-S,8.0,"2,3,0,1",9.24360593231623
zero,6,both,both,F2-S,8.0,"2,0,3,1",9.29421288959773
zero,6,both,both,F2-S,8.0,"2,1,3,0",9.841977803566115
zero,6,both,both,F2-S,8.0,"2,3,1,0",9.847999076100384
zero,6,both,both,F2-S,8.0,"0,1,3,2",9.918238531257836
zero,6,both,both,F2-S,8.0,"1,3,0,2",9.923009991773776
zero,6,both,both,F2-S,8.0,"1,0,3,2",9.980409508123682
zero,6,both,both,F2-S,8.0,"0,3,1,2",10.250028019520448
zero,6,both,both,F2-S,9.0,"2,1,3,0",5.820239512202802
zero,6,both,both,F2-S,9.0,"2,3,1,0",5.961641660039437
zero,6,both,both,F2-S,9.0,"1,3,2,0",6.422867223549151
zero,6,both,both,F2-S,9.0,"3,1,2,0",6.579173329491159
zero,6,both,both,F2-S,9.0,"1,2,3,0",6.7404484546839685
zero,6,both,both,F2-S,9.0,"0,3,1,2",6.745434256466869
zero,6,both,both,F2-S,9.0,"0,1,3,2",6.81712306309819
zero,6,both,both,F2-S,9.0,"3,2,1,0",7.095530367323633
zero,6,both,both,F2-S,9.0,"1,3,0,2",7.527422491361205
zero,6,both,both,F2-S,9.0,"1,0,3,2",7.9371360008267855
zero,6,both,both,F2-S,9.0,"0,3,2,1",8.317770060323571
zero,6,both,both,F2-S,9.0,"2,3,0,1",8.331220603088349
zero,6,both,both,F2-S,9.0,"0,1,2,3",8.559081010470404
zero,6,both,both,F2-S,9.0,"0,2,3,1",8.585257174621109
zero,6,both,both,F2-S,9.0,"2,0,3,1",8.933581514761425
zero,6,both,both,F2-S,9.0,"0,2,1,3",8.96918800728907
zero,6,both,both,F2-S,9.0,"3,1,0,2",9.089313090078662
zero,6,both,both,F2-S,9.0,"3,0,1,2",9.14777584358298
zero,6,both,both,F2-S,9.0,"2,1,0,3",9.732601379600958
zero,6,both,both,F2-S,9.0,"3,2,0,1",9.94106843740693
zero,6,both,both,F2-S,9.0,"3,0,2,1",9.955568877021106
zero,6,both,both,F2-S,9.0,"2,0,1,3",9.967211574982553
zero,6,both,both,F2-S,9.0,"1,2,0,3",10.095441806882993
zero,6,both,both,F2-S,9.0,"1,0,2,3",10.212834197666233
zero,6,both,both,F2-S,10.0,"3,0,2,1",6.015817832307031
zero,6,both,both,F2-S,10.0,"3,2,0,1",6.092597262582574
zero,6,both,both,F2-S,10.0,"2,0,3,1",6.428865524340294
zero,6,both,both,F2-S,10.0,"0,2,3,1",6.483711859606767
zero,6,both,both,F2-S,10.0,"2,3,0,1",6.735448307847056
zero,6,both,both,F2-S,10.0,"1,0,2,3",6.908942481106827
zero,6,both,both,F2-S,10.0,"1,2,0,3",6.9857504594000694
zero,6,both,both,F2-S,10.0,"0,3,2,1",7.081788271870071
zero,6,both,both,F2-S,10.0,"2,0,1,3",7.573438252787143
zero,6,both,both,F2-S,10.0,"2,1,0,3",8.043568832558586
zero,6,both,both,F2-S,10.0,"1,0,3,2",8.176609706762894
zero,6,both,both,F2-S,10.0,"1,3,0,2",8.23133378230935
zero,6,both,both,F2-S,10.0,"3,0,1,2",8.366657789105748
zero,6,both,both,F2-S,10.0,"1,2,3,0",8.7042814895373
zero,6,both,both,F2-S,10.0,"3,1,0,2",8.879598743272537
zero,6,both,both,F2-S,10.0,"1,3,2,0",9.101361021114249
zero,6,both,both,F2-S,10.0,"0,2,1,3",9.253507941544802
zero,6,both,both,F2-S,10.0,"0,1,2,3",9.441039143453374
zero,6,both,both,F2-S,10.0,"2,3,1,0",9.936539004596906
zero,6,both,both,F2-S,10.0,"0,1,3,2",9.956951080241604
zero,6,both,both,F2-S,10.0,"3,2,1,0",9.964073844226057
zero,6,both,both,F2-S,10.0,"0,3,1,2",9.965309102862403
zero,6,both,both,F2-S,10.0,"3,1,2,0",10.117979715710476
zero,6,both,both,F2-S,10.0,"2,1,3,0",10.240516439794316
zero,6,both,both,F2-S,11.0,"0,2,1,3",5.613757756193243
zero,6,both,both,F2-S,11.0,"0,1,2,3",6.028673095517882
zero,6,both,both,F2-S,11.0,"1,2,0,3",6.477358309296055
zero,6,both,both,F2-S,11.0,"2,1,0,3",6.512410433845279
zero,6,both,both,F2-S,11.0,"2,0,1,3",6.514100528958222
zero,6,both,both,F2-S,11.0,"3,1,2,0",6.732710558681574
zero,6,both,both,F2-S,11.0,"1,0,2,3",6.928197349452314
zero,6,both,both,F2-S,11.0,"3,2,1,0",7.12368581747943
zero,6,both,both,F2-S,11.0,"2,1,3,0",7.530710183109102
zero,6,both,both,F2-S,11.0,"2,3,1,0",7.798974577925547
zero,6,both,both,F2-S,11.0,"0,1,3,2",8.362149777708558
zero,6,both,both,F2-S,11.0,"3,1,0,2",8.36672813849222
zero,6,both,both,F2-S,11.0,"3,0,1,2",8.499757833631923
zero,6,both,both,F2-S,11.0,"3,2,0,1",8.536775751089541
zero,6,both,both,F2-S,11.0,"1,2,3,0",8.998646372993349
zero,6,both,both,F2-S,11.0,"0,3,1,2",9.066809759411786
zero,6,both,both,F2-S,11.0,"1,3,2,0",9.116168090458466
zero,6,both,both,F2-S,11.0,"3,0,2,1",9.15880424202791
zero,6,both,both,F2-S,11.0,"1,3,0,2",9.840197715680393
zero,6,both,both,F2-S,11.0,"0,2,3,1",9.891577484246676
zero,6,both,both,F2-S,11.0,"1,0,3,2",9.944545060420362
zero,6,both,both,F2-S,11.0,"2,0,3,1",10.033282675859182
zero,6,both,both,F2-S,11.0,"0,3,2,1",10.044719063494236
zero,6,both,both,F2-S,11.0,"2,3,0,1",10.204659458134216
zero,6,both,both,F2-S,12.0,"2,0,1,3",5.7938087505683935
zero,6,both,both,F2-S,12.0,"2,1,0,3",6.052690834228636
zero,6,both,both,F2-S,12.0,"0,1,2,3",6.6055565956677444
zero,6,both,both,F2-S,12.0,"1,0,2,3",6.641350108877652
zero,6,both,both,F2-S,12.0,"0,2,1,3",6.718972531858764
zero,6,both,both,F2-S,12.0,"3,1,0,2",6.8227151744893195
zero,6,both,both,F2-S,12.0,"3,0,1,2",6.97268178849372
zero,6,both,both,F2-S,12.0,"1,2,0,3",7.518180898307795
zero,6,both,both,F2-S,12.0,"0,1,3,2",7.76567459732175
zero,6,both,both,F2-S,12.0,"0,3,1,2",8.019307623496156
zero,6,both,both,F2-S,12.0,"3,1,2,0",8.180607504538987
zero,6,both,both,F2-S,12.0,"3,2,1,0",8.305899723213173
zero,6,both,both,F2-S,12.0,"2,1,3,0",8.3248542822955
zero,6,both,both,F2-S,12.0,"3,0,2,1",8.888167844597705
zero,6,both,both,F2-S,12.0,"2,3,1,0",9.088822031456292
zero,6,both,both,F2-S,12.0,"3,2,0,1",9.135535541090578
zero,6,both,both,F2-S,12.0,"1,0,3,2",9.304714388434034
zero,6,both,both,F2-S,12.0,"1,3,0,2",9.547696356071281
zero,6,both,both,F2-S,12.0,"2,0,3,1",9.94045428444155
zero,6,both,both,F2-S,12.0,"1,3,2,0",9.962489899836736
zero,6,both,both,F2-S,12.0,"0,2,3,1",10.159599110078815
zero,6,both,both,F2-S,12.0,"1,2,3,0",10.19064086951176
zero,6,both,both,F2-S,12.0,"2,3,0,1",10.245069774734414
zero,6,both,both,F2-S,12.0,"0,3,2,1",10.326536592450132
zero,6,both,both,F2-S,13.0,"0,2,1,3",5.839012340083671
zero,6,both,both,F2-S,13.0,"0,1,2,3",5.984834154088681
zero,6,both,both,F2-S,13.0,"2,1,0,3",6.428507668216556
zero,6,both,both,F2-S,13.0,"1,2,0,3",6.437629135975165
zero,6,both,both,F2-S,13.0,"3,1,2,0",6.503696785831598
zero,6,both,both,F2-S,13.0,"2,0,1,3",6.748200919307603
zero,6,both,both,F2-S,13.0,"3,2,1,0",6.757390852156592
zero,6,both,both,F2-S,13.0,"1,0,2,3",7.078856103505997
zero,6,both,both,F2-S,13.0,"2,1,3,0",7.4519490668325
zero,6,both,both,F2-S,13.0,"2,3,1,0",7.905936039261956
zero,6,both,both,F2-S,13.0,"3,1,0,2",8.207560956030871
zero,6,both,both,F2-S,13.0,"0,1,3,2",8.235319659217014
zero,6,both,both,F2-S,13.0,"3,0,1,2",8.472233159302693
zero,6,both,both,F2-S,13.0,"3,2,0,1",8.793748278536306
zero,6,both,both,F2-S,13.0,"0,3,1,2",8.847816489462648
zero,6,both,both,F2-S,13.0,"3,0,2,1",9.04968557707829
zero,6,both,both,F2-S,13.0,"1,3,2,0",9.10914018719393
zero,6,both,both,F2-S,13.0,"1,2,3,0",9.127968535496064
zero,6,both,both,F2-S,13.0,"1,3,0,2",9.841869631958573
zero,6,both,both,F2-S,13.0,"0,2,3,1",9.842966915357328
zero,6,both,both,F2-S,13.0,"0,3,2,1",10.04366146562109
zero,6,both,both,F2-S,13.0,"2,0,3,1",10.061252616022948
zero,6,both,both,F2-S,13.0,"1,0,3,2",10.08024643625621
zero,6,both,both,F2-S,13.0,"2,3,0,1",10.315688391889658
zero,6,both,both,F2-S,14.0,"1,0,2,3",5.860997741872857
zero,6,both,both,F2-S,14.0,"1,2,0,3",6.130287589335136
zero,6,both,both,F2-S,14.0,"0,2,1,3",6.517186940211118
zero,6,both,both,F2-S,14.0,"2,0,1,3",6.685318330029482
zero,6,both,both,F2-S,14.0,"3,2,0,1",6.772199819339335
zero,6,both,both,F2-S,14.0,"0,1,2,3",6.8183918224853
zero,6,both,both,F2-S,14.0,"3,0,2,1",7.147055204347783
zero,6,both,both,F2-S,14.0,"2,1,0,3",7.365542574827606
zero,6,both,both,F2-S,14.0,"0,2,3,1",7.7012302691554915
zero,6,both,both,F2-S,14.0,"0,3,2,1",7.953300020250445
zero,6,both,both,F2-S,14.0,"1,2,3,0",8.297970572474421
zero,6,both,both,F2-S,14.0,"3,2,1,0",8.390960176693795
zero,6,both,both,F2-S,14.0,"3,1,2,0",8.447708459260324
zero,6,both,both,F2-S,14.0,"3,0,1,2",8.84672050172298
zero,6,both,both,F2-S,14.0,"1,3,2,0",8.988498952766015
zero,6,both,both,F2-S,14.0,"3,1,0,2",9.32260360800229
zero,6,both,both,F2-S,14.0,"2,0,3,1",9.431462855670409
zero,6,both,both,F2-S,14.0,"2,3,0,1",9.49532027202814
zero,6,both,both,F2-S,14.0,"1,0,3,2",10.027399235303546
zero,6,both,both,F2-S,14.0,"2,1,3,0",10.079850761656242
zero,6,both,both,F2-S,14.0,"1,3,0,2",10.130642206996026
zero,6,both,both,F2-S,14.0,"0,1,3,2",10.15634738270534
zero,6,both,both,F2-S,14.0,"2,3,1,0",10.219863839066878
zero,6,both,both,F2-S,14.0,"0,3,1,2",10.465117508675851
zero,6,both,both,F2-S,15.0,"2,0,1,3",5.695344066083374
zero,6,both,both,F2-S,15.0,"2,1,0,3",6.01773080196215
zero,6,both,both,F2-S,15.0,"1,0,2,3",6.333518099171779
zero,6,both,both,F2-S,15.0,"0,1,2,3",6.606811014973888
zero,6,both,both,F2-S,15.0,"0,2,1,3",6.613779639635942
zero,6,both,both,F2-S,15.0,"3,1,0,2",6.724935708602714
zero,6,both,both,F2-S,15.0,"3,0,1,2",6.93780958381281
zero,6,both,both,F2-S,15.0,"1,2,0,3",6.982391420045322
zero,6,both,both,F2-S,15.0,"0,1,3,2",7.651324725295575
zero,6,both,both,F2-S,15.0,"0,3,1,2",8.048083191172443
zero,6,both,both,F2-S,15.0,"3,2,1,0",8.226498434077689
zero,6,both,both,F2-S,15.0,"3,1,2,0",8.247472788444899
zero,6,both,both,F2-S,15.0,"2,1,3,0",8.42451828142218
zero,6,both,both,F2-S,15.0,"3,0,2,1",8.665470011467125
zero,6,both,both,F2-S,15.0,"2,3,1,0",8.899499257745678
zero,6,both,both,F2-S,15.0,"3,2,0,1",9.08395751043347
zero,6,both,both,F2-S,15.0,"1,0,3,2",9.108125488983651
zero,6,both,both,F2-S,15.0,"1,3,0,2",9.274942378763312
zero,6,both,both,F2-S,15.0,"2,0,3,1",9.756034675260828
zero,6,both,both,F2-S,15.0,"1,2,3,0",9.924707570403053
zero,6,both,both,F2-S,15.0,"1,3,2,0",9.954498339334716
zero,6,both,both,F2-S,15.0,"0,2,3,1",9.966947353257591
zero,6,both,both,F2-S,15.0,"2,3,0,1",10.04277107523809
zero,6,both,both,F2-S,15.0,"0,3,2,1",10.238122871938057
zero,6,both,both,F2-S,16.0,"3,1,2,0",5.691221248302016
zero,6,both,both,F2-S,16.0,"3,2,1,0",6.042795706281266
zero,6,both,both,F2-S,16.0,"2,1,3,0",6.355194779306166
zero,6,both,both,F2-S,16.0,"1,2,3,0",6.546031882660929
zero,6,both,both,F2-S,16.0,"1,3,2,0",6.709567875420445
zero,6,both,both,F2-S,16.0,"0,2,1,3",6.734619440483183
zero,6,both,both,F2-S,16.0,"0,1,2,3",6.958972432927812
zero,6,both,both,F2-S,16.0,"2,3,1,0",7.040421608302307
zero,6,both,both,F2-S,16.0,"1,2,0,3",7.5572500338618775
zero,6,both,both,F2-S,16.0,"1,0,2,3",7.974876671019993
zero,6,both,both,F2-S,16.0,"0,2,3,1",8.169904691750945
zero,6,both,both,F2-S,16.0,"3,2,0,1",8.228132003794874
zero,6,both,both,F2-S,16.0,"0,3,2,1",8.385475023929892
zero,6,both,both,F2-S,16.0,"0,1,3,2",8.479401775314
zero,6,both,both,F2-S,16.0,"3,0,2,1",8.941392504625943
zero,6,both,both,F2-S,16.0,"0,3,1,2",9.01696529122212
zero,6,both,both,F2-S,16.0,"2,0,1,3",9.093127587245872
zero,6,both,both,F2-S,16.0,"2,1,0,3",9.13520713997212
zero,6,both,both,F2-S,16.0,"3,1,0,2",9.877647603532917
zero,6,both,both,F2-S,16.0,"2,3,0,1",9.906552688974914
zero,6,both,both,F2-S,16.0,"2,0,3,1",9.923332880087228
zero,6,both,both,F2-S,16.0,"1,3,0,2",10.023698297872913
zero,6,both,both,F2-S,16.0,"3,0,1,2",10.10509734079589
zero,6,both,both,F2-S,16.0,"1,0,3,2",10.221451965168395
zero,6,both,both,F2-S,17.0,"0,2,1,3",5.650125705649887
zero,6,both,both,F2-S,17.0,"0,1,2,3",6.0786049392844514
zero,6,both,both,F2-S,17.0,"2,1,0,3",6.582565224167288
zero,6,both,both,F2-S,17.0,"3,1,2,0",6.88882941703086
zero,6,both,both,F2-S,17.0,"2,0,1,3",6.924604265323101
zero,6,both,both,F2-S,17.0,"1,2,0,3",7.034247573549489
zero,6,both,both,F2-S,17.0,"3,2,1,0",7.139724958421625
zero,6,both,both,F2-S,17.0,"2,1,3,0",7.539269705627306
zero,6,both,both,F2-S,17.0,"1,0,2,3",7.865668319075832
zero,6,both,both,F2-S,17.0,"2,3,1,0",7.939992534157118
zero,6,both,both,F2-S,17.0,"3,1,0,2",8.178095430048845
zero,6,both,both,F2-S,17.0,"0,1,3,2",8.392612378248085
zero,6,both,both,F2-S,17.0,"3,0,1,2",8.401762284701864
zero,6,both,both,F2-S,17.0,"3,2,0,1",8.816566687781114
zero,6,both,both,F2-S,17.0,"0,3,1,2",8.958999298034596
zero,6,both,both,F2-S,17.0,"3,0,2,1",9.274917824186485
zero,6,both,both,F2-S,17.0,"1,2,3,0",9.334005611337211
zero,6,both,both,F2-S,17.0,"1,3,2,0",9.49177333034752
zero,6,both,both,F2-S,17.0,"0,2,3,1",10.026853360888722
zero,6,both,both,F2-S,17.0,"1,0,3,2",10.07432187871414
zero,6,both,both,F2-S,17.0,"0,3,2,1",10.186391900820304
zero,6,both,both,F2-S,17.0,"2,0,3,1",10.190406217198195
zero,6,both,both,F2-S,17.0,"1,3,0,2",10.240886585681714
zero,6,both,both,F2-S,17.0,"2,3,0,1",10.556735080938747
zero,6,both,both,F2-S,18.0,"2,1,0,3",5.641674234957282
zero,6,both,both,F2-S,18.0,"2,0,1,3",5.792935658916831
zero,6,both,both,F2-S,18.0,"0,1,2,3",6.003339042168686
zero,6,both,both,F2-S,18.0,"1,0,2,3",6.336054912548237
zero,6,both,both,F2-S,18.0,"1,2,0,3",6.743883709145136
zero,6,both,both,F2-S,18.0,"3,0,1,2",6.913871016875085
zero,6,both,both,F2-S,18.0,"0,2,1,3",6.993847193918593
zero,6,both,both,F2-S,18.0,"3,1,0,2",7.032147080403568
zero,6,both,both,F2-S,18.0,"1,0,3,2",7.738100880108875
zero,6,both,both,F2-S,18.0,"3,0,2,1",8.09066351460541
zero,6,both,both,F2-S,18.0,"3,2,0,1",8.159917187970331
zero,6,both,both,F2-S,18.0,"1,3,0,2",8.173624129370722
zero,6,both,both,F2-S,18.0,"2,0,3,1",8.410577791929395
zero,6,both,both,F2-S,18.0,"3,1,2,0",8.506307950009761
zero,6,both,both,F2-S,18.0,"3,2,1,0",8.897925740241888
zero,6,both,both,F2-S,18.0,"2,3,0,1",9.047427431559308
zero,6,both,both,F2-S,18.0,"0,1,3,2",9.073082602987784
zero,6,both,both,F2-S,18.0,"0,3,1,2",9.160144875827601
zero,6,both,both,F2-S,18.0,"2,3,1,0",9.839122537281076
zero,6,both,both,F2-S,18.0,"0,3,2,1",9.854821984186723
zero,6,both,both,F2-S,18.0,"1,2,3,0",9.870682212126313
zero,6,both,both,F2-S,18.0,"2,1,3,0",9.889504724187422
zero,6,both,both,F2-S,18.0,"0,2,3,1",10.044215170145204
zero,6,both,both,F2-S,18.0,"1,3,2,0",10.167208675506307
zero,6,both,both,F2-S,19.0,"1,2,0,3",5.732834621798075
zero,6,both,both,F2-S,19.0,"1,0,2,3",6.095516861219754
zero,6,both,both,F2-S,19.0,"2,0,1,3",6.530562852342513
zero,6,both,both,F2-S,19.0,"0,2,1,3",6.649611568279922
zero,6,both,both,F2-S,19.0,"2,1,0,3",6.742749845378529
zero,6,both,both,F2-S,19.0,"3,0,2,1",6.769973929279443
zero,6,both,both,F2-S,19.0,"3,2,0,1",7.0272844786643365
zero,6,both,both,F2-S,19.0,"2,0,3,1",7.630583885719753
zero,6,both,both,F2-S,19.0,"0,1,2,3",7.648718719754366
zero,6,both,both,F2-S,19.0,"2,3,0,1",7.997977971134309
zero,6,both,both,F2-S,19.0,"3,0,1,2",8.289728134712353
zero,6,both,both,F2-S,19.0,"3,1,0,2",8.349121038533717
zero,6,both,both,F2-S,19.0,"1,0,3,2",8.390298430151317
zero,6,both,both,F2-S,19.0,"1,3,0,2",8.833156399533454
zero,6,both,both,F2-S,19.0,"3,2,1,0",8.95091157755315
zero,6,both,both,F2-S,19.0,"3,1,2,0",9.048916421142692
zero,6,both,both,F2-S,19.0,"0,2,3,1",9.24772360736169
zero,6,both,both,F2-S,19.0,"0,3,2,1",9.329535254405627
zero,6,both,both,F2-S,19.0,"1,2,3,0",9.813173320046436
zero,6,both,both,F2-S,19.0,"0,1,3,2",10.136032825458809
zero,6,both,both,F2-S,19.0,"0,3,1,2",10.164039276894329
zero,6,both,both,F2-S,19.0,"1,3,2,0",10.19064807307438
zero,6,both,both,F2-S,19.0,"2,1,3,0",10.221759319441784
zero,6,both,both,F2-S,19.0,"2,3,1,0",10.396356033206992
oracle,7,0train,0train,STATIC,,"3,2,0,1",0.6782276137915065
oracle,7,0train,0train,STATIC,,"0,2,3,1",0.6783210141443815
oracle,7,0train,0train,STATIC,,"0,3,2,1",0.6783542784516969
oracle,7,0train,0train,STATIC,,"3,0,2,1",0.678769417850517
oracle,7,0train,0train,STATIC,,"2,0,3,1",0.6796858875030013
oracle,7,0train,0train,STATIC,,"2,3,0,1",0.6797462422615955
oracle,7,0train,0train,STATIC,,"1,0,2,3",0.6828033876656072
oracle,7,0train,0train,STATIC,,"1,2,0,3",0.6828767640788894
oracle,7,0train,0train,STATIC,,"1,2,3,0",0.6839374181087201
oracle,7,0train,0train,STATIC,,"1,3,2,0",0.6840380295961199
oracle,7,0train,0train,STATIC,,"1,0,3,2",0.684191241493932
oracle,7,0train,0train,STATIC,,"1,3,0,2",0.6844652720075949
oracle,7,0train,0train,STATIC,,"0,2,1,3",0.6853788057982689
oracle,7,0train,0train,STATIC,,"2,0,1,3",0.685922693643938
oracle,7,0train,0train,STATIC,,"3,0,1,2",0.6859985842029148
oracle,7,0train,0train,STATIC,,"3,2,1,0",0.6862547509672559
oracle,7,0train,0train,STATIC,,"2,3,1,0",0.6867033028144764
oracle,7,0train,0train,STATIC,,"0,3,1,2",0.6869039084417261
oracle,7,0train,0train,STATIC,,"0,1,2,3",0.6878290557952107
oracle,7,0train,0train,STATIC,,"3,1,2,0",0.6882434865186974
oracle,7,0train,0train,STATIC,,"2,1,0,3",0.6883111550505561
oracle,7,0train,0train,STATIC,,"3,1,0,2",0.6886654743344292
oracle,7,0train,0train,STATIC,,"0,1,3,2",0.6888611754887091
oracle,7,0train,0train,STATIC,,"2,1,3,0",0.6889951791513707
oracle,7,0train,0train,F1,,"0,2,3,1",2.389430367754512
oracle,7,0train,0train,F1,,"0,3,2,1",2.3955215658360465
oracle,7,0train,0train,F1,,"1,3,2,0",2.407076273828833
oracle,7,0train,0train,F1,,"1,2,3,0",2.4144355899566525
oracle,7,0train,0train,F1,,"3,2,0,1",2.4421334542838586
oracle,7,0train,0train,F1,,"2,3,0,1",2.446666330028616
oracle,7,0train,0train,F1,,"1,0,2,3",2.45677513035755
oracle,7,0train,0train,F1,,"1,0,3,2",2.4569356857770384
oracle,7,0train,0train,F1,,"3,0,2,1",2.45832584455804
oracle,7,0train,0train,F1,,"1,3,0,2",2.4613085369469214
oracle,7,0train,0train,F1,,"1,2,0,3",2.4614602489222848
