mode,subject,source_session,target_session,representation,seed,permutation,score
zero,2,both,both,F1,17.0,"0,1,2,3",5.423941776630881
zero,2,both,both,F1,17.0,"0,1,3,2",5.435803039592796
zero,2,both,both,F1,17.0,"2,1,3,0",5.43834418598056
zero,2,both,both,F1,18.0,"0,1,3,2",3.214908338696782
zero,2,both,both,F1,18.0,"0,3,1,2",3.256482588702564
zero,2,both,both,F1,18.0,"3,1,0,2",3.4166375300994583
zero,2,both,both,F1,18.0,"1,3,0,2",3.465325389504421
zero,2,both,both,F1,18.0,"3,0,1,2",3.5919677543285236
zero,2,both,both,F1,18.0,"1,0,3,2",3.6083307168790917
zero,2,both,both,F1,18.0,"2,3,1,0",3.85843126700058
zero,2,both,both,F1,18.0,"2,1,3,0",3.8780478852833515
zero,2,both,both,F1,18.0,"2,3,0,1",4.1264602404663195
zero,2,both,both,F1,18.0,"2,1,0,3",4.127219173916661
zero,2,both,both,F1,18.0,"2,0,1,3",4.24057807712306
zero,2,both,both,F1,18.0,"2,0,3,1",4.2555357186470655
zero,2,both,both,F1,18.0,"3,1,2,0",4.869418213343307
zero,2,both,both,F1,18.0,"0,3,2,1",4.878421467390036
zero,2,both,both,F1,18.0,"0,1,2,3",4.890556839312639
zero,2,both,both,F1,18.0,"1,3,2,0",4.914011157035598
zero,2,both,both,F1,18.0,"1,0,2,3",5.043055625979729
zero,2,both,both,F1,18.0,"3,0,2,1",5.04606452729581
zero,2,both,both,F1,18.0,"0,2,3,1",5.353270055281859
zero,2,both,both,F1,18.0,"3,2,1,0",5.411773849277279
zero,2,both,both,F1,18.0,"1,2,3,0",5.413915859221493
zero,2,both,both,F1,18.0,"0,2,1,3",5.419911828957693
zero,2,both,both,F1,18.0,"1,2,0,3",5.438978990458117
zero,2,both,both,F1,18.0,"3,2,0,1",5.44764732806675
zero,2,both,both,F1,19.0,"2,0,1,3",3.238956142874314
zero,2,both,both,F1,19.0,"2,1,0,3",3.2712627444400204
zero,2,both,both,F1,19.0,"1,0,2,3",3.4345965993854306
zero,2,both,both,F1,19.0,"0,1,2,3",3.463877549644621
zero,2,both,both,F1,19.0,"1,2,0,3",3.588507390544701
zero,2,both,both,F1,19.0,"0,2,1,3",3.606037560319122
zero,2,both,both,F1,19.0,"3,0,1,2",3.8759246348257426
zero,2,both,both,F1,19.0,"3,1,0,2",3.887757765097089
zero,2,both,both,F1,19.0,"3,1,2,0",4.126690720941497
zero,2,both,both,F1,19.0,"3,0,2,1",4.132290901098176
zero,2,both,both,F1,19.0,"3,2,1,0",4.235968530712117
zero,2,both,both,F1,19.0,"3,2,0,1",4.2477541311672695
zero,2,both,both,F1,19.0,"1,0,3,2",4.878039638727053
zero,2,both,both,F1,19.0,"2,1,3,0",4.885297892431872
zero,2,both,both,F1,19.0,"2,0,3,1",4.892552451597722
zero,2,both,both,F1,19.0,"0,1,3,2",4.923124035068764
zero,2,both,both,F1,19.0,"1,2,3,0",5.0252847103262095
zero,2,both,both,F1,19.0,"0,2,3,1",5.048019389403086
zero,2,both,both,F1,19.0,"2,3,0,1",5.389575858953087
zero,2,both,both,F1,19.0,"2,3,1,0",5.405844889939242
zero,2,both,both,F1,19.0,"1,3,0,2",5.418359822003696
zero,2,both,both,F1,19.0,"0,3,1,2",5.421860711218114
zero,2,both,both,F1,19.0,"1,3,2,0",5.436350192496903
zero,2,both,both,F1,19.0,"0,3,2,1",5.444012317321156
zero,2,both,both,F2-S,0.0,"0,2,1,3",4.562414098455424
zero,2,both,both,F2-S,0.0,"0,1,2,3",4.668080386473445
zero,2,both,both,F2-S,0.0,"1,2,0,3",4.81757521912719
zero,2,both,both,F2-S,0.0,"1,0,2,3",4.897369876592964
zero,2,both,both,F2-S,0.0,"2,0,1,3",5.496698635699824
zero,2,both,both,F2-S,0.0,"2,1,0,3",5.563690862836112
zero,2,both,both,F2-S,0.0,"3,2,0,1",6.096770039159818
zero,2,both,both,F2-S,0.0,"3,0,2,1",6.17495783075027
zero,2,both,both,F2-S,0.0,"3,1,2,0",6.322606905983944
zero,2,both,both,F2-S,0.0,"3,2,1,0",6.3936168633229595
zero,2,both,both,F2-S,0.0,"0,2,3,1",7.066736628375595
zero,2,both,both,F2-S,0.0,"0,3,2,1",7.0949634934659915
zero,2,both,both,F2-S,0.0,"1,2,3,0",7.342739489897435
zero,2,both,both,F2-S,0.0,"1,3,2,0",7.434325320193725
zero,2,both,both,F2-S,0.0,"2,0,3,1",7.596425911087355
zero,2,both,both,F2-S,0.0,"3,0,1,2",7.604247335130702
zero,2,both,both,F2-S,0.0,"2,3,0,1",7.621852915164597
zero,2,both,both,F2-S,0.0,"3,1,0,2",7.740813095039927
zero,2,both,both,F2-S,0.0,"1,0,3,2",8.18364795398831
zero,2,both,both,F2-S,0.0,"2,1,3,0",8.225492818877374
zero,2,both,both,F2-S,0.0,"1,3,0,2",8.262208487108857
zero,2,both,both,F2-S,0.0,"2,3,1,0",8.302263293604378
zero,2,both,both,F2-S,0.0,"0,1,3,2",8.660344048717011
zero,2,both,both,F2-S,0.0,"0,3,1,2",8.737647384946419
zero,2,both,both,F2-S,1.0,"1,2,0,3",4.186027418917788
zero,2,both,both,F2-S,1.0,"1,0,2,3",4.231151412144363
zero,2,both,both,F2-S,1.0,"0,1,2,3",4.515293357650371
zero,2,both,both,F2-S,1.0,"0,2,1,3",4.5282527077720225
zero,2,both,both,F2-S,1.0,"2,1,0,3",4.926769703342513
zero,2,both,both,F2-S,1.0,"2,0,1,3",4.927416174431031
zero,2,both,both,F2-S,1.0,"3,2,0,1",5.5475015921042665
zero,2,both,both,F2-S,1.0,"3,0,2,1",5.643852558415051
zero,2,both,both,F2-S,1.0,"3,2,1,0",6.336132158847364
zero,2,both,both,F2-S,1.0,"3,1,2,0",6.35383514147489
zero,2,both,both,F2-S,1.0,"0,2,3,1",6.498823943695413
zero,2,both,both,F2-S,1.0,"0,3,2,1",6.688885478260064
zero,2,both,both,F2-S,1.0,"3,1,0,2",6.879252669965899
zero,2,both,both,F2-S,1.0,"3,0,1,2",6.900947307418621
zero,2,both,both,F2-S,1.0,"1,2,3,0",7.053155208812481
zero,2,both,both,F2-S,1.0,"1,3,2,0",7.130247498135555
zero,2,both,both,F2-S,1.0,"2,0,3,1",7.1811887021560095
zero,2,both,both,F2-S,1.0,"2,3,0,1",7.373969039159682
zero,2,both,both,F2-S,1.0,"2,3,1,0",7.5226974558176325
zero,2,both,both,F2-S,1.0,"2,1,3,0",7.561296613790963
zero,2,both,both,F2-S,1.0,"0,1,3,2",7.69457027840201
zero,2,both,both,F2-S,1.0,"1,3,0,2",7.749376910235991
zero,2,both,both,F2-S,1.0,"1,0,3,2",7.888439780474192
zero,2,both,both,F2-S,1.0,"0,3,1,2",8.008821108283602
zero,2,both,both,F2-S,2.0,"1,2,3,0",4.659568906724486
zero,2,both,both,F2-S,2.0,"3,2,1,0",4.680523218253331
zero,2,both,both,F2-S,2.0,"1,3,2,0",4.81075951186908
zero,2,both,both,F2-S,2.0,"3,1,2,0",4.852710162239218
zero,2,both,both,F2-S,2.0,"2,1,3,0",5.578472688209712
zero,2,both,both,F2-S,2.0,"2,3,1,0",5.605772218794598
zero,2,both,both,F2-S,2.0,"0,2,1,3",5.920829516866089
zero,2,both,both,F2-S,2.0,"0,1,2,3",5.967454110114432
zero,2,both,both,F2-S,2.0,"0,2,3,1",6.279394283974352
zero,2,both,both,F2-S,2.0,"0,3,2,1",6.516158900783136
zero,2,both,both,F2-S,2.0,"1,0,2,3",6.813411292941657
zero,2,both,both,F2-S,2.0,"1,2,0,3",6.966679396816542
zero,2,both,both,F2-S,2.0,"3,2,0,1",7.166934375649862
zero,2,both,both,F2-S,2.0,"2,0,1,3",7.294294919453192
zero,2,both,both,F2-S,2.0,"2,1,0,3",7.373257680831637
zero,2,both,both,F2-S,2.0,"3,0,2,1",7.423106857873914
zero,2,both,both,F2-S,2.0,"0,1,3,2",7.555248560060763
zero,2,both,both,F2-S,2.0,"0,3,1,2",7.749379100428472
zero,2,both,both,F2-S,2.0,"3,1,0,2",8.036599257048147
zero,2,both,both,F2-S,2.0,"3,0,1,2",8.116826496090649
zero,2,both,both,F2-S,2.0,"2,3,0,1",8.292148446227507
zero,2,both,both,F2-S,2.0,"2,0,3,1",8.358039256172912
zero,2,both,both,F2-S,2.0,"1,0,3,2",8.712533595433545
zero,2,both,both,F2-S,2.0,"1,3,0,2",8.79165313301236
zero,2,both,both,F2-S,3.0,"1,3,2,0",4.613309291308897
zero,2,both,both,F2-S,3.0,"2,3,1,0",4.711816287051036
zero,2,both,both,F2-S,3.0,"2,1,3,0",4.8410607734426545
zero,2,both,both,F2-S,3.0,"1,2,3,0",4.84616032228106
zero,2,both,both,F2-S,3.0,"3,1,2,0",5.620080187768384
zero,2,both,both,F2-S,3.0,"3,2,1,0",5.7351594637991
zero,2,both,both,F2-S,3.0,"0,3,1,2",6.038062843972488
zero,2,both,both,F2-S,3.0,"0,1,3,2",6.321553940886172
zero,2,both,both,F2-S,3.0,"0,2,3,1",6.4178484847691974
zero,2,both,both,F2-S,3.0,"0,3,2,1",6.482198153905253
zero,2,both,both,F2-S,3.0,"1,3,0,2",7.089867561039272
zero,2,both,both,F2-S,3.0,"1,0,3,2",7.204905540498824
zero,2,both,both,F2-S,3.0,"2,3,0,1",7.324662321949345
zero,2,both,both,F2-S,3.0,"0,1,2,3",7.563346881520541
zero,2,both,both,F2-S,3.0,"2,0,3,1",7.566206425554443
zero,2,both,both,F2-S,3.0,"3,0,1,2",7.57319331033559
zero,2,both,both,F2-S,3.0,"3,1,0,2",7.614239772792591
zero,2,both,both,F2-S,3.0,"0,2,1,3",8.021252700025768
zero,2,both,both,F2-S,3.0,"2,1,0,3",8.241706135936
zero,2,both,both,F2-S,3.0,"2,0,1,3",8.36146095801432
zero,2,both,both,F2-S,3.0,"3,2,0,1",8.37774400453087
zero,2,both,both,F2-S,3.0,"3,0,2,1",8.442468118724037
zero,2,both,both,F2-S,3.0,"1,2,0,3",8.804861086683403
zero,2,both,both,F2-S,3.0,"1,0,2,3",8.835095810756854
zero,2,both,both,F2-S,4.0,"2,0,3,1",4.6729991011695535
zero,2,both,both,F2-S,4.0,"3,0,2,1",4.883675135934825
zero,2,both,both,F2-S,4.0,"2,3,0,1",4.927174084716947
zero,2,both,both,F2-S,4.0,"3,2,0,1",4.958294444102119
zero,2,both,both,F2-S,4.0,"0,2,3,1",5.719301331258281
zero,2,both,both,F2-S,4.0,"0,3,2,1",5.84069247173049
zero,2,both,both,F2-S,4.0,"1,0,2,3",5.916212072243436
zero,2,both,both,F2-S,4.0,"1,2,0,3",6.174024260157482
zero,2,both,both,F2-S,4.0,"1,0,3,2",6.5129443570283225
zero,2,both,both,F2-S,4.0,"1,3,0,2",6.6003080524352695
zero,2,both,both,F2-S,4.0,"2,1,0,3",7.016167132792788
zero,2,both,both,F2-S,4.0,"2,0,1,3",7.052550769937822
zero,2,both,both,F2-S,4.0,"3,0,1,2",7.30063466627269
zero,2,both,both,F2-S,4.0,"0,1,2,3",7.345361912197691
zero,2,both,both,F2-S,4.0,"0,2,1,3",7.360963504806749
zero,2,both,both,F2-S,4.0,"1,2,3,0",7.5222640341368425
zero,2,both,both,F2-S,4.0,"3,1,0,2",7.569058747613845
zero,2,both,both,F2-S,4.0,"1,3,2,0",7.955274737470313
zero,2,both,both,F2-S,4.0,"3,2,1,0",8.265844000629198
zero,2,both,both,F2-S,4.0,"3,1,2,0",8.351009665242021
zero,2,both,both,F2-S,4.0,"0,1,3,2",8.601129916355704
zero,2,both,both,F2-S,4.0,"0,3,1,2",8.63482664745256
zero,2,both,both,F2-S,4.0,"2,3,1,0",8.87538951559851
zero,2,both,both,F2-S,4.0,"2,1,3,0",8.87657278842193
zero,2,both,both,F2-S,5.0,"2,0,1,3",4.769511301608347
zero,2,both,both,F2-S,5.0,"1,0,2,3",4.8840254433909465
zero,2,both,both,F2-S,5.0,"2,1,0,3",4.911903020597238
zero,2,both,both,F2-S,5.0,"1,2,0,3",4.932420544337785
zero,2,both,both,F2-S,5.0,"0,2,1,3",5.511589734594224
zero,2,both,both,F2-S,5.0,"0,1,2,3",5.853555987691872
zero,2,both,both,F2-S,5.0,"3,0,2,1",6.000561290283349
zero,2,both,both,F2-S,5.0,"3,2,0,1",6.217698164798614
zero,2,both,both,F2-S,5.0,"3,0,1,2",6.5511808873842625
zero,2,both,both,F2-S,5.0,"3,1,0,2",6.55227968370766
zero,2,both,both,F2-S,5.0,"2,3,0,1",6.937504672142516
zero,2,both,both,F2-S,5.0,"2,0,3,1",7.014403670610587
zero,2,both,both,F2-S,5.0,"0,2,3,1",7.39695149226668
zero,2,both,both,F2-S,5.0,"0,3,2,1",7.4192225930267774
zero,2,both,both,F2-S,5.0,"3,2,1,0",7.4406729713454
zero,2,both,both,F2-S,5.0,"1,0,3,2",7.48882991747632
zero,2,both,both,F2-S,5.0,"1,3,0,2",7.5326830882624485
zero,2,both,both,F2-S,5.0,"3,1,2,0",7.88680561693754
zero,2,both,both,F2-S,5.0,"1,2,3,0",8.217574463020814
zero,2,both,both,F2-S,5.0,"1,3,2,0",8.249008973131282
zero,2,both,both,F2-S,5.0,"0,1,3,2",8.531194765565239
zero,2,both,both,F2-S,5.0,"0,3,1,2",8.63131659665712
zero,2,both,both,F2-S,5.0,"2,3,1,0",8.839699602057093
zero,2,both,both,F2-S,5.0,"2,1,3,0",8.893344147897434
zero,2,both,both,F2-S,6.0,"1,2,3,0",4.576555055628044
zero,2,both,both,F2-S,6.0,"3,1,2,0",4.755372426931689
zero,2,both,both,F2-S,6.0,"1,3,2,0",4.908707398847782
zero,2,both,both,F2-S,6.0,"3,2,1,0",4.985028694876568
zero,2,both,both,F2-S,6.0,"2,1,3,0",5.561491497587048
zero,2,both,both,F2-S,6.0,"2,3,1,0",5.706189054896739
zero,2,both,both,F2-S,6.0,"0,2,1,3",5.864413791048981
zero,2,both,both,F2-S,6.0,"0,1,2,3",6.010443853716808
zero,2,both,both,F2-S,6.0,"0,2,3,1",6.416828441946702
zero,2,both,both,F2-S,6.0,"0,3,2,1",6.44769821504851
zero,2,both,both,F2-S,6.0,"1,0,2,3",6.876430772508117
zero,2,both,both,F2-S,6.0,"1,2,0,3",6.892943919106288
zero,2,both,both,F2-S,6.0,"2,0,1,3",7.2672819697453725
zero,2,both,both,F2-S,6.0,"3,2,0,1",7.332588254013509
zero,2,both,both,F2-S,6.0,"3,0,2,1",7.375878077251222
zero,2,both,both,F2-S,6.0,"2,1,0,3",7.380087554174238
zero,2,both,both,F2-S,6.0,"0,1,3,2",7.538834445964566
zero,2,both,both,F2-S,6.0,"0,3,1,2",7.8265694391103535
zero,2,both,both,F2-S,6.0,"3,1,0,2",8.098293191503375
zero,2,both,both,F2-S,6.0,"3,0,1,2",8.259160522980794
zero,2,both,both,F2-S,6.0,"2,3,0,1",8.361083927366922
zero,2,both,both,F2-S,6.0,"2,0,3,1",8.472931471997216
zero,2,both,both,F2-S,6.0,"1,0,3,2",8.73818044783699
zero,2,both,both,F2-S,6.0,"1,3,0,2",8.815132742838909
zero,2,both,both,F2-S,7.0,"2,3,0,1",4.518672099045899
zero,2,both,both,F2-S,7.0,"2,0,3,1",4.6906009435605265
zero,2,both,both,F2-S,7.0,"0,2,3,1",4.749905991429153
zero,2,both,both,F2-S,7.0,"0,3,2,1",4.763541798446552
zero,2,both,both,F2-S,7.0,"3,2,0,1",5.285045412538549
zero,2,both,both,F2-S,7.0,"3,0,2,1",5.649357084844194
zero,2,both,both,F2-S,7.0,"1,3,2,0",5.891444238664829
zero,2,both,both,F2-S,7.0,"1,2,3,0",5.987607072075243
zero,2,both,both,F2-S,7.0,"1,3,0,2",6.366256941190169
zero,2,both,both,F2-S,7.0,"1,0,3,2",6.398019881040437
zero,2,both,both,F2-S,7.0,"2,1,3,0",6.89836498983075
zero,2,both,both,F2-S,7.0,"2,3,1,0",6.945624009504392
zero,2,both,both,F2-S,7.0,"0,3,1,2",7.240183043715593
zero,2,both,both,F2-S,7.0,"3,2,1,0",7.314212768456153
zero,2,both,both,F2-S,7.0,"1,2,0,3",7.316222807813005
zero,2,both,both,F2-S,7.0,"0,1,3,2",7.344433320563122
zero,2,both,both,F2-S,7.0,"3,1,2,0",7.345488588279707
zero,2,both,both,F2-S,7.0,"1,0,2,3",7.738098184154316
zero,2,both,both,F2-S,7.0,"0,2,1,3",7.971382980480435
zero,2,both,both,F2-S,7.0,"0,1,2,3",8.156265018369476
zero,2,both,both,F2-S,7.0,"3,1,0,2",8.276233479074959
zero,2,both,both,F2-S,7.0,"3,0,1,2",8.411546941512935
zero,2,both,both,F2-S,7.0,"2,1,0,3",8.594878343663458
zero,2,both,both,F2-S,7.0,"2,0,1,3",8.731028340327681
zero,2,both,both,F2-S,8.0,"0,3,2,1",4.333242784930306
zero,2,both,both,F2-S,8.0,"2,3,0,1",4.627602783748515
zero,2,both,both,F2-S,8.0,"0,2,3,1",4.792865603970576
zero,2,both,both,F2-S,8.0,"2,0,3,1",4.912263087817218
zero,2,both,both,F2-S,8.0,"3,0,2,1",5.613076534082889
zero,2,both,both,F2-S,8.0,"3,2,0,1",5.701583833684799
zero,2,both,both,F2-S,8.0,"1,3,0,2",5.979048527630532
zero,2,both,both,F2-S,8.0,"1,0,3,2",6.010370774669439
zero,2,both,both,F2-S,8.0,"1,3,2,0",6.172996371412324
zero,2,both,both,F2-S,8.0,"1,2,3,0",6.396954810048276
zero,2,both,both,F2-S,8.0,"0,3,1,2",6.850898322655225
zero,2,both,both,F2-S,8.0,"0,1,3,2",6.88144813929692
zero,2,both,both,F2-S,8.0,"2,3,1,0",7.0348743034222965
zero,2,both,both,F2-S,8.0,"2,1,3,0",7.202555903434499
zero,2,both,both,F2-S,8.0,"3,1,0,2",7.299405807401568
zero,2,both,both,F2-S,8.0,"3,0,1,2",7.400149136722321
zero,2,both,both,F2-S,8.0,"1,0,2,3",7.441398345906552
zero,2,both,both,F2-S,8.0,"1,2,0,3",7.67037082081432
zero,2,both,both,F2-S,8.0,"3,2,1,0",8.103111314509565
zero,2,both,both,F2-S,8.0,"2,0,1,3",8.15273746643925
zero,2,both,both,F2-S,8.0,"3,1,2,0",8.193629034045344
zero,2,both,both,F2-S,8.0,"2,1,0,3",8.230493662592707
zero,2,both,both,F2-S,8.0,"0,1,2,3",8.622002403560629
zero,2,both,both,F2-S,8.0,"0,2,1,3",8.657995996676274
zero,2,both,both,F2-S,9.0,"3,0,2,1",4.394801929727158
zero,2,both,both,F2-S,9.0,"2,0,3,1",4.44329436527296
zero,2,both,both,F2-S,9.0,"3,2,0,1",4.510197439364996
zero,2,both,both,F2-S,9.0,"2,3,0,1",4.801226399499354
zero,2,both,both,F2-S,9.0,"0,3,2,1",5.514408315328167
zero,2,both,both,F2-S,9.0,"0,2,3,1",5.648462781435131
zero,2,both,both,F2-S,9.0,"1,0,3,2",6.144239269453832
zero,2,both,both,F2-S,9.0,"1,0,2,3",6.169467859691506
zero,2,both,both,F2-S,9.0,"1,3,0,2",6.220924421197304
zero,2,both,both,F2-S,9.0,"1,2,0,3",6.310065255287817
zero,2,both,both,F2-S,9.0,"3,0,1,2",6.986198561309159
zero,2,both,both,F2-S,9.0,"3,1,0,2",7.077011116416109
zero,2,both,both,F2-S,9.0,"2,0,1,3",7.084374538144347
zero,2,both,both,F2-S,9.0,"2,1,0,3",7.37139402353384
zero,2,both,both,F2-S,9.0,"1,3,2,0",7.390399183597945
zero,2,both,both,F2-S,9.0,"0,3,1,2",7.547502022463797
zero,2,both,both,F2-S,9.0,"0,1,3,2",7.600748074169042
zero,2,both,both,F2-S,9.0,"1,2,3,0",7.823307575384636
zero,2,both,both,F2-S,9.0,"2,3,1,0",8.124747332190077
zero,2,both,both,F2-S,9.0,"0,2,1,3",8.226670838910579
zero,2,both,both,F2-S,9.0,"2,1,3,0",8.257983644648494
zero,2,both,both,F2-S,9.0,"0,1,2,3",8.267110381790566
zero,2,both,both,F2-S,9.0,"3,1,2,0",8.70814771856577
zero,2,both,both,F2-S,9.0,"3,2,1,0",8.745253304146965
zero,2,both,both,F2-S,10.0,"0,1,3,2",4.2210352464992
zero,2,both,both,F2-S,10.0,"0,3,1,2",4.2707920223955735
zero,2,both,both,F2-S,10.0,"1,3,0,2",4.426919293250485
zero,2,both,both,F2-S,10.0,"1,0,3,2",4.714543739872538
zero,2,both,both,F2-S,10.0,"3,1,0,2",5.152890835733973
zero,2,both,both,F2-S,10.0,"3,0,1,2",5.253794338829098
zero,2,both,both,F2-S,10.0,"2,1,3,0",5.447566522611865
zero,2,both,both,F2-S,10.0,"2,3,1,0",5.479044277061197
zero,2,both,both,F2-S,10.0,"2,3,0,1",6.204384193223173
zero,2,both,both,F2-S,10.0,"1,3,2,0",6.22003893521322
zero,2,both,both,F2-S,10.0,"1,2,3,0",6.446529198279375
zero,2,both,both,F2-S,10.0,"2,0,3,1",6.480276522606204
zero,2,both,both,F2-S,10.0,"2,1,0,3",6.7779762596852695
zero,2,both,both,F2-S,10.0,"0,3,2,1",6.819951127242847
zero,2,both,both,F2-S,10.0,"2,0,1,3",6.850448981029656
zero,2,both,both,F2-S,10.0,"0,2,3,1",6.991269407378849
zero,2,both,both,F2-S,10.0,"3,2,1,0",7.175440625199397
zero,2,both,both,F2-S,10.0,"3,1,2,0",7.20231559579215
zero,2,both,both,F2-S,10.0,"3,0,2,1",7.596965549967364
zero,2,both,both,F2-S,10.0,"0,1,2,3",7.630512841582265
zero,2,both,both,F2-S,10.0,"3,2,0,1",7.675267607954098
zero,2,both,both,F2-S,10.0,"0,2,1,3",7.778672896149114
zero,2,both,both,F2-S,10.0,"1,2,0,3",7.872386970428424
zero,2,both,both,F2-S,10.0,"1,0,2,3",7.993323593722256
zero,2,both,both,F2-S,11.0,"2,0,1,3",4.577909086322334
zero,2,both,both,F2-S,11.0,"1,0,2,3",4.615021881020837
zero,2,both,both,F2-S,11.0,"2,1,0,3",4.80439030988318
zero,2,both,both,F2-S,11.0,"1,2,0,3",4.844450494443604
zero,2,both,both,F2-S,11.0,"0,2,1,3",5.4722775074841525
zero,2,both,both,F2-S,11.0,"0,1,2,3",5.653102795737745
zero,2,both,both,F2-S,11.0,"3,2,0,1",5.9298651783442216
zero,2,both,both,F2-S,11.0,"3,0,2,1",5.973159531103936
zero,2,both,both,F2-S,11.0,"3,0,1,2",6.317085019280428
zero,2,both,both,F2-S,11.0,"3,1,0,2",6.419261593571825
zero,2,both,both,F2-S,11.0,"2,3,0,1",6.8528022903784
zero,2,both,both,F2-S,11.0,"2,0,3,1",6.960405398780926
zero,2,both,both,F2-S,11.0,"1,0,3,2",7.158547972500643
zero,2,both,both,F2-S,11.0,"1,3,0,2",7.34821085335892
zero,2,both,both,F2-S,11.0,"0,3,2,1",7.378118991421528
zero,2,both,both,F2-S,11.0,"0,2,3,1",7.414420691846255
zero,2,both,both,F2-S,11.0,"3,2,1,0",7.510608205321037
zero,2,both,both,F2-S,11.0,"3,1,2,0",7.68295910128771
zero,2,both,both,F2-S,11.0,"1,2,3,0",8.096954124932832
zero,2,both,both,F2-S,11.0,"1,3,2,0",8.245051588227076
zero,2,both,both,F2-S,11.0,"0,1,3,2",8.374895024075986
zero,2,both,both,F2-S,11.0,"0,3,1,2",8.580238756461062
zero,2,both,both,F2-S,11.0,"2,3,1,0",8.584843070914074
zero,2,both,both,F2-S,11.0,"2,1,3,0",8.742575243810792
zero,2,both,both,F2-S,12.0,"1,3,0,2",4.345084433162514
zero,2,both,both,F2-S,12.0,"1,0,3,2",4.3694488021974625
zero,2,both,both,F2-S,12.0,"0,3,1,2",4.607877419964387
zero,2,both,both,F2-S,12.0,"0,1,3,2",4.751937670660414
zero,2,both,both,F2-S,12.0,"3,1,0,2",4.866655592014789
zero,2,both,both,F2-S,12.0,"3,0,1,2",4.933288427847708
zero,2,both,both,F2-S,12.0,"2,3,0,1",5.828102955067859
zero,2,both,both,F2-S,12.0,"2,0,3,1",5.955040700211229
zero,2,both,both,F2-S,12.0,"2,3,1,0",6.283983373599846
zero,2,both,both,F2-S,12.0,"0,3,2,1",6.520149894915011
zero,2,both,both,F2-S,12.0,"2,1,3,0",6.5884900912839
zero,2,both,both,F2-S,12.0,"0,2,3,1",6.705538036232535
zero,2,both,both,F2-S,12.0,"2,1,0,3",6.836012960353918
zero,2,both,both,F2-S,12.0,"2,0,1,3",6.843131012669674
zero,2,both,both,F2-S,12.0,"1,2,3,0",7.140123792979876
zero,2,both,both,F2-S,12.0,"1,3,2,0",7.148433807608246
zero,2,both,both,F2-S,12.0,"3,0,2,1",7.419247778120382
zero,2,both,both,F2-S,12.0,"3,2,0,1",7.466231012724475
zero,2,both,both,F2-S,12.0,"3,1,2,0",7.544254046925976
zero,2,both,both,F2-S,12.0,"3,2,1,0",7.631718178880042
zero,2,both,both,F2-S,12.0,"1,0,2,3",7.863869475261916
zero,2,both,both,F2-S,12.0,"0,1,2,3",7.9116710654246765
zero,2,both,both,F2-S,12.0,"1,2,0,3",7.956442127227151
zero,2,both,both,F2-S,12.0,"0,2,1,3",8.018112065688337
zero,2,both,both,F2-S,13.0,"2,1,3,0",4.577909086322334
zero,2,both,both,F2-S,13.0,"3,1,2,0",4.615021881020837
zero,2,both,both,F2-S,13.0,"2,3,1,0",4.80439030988318
zero,2,both,both,F2-S,13.0,"3,2,1,0",4.844450494443604
zero,2,both,both,F2-S,13.0,"1,2,3,0",5.4722775074841525
zero,2,both,both,F2-S,13.0,"1,3,2,0",5.653102795737745
zero,2,both,both,F2-S,13.0,"0,2,1,3",5.9298651783442216
zero,2,both,both,F2-S,13.0,"0,1,2,3",5.973159531103936
zero,2,both,both,F2-S,13.0,"0,1,3,2",6.317085019280428
zero,2,both,both,F2-S,13.0,"0,3,1,2",6.419261593571825
zero,2,both,both,F2-S,13.0,"2,0,1,3",6.8528022903784
zero,2,both,both,F2-S,13.0,"2,1,0,3",6.960405398780926
zero,2,both,both,F2-S,13.0,"3,1,0,2",7.158547972500643
zero,2,both,both,F2-S,13.0,"3,0,1,2",7.34821085335892
zero,2,both,both,F2-S,13.0,"1,0,2,3",7.378118991421528
zero,2,both,both,F2-S,13.0,"1,2,0,3",7.414420691846255
zero,2,both,both,F2-S,13.0,"0,2,3,1",7.510608205321037
zero,2,both,both,F2-S,13.0,"0,3,2,1",7.68295910128771
zero,2,both,both,F2-S,13.0,"3,2,0,1",8.096954124932832
zero,2,both,both,F2-S,13.0,"3,0,2,1",8.245051588227076
zero,2,both,both,F2-S,13.0,"1,3,0,2",8.374895024075986
zero,2,both,both,F2-S,13.0,"1,0,3,2",8.580238756461062
zero,2,both,both,F2-S,13.0,"2,0,3,1",8.584843070914074
zero,2,both,both,F2-S,13.0,"2,3,0,1",8.742575243810792
zero,2,both,both,F2-S,14.0,"3,2,1,0",4.517486394017394
zero,2,both,both,F2-S,14.0,"1,2,3,0",4.740180365015585
zero,2,both,both,F2-S,14.0,"3,1,2,0",4.831680351387644
zero,2,both,both,F2-S,14.0,"1,3,2,0",4.858601656192389
zero,2,both,both,F2-S,14.0,"2,3,1,0",5.6147238537998705
zero,2,both,both,F2-S,14.0,"2,1,3,0",5.834963941055397
zero,2,both,both,F2-S,14.0,"0,2,3,1",6.15071987234576
zero,2,both,both,F2-S,14.0,"0,3,2,1",6.252249094882005
zero,2,both,both,F2-S,14.0,"0,1,2,3",6.4952397984811645
zero,2,both,both,F2-S,14.0,"0,2,1,3",6.544834951511937
zero,2,both,both,F2-S,14.0,"3,2,0,1",7.193638952207176
zero,2,both,both,F2-S,14.0,"3,0,2,1",7.299311675952773
zero,2,both,both,F2-S,14.0,"1,2,0,3",7.376640475235231
zero,2,both,both,F2-S,14.0,"1,0,2,3",7.514042262618743
