subject,representation,seed,mapping_accuracy,mapping_balanced_accuracy,selected
7,F1,5,0.4548611111111111,0.4548611111111111,"3,1,0,2"
7,F1,6,0.4496527777777778,0.4496527777777778,"1,3,2,0"
7,F1,7,0.4652777777777778,0.4652777777777778,"0,1,3,2"
7,F1,8,0.4548611111111111,0.4548611111111111,"3,2,1,0"
7,F1,9,0.4791666666666667,0.47916666666666663,"1,0,3,2"
7,F1,10,0.4496527777777778,0.4496527777777778,"3,1,0,2"
7,F1,11,0.4461805555555556,0.4461805555555556,"0,2,1,3"
7,F1,12,0.4652777777777778,0.4652777777777778,"3,1,2,0"
7,F1,13,0.4774305555555556,0.4774305555555556,"1,3,2,0"
7,F1,14,0.4756944444444444,0.4756944444444444,"1,3,0,2"
7,F1,15,0.4565972222222222,0.4565972222222222,"3,0,2,1"
7,F1,16,0.4670138888888889,0.4670138888888889,"0,1,2,3"
7,F1,17,0.484375,0.484375,"3,1,0,2"
7,F1,18,0.4565972222222222,0.4565972222222222,"0,3,2,1"
7,F1,19,0.4565972222222222,0.4565972222222222,"2,0,3,1"
7,F2-S,0,0.2864583333333333,0.2864583333333333,"0,3,2,1"
7,F2-S,1,0.3125,0.3125,"2,0,3,1"
7,F2-S,2,0.2708333333333333,0.27083333333333337,"0,2,3,1"
7,F2-S,3,0.2881944444444444,0.2881944444444444,"3,0,1,2"
7,F2-S,4,0.2673611111111111,0.2673611111111111,"2,3,1,0"
7,F2-S,5,0.3003472222222222,0.3003472222222222,"0,3,2,1"
7,F2-S,6,0.3020833333333333,0.3020833333333333,"0,2,3,1"
7,F2-S,7,0.2934027777777778,0.2934027777777778,"1,3,2,0"
7,F2-S,8,0.24479166666666666,0.24479166666666666,"2,0,1,3"
7,F2-S,9,0.2760416666666667,0.2760416666666667,"1,3,0,2"
7,F2-S,10,0.2638888888888889,0.2638888888888889,"2,0,1,3"
7,F2-S,11,0.2690972222222222,0.2690972222222222,"2,3,1,0"
7,F2-S,12,0.2552083333333333,0.25520833333333337,"1,2,3,0"
7,F2-S,13,0.2638888888888889,0.2638888888888889,"3,0,1,2"
7,F2-S,14,0.2934027777777778,0.2934027777777778,"1,2,3,0"
7,F2-S,15,0.2951388888888889,0.2951388888888889,"0,1,3,2"
7,F2-S,16,0.2673611111111111,0.2673611111111111,"2,3,1,0"
7,F2-S,17,0.2708333333333333,0.2708333333333333,"1,0,2,3"
7,F2-S,18,0.2673611111111111,0.2673611111111111,"0,2,1,3"
7,F2-S,19,0.2673611111111111,0.2673611111111111,"3,0,2,1"
8,STATIC,0,0.21006944444444445,0.21006944444444445,"3,2,0,1"
8,STATIC,1,0.2152777777777778,0.21527777777777776,"2,3,1,0"
8,STATIC,2,0.21180555555555555,0.21180555555555558,"2,3,1,0"
8,STATIC,3,0.21354166666666666,0.21354166666666666,"1,2,0,3"
8,STATIC,4,0.2152777777777778,0.21527777777777776,"0,2,1,3"
8,STATIC,5,0.21180555555555555,0.21180555555555558,"1,0,2,3"
8,STATIC,6,0.21354166666666666,0.21354166666666666,"2,3,1,0"
8,STATIC,7,0.21354166666666666,0.21354166666666666,"2,3,1,0"
8,STATIC,8,0.21180555555555555,0.21180555555555558,"0,2,1,3"
8,STATIC,9,0.2152777777777778,0.21527777777777776,"3,2,0,1"
8,STATIC,10,0.2152777777777778,0.2152777777777778,"1,2,3,0"
8,STATIC,11,0.21180555555555555,0.21180555555555558,"0,1,2,3"
8,STATIC,12,0.21354166666666666,0.21354166666666666,"1,0,3,2"
8,STATIC,13,0.21180555555555555,0.21180555555555558,"3,0,2,1"
8,STATIC,14,0.2170138888888889,0.2170138888888889,"0,2,1,3"
8,STATIC,15,0.21354166666666666,0.21354166666666666,"2,1,3,0"
8,STATIC,16,0.21180555555555555,0.21180555555555558,"1,0,2,3"
8,STATIC,17,0.21180555555555555,0.21180555555555558,"0,1,3,2"
8,STATIC,18,0.21354166666666666,0.21354166666666666,"3,1,2,0"
8,STATIC,19,0.21180555555555555,0.21180555555555558,"1,3,0,2"
8,F1,0,0.5416666666666666,0.5416666666666667,"3,0,2,1"
8,F1,1,0.5399305555555556,0.5399305555555556,"0,3,2,1"
8,F1,2,0.53125,0.53125,"3,2,1,0"
8,F1,3,0.5381944444444444,0.5381944444444444,"3,2,0,1"
8,F1,4,0.5381944444444444,0.5381944444444444,"3,1,0,2"
8,F1,5,0.5364583333333334,0.5364583333333333,"1,0,3,2"
8,F1,6,0.5381944444444444,0.5381944444444444,"2,0,1,3"
8,F1,7,0.5451388888888888,0.5451388888888888,"2,3,1,0"
8,F1,8,0.5347222222222222,0.5347222222222222,"2,0,1,3"
8,F1,9,0.5381944444444444,0.5381944444444444,"1,2,3,0"
8,F1,10,0.5381944444444444,0.5381944444444444,"1,2,3,0"
8,F1,11,0.53125,0.53125,"2,1,3,0"
8,F1,12,0.5364583333333334,0.5364583333333333,"3,0,1,2"
8,F1,13,0.2638888888888889,0.2638888888888889,"2,0,3,1"
8,F1,14,0.5381944444444444,0.5381944444444444,"1,0,3,2"
8,F1,15,0.5381944444444444,0.5381944444444444,"2,0,3,1"
8,F1,16,0.5329861111111112,0.5329861111111112,"2,3,1,0"
8,F1,17,0.5347222222222222,0.5347222222222222,"3,0,2,1"
8,F1,18,0.53125,0.53125,"1,3,2,0"
8,F1,19,0.5399305555555556,0.5399305555555556,"0,2,3,1"
8,F2-S,0,0.2934027777777778,0.2934027777777778,"1,0,2,3"
8,F2-S,1,0.3472222222222222,0.34722222222222227,"2,1,0,3"
8,F2-S,2,0.3541666666666667,0.3541666666666667,"1,2,0,3"
8,F2-S,3,0.2152777777777778,0.2152777777777778,"1,2,0,3"
8,F2-S,4,0.2916666666666667,0.29166666666666663,"1,0,2,3"
8,F2-S,5,0.3159722222222222,0.3159722222222222,"0,1,2,3"
8,F2-S,6,0.2986111111111111,0.2986111111111111,"2,0,3,1"
8,F2-S,7,0.3576388888888889,0.3576388888888889,"1,3,0,2"
8,F2-S,8,0.3020833333333333,0.3020833333333333,"2,0,1,3"
8,F2-S,9,0.203125,0.203125,"3,2,0,1"
8,F2-S,10,0.2951388888888889,0.2951388888888889,"3,0,1,2"
8,F2-S,11,0.2465277777777778,0.2465277777777778,"0,1,2,3"
8,F2-S,12,0.3038194444444444,0.3038194444444444,"2,3,0,1"
8,F2-S,13,0.3125,0.3125,"3,0,1,2"
8,F2-S,14,0.3576388888888889,0.3576388888888889,"2,1,3,0"
8,F2-S,15,0.3611111111111111,0.36111111111111116,"3,0,2,1"
8,F2-S,16,0.3003472222222222,0.3003472222222222,"0,2,1,3"
8,F2-S,17,0.3559027777777778,0.3559027777777778,"2,0,1,3"
8,F2-S,18,0.2586805555555556,0.2586805555555555,"3,0,1,2"
8,F2-S,19,0.2881944444444444,0.2881944444444444,"3,2,0,1"
9,STATIC,0,0.5555555555555556,0.5555555555555556,"1,0,2,3"
9,STATIC,1,0.5503472222222222,0.5503472222222222,"0,3,1,2"
9,STATIC,2,0.5590277777777778,0.5590277777777778,"1,0,3,2"
9,STATIC,3,0.5555555555555556,0.5555555555555556,"0,2,3,1"
9,STATIC,4,0.5625,0.5625,"1,3,0,2"
9,STATIC,5,0.5590277777777778,0.5590277777777778,"0,2,3,1"
9,STATIC,6,0.5677083333333334,0.5677083333333334,"0,1,3,2"
9,STATIC,7,0.5677083333333334,0.5677083333333334,"1,3,2,0"
9,STATIC,8,0.5555555555555556,0.5555555555555556,"1,2,0,3"
9,STATIC,9,0.5572916666666666,0.5572916666666666,"3,0,1,2"
9,STATIC,10,0.578125,0.578125,"3,2,1,0"
9,STATIC,11,0.5694444444444444,0.5694444444444444,"2,3,0,1"
9,STATIC,12,0.578125,0.578125,"3,2,1,0"
9,STATIC,13,0.5729166666666666,0.5729166666666666,"1,2,0,3"
9,STATIC,14,0.5711805555555556,0.5711805555555556,"3,0,1,2"
9,STATIC,15,0.5642361111111112,0.5642361111111112,"0,3,1,2"
9,STATIC,16,0.5677083333333334,0.5677083333333334,"0,3,1,2"
9,STATIC,17,0.5607638888888888,0.5607638888888888,"3,2,0,1"
9,STATIC,18,0.5590277777777778,0.5590277777777778,"2,1,3,0"
9,STATIC,19,0.5538194444444444,0.5538194444444444,"2,3,0,1"
9,F1,0,0.5538194444444444,0.5538194444444444,"0,2,1,3"
9,F1,1,0.5503472222222222,0.5503472222222222,"3,2,1,0"
9,F1,2,0.5520833333333334,0.5520833333333334,"1,3,0,2"
9,F1,3,0.6180555555555556,0.6180555555555555,"2,1,0,3"
9,F1,4,0.6232638888888888,0.6232638888888888,"3,1,2,0"
9,F1,5,0.5503472222222222,0.5503472222222222,"1,0,2,3"
9,F1,6,0.5503472222222222,0.5503472222222222,"1,0,2,3"
9,F1,7,0.5503472222222222,0.5503472222222222,"1,2,3,0"
9,F1,8,0.5520833333333334,0.5520833333333333,"2,1,3,0"
9,F1,9,0.6215277777777778,0.6215277777777777,"3,2,1,0"
9,F1,10,0.6232638888888888,0.623263888888889,"1,2,3,0"
9,F1,11,0.6232638888888888,0.6232638888888888,"1,3,2,0"
9,F1,12,0.6232638888888888,0.6232638888888888,"2,3,1,0"
9,F1,13,0.5503472222222222,0.5503472222222222,"3,2,0,1"
9,F1,14,0.6215277777777778,0.6215277777777778,"3,0,1,2"
9,F1,15,0.5486111111111112,0.5486111111111112,"0,1,3,2"
9,F1,16,0.6128472222222222,0.6128472222222222,"2,3,0,1"
9,F1,17,0.5503472222222222,0.5503472222222222,"0,1,3,2"
9,F1,18,0.5520833333333334,0.5520833333333334,"0,3,1,2"
9,F1,19,0.5486111111111112,0.548611111111111,"1,0,3,2"
9,F2-S,0,0.3802083333333333,0.3802083333333333,"0,3,2,1"
9,F2-S,1,0.375,0.37500000000000006,"3,0,2,1"
9,F2-S,2,0.3715277777777778,0.3715277777777778,"3,0,2,1"
9,F2-S,3,0.22743055555555555,0.22743055555555558,"3,0,2,1"
9,F2-S,4,0.3663194444444444,0.3663194444444445,"1,3,0,2"
9,F2-S,5,0.2309027777777778,0.2309027777777778,"2,3,0,1"
9,F2-S,6,0.3663194444444444,0.3663194444444445,"1,0,2,3"
9,F2-S,7,0.22916666666666666,0.22916666666666669,"0,2,1,3"
9,F2-S,8,0.3645833333333333,0.3645833333333333,"1,2,0,3"
9,F2-S,9,0.2378472222222222,0.23784722222222227,"3,0,1,2"
9,F2-S,10,0.3697916666666667,0.36979166666666663,"0,1,3,2"
9,F2-S,11,0.359375,0.359375,"3,1,2,0"
9,F2-S,12,0.23958333333333334,0.23958333333333331,"2,3,0,1"
9,F2-S,13,0.3628472222222222,0.3628472222222222,"2,0,1,3"
9,F2-S,14,0.24479166666666666,0.24479166666666669,"2,3,1,0"
9,F2-S,15,0.3628472222222222,0.3628472222222222,"3,0,1,2"
9,F2-S,16,0.3715277777777778,0.3715277777777778,"3,2,0,1"
9,F2-S,17,0.3663194444444444,0.3663194444444445,"3,0,1,2"
9,F2-S,18,0.3784722222222222,0.3784722222222222,"1,3,0,2"
9,F2-S,19,0.234375,0.234375,"1,0,3,2"
