subject,unrelated_subject,source_session,target_session,representation,heldout,error,best_cost,determinants
7,8,0train,0train,F2-S,3,0.9921845279982783,12.949196703244953,"-1,1,-1,1"
7,8,0train,1test,STATIC,0,0.060453220265641844,1.2260144070812878e-18,"-1,1,-1,1"
7,8,0train,1test,STATIC,1,0.04474319452461338,1.1742007850673655e-18,"-1,1,-1,1"
7,8,0train,1test,STATIC,2,0.037910618300764184,1.0896823728425068e-18,"-1,1,-1,1"
7,8,0train,1test,STATIC,3,0.037102460933401755,9.73874010810914e-19,"-1,1,-1,1"
7,8,0train,1test,F1,0,0.5252760059681016,146.5939300666193,"-1,1,-1,1"
7,8,0train,1test,F1,1,0.656415351573657,137.05650137001578,"-1,1,-1,1"
7,8,0train,1test,F1,2,0.6828568829880668,128.91868205290115,"-1,1,-1,1"
7,8,0train,1test,F1,3,0.43671476027222106,124.72976103664155,"-1,1,-1,1"
7,8,0train,1test,F2-S,0,2.739618699236567,9.062749821968936,"-1,1,-1,1"
7,8,0train,1test,F2-S,1,2.0703926400560575,9.574531130784603,"-1,1,-1,1"
7,8,0train,1test,F2-S,2,2.1269732269268142,9.32606120648273,"-1,1,-1,1"
7,8,0train,1test,F2-S,3,1.4068997965522552,9.43225413133823,"-1,1,-1,1"
7,8,1test,0train,STATIC,0,0.19547022005109255,1.6590652293530337e-18,"-1,1,-1,1"
7,8,1test,0train,STATIC,1,0.16043045992477603,1.4598182122332996e-18,"-1,1,-1,1"
7,8,1test,0train,STATIC,2,0.14947840899817083,1.5462178477806066e-18,"-1,1,-1,1"
7,8,1test,0train,STATIC,3,0.15838943139859094,1.2781493931718017e-18,"-1,1,-1,1"
7,8,1test,0train,F1,0,0.8649142024737119,182.7872247351065,"-1,1,-1,1"
7,8,1test,0train,F1,1,1.04561289418013,156.3333410195773,"-1,1,-1,1"
7,8,1test,0train,F1,2,0.9485167318985968,164.65090437258414,"-1,1,-1,1"
7,8,1test,0train,F1,3,0.652275717675177,146.17924300287734,"-1,1,-1,1"
7,8,1test,0train,F2-S,0,2.1360399672503485,9.707818704901346,"-1,1,-1,1"
7,8,1test,0train,F2-S,1,1.5939620601908318,12.867421442133786,"-1,1,-1,1"
7,8,1test,0train,F2-S,2,2.6474335130408324,10.367670917054058,"-1,1,-1,1"
7,8,1test,0train,F2-S,3,1.0611499277216323,12.517522991175817,"-1,1,-1,1"
7,8,1test,1test,STATIC,0,0.10315765204699393,1.0802526930548456e-18,"-1,1,-1,1"
7,8,1test,1test,STATIC,1,0.07146069173344413,1.0139333047521782e-18,"-1,1,-1,1"
7,8,1test,1test,STATIC,2,0.07059665150795506,9.452283276296445e-19,"-1,1,-1,1"
7,8,1test,1test,STATIC,3,0.05627680783450692,8.336701542724563e-19,"-1,1,-1,1"
7,8,1test,1test,F1,0,0.5952514491490122,117.90542792933316,"-1,1,-1,1"
7,8,1test,1test,F1,1,0.7316933547552105,103.7353618856566,"-1,1,-1,1"
7,8,1test,1test,F1,2,0.6732123335758576,99.6957901036161,"-1,1,-1,1"
7,8,1test,1test,F1,3,0.46542580561483904,96.63371601371975,"-1,1,-1,1"
7,8,1test,1test,F2-S,0,2.786834490667749,8.803703164070232,"-1,1,-1,1"
7,8,1test,1test,F2-S,1,1.5807521695354252,9.813625681126654,"-1,1,-1,1"
7,8,1test,1test,F2-S,2,2.0618584516678293,9.437682390091549,"-1,1,-1,1"
7,8,1test,1test,F2-S,3,1.5037581756514287,9.916287695711198,"-1,1,-1,1"
8,9,0train,0train,STATIC,0,3.3777841236543917,1.2706419468471958e-18,"-1,1,-1,1"
8,9,0train,0train,STATIC,1,5.5623420192131885,1.28357104603023e-18,"-1,1,-1,1"
8,9,0train,0train,STATIC,2,4.516288917744701,1.3447694211802108e-18,"-1,1,-1,1"
8,9,0train,0train,STATIC,3,5.767363182220631,9.150744506724242e-19,"-1,1,-1,1"
8,9,0train,0train,F1,0,2.0695950686842455,498.23573490463264,"-1,1,-1,1"
8,9,0train,0train,F1,1,3.4081261153630726,499.4792547129787,"-1,1,-1,1"
8,9,0train,0train,F1,2,3.05397211149352,494.43428163714,"-1,1,-1,1"
8,9,0train,0train,F1,3,2.882776829962539,430.01085905356626,"-1,1,-1,1"
8,9,0train,0train,F2-S,0,1.0553536656492424,32.53401058683527,"-1,1,-1,1"
8,9,0train,0train,F2-S,1,0.9968870053166579,19.944596304213853,"-1,1,-1,1"
8,9,0train,0train,F2-S,2,1.4936204729616602,35.15702965766193,"-1,1,-1,1"
8,9,0train,0train,F2-S,3,0.9196684002814695,31.880634204687023,"-1,1,-1,1"
8,9,0train,1test,STATIC,0,2.4676175442389026,1.3589158803069763e-18,"-1,1,-1,1"
8,9,0train,1test,STATIC,1,3.3659492549821155,1.58365657434653e-18,"-1,1,-1,1"
8,9,0train,1test,STATIC,2,3.7993124079858465,1.3765297111162445e-18,"-1,1,-1,1"
8,9,0train,1test,STATIC,3,4.088790161245837,8.481502135822345e-19,"-1,1,-1,1"
8,9,0train,1test,F1,0,1.5937286533741348,523.9945853392024,"-1,1,-1,1"
8,9,0train,1test,F1,1,2.373221164777978,596.4447579315411,"-1,1,-1,1"
8,9,0train,1test,F1,2,2.5570127169256853,512.2738230115091,"-1,1,-1,1"
8,9,0train,1test,F1,3,2.082136731892922,441.942105248807,"-1,1,-1,1"
8,9,0train,1test,F2-S,0,0.9756060879942474,55.12272016157074,"-1,1,-1,1"
8,9,0train,1test,F2-S,1,1.0222040746791847,26.305888242411367,"-1,1,-1,1"
8,9,0train,1test,F2-S,2,0.951619679683311,63.32479228250282,"-1,1,-1,1"
8,9,0train,1test,F2-S,3,0.9745578654365351,62.721447464596416,"-1,1,-1,1"
8,9,1test,0train,STATIC,0,2.2704005245056766,1.1060630839767087e-18,"-1,1,-1,1"
8,9,1test,0train,STATIC,1,3.7814239660695392,1.11720391403831e-18,"-1,1,-1,1"
8,9,1test,0train,STATIC,2,3.2290117265912324,1.1642884857195671e-18,"-1,1,-1,1"
8,9,1test,0train,STATIC,3,4.225170971119914,7.64931092734104e-19,"-1,1,-1,1"
8,9,1test,0train,F1,0,1.3585138699951862,421.24741431947444,"-1,1,-1,1"
8,9,1test,0train,F1,1,2.382803698481555,421.07461802192915,"-1,1,-1,1"
8,9,1test,0train,F1,2,2.3953406019443158,409.6161694719518,"-1,1,-1,1"
8,9,1test,0train,F1,3,2.231076950128636,353.81172460583906,"-1,1,-1,1"
8,9,1test,0train,F2-S,0,1.0616588791858983,31.113678333391512,"-1,1,-1,1"
8,9,1test,0train,F2-S,1,1.2281831587732082,21.41847318272749,"-1,1,-1,1"
8,9,1test,0train,F2-S,2,1.646798967751622,35.71411104213375,"-1,1,-1,1"
8,9,1test,0train,F2-S,3,0.913797557971044,32.1929232884806,"-1,1,-1,1"
8,9,1test,1test,STATIC,0,1.6265950923375716,1.1994623119737536e-18,"-1,1,-1,1"
8,9,1test,1test,STATIC,1,2.2257595072108405,1.4007152612157944e-18,"-1,1,-1,1"
8,9,1test,1test,STATIC,2,2.702941252785961,1.2059513353467156e-18,"-1,1,-1,1"
8,9,1test,1test,STATIC,3,2.95205041441772,7.104745770850071e-19,"-1,1,-1,1"
8,9,1test,1test,F1,0,1.031462924048142,447.799303358456,"-1,1,-1,1"
8,9,1test,1test,F1,1,1.5831036577863067,509.3925210797836,"-1,1,-1,1"
8,9,1test,1test,F1,2,1.9732200298937186,428.64575125380384,"-1,1,-1,1"
8,9,1test,1test,F1,3,1.5769394792375215,365.9821217739503,"-1,1,-1,1"
8,9,1test,1test,F2-S,0,0.9481385743155144,51.85779706998737,"-1,1,-1,1"
8,9,1test,1test,F2-S,1,1.138134060385682,27.998584692215406,"-1,1,-1,1"
8,9,1test,1test,F2-S,2,1.206102239478028,62.61277330411125,"-1,1,-1,1"
8,9,1test,1test,F2-S,3,1.0183245457689296,61.63048294168776,"-1,1,-1,1"
9,1,0train,0train,STATIC,0,1.4683993849225578,2.0017934108951732e-20,"-1,1,-1,1"
9,1,0train,0train,STATIC,1,1.5079889759011535,1.9803935555927828e-20,"-1,1,-1,1"
9,1,0train,0train,STATIC,2,1.1930667335085927,1.8088416456163172e-20,"-1,1,-1,1"
9,1,0train,0train,STATIC,3,2.7171660069961794,1.6501423450856217e-20,"-1,1,-1,1"
9,1,0train,0train,F1,0,3.195219669607947,18.327745458682987,"-1,1,-1,1"
9,1,0train,0train,F1,1,3.36606840814455,17.00021430523052,"-1,1,-1,1"
9,1,0train,0train,F1,2,3.427449386858926,13.481239891434774,"-1,1,-1,1"
9,1,0train,0train,F1,3,3.918330254864744,16.01846932177261,"-1,1,-1,1"
9,1,0train,0train,F2-S,0,1.5818898199748854,10.937871464156096,"-1,1,-1,1"
9,1,0train,0train,F2-S,1,4.409980540616564,12.568298594880888,"-1,1,-1,1"
9,1,0train,0train,F2-S,2,1.3222569466509517,11.217289314385315,"-1,1,-1,1"
9,1,0train,0train,F2-S,3,1.5032055359763628,9.084582095486955,"-1,1,-1,1"
9,1,0train,1test,STATIC,0,1.6648585427928901,1.6884820318116656e-20,"-1,1,-1,1"
9,1,0train,1test,STATIC,1,0.678935468618126,1.6949965648093804e-20,"-1,1,-1,1"
9,1,0train,1test,STATIC,2,1.7179178879663302,1.4927037216082645e-20,"-1,1,-1,1"
9,1,0train,1test,STATIC,3,3.5772674291829203,1.4869514276958233e-20,"-1,1,-1,1"
9,1,0train,1test,F1,0,3.810822406797614,21.2543754840099,"-1,1,-1,1"
9,1,0train,1test,F1,1,2.2187675728099707,19.764876845993896,"-1,1,-1,1"
9,1,0train,1test,F1,2,4.357750246085362,15.290604153975087,"-1,1,-1,1"
9,1,0train,1test,F1,3,4.722620687157343,21.199340746925973,"-1,1,-1,1"
9,1,0train,1test,F2-S,0,2.7636828543041974,13.981807779738503,"-1,1,-1,1"
9,1,0train,1test,F2-S,1,9.601374590903255,17.54281247151585,"-1,1,-1,1"
9,1,0train,1test,F2-S,2,1.7260106762032656,16.165354012327946,"-1,1,-1,1"
9,1,0train,1test,F2-S,3,1.0773223456581016,13.671212528753962,"-1,1,-1,1"
9,1,1test,0train,STATIC,0,0.9647100301716621,4.8390132164957824e-20,"-1,1,-1,1"
9,1,1test,0train,STATIC,1,1.0120406064907532,4.838826252040314e-20,"-1,1,-1,1"
9,1,1test,0train,STATIC,2,0.8182269171548021,4.6067271923619667e-20,"-1,1,-1,1"
9,1,1test,0train,STATIC,3,2.051085979374435,4.5002478361192626e-20,"-1,1,-1,1"
9,1,1test,0train,F1,0,2.3378382456318403,25.446736711224318,"-1,1,-1,1"
9,1,1test,0train,F1,1,2.527335262899789,21.528238299757266,"-1,1,-1,1"
9,1,1test,0train,F1,2,2.7943068778595075,18.31386871796122,"-1,1,-1,1"
9,1,1test,0train,F1,3,3.256843328238549,23.993485558834045,"-1,1,-1,1"
9,1,1test,0train,F2-S,0,1.6856324007813677,10.891917683163461,"-1,1,-1,1"
9,1,1test,0train,F2-S,1,4.4429183730621284,11.943753567248251,"-1,1,-1,1"
9,1,1test,0train,F2-S,2,1.5085898446504735,10.066278631791068,"-1,1,-1,1"
9,1,1test,0train,F2-S,3,1.4763906822677115,8.674679255085545,"-1,1,-1,1"
9,1,1test,1test,STATIC,0,1.1184549957159802,4.3401217040657143e-20,"-1,1,-1,1"
9,1,1test,1test,STATIC,1,0.43899242294148927,4.380262472493191e-20,"-1,1,-1,1"
9,1,1test,1test,STATIC,2,1.2287097872201536,4.10107077662505e-20,"-1,1,-1,1"
9,1,1test,1test,STATIC,3,2.7472667940451982,4.2063110722583586e-20,"-1,1,-1,1"
9,1,1test,1test,F1,0,2.8249241018647995,28.794361907360233,"-1,1,-1,1"
9,1,1test,1test,F1,1,1.6373777814107513,23.51981562842856,"-1,1,-1,1"
9,1,1test,1test,F1,2,3.546018723029512,19.42450225641241,"-1,1,-1,1"
9,1,1test,1test,F1,3,3.982260300513629,28.62710215434356,"-1,1,-1,1"
9,1,1test,1test,F2-S,0,2.9599935202296095,14.253689616552585,"-1,1,-1,1"
9,1,1test,1test,F2-S,1,9.592855523251373,16.549714807116175,"-1,1,-1,1"
9,1,1test,1test,F2-S,2,1.904620152238606,14.956382397891304,"-1,1,-1,1"
9,1,1test,1test,F2-S,3,1.1162294547038785,13.562443852701346,"-1,1,-1,1"
