subject,unrelated_subject,source_session,target_session,representation,heldout,error,best_cost,determinants
4,5,0train,1test,F1,0,0.9639433213044765,363.7826758006514,"-1,1,-1,1"
4,5,0train,1test,F1,1,1.3774191051390354,387.84843410340454,"-1,1,-1,1"
4,5,0train,1test,F1,2,1.400238289815845,380.89872422318865,"-1,1,-1,1"
4,5,0train,1test,F1,3,0.9764616766063282,332.4149470693561,"-1,1,-1,1"
4,5,0train,1test,F2-S,0,1.3678428616745875,11.559298417962541,"-1,1,-1,1"
4,5,0train,1test,F2-S,1,0.6791086707328864,9.859724632604976,"-1,1,-1,1"
4,5,0train,1test,F2-S,2,1.0233389582912729,9.21901681910229,"-1,1,-1,1"
4,5,0train,1test,F2-S,3,0.5489729626450209,10.49153697819223,"-1,1,-1,1"
4,5,1test,0train,STATIC,0,0.18617672566450807,3.373283501863097e-19,"-1,1,-1,1"
4,5,1test,0train,STATIC,1,0.2002226302036955,3.692214625949507e-19,"-1,1,-1,1"
4,5,1test,0train,STATIC,2,0.20382532808048207,3.5993893578460026e-19,"-1,1,-1,1"
4,5,1test,0train,STATIC,3,0.21157951591762875,3.0142514837310107e-19,"-1,1,-1,1"
4,5,1test,0train,F1,0,1.237340583013486,496.92412711770544,"-1,1,-1,1"
4,5,1test,0train,F1,1,1.3855066217205265,532.2840769278401,"-1,1,-1,1"
4,5,1test,0train,F1,2,1.3603674613843912,524.7632298591413,"-1,1,-1,1"
4,5,1test,0train,F1,3,1.231101798571762,472.18649306400516,"-1,1,-1,1"
4,5,1test,0train,F2-S,0,0.7279680025930694,10.150186420100512,"-1,1,-1,1"
4,5,1test,0train,F2-S,1,0.8950091050477933,8.471117146769721,"-1,1,-1,1"
4,5,1test,0train,F2-S,2,0.8380101260775015,7.79799617809126,"-1,1,-1,1"
4,5,1test,0train,F2-S,3,0.4938013330312459,9.330776228901822,"-1,1,-1,1"
4,5,1test,1test,STATIC,0,0.14064725200507536,1.7916465044575646e-19,"-1,1,-1,1"
4,5,1test,1test,STATIC,1,0.19825700280138722,2.0711543622151634e-19,"-1,1,-1,1"
4,5,1test,1test,STATIC,2,0.21311693376315766,1.935076027981239e-19,"-1,1,-1,1"
4,5,1test,1test,STATIC,3,0.16197784020323283,1.5520129737361808e-19,"-1,1,-1,1"
4,5,1test,1test,F1,0,1.036701672688536,401.00653187357005,"-1,1,-1,1"
4,5,1test,1test,F1,1,1.4258910287698063,436.9367310347985,"-1,1,-1,1"
4,5,1test,1test,F1,2,1.505990275717663,421.5655670499792,"-1,1,-1,1"
4,5,1test,1test,F1,3,1.0648978363324046,374.5831447262826,"-1,1,-1,1"
4,5,1test,1test,F2-S,0,1.5352173813985235,11.165495471411836,"-1,1,-1,1"
4,5,1test,1test,F2-S,1,0.649569808549673,8.19083668414148,"-1,1,-1,1"
4,5,1test,1test,F2-S,2,1.043862129699871,9.938871082911755,"-1,1,-1,1"
4,5,1test,1test,F2-S,3,0.5973048456545218,10.912532451639532,"-1,1,-1,1"
5,6,0train,0train,STATIC,0,0.28527996615237006,2.2829380950584415e-20,"-1,1,-1,1"
5,6,0train,0train,STATIC,1,0.26153103195873206,3.0877830597048535e-20,"-1,1,-1,1"
