mode,subject,source_session,target_session,representation,seed,permutation,heldout,error,best_cost,determinants,iterations
oracle,3,0train,1test,STATIC,,"0,1,2,3",3,0.2146376011509824,2.1194210720735955e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,1,3,2",0,0.09555530462674598,2.285771008239601e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,1,3,2",1,0.22133906429558728,2.0678341384735538e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,1,3,2",2,0.3959621269723676,1.7555302026748827e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,1,3,2",3,0.5276111683207714,1.292684178916766e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,2,1,3",0,0.09587459505783633,2.40680454231868e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,2,1,3",1,0.8275869226376236,1.072230191908044e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,2,1,3",2,0.23471406170745873,2.167303381330919e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,2,1,3",3,0.21471539246774948,2.1056354649394507e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,2,3,1",0,0.09627094260832392,2.4698192192394477e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,2,3,1",1,0.8272572131526235,1.1368989373726448e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,2,3,1",2,0.3955989391471406,1.937539100750025e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,2,3,1",3,0.1131420117497424,2.4001986636873426e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,3,1,2",0,0.0956700718165068,2.2833032486009954e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,3,1,2",1,0.37749484796365596,1.7712619187960283e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,3,1,2",2,0.23484388478543103,2.045721975262481e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,3,1,2",3,0.5278576637643613,1.2867006376045308e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,3,2,1",0,0.09613048325542521,2.474824627515997e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,3,2,1",1,0.3766895986530663,1.9665668271691034e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,3,2,1",2,0.856869531967293,1.1165173636273195e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"0,3,2,1",3,0.11343642742002899,2.4078535901001986e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,0,2,3",0,0.1881210658202584,2.2224721182033667e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,0,2,3",1,0.11470011055717419,2.3767946066869555e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,0,2,3",2,0.8578023935637501,1.0429006202893012e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,0,2,3",3,0.21459511497804068,2.1062843239248243e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,0,3,2",0,0.18822024807498514,2.0931998554637025e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,0,3,2",1,0.11473023068056529,2.249120149961718e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,0,3,2",2,0.3958901897358449,1.741945362068785e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,0,3,2",3,0.5277109389116975,1.27962459020643e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,2,0,3",0,0.18822611006352566,2.2100381499332257e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,2,0,3",1,0.8274850022077745,1.0584629140431878e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,2,0,3",2,0.12518005540740804,2.346132053914983e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,2,0,3",3,0.21474095110805433,2.091649958119894e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,2,3,0",0,0.18828432439280296,2.334532743453444e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,2,3,0",1,0.827477225112063,1.1799088296687918e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,2,3,0",2,0.3958078036291534,1.9795383576584713e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,2,3,0",3,0.05328520100764631,2.5785462115072095e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,3,0,2",0,0.1883065067951655,2.085977166295029e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,3,0,2",1,0.37745252817313873,1.757770874171603e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,3,0,2",2,0.12454461181477,2.2250826022129597e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,3,0,2",3,0.5280228068038744,1.2726428924863776e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,3,2,0",0,0.1882645634808245,2.3397354893840336e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,3,2,0",1,0.3770430287104827,2.0090062333444265e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,3,2,0",2,0.8570308063505802,1.1588120470951702e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"1,3,2,0",3,0.052902578944321293,2.586790936966801e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,0,1,3",0,0.7409560962458087,1.1009201759889905e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,0,1,3",1,0.1148006990027911,2.3168189768787015e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,0,1,3",2,0.23470176321356723,2.107417967180777e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,0,1,3",3,0.21447497804425183,2.0469687251814002e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,0,3,1",0,0.7409299215443966,1.1645382125061688e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,0,3,1",1,0.11516639682174562,2.3812040927758586e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,0,3,1",2,0.395662603455471,1.8787679089691932e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,0,3,1",3,0.11319326607057037,2.34142430021925e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,1,0,3",0,0.7409134601393562,1.0963732355359396e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,1,0,3",1,0.22116162161976935,2.122224479742343e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,1,0,3",2,0.12449178550685827,2.3004526452836885e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,1,0,3",3,0.2145424736292939,2.0459277862363024e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,1,3,0",0,0.7407366096697547,1.2211337272333554e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,1,3,0",1,0.22114358440769255,2.243967208316043e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,1,3,0",2,0.3960855264908731,1.9344924171371838e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,1,3,0",3,0.05317779016311858,2.533173078688621e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,3,0,1",0,0.7406733347771044,1.1578664355426678e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,3,0,1",1,0.37665305601279897,1.8927910407110496e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,3,0,1",2,0.1254673996852512,2.3599497908461792e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,3,0,1",3,0.11302749505412361,2.334449501337575e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,3,1,0",0,0.7405233835104302,1.2190409406701154e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,3,1,0",1,0.3769436216406622,1.9494582864880495e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,3,1,0",2,0.23500935569903006,2.223542600101694e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"2,3,1,0",3,0.05309208087805909,2.527023329048022e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,0,1,2",0,0.32886314517367066,1.8004003969033178e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,0,1,2",1,0.11472109076776359,2.227085638808729e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,0,1,2",2,0.23497158133493534,2.0182473838462917e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,0,1,2",3,0.5274961508857162,1.2580476959176159e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,0,2,1",0,0.329121241370393,1.9927688310843378e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,0,2,1",1,0.11503611554730393,2.419465798441355e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,0,2,1",2,0.857549404015138,1.0874455164464817e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,0,2,1",3,0.1140468238608655,2.3781017625288674e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,1,0,2",0,0.32899587320204915,1.795414466681158e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,1,0,2",1,0.22048397715748727,2.0300187342793113e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,1,0,2",2,0.12439156306140176,2.2082790662596653e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,1,0,2",3,0.5274496039510388,1.2571026659884595e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,1,2,0",0,0.32909707380479,2.0492412140472144e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,1,2,0",1,0.22119393639025367,2.2816944908320623e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,1,2,0",2,0.8578873394836933,1.1437832926839274e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,1,2,0",3,0.05303043158874968,2.5712293994647625e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,2,0,1",0,0.3288134088598094,1.9810771174683444e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,2,0,1",1,0.8271629771221566,1.1013577794138552e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,2,0,1",2,0.12553339794565346,2.389686207337453e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,2,0,1",3,0.11306625038609658,2.3645123883204346e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,2,1,0",0,0.3289958033753716,2.041787904817423e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,2,1,0",1,0.8274198673140042,1.1580947689464082e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,2,1,0",2,0.2349257860182541,2.253580512146113e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,STATIC,,"3,2,1,0",3,0.053394578161561485,2.556945222512186e-19,"-1,1,-1,1","1,1,1,1"
oracle,3,0train,1test,F1,,"0,1,2,3",0,0.18335170379300164,46.476694446926494,"-1,1,-1,1","12,14,15,11"
oracle,3,0train,1test,F1,,"0,1,2,3",1,0.3591941394889268,43.11166058017384,"-1,1,-1,1","10,15,16,15"
oracle,3,0train,1test,F1,,"0,1,2,3",2,0.8609869818438572,23.138072943611157,"-1,1,-1,1","16,15,16,10"
oracle,3,0train,1test,F1,,"0,1,2,3",3,0.19272766403095404,44.9639474688025,"-1,1,-1,1","14,37,13,11"
oracle,3,0train,1test,F1,,"0,1,3,2",0,0.18735258015770695,40.35598603133268,"-1,1,-1,1","12,13,14,11"
oracle,3,0train,1test,F1,,"0,1,3,2",1,0.3542661434525616,37.182209410923996,"-1,1,-1,1","18,16,14,15"
oracle,3,0train,1test,F1,,"0,1,3,2",2,0.48387249575433117,30.94845133434624,"-1,1,-1,1","16,10,18,17"
oracle,3,0train,1test,F1,,"0,1,3,2",3,0.35255599202969856,31.266559802821966,"-1,1,-1,1","8,13,17,18"
oracle,3,0train,1test,F1,,"0,2,1,3",0,0.18577447564312086,49.59427597336907,"-1,1,-1,1","13,19,21,7"
oracle,3,0train,1test,F1,,"0,2,1,3",1,0.9931870997557699,22.098908316819813,"-1,1,-1,1","12,31,18,14"
oracle,3,0train,1test,F1,,"0,2,1,3",2,0.30597652679623477,46.8968470056398,"-1,1,-1,1","21,23,13,14"
oracle,3,0train,1test,F1,,"0,2,1,3",3,0.1885031441171249,47.76103968885961,"-1,1,-1,1","14,14,20,15"
oracle,3,0train,1test,F1,,"0,2,3,1",0,0.18367643734673955,56.222060350938605,"-1,1,-1,1","17,18,11,21"
oracle,3,0train,1test,F1,,"0,2,3,1",1,0.9689922303354568,29.54183402871098,"-1,1,-1,1","15,20,19,24"
oracle,3,0train,1test,F1,,"0,2,3,1",2,0.4582234167179712,47.06393900945995,"-1,1,-1,1","16,12,21,12"
oracle,3,0train,1test,F1,,"0,2,3,1",3,0.20625987265824508,54.44140967529087,"-1,1,-1,1","15,18,17,11"
oracle,3,0train,1test,F1,,"0,3,1,2",0,0.1856355288804521,42.39989630999908,"-1,1,-1,1","11,23,13,14"
oracle,3,0train,1test,F1,,"0,3,1,2",1,0.5647193911986323,30.130065612292526,"-1,1,-1,1","7,13,18,16"
oracle,3,0train,1test,F1,,"0,3,1,2",2,0.3055721523610499,39.78751756788059,"-1,1,-1,1","25,10,16,17"
oracle,3,0train,1test,F1,,"0,3,1,2",3,0.3513318204157271,32.997564014259886,"-1,1,-1,1","18,14,13,9"
oracle,3,0train,1test,F1,,"0,3,2,1",0,0.17784337248659976,55.29380272270875,"-1,1,-1,1","14,16,16,18"
oracle,3,0train,1test,F1,,"0,3,2,1",1,0.5435022606784452,43.512732888104914,"-1,1,-1,1","10,21,17,9"
oracle,3,0train,1test,F1,,"0,3,2,1",2,0.8292551554890917,32.107170580553905,"-1,1,-1,1","19,13,16,17"
oracle,3,0train,1test,F1,,"0,3,2,1",3,0.21940752933275623,53.4039032193024,"-1,1,-1,1","7,12,10,16"
oracle,3,0train,1test,F1,,"1,0,2,3",0,0.23822121604601793,44.178464007912595,"-1,1,-1,1","18,21,11,9"
oracle,3,0train,1test,F1,,"1,0,2,3",1,0.2776151003333803,44.369099929224475,"-1,1,-1,1","13,8,18,13"
oracle,3,0train,1test,F1,,"1,0,2,3",2,0.8358320868264536,22.45221354986944,"-1,1,-1,1","23,12,23,16"
oracle,3,0train,1test,F1,,"1,0,2,3",3,0.1879424553474023,43.91193076282535,"-1,1,-1,1","13,18,19,16"
oracle,3,0train,1test,F1,,"1,0,3,2",0,0.22875387320531135,38.18348623900045,"-1,1,-1,1","27,18,11,16"
oracle,3,0train,1test,F1,,"1,0,3,2",1,0.2716511114855544,38.47184546267363,"-1,1,-1,1","16,11,15,11"
oracle,3,0train,1test,F1,,"1,0,3,2",2,0.4501733243522779,30.50437975087681,"-1,1,-1,1","14,17,9,12"
oracle,3,0train,1test,F1,,"1,0,3,2",3,0.3498590296510025,30.13574297369638,"-1,1,-1,1","17,19,15,15"
oracle,3,0train,1test,F1,,"1,2,0,3",0,0.23936121201067675,47.37309172685511,"-1,1,-1,1","16,8,19,23"
oracle,3,0train,1test,F1,,"1,2,0,3",1,0.9957329446176422,21.84460031176461,"-1,1,-1,1","18,13,12,13"
oracle,3,0train,1test,F1,,"1,2,0,3",2,0.24184256073823637,48.35324603491975,"-1,1,-1,1","10,19,12,11"
oracle,3,0train,1test,F1,,"1,2,0,3",3,0.18119595208134173,47.448117278235685,"-1,1,-1,1","18,14,12,11"
oracle,3,0train,1test,F1,,"1,2,3,0",0,0.23069809226180057,55.75076605240801,"-1,1,-1,1","11,15,13,16"
oracle,3,0train,1test,F1,,"1,2,3,0",1,0.9658373522413454,30.420192218985363,"-1,1,-1,1","16,15,15,19"
oracle,3,0train,1test,F1,,"1,2,3,0",2,0.4535122386188869,47.68918933149118,"-1,1,-1,1","19,10,16,15"
oracle,3,0train,1test,F1,,"1,2,3,0",3,0.18905707316781734,55.80352264936,"-1,1,-1,1","20,11,14,18"
oracle,3,0train,1test,F1,,"1,3,0,2",0,0.2426609285838505,40.36577958727931,"-1,1,-1,1","12,14,17,16"
oracle,3,0train,1test,F1,,"1,3,0,2",1,0.5572129110135071,29.68448821998307,"-1,1,-1,1","16,29,9,18"
oracle,3,0train,1test,F1,,"1,3,0,2",2,0.25243244740580334,41.244266913784884,"-1,1,-1,1","9,17,19,13"
oracle,3,0train,1test,F1,,"1,3,0,2",3,0.34906844761978434,32.40762064138468,"-1,1,-1,1","16,20,13,17"
oracle,3,0train,1test,F1,,"1,3,2,0",0,0.23150698758258276,54.59813282857716,"-1,1,-1,1","19,11,20,15"
oracle,3,0train,1test,F1,,"1,3,2,0",1,0.5344733600979654,44.31438411119273,"-1,1,-1,1","17,20,15,12"
oracle,3,0train,1test,F1,,"1,3,2,0",2,0.8298709432759864,33.054879954065214,"-1,1,-1,1","21,18,8,16"
oracle,3,0train,1test,F1,,"1,3,2,0",3,0.1775275765745146,54.77629029915582,"-1,1,-1,1","23,10,11,12"
oracle,3,0train,1test,F1,,"2,0,1,3",0,0.5628716768257249,23.704855969811856,"-1,1,-1,1","24,12,16,10"
oracle,3,0train,1test,F1,,"2,0,1,3",1,0.26630517763869677,37.97594232806744,"-1,1,-1,1","14,11,21,11"
oracle,3,0train,1test,F1,,"2,0,1,3",2,0.31107885841671146,36.745203411765466,"-1,1,-1,1","21,11,13,14"
oracle,3,0train,1test,F1,,"2,0,1,3",3,0.1804812898275768,38.035012958453194,"-1,1,-1,1","17,13,13,30"
oracle,3,0train,1test,F1,,"2,0,3,1",0,0.5617689934957844,30.725111517002055,"-1,1,-1,1","11,20,17,16"
oracle,3,0train,1test,F1,,"2,0,3,1",1,0.26846969096829315,45.59283471110669,"-1,1,-1,1","18,8,12,14"
oracle,3,0train,1test,F1,,"2,0,3,1",2,0.461196173110326,37.308813618803086,"-1,1,-1,1","17,13,12,9"
oracle,3,0train,1test,F1,,"2,0,3,1",3,0.21484687031079752,44.3338596547326,"-1,1,-1,1","16,15,12,22"
oracle,3,0train,1test,F1,,"2,1,0,3",0,0.5697170375570106,24.01142623665386,"-1,1,-1,1","18,10,18,14"
oracle,3,0train,1test,F1,,"2,1,0,3",1,0.33760296071645535,35.97180121849814,"-1,1,-1,1","11,19,12,16"
oracle,3,0train,1test,F1,,"2,1,0,3",2,0.2451333992825267,38.99818938958725,"-1,1,-1,1","10,10,26,16"
oracle,3,0train,1test,F1,,"2,1,0,3",3,0.17282743897489114,38.386390330256,"-1,1,-1,1","14,19,9,13"
oracle,3,0train,1test,F1,,"2,1,3,0",0,0.5586519509262493,32.35188713375288,"-1,1,-1,1","13,21,11,24"
oracle,3,0train,1test,F1,,"2,1,3,0",1,0.3508077970920958,44.664193850564416,"-1,1,-1,1","12,14,23,14"
oracle,3,0train,1test,F1,,"2,1,3,0",2,0.46973058050971167,38.83328297455791,"-1,1,-1,1","21,12,26,28"
oracle,3,0train,1test,F1,,"2,1,3,0",3,0.1848720102711921,46.903279134780874,"-1,1,-1,1","28,12,13,10"
oracle,3,0train,1test,F1,,"2,3,0,1",0,0.5647536996590359,32.725640735802685,"-1,1,-1,1","14,11,14,9"
oracle,3,0train,1test,F1,,"2,3,0,1",1,0.5615096649509764,36.63654472321806,"-1,1,-1,1","14,20,22,21"
oracle,3,0train,1test,F1,,"2,3,0,1",2,0.24571499003648148,48.0645931642086,"-1,1,-1,1","11,9,19,12"
oracle,3,0train,1test,F1,,"2,3,0,1",3,0.21327090526508238,46.73458828370354,"-1,1,-1,1","6,16,15,13"
oracle,3,0train,1test,F1,,"2,3,1,0",0,0.559753020526654,34.19828444524571,"-1,1,-1,1","15,10,28,22"
oracle,3,0train,1test,F1,,"2,3,1,0",1,0.5556069456456291,38.03547427176825,"-1,1,-1,1","9,11,14,20"
oracle,3,0train,1test,F1,,"2,3,1,0",2,0.3258600398698071,47.37137919637189,"-1,1,-1,1","22,18,12,11"
oracle,3,0train,1test,F1,,"2,3,1,0",3,0.1791364380650698,48.835532057716605,"-1,1,-1,1","13,10,10,12"
oracle,3,0train,1test,F1,,"3,0,1,2",0,0.28551243924410186,30.99690544129299,"-1,1,-1,1","19,18,17,17"
oracle,3,0train,1test,F1,,"3,0,1,2",1,0.2541956789671838,34.59757758846003,"-1,1,-1,1","13,13,17,14"
oracle,3,0train,1test,F1,,"3,0,1,2",2,0.2915104449685368,33.22430207022589,"-1,1,-1,1","15,15,20,13"
oracle,3,0train,1test,F1,,"3,0,1,2",3,0.33077343999203557,26.885038736030523,"-1,1,-1,1","15,23,17,13"
oracle,3,0train,1test,F1,,"3,0,2,1",0,0.2896137856656674,44.57042300384008,"-1,1,-1,1","11,14,16,9"
oracle,3,0train,1test,F1,,"3,0,2,1",1,0.28108276537294913,47.89495616826906,"-1,1,-1,1","13,11,10,11"
oracle,3,0train,1test,F1,,"3,0,2,1",2,0.8334372087308378,26.103510997909364,"-1,1,-1,1","20,15,11,8"
oracle,3,0train,1test,F1,,"3,0,2,1",3,0.21312949926161426,47.36391847735759,"-1,1,-1,1","8,12,14,16"
oracle,3,0train,1test,F1,,"3,1,0,2",0,0.29192342164174734,31.6469411388903,"-1,1,-1,1","16,14,14,18"
oracle,3,0train,1test,F1,,"3,1,0,2",1,0.34761292295005686,32.65712746540332,"-1,1,-1,1","13,14,12,8"
oracle,3,0train,1test,F1,,"3,1,0,2",2,0.23677479405045826,35.6719431354891,"-1,1,-1,1","13,14,11,18"
oracle,3,0train,1test,F1,,"3,1,0,2",3,0.34046265285418514,27.166087651810898,"-1,1,-1,1","10,12,10,22"
oracle,3,0train,1test,F1,,"3,1,2,0",0,0.2909607404452553,46.428253626283045,"-1,1,-1,1","20,14,17,23"
oracle,3,0train,1test,F1,,"3,1,2,0",1,0.35514071545463016,47.575108175349555,"-1,1,-1,1","18,16,10,22"
oracle,3,0train,1test,F1,,"3,1,2,0",2,0.839629955606066,27.71881369717049,"-1,1,-1,1","19,15,9,19"
oracle,3,0train,1test,F1,,"3,1,2,0",3,0.18468636068199215,49.697356739329244,"-1,1,-1,1","21,17,10,13"
oracle,3,0train,1test,F1,,"3,2,0,1",0,0.28954055018491803,47.68347024291843,"-1,1,-1,1","29,12,17,13"
oracle,3,0train,1test,F1,,"3,2,0,1",1,0.9973170241952803,25.31445979656418,"-1,1,-1,1","13,18,23,14"
oracle,3,0train,1test,F1,,"3,2,0,1",2,0.23763554828090896,51.88888344666386,"-1,1,-1,1","12,17,13,13"
oracle,3,0train,1test,F1,,"3,2,0,1",3,0.2059828889110826,50.460260212321685,"-1,1,-1,1","6,10,19,21"
oracle,3,0train,1test,F1,,"3,2,1,0",0,0.28515459209412647,49.35564651591229,"-1,1,-1,1","16,25,13,18"
oracle,3,0train,1test,F1,,"3,2,1,0",1,0.9834918825347926,26.804587526586076,"-1,1,-1,1","16,21,10,13"
oracle,3,0train,1test,F1,,"3,2,1,0",2,0.3208090067766927,51.29302746104059,"-1,1,-1,1","16,12,11,13"
oracle,3,0train,1test,F1,,"3,2,1,0",3,0.18436829289013046,52.553533474323785,"-1,1,-1,1","12,11,20,14"
oracle,3,0train,1test,F2-S,,"0,1,2,3",0,1.8246286305025707,18.952136458767324,"-1,1,-1,1","25,16,20,23"
oracle,3,0train,1test,F2-S,,"0,1,2,3",1,1.6126244336988274,20.63467899184714,"-1,1,-1,1","28,37,27,16"
oracle,3,0train,1test,F2-S,,"0,1,2,3",2,1.7845791659179613,19.31823200015922,"-1,1,-1,1","20,16,15,22"
oracle,3,0train,1test,F2-S,,"0,1,2,3",3,0.74510006741644,22.806948664248164,"-1,1,-1,1","25,20,25,26"
oracle,3,0train,1test,F2-S,,"0,1,3,2",0,1.9135207592532328,13.018095807861627,"-1,1,-1,1","21,15,29,20"
oracle,3,0train,1test,F2-S,,"0,1,3,2",1,1.5672522446049875,15.32486401034409,"-1,1,-1,1","20,17,14,15"
oracle,3,0train,1test,F2-S,,"0,1,3,2",2,1.0714117275954034,17.378696840513584,"-1,1,-1,1","13,12,17,16"
oracle,3,0train,1test,F2-S,,"0,1,3,2",3,0.48928790216855395,18.89357227041627,"-1,1,-1,1","24,37,22,19"
oracle,3,0train,1test,F2-S,,"0,2,1,3",0,1.8502972238175954,20.058856834788717,"-1,1,-1,1","25,23,15,13"
oracle,3,0train,1test,F2-S,,"0,2,1,3",1,1.797180897895344,19.446349918577003,"-1,1,-1,1","21,22,16,29"
oracle,3,0train,1test,F2-S,,"0,2,1,3",2,1.7384747321252312,21.181916383906394,"-1,1,-1,1","17,19,16,16"
oracle,3,0train,1test,F2-S,,"0,2,1,3",3,0.8056750328336889,23.90685545183085,"-1,1,-1,1","17,27,14,15"
oracle,3,0train,1test,F2-S,,"0,2,3,1",0,1.8533983099404479,25.828730646707612,"-1,1,-1,1","18,15,19,15"
oracle,3,0train,1test,F2-S,,"0,2,3,1",1,1.6737590743689297,25.408941256672293,"-1,1,-1,1","13,18,17,25"
oracle,3,0train,1test,F2-S,,"0,2,3,1",2,1.0691427903685864,30.02875775165704,"-1,1,-1,1","15,15,17,14"
oracle,3,0train,1test,F2-S,,"0,2,3,1",3,1.9410407448365863,21.120075707812173,"-1,1,-1,1","29,19,21,23"
oracle,3,0train,1test,F2-S,,"0,3,1,2",0,1.8439488412114142,13.675507798892522,"-1,1,-1,1","13,22,17,19"
oracle,3,0train,1test,F2-S,,"0,3,1,2",1,1.1184908211057658,17.213757610754058,"-1,1,-1,1","18,16,17,20"
oracle,3,0train,1test,F2-S,,"0,3,1,2",2,1.6059222436594442,15.561546975674275,"-1,1,-1,1","21,21,18,19"
oracle,3,0train,1test,F2-S,,"0,3,1,2",3,0.5546598992543733,19.590098055297872,"-1,1,-1,1","15,22,22,22"
