mode,subject,source_session,target_session,representation,seed,permutation,heldout,error,best_cost,determinants,iterations
zero,4,both,both,F2-S,14.0,"1,3,0,2",2,1.1425928394550247,35.62000275615717,"-1,1,-1,1","19,16,38,21"
zero,4,both,both,F2-S,14.0,"1,3,0,2",3,1.5225517949507685,31.06604538522716,"-1,1,-1,1","18,17,22,23"
zero,4,both,both,F2-S,14.0,"1,3,2,0",0,1.5176301295996157,24.94678965391842,"-1,1,-1,1","22,23,20,15"
zero,4,both,both,F2-S,14.0,"1,3,2,0",1,3.395543275934079,11.557176643400034,"-1,1,-1,1","27,17,19,17"
zero,4,both,both,F2-S,14.0,"1,3,2,0",2,1.1636238123744764,28.190106635641115,"-1,1,-1,1","17,18,19,24"
zero,4,both,both,F2-S,14.0,"1,3,2,0",3,0.5382999785734083,29.620845427885264,"-1,1,-1,1","20,19,16,14"
zero,4,both,both,F2-S,14.0,"2,0,1,3",0,1.3853251656447594,14.671486511370329,"-1,1,-1,1","37,29,18,20"
zero,4,both,both,F2-S,14.0,"2,0,1,3",1,1.2078259099352635,14.001308622286512,"-1,1,-1,1","11,17,36,25"
zero,4,both,both,F2-S,14.0,"2,0,1,3",2,0.999638576181315,16.106155970387025,"-1,1,-1,1","34,21,20,27"
zero,4,both,both,F2-S,14.0,"2,0,1,3",3,1.0819346364738696,14.007576356535528,"-1,1,-1,1","16,19,19,19"
zero,4,both,both,F2-S,14.0,"2,0,3,1",0,1.2898041331440748,35.377438641391784,"-1,1,-1,1","17,19,23,21"
zero,4,both,both,F2-S,14.0,"2,0,3,1",1,1.216231247051346,34.93234862421339,"-1,1,-1,1","18,23,23,23"
zero,4,both,both,F2-S,14.0,"2,0,3,1",2,3.233604253895147,22.945561230347664,"-1,1,-1,1","15,13,19,27"
zero,4,both,both,F2-S,14.0,"2,0,3,1",3,1.7747203419356823,27.749742666145565,"-1,1,-1,1","18,32,21,23"
zero,4,both,both,F2-S,14.0,"2,1,0,3",0,1.3536518224546623,13.003879161999873,"-1,1,-1,1","14,19,19,18"
zero,4,both,both,F2-S,14.0,"2,1,0,3",1,0.8170194322792682,15.039383828645462,"-1,1,-1,1","17,24,14,29"
zero,4,both,both,F2-S,14.0,"2,1,0,3",2,1.14807945101431,13.76971709927918,"-1,1,-1,1","25,15,24,19"
zero,4,both,both,F2-S,14.0,"2,1,0,3",3,0.9555408641350811,12.483113747630748,"-1,1,-1,1","16,14,14,16"
zero,4,both,both,F2-S,14.0,"2,1,3,0",0,1.215549800195096,22.455587734292823,"-1,1,-1,1","19,19,23,15"
zero,4,both,both,F2-S,14.0,"2,1,3,0",1,0.8382607771264761,24.093653884045565,"-1,1,-1,1","20,25,17,20"
zero,4,both,both,F2-S,14.0,"2,1,3,0",2,3.264136259425123,9.821088137332879,"-1,1,-1,1","14,17,25,27"
zero,4,both,both,F2-S,14.0,"2,1,3,0",3,0.45753796498881677,25.746530466712393,"-1,1,-1,1","16,17,29,27"
zero,4,both,both,F2-S,14.0,"2,3,0,1",0,1.380082302753599,36.77281412389006,"-1,1,-1,1","16,16,20,20"
zero,4,both,both,F2-S,14.0,"2,3,0,1",1,3.3941049732806112,22.01278724226538,"-1,1,-1,1","19,12,15,13"
zero,4,both,both,F2-S,14.0,"2,3,0,1",2,1.1041663481009771,37.22075673356943,"-1,1,-1,1","27,21,25,29"
zero,4,both,both,F2-S,14.0,"2,3,0,1",3,1.7793377048169108,29.089206839972302,"-1,1,-1,1","16,22,21,19"
zero,4,both,both,F2-S,14.0,"2,3,1,0",0,1.3096605432128297,24.816226430415156,"-1,1,-1,1","21,18,21,14"
zero,4,both,both,F2-S,14.0,"2,3,1,0",1,3.3645377602979707,10.24344058303628,"-1,1,-1,1","23,28,25,26"
zero,4,both,both,F2-S,14.0,"2,3,1,0",2,0.936790998926773,26.50372152635564,"-1,1,-1,1","18,25,24,26"
zero,4,both,both,F2-S,14.0,"2,3,1,0",3,0.4785721056407618,28.123537151309584,"-1,1,-1,1","19,19,17,17"
zero,4,both,both,F2-S,14.0,"3,0,1,2",0,2.377123630551549,18.705475938746183,"-1,1,-1,1","25,18,16,19"
zero,4,both,both,F2-S,14.0,"3,0,1,2",1,1.2203207004149226,24.008723565609476,"-1,1,-1,1","22,19,22,32"
zero,4,both,both,F2-S,14.0,"3,0,1,2",2,0.9968706843473261,26.281510791357448,"-1,1,-1,1","17,45,25,25"
zero,4,both,both,F2-S,14.0,"3,0,1,2",3,1.5346705288026878,20.005148438088295,"-1,1,-1,1","18,14,24,24"
zero,4,both,both,F2-S,14.0,"3,0,2,1",0,2.2964850182850904,21.02707369691584,"-1,1,-1,1","26,24,32,29"
zero,4,both,both,F2-S,14.0,"3,0,2,1",1,1.173724058131632,26.077142262835615,"-1,1,-1,1","26,25,31,15"
zero,4,both,both,F2-S,14.0,"3,0,2,1",2,0.9802104831741484,28.82850679559918,"-1,1,-1,1","13,19,18,18"
zero,4,both,both,F2-S,14.0,"3,0,2,1",3,1.7539159996818108,19.02752842244727,"-1,1,-1,1","21,17,20,19"
zero,4,both,both,F2-S,14.0,"3,1,0,2",0,2.369075426964869,17.426935434328957,"-1,1,-1,1","20,19,23,27"
zero,4,both,both,F2-S,14.0,"3,1,0,2",1,0.8655589044490692,25.23751296890334,"-1,1,-1,1","12,20,21,17"
zero,4,both,both,F2-S,14.0,"3,1,0,2",2,1.136731837172711,23.771185349577152,"-1,1,-1,1","32,22,20,25"
zero,4,both,both,F2-S,14.0,"3,1,0,2",3,1.528605720983371,18.531013014337628,"-1,1,-1,1","39,19,16,14"
zero,4,both,both,F2-S,14.0,"3,1,2,0",0,2.2793011219341817,8.112287985408852,"-1,1,-1,1","16,21,16,16"
zero,4,both,both,F2-S,14.0,"3,1,2,0",1,0.8273565246898392,15.251790598579333,"-1,1,-1,1","17,15,16,14"
zero,4,both,both,F2-S,14.0,"3,1,2,0",2,1.030893821319453,15.852148705568686,"-1,1,-1,1","16,11,21,18"
zero,4,both,both,F2-S,14.0,"3,1,2,0",3,0.4754678840291372,16.657533719805173,"-1,1,-1,1","22,16,15,14"
zero,4,both,both,F2-S,14.0,"3,2,0,1",0,2.3245451721593597,20.33753601356483,"-1,1,-1,1","18,21,18,24"
zero,4,both,both,F2-S,14.0,"3,2,0,1",1,0.9024329856811475,27.771711417898338,"-1,1,-1,1","18,18,32,24"
zero,4,both,both,F2-S,14.0,"3,2,0,1",2,1.0920679866798815,26.34405020175479,"-1,1,-1,1","19,18,16,17"
zero,4,both,both,F2-S,14.0,"3,2,0,1",3,1.7388950261384464,18.252964359173667,"-1,1,-1,1","15,20,22,21"
zero,4,both,both,F2-S,14.0,"3,2,1,0",0,2.303033658946317,8.816255496860679,"-1,1,-1,1","30,23,16,25"
zero,4,both,both,F2-S,14.0,"3,2,1,0",1,1.0011852944550876,15.986982901997221,"-1,1,-1,1","20,20,19,20"
zero,4,both,both,F2-S,14.0,"3,2,1,0",2,0.9607331641548024,15.816169615299092,"-1,1,-1,1","15,16,15,15"
zero,4,both,both,F2-S,14.0,"3,2,1,0",3,0.5193199676368216,17.4995773372859,"-1,1,-1,1","14,14,15,18"
zero,4,both,both,F2-S,15.0,"0,1,2,3",0,1.4625163235171506,24.80376583234557,"-1,1,-1,1","19,23,20,30"
zero,4,both,both,F2-S,15.0,"0,1,2,3",1,3.3854194903563433,11.0504289185421,"-1,1,-1,1","15,16,18,18"
zero,4,both,both,F2-S,15.0,"0,1,2,3",2,1.0982218548173532,27.160860917442854,"-1,1,-1,1","18,25,23,19"
zero,4,both,both,F2-S,15.0,"0,1,2,3",3,0.507567298176227,29.219710886273667,"-1,1,-1,1","15,19,14,17"
zero,4,both,both,F2-S,15.0,"0,1,3,2",0,1.4350783563740568,35.016089749288895,"-1,1,-1,1","16,19,20,19"
zero,4,both,both,F2-S,15.0,"0,1,3,2",1,3.2611021174597328,22.133298337122532,"-1,1,-1,1","15,14,21,19"
zero,4,both,both,F2-S,15.0,"0,1,3,2",2,1.2491867616770176,35.62088378000494,"-1,1,-1,1","36,17,19,17"
zero,4,both,both,F2-S,15.0,"0,1,3,2",3,1.6418249498358004,30.980194858392096,"-1,1,-1,1","13,15,22,18"
zero,4,both,both,F2-S,15.0,"0,2,1,3",0,1.469568705159098,22.344554887719497,"-1,1,-1,1","24,21,24,15"
zero,4,both,both,F2-S,15.0,"0,2,1,3",1,1.076290142433124,24.631366788933377,"-1,1,-1,1","19,24,16,17"
zero,4,both,both,F2-S,15.0,"0,2,1,3",2,3.2663594809590992,11.23659834890869,"-1,1,-1,1","20,13,18,14"
zero,4,both,both,F2-S,15.0,"0,2,1,3",3,0.5695955063169433,26.55737240795368,"-1,1,-1,1","12,15,24,23"
zero,4,both,both,F2-S,15.0,"0,2,3,1",0,1.4563117571609379,13.764138811153268,"-1,1,-1,1","14,26,19,17"
zero,4,both,both,F2-S,15.0,"0,2,3,1",1,0.9810321783183974,16.64240412159843,"-1,1,-1,1","21,31,19,17"
zero,4,both,both,F2-S,15.0,"0,2,3,1",2,1.2253546923526215,14.955038546788893,"-1,1,-1,1","17,21,27,24"
zero,4,both,both,F2-S,15.0,"0,2,3,1",3,0.9486928916768131,14.589374416839656,"-1,1,-1,1","16,18,15,23"
zero,4,both,both,F2-S,15.0,"0,3,1,2",0,1.4885858085955317,34.07227888993087,"-1,1,-1,1","33,27,20,14"
zero,4,both,both,F2-S,15.0,"0,3,1,2",1,1.2810187975915246,33.76064750288385,"-1,1,-1,1","17,18,22,28"
zero,4,both,both,F2-S,15.0,"0,3,1,2",2,3.1941641978803923,23.131318389101587,"-1,1,-1,1","21,27,32,25"
zero,4,both,both,F2-S,15.0,"0,3,1,2",3,1.6084808968127575,29.74605080709263,"-1,1,-1,1","16,16,14,21"
zero,4,both,both,F2-S,15.0,"0,3,2,1",0,1.4768119372096051,14.903605164275275,"-1,1,-1,1","20,16,20,17"
zero,4,both,both,F2-S,15.0,"0,3,2,1",1,1.3098004769317986,14.662562464092222,"-1,1,-1,1","23,25,14,12"
zero,4,both,both,F2-S,15.0,"0,3,2,1",2,1.1115890133082313,18.03218839653512,"-1,1,-1,1","21,23,25,17"
zero,4,both,both,F2-S,15.0,"0,3,2,1",3,1.0008095594333213,15.722439464514352,"-1,1,-1,1","16,20,14,12"
zero,4,both,both,F2-S,15.0,"1,0,2,3",0,2.246972540077977,7.940178364215033,"-1,1,-1,1","15,22,12,14"
zero,4,both,both,F2-S,15.0,"1,0,2,3",1,0.7970873006368255,15.154536057846377,"-1,1,-1,1","17,16,16,14"
zero,4,both,both,F2-S,15.0,"1,0,2,3",2,1.0842350283541033,15.100516567604773,"-1,1,-1,1","24,13,18,20"
zero,4,both,both,F2-S,15.0,"1,0,2,3",3,0.4317430902048,16.481861670662603,"-1,1,-1,1","22,23,20,19"
zero,4,both,both,F2-S,15.0,"1,0,3,2",0,2.3724407843842616,18.535068946444834,"-1,1,-1,1","17,17,16,17"
zero,4,both,both,F2-S,15.0,"1,0,3,2",1,0.7928934192729422,26.530486354548536,"-1,1,-1,1","19,17,27,29"
zero,4,both,both,F2-S,15.0,"1,0,3,2",2,1.3303885379474798,24.166878993162022,"-1,1,-1,1","34,39,19,20"
zero,4,both,both,F2-S,15.0,"1,0,3,2",3,1.592079829683342,18.60739786942311,"-1,1,-1,1","22,14,20,15"
zero,4,both,both,F2-S,15.0,"1,2,0,3",0,2.251098246370942,8.191565614696893,"-1,1,-1,1","28,24,19,29"
zero,4,both,both,F2-S,15.0,"1,2,0,3",1,1.0403401818547353,15.4404268418034,"-1,1,-1,1","16,14,16,16"
zero,4,both,both,F2-S,15.0,"1,2,0,3",2,0.8817177089241858,15.66907292510152,"-1,1,-1,1","26,19,21,19"
zero,4,both,both,F2-S,15.0,"1,2,0,3",3,0.49286393873699985,17.141231997294017,"-1,1,-1,1","13,20,20,19"
zero,4,both,both,F2-S,15.0,"1,2,3,0",0,2.302519321134607,20.41136839591645,"-1,1,-1,1","18,18,22,17"
zero,4,both,both,F2-S,15.0,"1,2,3,0",1,0.9451039194273126,27.587353582007026,"-1,1,-1,1","19,23,20,21"
zero,4,both,both,F2-S,15.0,"1,2,3,0",2,1.1525991671217146,25.77488196939416,"-1,1,-1,1","15,26,17,16"
zero,4,both,both,F2-S,15.0,"1,2,3,0",3,1.652442047273224,18.89469221403952,"-1,1,-1,1","17,11,33,18"
zero,4,both,both,F2-S,15.0,"1,3,0,2",0,2.3527756554399044,19.866778714303532,"-1,1,-1,1","25,19,17,14"
zero,4,both,both,F2-S,15.0,"1,3,0,2",1,1.306029774553615,24.41249851546139,"-1,1,-1,1","13,17,25,26"
zero,4,both,both,F2-S,15.0,"1,3,0,2",2,0.9697321161051354,27.77962546315546,"-1,1,-1,1","24,20,27,23"
zero,4,both,both,F2-S,15.0,"1,3,0,2",3,1.6677344792163906,20.41882693786832,"-1,1,-1,1","23,19,15,20"
zero,4,both,both,F2-S,15.0,"1,3,2,0",0,2.2499521223189665,21.354531388639646,"-1,1,-1,1","18,14,20,21"
zero,4,both,both,F2-S,15.0,"1,3,2,0",1,1.269499070713746,25.580272249877616,"-1,1,-1,1","27,30,35,24"
zero,4,both,both,F2-S,15.0,"1,3,2,0",2,1.0477789962883686,28.964275264689597,"-1,1,-1,1","20,20,28,20"
zero,4,both,both,F2-S,15.0,"1,3,2,0",3,1.701560333646647,19.88473126236231,"-1,1,-1,1","30,25,18,30"
zero,4,both,both,F2-S,15.0,"2,0,1,3",0,1.335439675836214,21.69352638184674,"-1,1,-1,1","26,18,17,16"
zero,4,both,both,F2-S,15.0,"2,0,1,3",1,0.7429000023556562,24.155510510674834,"-1,1,-1,1","16,24,25,24"
zero,4,both,both,F2-S,15.0,"2,0,1,3",2,3.2330851607239635,9.897828109741003,"-1,1,-1,1","19,17,18,15"
zero,4,both,both,F2-S,15.0,"2,0,1,3",3,0.39571119283886397,25.79215645587896,"-1,1,-1,1","16,16,21,23"
zero,4,both,both,F2-S,15.0,"2,0,3,1",0,1.5457427595075832,13.40065974454454,"-1,1,-1,1","15,18,15,22"
zero,4,both,both,F2-S,15.0,"2,0,3,1",1,0.796373886922832,16.147073674576987,"-1,1,-1,1","23,28,17,17"
zero,4,both,both,F2-S,15.0,"2,0,3,1",2,1.1828793288631814,14.008370738587281,"-1,1,-1,1","22,14,28,23"
zero,4,both,both,F2-S,15.0,"2,0,3,1",3,0.9771375277918052,13.365634307183466,"-1,1,-1,1","20,19,20,18"
zero,4,both,both,F2-S,15.0,"2,1,0,3",0,1.409055158068569,24.07866407259248,"-1,1,-1,1","20,16,22,16"
zero,4,both,both,F2-S,15.0,"2,1,0,3",1,3.3002438210518834,9.997777483517417,"-1,1,-1,1","33,23,17,27"
zero,4,both,both,F2-S,15.0,"2,1,0,3",2,0.933065099602429,26.525860491711832,"-1,1,-1,1","13,23,19,14"
zero,4,both,both,F2-S,15.0,"2,1,0,3",3,0.4625267267678652,28.341037194685413,"-1,1,-1,1","16,26,16,16"
zero,4,both,both,F2-S,15.0,"2,1,3,0",0,1.4971683245684453,36.607799650920896,"-1,1,-1,1","17,13,17,22"
zero,4,both,both,F2-S,15.0,"2,1,3,0",1,3.3658044298486285,22.4676726304602,"-1,1,-1,1","14,13,17,14"
zero,4,both,both,F2-S,15.0,"2,1,3,0",2,1.1839038491072083,36.860929802160584,"-1,1,-1,1","26,24,25,30"
zero,4,both,both,F2-S,15.0,"2,1,3,0",3,1.704230887700742,30.036061618021773,"-1,1,-1,1","17,18,25,22"
zero,4,both,both,F2-S,15.0,"2,3,0,1",0,1.4276475173058583,15.309869874567351,"-1,1,-1,1","17,19,20,20"
zero,4,both,both,F2-S,15.0,"2,3,0,1",1,1.313922974731986,14.2498697684746,"-1,1,-1,1","19,21,27,23"
zero,4,both,both,F2-S,15.0,"2,3,0,1",2,0.9411944386755958,17.2196861873647,"-1,1,-1,1","26,37,15,21"
zero,4,both,both,F2-S,15.0,"2,3,0,1",3,1.0696213332563933,14.946246013830164,"-1,1,-1,1","21,27,19,20"
zero,4,both,both,F2-S,15.0,"2,3,1,0",0,1.3802116528094606,35.45647445083492,"-1,1,-1,1","19,24,19,25"
zero,4,both,both,F2-S,15.0,"2,3,1,0",1,1.3176210123310916,34.55977590665488,"-1,1,-1,1","17,20,22,25"
zero,4,both,both,F2-S,15.0,"2,3,1,0",2,3.1901479445784315,23.58118627706981,"-1,1,-1,1","17,25,18,16"
zero,4,both,both,F2-S,15.0,"2,3,1,0",3,1.693818755249811,28.748170124327903,"-1,1,-1,1","21,23,20,20"
zero,4,both,both,F2-S,15.0,"3,0,1,2",0,0.7836403062269593,30.486503427784907,"-1,1,-1,1","15,15,25,14"
zero,4,both,both,F2-S,15.0,"3,0,1,2",1,0.8489843757028243,29.722596667134745,"-1,1,-1,1","32,22,19,31"
zero,4,both,both,F2-S,15.0,"3,0,1,2",2,3.1879359509845204,15.812301754554888,"-1,1,-1,1","13,19,16,21"
zero,4,both,both,F2-S,15.0,"3,0,1,2",3,1.577960326090631,22.52608207093077,"-1,1,-1,1","18,24,15,15"
zero,4,both,both,F2-S,15.0,"3,0,2,1",0,0.7291522089624283,11.335482006689123,"-1,1,-1,1","16,16,15,20"
zero,4,both,both,F2-S,15.0,"3,0,2,1",1,0.7992297229177545,10.534358228628712,"-1,1,-1,1","26,16,24,18"
zero,4,both,both,F2-S,15.0,"3,0,2,1",2,0.9477941976081233,10.67676421363797,"-1,1,-1,1","17,11,22,32"
zero,4,both,both,F2-S,15.0,"3,0,2,1",3,0.847511611782343,8.421944573947462,"-1,1,-1,1","13,34,22,25"
zero,4,both,both,F2-S,15.0,"3,1,0,2",0,0.7926607525736664,32.98792370844892,"-1,1,-1,1","14,18,20,37"
zero,4,both,both,F2-S,15.0,"3,1,0,2",1,3.2485916680116445,15.899638896338143,"-1,1,-1,1","19,20,22,21"
zero,4,both,both,F2-S,15.0,"3,1,0,2",2,0.9029502193482788,32.20388978564424,"-1,1,-1,1","27,15,17,13"
zero,4,both,both,F2-S,15.0,"3,1,0,2",3,1.6895168564924803,25.16732057211863,"-1,1,-1,1","20,15,23,24"
zero,4,both,both,F2-S,15.0,"3,1,2,0",0,0.7313754414129617,34.651194275628995,"-1,1,-1,1","16,21,13,15"
zero,4,both,both,F2-S,15.0,"3,1,2,0",1,3.3705393167122732,17.44445065293411,"-1,1,-1,1","23,20,16,13"
zero,4,both,both,F2-S,15.0,"3,1,2,0",2,1.2632750459249786,33.64413723433309,"-1,1,-1,1","29,16,20,21"
zero,4,both,both,F2-S,15.0,"3,1,2,0",3,1.7848039731080467,25.002413906709037,"-1,1,-1,1","14,19,24,35"
zero,4,both,both,F2-S,15.0,"3,2,0,1",0,0.7696838644494844,11.894870433638708,"-1,1,-1,1","21,18,28,24"
zero,4,both,both,F2-S,15.0,"3,2,0,1",1,1.0360620010621702,10.832163774731294,"-1,1,-1,1","25,28,22,24"
zero,4,both,both,F2-S,15.0,"3,2,0,1",2,0.9424426682806538,11.018210627094227,"-1,1,-1,1","21,23,14,15"
zero,4,both,both,F2-S,15.0,"3,2,0,1",3,0.9905469053758844,9.099024620267073,"-1,1,-1,1","22,21,21,19"
zero,4,both,both,F2-S,15.0,"3,2,1,0",0,0.7788367870219598,32.68303629199052,"-1,1,-1,1","24,13,28,22"
zero,4,both,both,F2-S,15.0,"3,2,1,0",1,1.0781933558148058,31.32912109384103,"-1,1,-1,1","21,15,21,16"
zero,4,both,both,F2-S,15.0,"3,2,1,0",2,3.2101337993237036,17.644493700873145,"-1,1,-1,1","16,19,24,18"
zero,4,both,both,F2-S,15.0,"3,2,1,0",3,1.7615295356667862,22.578422878975708,"-1,1,-1,1","17,17,16,25"
zero,4,both,both,F2-S,16.0,"0,1,2,3",0,1.4385888380349938,24.829187215800474,"-1,1,-1,1","24,14,15,17"
zero,4,both,both,F2-S,16.0,"0,1,2,3",1,3.3448180646856502,11.258255272876326,"-1,1,-1,1","26,14,30,17"
zero,4,both,both,F2-S,16.0,"0,1,2,3",2,1.1968108188418072,27.084471030919254,"-1,1,-1,1","16,22,25,14"
zero,4,both,both,F2-S,16.0,"0,1,2,3",3,0.48916706030847296,29.333211070280473,"-1,1,-1,1","15,20,17,19"
zero,4,both,both,F2-S,16.0,"0,1,3,2",0,1.4470362081210544,35.199192762183216,"-1,1,-1,1","17,17,15,21"
zero,4,both,both,F2-S,16.0,"0,1,3,2",1,3.3125189543916336,22.134172438760295,"-1,1,-1,1","23,18,23,16"
zero,4,both,both,F2-S,16.0,"0,1,3,2",2,1.1897430180216793,36.037602294381784,"-1,1,-1,1","23,22,27,27"
zero,4,both,both,F2-S,16.0,"0,1,3,2",3,1.7388521171759694,30.523387438000807,"-1,1,-1,1","29,35,22,30"
zero,4,both,both,F2-S,16.0,"0,2,1,3",0,1.4615746523331636,22.39789218298332,"-1,1,-1,1","18,20,26,20"
zero,4,both,both,F2-S,16.0,"0,2,1,3",1,1.1369643871070485,24.73293855235774,"-1,1,-1,1","19,23,24,14"
zero,4,both,both,F2-S,16.0,"0,2,1,3",2,3.24998251552252,11.404537594021338,"-1,1,-1,1","23,20,23,14"
zero,4,both,both,F2-S,16.0,"0,2,1,3",3,0.5607836011924932,26.66164400851999,"-1,1,-1,1","19,18,16,22"
zero,4,both,both,F2-S,16.0,"0,2,3,1",0,1.442249457446177,13.71468200508539,"-1,1,-1,1","19,15,17,18"
zero,4,both,both,F2-S,16.0,"0,2,3,1",1,1.0391970982893983,16.303548272821217,"-1,1,-1,1","20,26,26,14"
zero,4,both,both,F2-S,16.0,"0,2,3,1",2,1.1914578102006834,15.0402377248334,"-1,1,-1,1","24,21,25,26"
zero,4,both,both,F2-S,16.0,"0,2,3,1",3,0.9301493614920762,14.526117916813902,"-1,1,-1,1","16,25,20,14"
zero,4,both,both,F2-S,16.0,"0,3,1,2",0,1.4871789893912437,34.15992414200851,"-1,1,-1,1","20,16,16,22"
zero,4,both,both,F2-S,16.0,"0,3,1,2",1,1.2390611554452218,34.14657665242865,"-1,1,-1,1","15,18,18,22"
zero,4,both,both,F2-S,16.0,"0,3,1,2",2,3.083680107888871,23.316088346616844,"-1,1,-1,1","21,21,21,14"
zero,4,both,both,F2-S,16.0,"0,3,1,2",3,1.7139107326459277,29.233545817170675,"-1,1,-1,1","16,23,19,17"
zero,4,both,both,F2-S,16.0,"0,3,2,1",0,1.4645488688117188,14.852192758763536,"-1,1,-1,1","21,21,25,25"
zero,4,both,both,F2-S,16.0,"0,3,2,1",1,1.2659381813536512,14.840538634525094,"-1,1,-1,1","16,18,14,14"
zero,4,both,both,F2-S,16.0,"0,3,2,1",2,1.1696315675236073,17.739248949512195,"-1,1,-1,1","31,19,20,18"
zero,4,both,both,F2-S,16.0,"0,3,2,1",3,0.981154607727612,15.662019655411555,"-1,1,-1,1","15,15,19,17"
zero,4,both,both,F2-S,16.0,"1,0,2,3",0,2.2247777621992526,8.245683107856925,"-1,1,-1,1","23,21,19,15"
zero,4,both,both,F2-S,16.0,"1,0,2,3",1,0.7414598999564324,15.442059734713784,"-1,1,-1,1","15,23,25,23"
zero,4,both,both,F2-S,16.0,"1,0,2,3",2,1.1933864976365947,14.9837355805255,"-1,1,-1,1","15,22,18,20"
zero,4,both,both,F2-S,16.0,"1,0,2,3",3,0.4265244680388296,16.694447430752504,"-1,1,-1,1","22,24,17,16"
zero,4,both,both,F2-S,16.0,"1,0,3,2",0,2.371725566348003,18.863353014392743,"-1,1,-1,1","17,19,16,18"
zero,4,both,both,F2-S,16.0,"1,0,3,2",1,0.8122980785842975,26.776873021737423,"-1,1,-1,1","23,25,16,14"
zero,4,both,both,F2-S,16.0,"1,0,3,2",2,1.2587699923706017,24.669640565284496,"-1,1,-1,1","35,38,22,21"
zero,4,both,both,F2-S,16.0,"1,0,3,2",3,1.6471678749577707,18.35702827419621,"-1,1,-1,1","20,18,20,22"
zero,4,both,both,F2-S,16.0,"1,2,0,3",0,2.2378345981571304,8.45118688991694,"-1,1,-1,1","19,18,20,27"
zero,4,both,both,F2-S,16.0,"1,2,0,3",1,0.9900044357495139,15.290480593444526,"-1,1,-1,1","18,14,23,24"
zero,4,both,both,F2-S,16.0,"1,2,0,3",2,0.9518888934903774,15.750437978767442,"-1,1,-1,1","22,19,26,16"
zero,4,both,both,F2-S,16.0,"1,2,0,3",3,0.47950654306932683,17.322567852241573,"-1,1,-1,1","20,18,14,22"
zero,4,both,both,F2-S,16.0,"1,2,3,0",0,2.287896333965738,20.432711800500428,"-1,1,-1,1","21,18,20,26"
zero,4,both,both,F2-S,16.0,"1,2,3,0",1,0.9678878304787392,27.155350407126356,"-1,1,-1,1","19,23,21,18"
zero,4,both,both,F2-S,16.0,"1,2,3,0",2,1.1066691485947706,25.852778439727405,"-1,1,-1,1","22,19,21,19"
zero,4,both,both,F2-S,16.0,"1,2,3,0",3,1.6678992608973449,18.828083950827754,"-1,1,-1,1","13,14,14,18"
zero,4,both,both,F2-S,16.0,"1,3,0,2",0,2.370506116720323,20.119926567649472,"-1,1,-1,1","18,23,22,13"
zero,4,both,both,F2-S,16.0,"1,3,0,2",1,1.244320915908191,24.923060799534127,"-1,1,-1,1","19,21,22,20"
zero,4,both,both,F2-S,16.0,"1,3,0,2",2,0.9596364838047379,28.01701619706514,"-1,1,-1,1","19,39,28,25"
zero,4,both,both,F2-S,16.0,"1,3,0,2",3,1.7189264800059045,19.98829194188638,"-1,1,-1,1","13,16,23,21"
zero,4,both,both,F2-S,16.0,"1,3,2,0",0,2.2467667300212093,21.32934063410945,"-1,1,-1,1","12,14,20,18"
zero,4,both,both,F2-S,16.0,"1,3,2,0",1,1.2297287314328675,25.735561223008485,"-1,1,-1,1","18,29,24,36"
zero,4,both,both,F2-S,16.0,"1,3,2,0",2,1.2001019691221466,28.655524313156796,"-1,1,-1,1","20,30,21,15"
zero,4,both,both,F2-S,16.0,"1,3,2,0",3,1.7309516545521082,19.795783939846707,"-1,1,-1,1","19,19,14,13"
zero,4,both,both,F2-S,16.0,"2,0,1,3",0,1.4380846377682077,21.46182919246653,"-1,1,-1,1","21,20,17,15"
zero,4,both,both,F2-S,16.0,"2,0,1,3",1,0.7630009217870422,24.47401553173491,"-1,1,-1,1","21,19,29,17"
zero,4,both,both,F2-S,16.0,"2,0,1,3",2,3.2310843194045975,10.339730844314172,"-1,1,-1,1","23,17,20,20"
zero,4,both,both,F2-S,16.0,"2,0,1,3",3,0.42786000824649645,25.881494778201642,"-1,1,-1,1","20,17,25,32"
zero,4,both,both,F2-S,16.0,"2,0,3,1",0,1.5973125953449516,12.97524755438082,"-1,1,-1,1","13,14,16,18"
zero,4,both,both,F2-S,16.0,"2,0,3,1",1,0.7940649494208276,16.136537624768124,"-1,1,-1,1","21,19,10,13"
zero,4,both,both,F2-S,16.0,"2,0,3,1",2,1.0619676450241695,14.495402172915153,"-1,1,-1,1","16,16,16,18"
zero,4,both,both,F2-S,16.0,"2,0,3,1",3,0.9601159487506197,13.592204396052587,"-1,1,-1,1","16,13,14,17"
zero,4,both,both,F2-S,16.0,"2,1,0,3",0,1.5390082818661057,24.201885312370568,"-1,1,-1,1","20,14,22,32"
zero,4,both,both,F2-S,16.0,"2,1,0,3",1,3.2712492546565044,10.481054150081249,"-1,1,-1,1","20,22,14,16"
zero,4,both,both,F2-S,16.0,"2,1,0,3",2,0.9288484240768091,26.854128445759077,"-1,1,-1,1","17,18,22,18"
zero,4,both,both,F2-S,16.0,"2,1,0,3",3,0.4431994866504379,28.313862962256973,"-1,1,-1,1","25,26,15,15"
zero,4,both,both,F2-S,16.0,"2,1,3,0",0,1.593656452776801,36.16203468091578,"-1,1,-1,1","18,15,25,24"
zero,4,both,both,F2-S,16.0,"2,1,3,0",1,3.3307901846555947,22.67517429105729,"-1,1,-1,1","16,27,19,20"
