protocol_version,config_sha256,seed,subject,target_subject,source_subjects,geometry,protocol,split,decoder,metric,native_metric,source_n,source_center_fit_n_per_subject,source_center_fit_n_total,calibration_n,target_center_fit_n,target_center_fit_instances,evaluation_n,source_trial_uid_hash,fit_trial_uid_hash,calibration_trial_uid_hash,evaluation_trial_uid_hash,source_target_overlap_n,center_evaluation_overlap_n,transductive_overlap,source_feature_sha256,source_label_sha256,target_input_sha256,feature_config_sha256,model_config_sha256,fitted_model_sha256,prediction_sha256,balanced_accuracy,accuracy,macro_f1,recall_left_hand,recall_right_hand,recall_feet,recall_tongue,confusion_matrix_json,confusion_left_hand__left_hand,confusion_left_hand__right_hand,confusion_left_hand__feet,confusion_left_hand__tongue,confusion_right_hand__left_hand,confusion_right_hand__right_hand,confusion_right_hand__feet,confusion_right_hand__tongue,confusion_feet__left_hand,confusion_feet__right_hand,confusion_feet__feet,confusion_feet__tongue,confusion_tongue__left_hand,confusion_tongue__right_hand,confusion_tongue__feet,confusion_tongue__tongue,convergence_warning,warning_messages,status,primary_run_status,primary_failure_count,secondary_run_status,secondary_failure_count
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",RAW,T2,A,MDM,riemann,riemann,2304,0,0,144,0,0,144,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,not_applicable,240e0752f0377c4fb6dc56e86086a12c75c660b8ca72215ed8c4469e1376816c,5ea6667e21c268ca42417d2fb0585b0e90c9c3b02ec63e7941b8c995e8d5fc43,0,0,not_applicable,10a28138d65f5e0b1435dfcd389833cb7f0dae25ea44af3de6f694259406d63f,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,4947edd0fc797abc7721d44e729b706d768cf12c10dd07a5806fdf71b976d02b,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,5425444c778323273037ce5367ee3bb9dcc138fb81e799e0bbeecb882f6a1eb5,8be7431bfec8ee556fcd9937ac774dd1d517d7caac79186c1a79586bfebdc6c4,56287151486600495a7c6484f2deae5dae7595709ee9b5fb033576e46627d3d2,0.4652777777777778,0.4652777777777778,0.43206157122549715,1.0,0.25,0.2222222222222222,0.3888888888888889,"[[36,0,0,0],[27,9,0,0],[7,18,8,3],[3,3,16,14]]",36,0,0,0,27,9,0,0,7,18,8,3,3,3,16,14,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",RAW,T2,B,MDM,riemann,riemann,2304,0,0,144,0,0,144,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,not_applicable,5ea6667e21c268ca42417d2fb0585b0e90c9c3b02ec63e7941b8c995e8d5fc43,240e0752f0377c4fb6dc56e86086a12c75c660b8ca72215ed8c4469e1376816c,0,0,not_applicable,10a28138d65f5e0b1435dfcd389833cb7f0dae25ea44af3de6f694259406d63f,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,806549bee9eb94e222cfa0c16cac087e54d828d466d0776674a09335b005e778,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,5425444c778323273037ce5367ee3bb9dcc138fb81e799e0bbeecb882f6a1eb5,8be7431bfec8ee556fcd9937ac774dd1d517d7caac79186c1a79586bfebdc6c4,2b27ded05f580b7d6c614b3c545a4f90949246c7283e8c49532f26f7286d0e99,0.3680555555555556,0.3680555555555556,0.3028646885029864,1.0,0.1111111111111111,0.16666666666666666,0.19444444444444445,"[[36,0,0,0],[32,4,0,0],[16,10,6,4],[10,5,14,7]]",36,0,0,0,32,4,0,0,16,10,6,4,10,5,14,7,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",RAW,T2,AGGREGATE,MDM,riemann,riemann,2304,0,0,288,0,0,288,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,not_applicable,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,0,0,not_applicable,10a28138d65f5e0b1435dfcd389833cb7f0dae25ea44af3de6f694259406d63f,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,c2d88d0cec52b326cf11a4799ccb8d79ad6d32ce51e9d7ff65ee43c89c177432,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,5425444c778323273037ce5367ee3bb9dcc138fb81e799e0bbeecb882f6a1eb5,8be7431bfec8ee556fcd9937ac774dd1d517d7caac79186c1a79586bfebdc6c4,7bd3002b76def670ca320188469f5e80c0b1eef2eb34efdeb3bebaee2b866c40,0.4166666666666667,0.4166666666666667,0.3696914509134312,1.0,0.18055555555555555,0.19444444444444445,0.2916666666666667,"[[72,0,0,0],[59,13,0,0],[23,28,14,7],[13,8,30,21]]",72,0,0,0,59,13,0,0,23,28,14,7,13,8,30,21,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",RAW,T2,A,MDM,logeuclid,logeuclid,2304,0,0,144,0,0,144,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,not_applicable,240e0752f0377c4fb6dc56e86086a12c75c660b8ca72215ed8c4469e1376816c,5ea6667e21c268ca42417d2fb0585b0e90c9c3b02ec63e7941b8c995e8d5fc43,0,0,not_applicable,10a28138d65f5e0b1435dfcd389833cb7f0dae25ea44af3de6f694259406d63f,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,4947edd0fc797abc7721d44e729b706d768cf12c10dd07a5806fdf71b976d02b,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,a2b29db0651a7f3cf288f9d58ca4306d578725e1219a1981c48e4b9f5de21049,012f78a7c0be149dcc7df612524ed1b4710d5aeb8d2cb3eeedf899794efc30b3,9c529750336620d890e0e427e3eb64506afd00a2330a3739ef01c8063458535d,0.46527777777777785,0.4652777777777778,0.43131707473812736,1.0,0.2222222222222222,0.2222222222222222,0.4166666666666667,"[[36,0,0,0],[28,8,0,0],[8,17,8,3],[4,4,13,15]]",36,0,0,0,28,8,0,0,8,17,8,3,4,4,13,15,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",RAW,T2,B,MDM,logeuclid,logeuclid,2304,0,0,144,0,0,144,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,not_applicable,5ea6667e21c268ca42417d2fb0585b0e90c9c3b02ec63e7941b8c995e8d5fc43,240e0752f0377c4fb6dc56e86086a12c75c660b8ca72215ed8c4469e1376816c,0,0,not_applicable,10a28138d65f5e0b1435dfcd389833cb7f0dae25ea44af3de6f694259406d63f,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,806549bee9eb94e222cfa0c16cac087e54d828d466d0776674a09335b005e778,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,a2b29db0651a7f3cf288f9d58ca4306d578725e1219a1981c48e4b9f5de21049,012f78a7c0be149dcc7df612524ed1b4710d5aeb8d2cb3eeedf899794efc30b3,d5c02d38ccbbf81c96108402391fc0c85f5cf3c62eac114896629ec3f4ab57bc,0.3611111111111111,0.3611111111111111,0.29314952964762125,1.0,0.08333333333333333,0.16666666666666666,0.19444444444444445,"[[36,0,0,0],[33,3,0,0],[15,10,6,5],[11,6,12,7]]",36,0,0,0,33,3,0,0,15,10,6,5,11,6,12,7,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",RAW,T2,AGGREGATE,MDM,logeuclid,logeuclid,2304,0,0,288,0,0,288,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,not_applicable,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,0,0,not_applicable,10a28138d65f5e0b1435dfcd389833cb7f0dae25ea44af3de6f694259406d63f,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,c2d88d0cec52b326cf11a4799ccb8d79ad6d32ce51e9d7ff65ee43c89c177432,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,a2b29db0651a7f3cf288f9d58ca4306d578725e1219a1981c48e4b9f5de21049,012f78a7c0be149dcc7df612524ed1b4710d5aeb8d2cb3eeedf899794efc30b3,057179b3ddd2952f08a0deed7a68acf7183fe0bbb95bb619bd5ca53ee3dbe2ca,0.4131944444444445,0.4131944444444444,0.3648876817994465,1.0,0.1527777777777778,0.19444444444444445,0.3055555555555556,"[[72,0,0,0],[61,11,0,0],[23,27,14,8],[15,10,25,22]]",72,0,0,0,61,11,0,0,23,27,14,8,15,10,25,22,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",LE,T2,A,MDM,logeuclid,logeuclid,2304,288,2304,144,144,1,144,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,240e0752f0377c4fb6dc56e86086a12c75c660b8ca72215ed8c4469e1376816c,240e0752f0377c4fb6dc56e86086a12c75c660b8ca72215ed8c4469e1376816c,5ea6667e21c268ca42417d2fb0585b0e90c9c3b02ec63e7941b8c995e8d5fc43,0,0,False,d143d94e5cf7b9be680561206f7ff5a45466323ec1963e9d6674015b55b83605,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,f26cabfa0730c581ff5e85d6f59a5bba655b4045c8d144696bbfdc5a257f7904,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,a2b29db0651a7f3cf288f9d58ca4306d578725e1219a1981c48e4b9f5de21049,9c9d747fd51cfbd1079907e25ea590661cd945ad4d43dadf5a3b373d437788d8,94fe22a70bcbaaa89fd9903953c82fa2c485b82ea5184dcb092ee2fd4478805f,0.5555555555555556,0.5555555555555556,0.48869565217391303,0.8611111111111112,0.2222222222222222,0.16666666666666666,0.9722222222222222,"[[31,2,2,1],[24,8,1,3],[1,4,6,25],[0,0,1,35]]",31,2,2,1,24,8,1,3,1,4,6,25,0,0,1,35,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",LE,T2,B,MDM,logeuclid,logeuclid,2304,288,2304,144,144,1,144,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,5ea6667e21c268ca42417d2fb0585b0e90c9c3b02ec63e7941b8c995e8d5fc43,5ea6667e21c268ca42417d2fb0585b0e90c9c3b02ec63e7941b8c995e8d5fc43,240e0752f0377c4fb6dc56e86086a12c75c660b8ca72215ed8c4469e1376816c,0,0,False,d143d94e5cf7b9be680561206f7ff5a45466323ec1963e9d6674015b55b83605,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,249015778fd6e63eebf3cc2beb1d15aad58f3d81f8e5a25a282e5a6b397317c4,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,a2b29db0651a7f3cf288f9d58ca4306d578725e1219a1981c48e4b9f5de21049,9c9d747fd51cfbd1079907e25ea590661cd945ad4d43dadf5a3b373d437788d8,5cad9e994d0ec6fb38ba7bff49a0b27b7eef57181fa3e20f7e50ffbb260fc823,0.5555555555555556,0.5555555555555556,0.529356305938083,0.8333333333333334,0.25,0.4166666666666667,0.7222222222222222,"[[30,2,1,3],[26,9,0,1],[3,3,15,15],[0,0,10,26]]",30,2,1,3,26,9,0,1,3,3,15,15,0,0,10,26,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",LE,T2,AGGREGATE,MDM,logeuclid,logeuclid,2304,288,2304,288,288,2,288,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,0,0,False,d143d94e5cf7b9be680561206f7ff5a45466323ec1963e9d6674015b55b83605,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,0061d0f37a97a6121d2f6b78418681092b002d0faa9faa9e08e3c46e209ec6e5,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,a2b29db0651a7f3cf288f9d58ca4306d578725e1219a1981c48e4b9f5de21049,9c9d747fd51cfbd1079907e25ea590661cd945ad4d43dadf5a3b373d437788d8,29f17e7801057d3dcfabd7b09a5e166dcc47da21e7ed1a994024b6c0c78c0e95,0.5555555555555556,0.5555555555555556,0.5138321137931148,0.8472222222222222,0.2361111111111111,0.2916666666666667,0.8472222222222222,"[[61,4,3,4],[50,17,1,4],[4,7,21,40],[0,0,11,61]]",61,4,3,4,50,17,1,4,4,7,21,40,0,0,11,61,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",AIRM,T2,A,MDM,riemann,riemann,2304,288,2304,144,144,1,144,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,240e0752f0377c4fb6dc56e86086a12c75c660b8ca72215ed8c4469e1376816c,240e0752f0377c4fb6dc56e86086a12c75c660b8ca72215ed8c4469e1376816c,5ea6667e21c268ca42417d2fb0585b0e90c9c3b02ec63e7941b8c995e8d5fc43,0,0,False,710367e21cd1405fe84ef46290b8d34d1c813bb6261ca8fd29f64d8e182f0035,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,2b695a838e3514491f143b766936df2741198fdfd577e913a5560d4ca8f7d3bd,90ae10bd86b4b58fb50ff21511d34cd5560eb0a82ae6f46c3dbf6952e8b72668,5425444c778323273037ce5367ee3bb9dcc138fb81e799e0bbeecb882f6a1eb5,f7470458b9954f49463928fe4c9aa6b7ef65ca8b23569b7e72d5c49634113efe,025b447d817ba7a19a466a111b713d362f61f849ce332d593cb6804ed1786f8a,0.6458333333333334,0.6458333333333334,0.6056041869907981,0.8888888888888888,0.5,0.2222222222222222,0.9722222222222222,"[[32,2,1,1],[16,18,0,2],[1,4,8,23],[0,0,1,35]]",32,2,1,1,16,18,0,2,1,4,8,23,0,0,1,35,False,[],PASS,FAILED,1,PASS,0
