protocol_version,config_sha256,seed,subject,target_subject,source_subjects,geometry,protocol,split,decoder,metric,native_metric,source_n,source_center_fit_n_per_subject,source_center_fit_n_total,calibration_n,target_center_fit_n,target_center_fit_instances,evaluation_n,source_trial_uid_hash,fit_trial_uid_hash,calibration_trial_uid_hash,evaluation_trial_uid_hash,source_target_overlap_n,center_evaluation_overlap_n,transductive_overlap,source_feature_sha256,source_label_sha256,target_input_sha256,feature_config_sha256,model_config_sha256,fitted_model_sha256,prediction_sha256,balanced_accuracy,accuracy,macro_f1,recall_left_hand,recall_right_hand,recall_feet,recall_tongue,confusion_matrix_json,confusion_left_hand__left_hand,confusion_left_hand__right_hand,confusion_left_hand__feet,confusion_left_hand__tongue,confusion_right_hand__left_hand,confusion_right_hand__right_hand,confusion_right_hand__feet,confusion_right_hand__tongue,confusion_feet__left_hand,confusion_feet__right_hand,confusion_feet__feet,confusion_feet__tongue,confusion_tongue__left_hand,confusion_tongue__right_hand,confusion_tongue__feet,confusion_tongue__tongue,convergence_warning,warning_messages,status,primary_run_status,primary_failure_count,secondary_run_status,secondary_failure_count
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",RAW,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,0,0,0,0,0,288,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,not_applicable,not_applicable,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,0,0,not_applicable,5dd62cfcf62f25c1bad7de4ff43119ec7b4dff92ab1adf3754828ec3e480da57,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,9aaea0cf5f94b1bc31c872918458308e54dbfbbc16b9b57778142726ffe2f79d,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,ba548136e4193f7ad42d5a52fc747ac76401884a23dbce22a5fbe900b812b77d,646d7407d3336cd4e18478f6763c800685191999b5e1334c64cdff3c0baebca7,0.4513888888888889,0.4513888888888889,0.35883642053632675,0.6805555555555556,0.9166666666666666,0.20833333333333334,0.0,"[[49,22,1,0],[6,66,0,0],[18,39,15,0],[31,28,13,0]]",49,22,1,0,6,66,0,0,18,39,15,0,31,28,13,0,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",LE,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,288,2304,288,288,1,288,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,0,288,True,5527f9cc23c80d1dae8d8a5f4c8dd5443033ac1a0e9f3fe7204488fa07786c47,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,9816307a90b1aadfd414d1c6239d07632f5555725a87b3dfbf906930b0ab7744,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,ca8a7f1891c6c824aeb580d4f05856b986624acdc94815543b6e90254952b053,96ee93bf051dcd256e7387992263cc281a52e08489db28dd782b40b25bf776ea,0.6631944444444444,0.6631944444444444,0.6562580586185899,0.7777777777777778,0.7638888888888888,0.4444444444444444,0.6666666666666666,"[[56,11,4,1],[17,55,0,0],[6,12,32,22],[2,5,17,48]]",56,11,4,1,17,55,0,0,6,12,32,22,2,5,17,48,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",AIRM,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,288,2304,288,288,1,288,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,0,288,True,db34c7910d198b73c6dbc8554aebc68f6407055625ce20ae25c4756f7ab6bf02,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,b378e6fb95917ab0cc4e23632e8d985d6bab87372a5c08ce5bc91036ff59044c,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,e4f92b711274e363095c2c7a3af5ca9a722786a77270e30583ce1958d279d3a9,3ac999b466bd2aaca6dbd7c1fa19ac0c44c4ee4cd00980cf102390dd16e154e3,0.6979166666666666,0.6979166666666666,0.6893242788172562,0.8055555555555556,0.7916666666666666,0.4444444444444444,0.75,"[[58,10,4,0],[14,57,0,1],[7,12,32,21],[1,4,13,54]]",58,10,4,0,14,57,0,1,7,12,32,21,1,4,13,54,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,1,1,"[2,3,4,5,6,7,8,9]",EA,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,288,2304,288,288,1,288,70e764352a7314a332385309d73b620d4428406d4234c9dd45f2ff7503f2d98c,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,c293204e2862c16fc5706155d58a15f5b940222162b451966a2e59da52086469,0,288,True,457166bcc86c09c0efbd20c371644efa5f7679f166becee08bcfd88d0e382435,6d5ce1739901576cb6ade42db7ab79bebecff1177a516618337bbc4a997a1f70,89a1aef8a0ddc6b7f25e1eaf1c1d17ab66ab69fedfb5023942c600f55a165e5f,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,064f3f433d63d138b8222d9668aa63a51f52de1c6a72d0cdce2b2c5a1b78efd4,04735d501432f79094198c9a93e6d2adb25c4a4b1d3475bd20977ce461eeac1b,0.6701388888888888,0.6701388888888888,0.6547005857293233,0.8194444444444444,0.7777777777777778,0.3472222222222222,0.7361111111111112,"[[59,10,3,0],[15,56,0,1],[7,17,25,23],[2,6,11,53]]",59,10,3,0,15,56,0,1,7,17,25,23,2,6,11,53,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,2,2,"[1,3,4,5,6,7,8,9]",RAW,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,0,0,0,0,0,288,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,not_applicable,not_applicable,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,0,0,not_applicable,b49de1a956b307b5a662098b002d33ce93055bfb873e2a9e0c1911d4eebe3e98,324204204ed33cba54a857d2e25eb566b3fa184199200cb2e48e628346283924,c6d435fef4a008f8e0ebf1e65196b9658ba53166c0f2b5babef26ed41c156ff2,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,0029104117b70bab2242a34d4012dd5cc019cd758a88ed4a1aa0546ca5aab461,fddf37049caddc3aed343482f7c3d7f19cf921f9b76bc78a06667e05b12a6d9e,0.2534722222222222,0.2534722222222222,0.18384378296151685,0.06944444444444445,0.1111111111111111,0.7777777777777778,0.05555555555555555,"[[5,16,51,0],[0,8,62,2],[3,12,56,1],[8,10,50,4]]",5,16,51,0,0,8,62,2,3,12,56,1,8,10,50,4,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,2,2,"[1,3,4,5,6,7,8,9]",LE,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,288,2304,288,288,1,288,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,0,288,True,de4435c1a783a9b88b5b160329c66a2c8ab25d3dda1a60fd9b288fb9b3d25a4c,324204204ed33cba54a857d2e25eb566b3fa184199200cb2e48e628346283924,d461c6aa16d284585ae78bc59e80b911842b6c3936f07ebb9aad9ca0ede8e4d0,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,9caf29003483bdfcfad37898b8a2303df22d490ed2bcf4b0080f8351630c71fe,de1b9e3af2fd1a58bc454301b1c52b846b9d510fdf37158add79a41d1f5620da,0.3472222222222222,0.3472222222222222,0.3476164111211745,0.375,0.2916666666666667,0.3333333333333333,0.3888888888888889,"[[27,18,22,5],[16,21,30,5],[8,7,24,33],[26,9,9,28]]",27,18,22,5,16,21,30,5,8,7,24,33,26,9,9,28,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,2,2,"[1,3,4,5,6,7,8,9]",AIRM,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,288,2304,288,288,1,288,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,0,288,True,09bdfe9bef5a4daf4219a211688115f8cf874c5b1b7b26a12f80f8900d1feed6,324204204ed33cba54a857d2e25eb566b3fa184199200cb2e48e628346283924,39be7f8bc3837deb64c853adf268d001ed5931df11042128a92e1a5cbd5e0eda,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,1dea64bcc2fab7a1a51260cbed97ce9be46036a174840ea789efe74ae974977a,61f206f1ba1510ee07323731cc7ce506802f4d0be2d411eff0e5f14913463ad0,0.34375,0.34375,0.34404570222951586,0.4027777777777778,0.3194444444444444,0.2777777777777778,0.375,"[[29,21,18,4],[18,23,26,5],[6,17,20,29],[26,9,10,27]]",29,21,18,4,18,23,26,5,6,17,20,29,26,9,10,27,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,2,2,"[1,3,4,5,6,7,8,9]",EA,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,288,2304,288,288,1,288,debe6a399e369b816e518e4a7b997330a929775b2f57c8b8a3758fed9805082a,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,c413c084a1e52fede11309916f5f24245c28580e60d0e2c967402ceec6c6b0b3,0,288,True,d0e31aa9affe2bec79dc94ef1a7ea31c8f90bdddd1a5a67b632d5736baf291d0,324204204ed33cba54a857d2e25eb566b3fa184199200cb2e48e628346283924,f3ad3ff3fa937c105b4b3b37cdc412dedabe3408361df325cac48938b55ec36d,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,7a8128621b25abf58736010e69efd4739b2478caf2869d2bbb63d02b6ac2eb9d,dd5ca0eb81e07b3f4e96c9be269a920303120e92b9a53170c6157d0fbedee2a8,0.3368055555555556,0.3368055555555556,0.3361418168233845,0.3472222222222222,0.2916666666666667,0.2916666666666667,0.4166666666666667,"[[25,17,19,11],[14,21,27,10],[5,8,21,38],[26,7,9,30]]",25,17,19,11,14,21,27,10,5,8,21,38,26,7,9,30,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,3,3,"[1,2,4,5,6,7,8,9]",RAW,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,0,0,0,0,0,288,a39f180636b2b43add3b08ee8c110e9ba9feae6f871668f44d900c47a9583b87,not_applicable,not_applicable,188ed5f1537cc3b8bc713e78ce8b0775d4692f35f56c8b0b4fad5ac6a6138fc0,0,0,not_applicable,6354a286b6103aa71b6d9eb276d7340eff395422eddec4258b9072a3aa927042,324204204ed33cba54a857d2e25eb566b3fa184199200cb2e48e628346283924,5996d140e29e5680f23403224157a9a6e9cd9c1444c8eada4434833e62e7343d,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,e3e0ee7e7b8c9be66b51351fb5b3d5632b85e8fb07ffa7b3760eb876e7bfb74d,0a62dce59bcdc63f02a76d67c416664a516d39e612b2b5b9feef566b55e91ac3,0.4375,0.4375,0.4161211342715607,0.375,0.2638888888888889,0.18055555555555555,0.9305555555555556,"[[27,0,0,45],[5,19,0,48],[6,0,13,53],[3,0,2,67]]",27,0,0,45,5,19,0,48,6,0,13,53,3,0,2,67,False,[],PASS,FAILED,1,PASS,0
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,3,3,"[1,2,4,5,6,7,8,9]",LE,T1,ALL,logistic,euclidean_log_svec,euclidean_log_svec,2304,288,2304,288,288,1,288,a39f180636b2b43add3b08ee8c110e9ba9feae6f871668f44d900c47a9583b87,188ed5f1537cc3b8bc713e78ce8b0775d4692f35f56c8b0b4fad5ac6a6138fc0,188ed5f1537cc3b8bc713e78ce8b0775d4692f35f56c8b0b4fad5ac6a6138fc0,188ed5f1537cc3b8bc713e78ce8b0775d4692f35f56c8b0b4fad5ac6a6138fc0,0,288,True,257adbba1cb82a88e09e97ee0a3e28e02d234aa84f25baf6f61c3ed606255633,324204204ed33cba54a857d2e25eb566b3fa184199200cb2e48e628346283924,91e5e3969a090afd4f922c16ecddb93e8609d28206a6921fe95a20fe6730ced4,08ed244f310605414b659256363166c79fb5d699a344e7233bcc070e95937c12,bad18b2f5f99af9bc14bc370e13be60ca579f53458ecfbb0b7f5888393ecc916,9c924107bb737b28ce816ecf65f8019bb30e16b6336b3118fa6222a1295424f0,ca52ed2aa988516e27286f1d17e529aa51d4965f4228dd72b1ac4ad5c461541b,0.7534722222222222,0.7534722222222222,0.7553299446919994,0.75,0.8194444444444444,0.7361111111111112,0.7083333333333334,"[[54,2,6,10],[3,59,2,8],[5,5,53,9],[2,4,15,51]]",54,2,6,10,3,59,2,8,5,5,53,9,2,4,15,51,False,[],PASS,FAILED,1,PASS,0
