protocol_version,config_sha256,seed,row_type,source_table,question,protocol,decoder,geometry,native_metric,metric,subject,comparator,n,value,mean,std_ddof1,median,minimum,maximum,delta,sign_category,improved_subjects,worsened_subjects,tied_subjects,threshold,pass_flag,verdict,operands_json,formula,notes
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,primary_logistic_failure,loso_logistic_calibration.csv,,T2,logistic,RAW,,,4.0,AGGREGATE,,,,,,,,,,,,,,False,,,,"PRIMARY FAILED; Q1-Q3 unassessed: [""lbfgs failed to converge after 5000 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=5000).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html\nPlease also refer to the documentation for alternative solver options:\n    https://scikit-learn.org/stable/modules/linear_model.html#logistic-regression""]"
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,primary_logistic_failure,loso_logistic_calibration.csv,,T2,logistic,RAW,,,4.0,B,,,,,,,,,,,,,,False,,,,"PRIMARY FAILED; Q1-Q3 unassessed: [""lbfgs failed to converge after 5000 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=5000).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html\nPlease also refer to the documentation for alternative solver options:\n    https://scikit-learn.org/stable/modules/linear_model.html#logistic-regression""]"
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,LE,euclidean_log_svec,balanced_accuracy,1.0,RAW,,,,,,,,0.21180555555555552,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,AIRM,euclidean_log_svec,balanced_accuracy,1.0,RAW,,,,,,,,0.24652777777777773,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,descriptive,T1,logistic,EA,euclidean_log_svec,balanced_accuracy,1.0,RAW,,,,,,,,0.21874999999999994,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,LE,euclidean_log_svec,balanced_accuracy,2.0,RAW,,,,,,,,0.09375,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,AIRM,euclidean_log_svec,balanced_accuracy,2.0,RAW,,,,,,,,0.09027777777777779,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,descriptive,T1,logistic,EA,euclidean_log_svec,balanced_accuracy,2.0,RAW,,,,,,,,0.08333333333333337,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,LE,euclidean_log_svec,balanced_accuracy,3.0,RAW,,,,,,,,0.3159722222222222,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,AIRM,euclidean_log_svec,balanced_accuracy,3.0,RAW,,,,,,,,0.2916666666666665,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,descriptive,T1,logistic,EA,euclidean_log_svec,balanced_accuracy,3.0,RAW,,,,,,,,0.2881944444444444,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,LE,euclidean_log_svec,balanced_accuracy,4.0,RAW,,,,,,,,,unassessed_technical_failure,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,AIRM,euclidean_log_svec,balanced_accuracy,4.0,RAW,,,,,,,,,unassessed_technical_failure,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,descriptive,T1,logistic,EA,euclidean_log_svec,balanced_accuracy,4.0,RAW,,,,,,,,,unassessed_technical_failure,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,LE,euclidean_log_svec,balanced_accuracy,5.0,RAW,,,,,,,,0.1284722222222222,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,AIRM,euclidean_log_svec,balanced_accuracy,5.0,RAW,,,,,,,,0.1284722222222222,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,descriptive,T1,logistic,EA,euclidean_log_svec,balanced_accuracy,5.0,RAW,,,,,,,,0.10069444444444442,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,LE,euclidean_log_svec,balanced_accuracy,6.0,RAW,,,,,,,,0.1111111111111111,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,AIRM,euclidean_log_svec,balanced_accuracy,6.0,RAW,,,,,,,,0.1076388888888889,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,descriptive,T1,logistic,EA,euclidean_log_svec,balanced_accuracy,6.0,RAW,,,,,,,,0.13194444444444448,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,LE,euclidean_log_svec,balanced_accuracy,7.0,RAW,,,,,,,,0.16666666666666663,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,AIRM,euclidean_log_svec,balanced_accuracy,7.0,RAW,,,,,,,,0.16319444444444442,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,descriptive,T1,logistic,EA,euclidean_log_svec,balanced_accuracy,7.0,RAW,,,,,,,,0.16666666666666663,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,LE,euclidean_log_svec,balanced_accuracy,8.0,RAW,,,,,,,,0.25347222222222215,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,AIRM,euclidean_log_svec,balanced_accuracy,8.0,RAW,,,,,,,,0.24652777777777785,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,descriptive,T1,logistic,EA,euclidean_log_svec,balanced_accuracy,8.0,RAW,,,,,,,,0.24305555555555564,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,LE,euclidean_log_svec,balanced_accuracy,9.0,RAW,,,,,,,,0.26041666666666674,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,Q1/Q2,T1,logistic,AIRM,euclidean_log_svec,balanced_accuracy,9.0,RAW,,,,,,,,0.2847222222222222,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,paired_subject_delta,loso_logistic_transductive.csv,descriptive,T1,logistic,EA,euclidean_log_svec,balanced_accuracy,9.0,RAW,,,,,,,,0.29166666666666674,improved,,,,,,,,,descriptive subject pair only; primary technical failure prohibits aggregate/frozen verdict
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,decision_verdict,,Q1,,,,,balanced_accuracy,,,9.0,,,,,,,,,,,,0.01,False,UNASSESSED — TECHNICAL FAILURE,"{""available_case_verdict_prohibited"":true,""calculation_status"":""NOT_COMPUTED"",""failed_rows"":[{""geometry"":""RAW"",""protocol"":""T1"",""source_table"":""loso_logistic_transductive.csv"",""split"":""ALL"",""subject"":4},{""geometry"":""RAW"",""protocol"":""T2"",""source_table"":""loso_logistic_calibration.csv"",""split"":""A"",""subject"":4},{""geometry"":""RAW"",""protocol"":""T2"",""source_table"":""loso_logistic_calibration.csv"",""split"":""AGGREGATE"",""subject"":4},{""geometry"":""RAW"",""protocol"":""T2"",""source_table"":""loso_logistic_calibration.csv"",""split"":""B"",""subject"":4}],""primary_failed_row_count"":4,""reason"":""one_or_more_primary_logistic_rows_failed"",""unique_warning_message_count"":1}",NOT COMPUTED: primary logistic technical failure prohibits available-case verdicts.,
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,decision_verdict,,Q2,,,,,balanced_accuracy,,,9.0,,,,,,,,,,,,0.02,False,UNASSESSED — TECHNICAL FAILURE,"{""available_case_verdict_prohibited"":true,""calculation_status"":""NOT_COMPUTED"",""failed_rows"":[{""geometry"":""RAW"",""protocol"":""T1"",""source_table"":""loso_logistic_transductive.csv"",""split"":""ALL"",""subject"":4},{""geometry"":""RAW"",""protocol"":""T2"",""source_table"":""loso_logistic_calibration.csv"",""split"":""A"",""subject"":4},{""geometry"":""RAW"",""protocol"":""T2"",""source_table"":""loso_logistic_calibration.csv"",""split"":""AGGREGATE"",""subject"":4},{""geometry"":""RAW"",""protocol"":""T2"",""source_table"":""loso_logistic_calibration.csv"",""split"":""B"",""subject"":4}],""primary_failed_row_count"":4,""reason"":""one_or_more_primary_logistic_rows_failed"",""unique_warning_message_count"":1}",NOT COMPUTED: primary logistic technical failure prohibits available-case verdicts.,
2.0,ddb96fc11a77a8640996755b25031d8c2c4ed0b7d20c4e59b6549b29303c6914,20260809,decision_verdict,,Q3,,,,,balanced_accuracy,,,9.0,,,,,,,,,,,,0.02,False,UNASSESSED — TECHNICAL FAILURE,"{""available_case_verdict_prohibited"":true,""calculation_status"":""NOT_COMPUTED"",""failed_rows"":[{""geometry"":""RAW"",""protocol"":""T1"",""source_table"":""loso_logistic_transductive.csv"",""split"":""ALL"",""subject"":4},{""geometry"":""RAW"",""protocol"":""T2"",""source_table"":""loso_logistic_calibration.csv"",""split"":""A"",""subject"":4},{""geometry"":""RAW"",""protocol"":""T2"",""source_table"":""loso_logistic_calibration.csv"",""split"":""AGGREGATE"",""subject"":4},{""geometry"":""RAW"",""protocol"":""T2"",""source_table"":""loso_logistic_calibration.csv"",""split"":""B"",""subject"":4}],""primary_failed_row_count"":4,""reason"":""one_or_more_primary_logistic_rows_failed"",""unique_warning_message_count"":1}",NOT COMPUTED: primary logistic technical failure prohibits available-case verdicts.,
